fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,CIHigh,CILow,MOS
-169722.03455831655,-13433.490739747562,17659.610353133332,30159.948972786195,-8302.286396112188,-32.45919688273459,4641.7169248408345,504.70555039468786,-264.18882992617347,36.9380424725305,7.428357412510082,-15.064522444981392,-1.965719705091091,-0.6039283976563903,-11.874598351672702,-15.247482877455857,-19.37192283082422,11.372567597695543,3.12457995,2.57542005,2.85
-162126.59825933404,-27921.841200337156,15479.956809282177,5045.304908305998,73.20762136643839,-240.60131910058456,6109.353650858744,522.7156068744122,-180.7500720346862,1.9207608381795618,4.035116311409042,19.61285448333483,-7.8743168175773794,4.6316298758614645,2.587748033421778,-2.4532328253137807,-4.79523211994669,3.484279365065343,3.380332715,2.964494871,3.172413793
-42560.937268668196,-17115.224246642054,9567.332444191372,-1471.200548772929,36337.382427541444,-14297.31331397242,-11842.383212629804,246.0154625533947,-131.62018838311505,-41.15683597626754,-59.865895791190546,7.93321968507226,-6.1310898431382475,6.914932293831712,-18.874504887825307,11.833752781930025,-3.876590287945486,-2.3982302788092973,2.55951845,1.976195836,2.267857143
-96939.3177214531,20225.54885806101,-25415.291051915112,-7637.818170149845,24937.639681802975,-12734.03897805972,-8601.381425464568,303.92520055932346,-71.65183880459634,28.30150160789539,37.521075105793926,9.212141825958618,20.61413097878597,-2.1921194638539885,-8.179324405015535,-13.10014982871528,-15.626023879378636,-5.7917540616352206,3.809449298,3.362964496,3.586206897
386217.6863059461,-37229.05160606474,2618.1994183551164,603.0517451836788,1103.7924264184278,8133.750324522805,9036.468176121376,-266.73895311148664,164.0722851949095,48.07683609793011,-14.827340232161356,6.001363753173134,-7.306804766488918,-4.872009242995107,3.7346287306797534,-0.8335884251049411,0.09023075520662426,4.298371355221329,2.692561138,1.950296004,2.321428571
389387.7181766789,-36882.76969918154,2743.7034035295446,617.6026820572357,1137.4002894429882,8230.064661039229,9411.703603527221,-260.16611749855105,129.5778006154571,50.38787827240693,-11.283432210380255,1.7831590855201065,-8.229960988155906,-2.830786599757802,4.612609007287334,-4.315444433776128,0.6213586472768129,2.822871164582858,4.766305092,4.305123479,4.535714286
-190387.45954142042,665.196061479691,1843.7495985844607,1792.123337780269,1105.1113494012654,-923.7206345793403,11754.647097312227,-376.9484135977841,-162.77129206200294,-6.9870171528066,9.247606013835123,6.751634170343391,-2.7864463420440044,-8.480479052147865,11.374730135696066,-6.3549249210493315,2.637872548217955,-1.9301324590893179,3.249159055,2.784174278,3.016666667
43566.18165511426,3740.3625775695755,-14774.153173958772,35625.04043198846,-12291.008255226865,46.98797273322799,-7457.201436953144,-628.9251309026116,-216.3071670689349,-21.93910616107514,-56.21511261221701,-38.912779802930615,16.14420965499312,4.773396054847626,-10.855508906761926,-0.3362830508352387,-1.41771479465901,9.101925851432982,4.625796982,4.159917303,4.392857143
330019.0874088998,-2390.321083034776,3730.5014304131473,-6352.709710336894,55747.33795461167,-15132.127615675203,-7696.058785710148,419.2541507732194,-204.7322715345915,8.418966584863965,23.1384176692989,-28.97605776511746,-0.4600989715366094,-4.137727232825558,-21.560822980555027,5.0185649566653945,7.132313880116453,5.022991607593368,4.717505416,4.282494584,4.5
-208656.10983661882,-10399.087565069087,18626.088821366615,5632.565155429712,814.0445660096212,524.1586296294871,16607.519646497287,-305.51084867788387,-240.42475408897857,-7.818744286625986,9.84042145197628,12.025058668388644,-6.193976967220757,-6.581828864197218,4.925534514575011,-7.393495662078613,-0.4773295542442035,-0.013569179102213575,3.109396031,2.640603969,2.875
-125345.11971585716,-14842.065660352757,-550.0972767849399,1293.4060038198663,560.8143237262113,-1119.0146444198824,3469.914771117565,-505.6260928227328,-147.99195632065434,3.592748215517444,8.18454899895627,6.667884093102162,-3.8273244368831816,-3.3633931068232488,4.18265330011201,-6.36986376205838,1.4030071588673076,0.439805723718694,3.954853907,3.366574665,3.660714286
317597.83088975446,-3485.1645196980357,6551.0128435140805,-37332.044985259236,-37717.59782069926,-22447.373143636316,849.4283033957416,489.06312039304174,-129.08718312863948,57.508657139466074,-12.632660845993708,-4.9105878941980015,-5.2469917301434785,0.7350690973059746,-3.6132634250546616,8.053004076794442,-11.986544645224095,-12.94314114732319,2.746840825,2.218676416,2.482758621
309437.3201853756,89263.1689955866,43007.211732151016,496.28682142519835,156.3431935617704,19288.12717601554,-2063.1333151755,-239.13091335138407,-297.39340154766523,-72.48412374696193,25.290548286074298,150.35766157193927,-19.57949019717733,37.1782460235613,-5.553230479111335,-47.05231262967723,-15.332264358608366,-30.500426444818785,1.377270849,1.056062484,1.216666667
-54213.74295760131,53834.446076068794,18474.847840286562,-889.0566471085343,-872.7520085996982,7050.514577257591,-15123.363319398242,365.1106000010543,-40.32068948104972,170.48956019544968,-0.3890221773022034,-53.101325969925924,-26.578924976734584,-15.047338357420513,-22.233783627221136,-16.469238308070935,12.165313247558846,20.022236029138877,1.387269538,1.079397128,1.233333333
-166880.5504235905,30994.275163915005,-30775.682622414333,9759.988005768944,-3638.324367452762,-3951.8807625740023,112.26104296437667,-554.166717805476,-183.44116164327923,39.914762735946304,13.680846266967011,-22.04339603648142,11.9343815777973,-16.674210434819773,-5.217262527646495,-21.66148193137916,-14.838502485132535,6.320480008140349,3.523768328,2.976231672,3.25
-190114.2177099819,696.294050028047,1851.0884203254068,1792.7224307362915,1108.0768412818713,-915.9344445931858,11786.19133196743,-377.4673450351413,-207.98275539885375,-0.7218834208210645,-17.840478686871375,12.258911493842996,-2.036853379981975,-7.782305955227925,8.229217772355375,-2.5131903090408882,3.3893709849765465,0.4555587423369402,3.444807906,3.003467956,3.224137931
-111800.11377080974,-4246.2275630524155,-17617.129714996852,-2589.876520845544,801.9620125546174,-2726.287268740185,-1995.7596943553174,408.0176108533181,-161.89575627198383,15.662825153636529,-31.377437804219053,20.445702170835872,2.430080173882749,2.268046527228493,9.516185889405092,5.444574416237498,0.6112599543480445,4.398728606011067,3.91045444,3.503338664,3.706896552
-177088.98264742058,11232.900392403239,-15229.401396701727,-2091.6888881739224,1344.1801453917121,-2533.949006171068,6278.2945520554595,-463.684085878586,-209.2512984891566,7.879651784730868,8.589136118512457,6.817128479866386,3.753507654452685,-9.861613597358957,11.495883518584888,-3.0441362102830665,5.138999498272885,-1.210976687977237,3.324814232,2.847599561,3.086206897
36943.09035456148,3017.010044151185,-15034.833737702269,35594.79390084387,-12361.328100780765,-153.87096373427278,-8241.562767209765,-641.1976359232598,-76.31618241298408,-39.304173775888636,-15.472178913268564,-22.178243924223676,4.590098154207099,10.837231066515336,-14.159491609091777,-8.507085255508045,-5.873681113353462,16.91513897514124,2.646890722,2.056812981,2.351851852
103837.30728488127,-4252.593833247919,-33681.6057433912,-6814.793960919504,1238.5424890811516,-796.332198161921,-6483.766524191377,-602.6593314206973,-22.01023017592619,-47.459111668257734,-23.316688529184443,-7.688635113276211,12.922931926640938,0.7263651080250052,2.7075587761455915,3.9449186604165116,5.406185978857371,-1.9603476970543485,4.592530589,4.157469411,4.375
305227.31577851693,30128.480711949036,8409.690202032902,51344.89811167684,36427.10278389934,-14881.99517131315,-11829.070419245689,360.10875309999454,-493.4732468818316,-25.665658197182253,20.605968272768838,-76.21881671264649,16.780713531455017,3.820741677919336,-29.72704154046806,11.494816928794073,11.760619772654705,13.518179240149854,3.764962853,3.028140595,3.396551724
-56563.32933247321,26534.509733067654,29185.676392476802,14663.104679990483,-2252.0243166520854,-31809.277535131238,-9714.003747102768,-747.8210618165522,308.4371313262432,-48.8002160258809,296.7366709879728,8.919096498400036,-24.58641641155977,26.356650555919945,27.793095961334714,34.20032097497052,-25.207047503539663,15.263392858838495,1.400678788,1.15104535,1.275862069
185503.7219477987,66690.7337763528,55513.50537891803,3833.911673657408,-1253.4162644200305,17511.58352215823,-9740.315514383637,-411.29255613590897,-248.72464944596948,-50.76560280513819,-12.577857570169337,110.28323369631758,0.2714974416402669,-66.17603085432853,-0.264311517000203,94.24955261112936,-17.2732820706078,49.965887441983796,1.26447695,1.068856384,1.166666667
-48589.140470190396,-48122.91316287425,12805.278004868329,4261.973145524464,-668.7992030794604,578.9998940271328,-3466.478848527386,-610.4194372244133,-43.99335344397547,-46.7647802787902,-13.365235243318866,4.852627912081131,-7.184717712544543,9.390005753879363,-7.838119744488571,-6.674207515362006,-2.117909710823366,0.5824088431274904,3.799760206,3.165757036,3.482758621
-102740.13104542745,-3260.8968369153813,-17240.388383105084,-2545.4157845415657,898.1551503639679,-2443.7711388592097,-903.6443111182142,-564.9472035595196,32.15753836970216,-5.411819291457752,3.920090083884945,-4.206651600354808,3.7382159934734185,-6.285509521137905,10.894707746003494,-7.559053025627036,9.189935253216179,-2.489600462326644,3.720526178,3.246140488,3.483333333
-88041.57726270016,7414.188617751015,-34175.46558775512,-6403.6003223742955,1151.1998484856913,-4006.630758979575,-6196.011654332354,347.72285414512777,-152.8734000640806,21.79875798351122,-28.433279804618895,15.627389382550758,8.303504518425996,-1.3247319250602534,12.330250621952967,7.385012363100649,3.487474567934216,4.011552702291195,3.94604759,3.313211669,3.62962963
234048.4047354382,-62878.92683894077,13983.423873551306,3807.0111722439874,-604.8325400255382,5495.357314085508,-1986.8032729219153,-506.8149262052279,128.04540715323677,75.83231659771997,8.696984146328647,8.356910579198802,-17.279994253457136,2.55942980810581,0.2884963548932523,-14.010271881699612,-2.0648530103626306,5.2884037461220474,4.392735837,3.814160715,4.103448276
-177783.06979999712,11158.49126056279,-15258.612051585445,-2095.377775984664,1336.7929990081468,-2555.110322480631,6194.898005426783,-464.2606796550799,-163.3947493148753,2.9243436147641035,9.998929089406701,11.028159023575355,3.4192169852793786,-5.09544593984087,10.76732449975206,-4.829675693877629,3.149261476871452,2.2724078506425314,2.653067263,2.154625045,2.403846154
55361.814486334224,-18609.86533522685,-18114.741054122187,-3116.640926381667,627.5918344014366,-269.3322889595839,-5210.636978189122,-599.9470632967057,-29.36952882987664,-47.762974693488395,-17.36096658690857,-4.2622668385584355,6.536593368939307,4.308604473841457,-0.7209344564166923,0.5022392848889559,3.1886671935838033,-1.476813275710731,4.442228583,3.928141788,4.185185185
-26717.79814592115,-36667.71102989083,-3831.78598785241,438.9988270137813,-340.0749133596767,-763.3845797258278,-7908.284908053049,324.39646950260516,-13.540115094167609,-42.25975710595521,-28.036769444171682,9.880701485921893,-1.5299630128661919,13.19733268595392,-0.1911337381096618,3.431178579454138,-3.4950604644811345,2.224583421778692,4.373132173,3.780713981,4.076923077
-133309.22184593443,-391.2137909838431,1612.3835811256165,26405.457462716102,-7818.673712391611,-922.0083414465097,1956.0858293162037,-521.67059306705,-117.73281958062705,28.935441957814422,-2.9622020899085832,-31.221821616517293,4.708344246782594,-9.466240413102966,-9.635473523236428,-20.907943788781633,-10.655369283853746,9.69498676904487,3.669138913,3.145675902,3.407407407
-186353.74250343913,17582.125847963434,-12842.859811632761,-6888.575992449904,1768.0394627314781,13880.584254546082,5831.029140736797,-365.3723178354502,804.2978435906685,-124.97501247963996,-22.298462313497975,38.11924997583913,-8.583506966009017,34.19452657192951,24.40156113339453,16.64079972309911,-28.303965100737834,-32.1378910555319,1.529546306,1.23712036,1.383333333
11216.352421594507,-23418.286076153327,-19904.383547335918,-3326.889959274268,159.75319865712692,-1621.3306183993684,-10462.343616711465,295.4767198465768,-51.22027235533027,-36.9604764791723,7.3798170076885174,0.8976397225990472,5.912138542186599,9.829333555295383,0.09614645934746097,3.057486908639563,-1.5617284716959747,0.45343182098953916,4.364099225,3.778757918,4.071428571
435792.4334267236,85548.54065771775,20471.538438489217,14374.157935838248,-280.2058310670448,-39364.37307034318,3719.2909475120873,-390.63481110370503,302.8172132448666,-257.7042175313089,-53.87455769340493,81.07757854840438,-19.76235809891098,76.43050229864674,-25.520209703384072,-3.704085700600463,-17.726675236952364,12.063136403885608,1.363997599,1.102669068,1.233333333
-196930.49038238905,7262.109974575366,4406.180802818715,-2973.7771147003295,1557.8801195254746,15573.846834169013,11654.291105016293,703.4718964310871,-172.17550267708089,-40.77919772643653,-9.782613571724372,-10.421676837366567,-4.272231544334371,15.93626625310681,-21.884034198389315,23.810171986547903,-15.307173931999701,-13.546227655441367,3.107115012,2.596588692,2.851851852
104026.9541075302,-45195.952669479004,29712.556585773116,445.4723605470805,53158.88612357925,-18008.006136540596,-20423.0688883949,126.26330274330735,-120.0016604200235,29.724734190727713,32.39962790556699,3.2081365972927545,-15.500475309907314,9.420981924603948,-31.693379631406344,-11.695495763272003,-4.269072294331631,14.071106482745185,3.576319397,2.84034727,3.208333333
99947.85623601115,13076.836433398832,63898.76644908673,-50461.55092866763,16799.147829658777,15900.855407634848,-11692.128188458648,-489.3601923962574,189.80979370733291,24.109798646951752,1.8099209447058973,50.73638548202215,173.87783563953363,-30.08517658722191,21.493693409844116,-40.10918761566735,-20.0664416700706,31.899642906020457,1.284138137,1.015861863,1.15
127653.84283879562,-74467.57207966625,9674.147833917365,3300.630437586947,-1731.6418719079904,2243.533419560304,-14619.475286374443,243.35125047669936,110.45001814959376,104.59666400006466,-9.541839671100677,25.235498980598468,-19.513939730073574,12.139053322398041,1.3216586250608877,-9.869137326436414,-5.7976277423304765,10.66820858110791,4.095679394,3.504320606,3.8
519840.3157679633,-13560.844450099035,-9573.809645648975,-2705.9911674563423,2616.5488342048056,10197.113459985503,17831.15173246919,-72.02086521728566,131.7922185124398,27.667315809846176,32.72128722212956,-16.276635909436592,1.4223700831117683,-10.428743149028804,8.633628110427775,-2.1027417638935844,1.8341477054018553,-2.1270780598075776,4.581469014,3.989959557,4.285714286
292511.2337699373,96535.42824215522,24718.941829645133,-3529.7606907590207,74.62619586258258,16752.657640065925,-11140.146262756849,608.2121212751955,-170.6762531871547,-60.787766095478226,-1.6378458608705018,30.79558152549678,-17.777873639065454,3.217929888470044,-12.360464931830439,-15.383946647881782,-1.220495722114326,29.262851558739236,1.471686809,0.994979857,1.233333333
-26583.557794877393,-36651.06543421821,-3830.5661554339117,438.72540407946803,-338.62511018582734,-759.818422500394,-7893.891358899566,324.4246300327014,-25.10801630850985,-41.94673974056547,-11.02658762343511,6.257788725485997,-0.5154028315780628,12.512626010616648,-3.088861527117254,1.5278918520448659,-2.686640844354984,2.0078356091736174,4.329362543,3.770637457,4.05
-172152.5975737771,37771.624759719976,-28242.29965727707,4981.912067223337,-3171.1217401204344,12579.303577309473,147.06855135241045,-472.10399033602096,-259.5132596829511,12.989798891129643,10.149302614313688,-40.556079762088096,9.355558966315552,7.003358695892424,-40.190720884330055,2.859878887308747,-32.08265367850428,-7.245389021180544,2.137035504,1.690550702,1.913793103
517257.14296162664,-13840.122740007864,-9681.205460205974,-2719.0481330732096,2589.184752365331,10118.118649799539,17523.082547032074,-76.95967723445506,178.03205662739288,25.686807557086485,-0.49081209310403434,-9.813216698642844,2.507632590108912,-10.580934212651556,8.41081940699796,-0.018136996149258917,3.4122136012694377,-0.10488595299464769,4.659037443,4.269533986,4.464285714
-131948.6169909027,36620.90727116643,3822.0895889541594,6616.675520624655,-474.70585918086465,-22873.59436313406,-3411.7616590038497,-632.2004239997565,470.3662179990395,159.02514117790054,-39.98465226857736,43.2174130455816,-9.55686923648684,-43.2470972014136,-17.187259821837344,-27.508288910264913,2.6763409337137856,-4.198525316761688,1.74043084,1.328534677,1.534482759
-8572.136847605532,-16777.30341543857,3720.247692908887,-11071.459571657102,1125.2699902374668,40598.872011906526,-4146.316027630335,-402.21124992614693,-224.27676463505864,-71.2558909473208,35.797934257300916,-22.769802289846307,-17.923989146001183,7.452555548770756,-12.188554990589187,4.5562049685836685,-2.071457312772005,-3.7023200818880193,2.147725643,1.552274357,1.85
-120360.21443036043,10134.504422074395,-15464.959965841652,22522.003356326168,-7584.076690910062,-2545.4479626831244,-3576.810506088673,394.2799169813326,16.634058775210516,22.819317005014714,12.076920535977116,-19.45236473375213,8.178205997835452,-5.84969020270654,-6.16960883498921,-18.200989237636517,-9.840050236001678,7.877683557733991,3.531309226,3.020414912,3.275862069
-92459.22606301133,-34947.048352890466,17766.17558644037,-7561.171859071185,139.37994520567926,40030.93432125676,-7124.025155729293,517.2724884839215,-198.0666520059835,-64.50504945056966,6.026780329027011,-13.44017153427081,-16.68751188326994,10.043765836138757,-17.179701860894607,-0.6391417970204749,-1.8585337567534002,2.4691495842360762,2.728516741,2.054091954,2.391304348
7075.79871589502,-32986.12210868919,-2460.1415687300705,599.9524138599435,18.062285349964437,273.053980075505,-3884.9330358177767,-592.9240671301033,101.23571936912099,-64.14808587322533,-9.22571277022034,7.60429735994945,-5.2467678628443215,5.3278076412401605,2.0035872067702205,-14.395325387898911,11.929057171609683,-8.10861400519212,4.23399043,3.535240339,3.884615385
240152.04350781915,-53137.7862928369,-3295.7383288435176,-92.14336902634119,-443.1035543547108,3671.6340995826267,-8301.207190004217,393.6819412396154,262.75358465517377,74.35042540209736,-18.123304488147504,17.52100609121545,-13.747821308493405,7.214919837435423,7.972313063931862,-4.662383757016552,-2.8254645521290183,9.223951429283328,3.469450144,2.923406999,3.196428571
-190106.4398123923,695.2418077847323,1854.4766887906303,1793.5134807800048,1108.1538674182132,-915.4386237070374,11788.662119720591,-377.9786296165868,-230.92866899054377,-0.3221854562104059,12.695290996484726,7.739151894571953,-2.111435524896269,-8.515440111662658,7.902357859764923,-5.097156831395222,1.892061973557688,-0.8381123861423918,3.448905722,2.930404623,3.189655172
-192550.92346794278,23579.674079202567,40949.4483722102,6588.300698339237,-487.9854644276844,6038.49037911992,4384.146681623358,-394.0510202223139,262.87891684715186,277.68100139268756,-1.2181817948121947,-53.70525873849313,59.05895305764283,43.15880074027919,21.548260747786053,12.93462737024499,6.400591366262812,-5.21215891483343,1.770033908,1.363299425,1.566666667
102995.09709901223,-4346.599785654542,-33710.428969578345,-6817.72153632151,1229.558589546261,-821.3302906863004,-6582.007430679909,-603.7399893892348,12.76923233839211,-51.511867482450356,-9.856188072266814,-8.825303017348118,12.207245785854274,0.20590657585773833,2.6650773518534474,2.7802930782071953,5.550647156953669,-3.3635344180741393,3.658971212,3.055314503,3.357142857
