fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989654,-25410.006765650112,-7633.307763182666,-24941.318047789606,12721.709091305449,8548.169920031838,-301.5012528417429,-210.28209548277226,42.337935653692455,-2.3703887146513796,5.430859668329464,-0.364476221428557,-0.8000090409189289,3.688072919431622,7.72880197829093,1.4801301758735796,15.028038485308791,-0.9939014352766894,9.48273926220299,-23.996270081569403,4.901344285251628,-16.451108631776577,-7.032567753144352,-4.145897687701427,5.9693375384614,5.3130607225672355,1.4083178342074831,-3.034224890903068,2.4075344038686293,8.099097317497906,0.14695674625743477,0.469425475552762,-4.656155271230549,5.794130503410425,5.084001902525206,4.361626687303157,-2.004235133770236,1.4395535406856055,-3.3008634510473507,0.7446061758581182,3.3619982120109397,6.574768051061736,1.030970982183315,-1.1044154439841958,2.575577067746054,-4.2789488356387455,0.8454140526645108,3.714153518670648,-0.7798035391149909,3.9378238274247805,-0.6163290360758656,-2.1383433064736184,5.618445117623553,2.588994808578367,-3.9784856147026737,1.689473019404187,-2.4100197286766027,2.0124567448455757,1.6582102330086277,2.8311334213404384,0.3902475992706938,-0.05103428722683803,-1.7761585371330806,0.35666072319682224,-1.6525815178296348,-1.1289694844777014,-0.2601805152516905,1.0460760804702285,-0.7195781644988188,0.9607296614328624,-1.6013325283873578,-0.30537955936622485,-0.42687503443698377,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107796,1825.2229904363369,1789.7435154970556,-1099.5449269987369,938.606505482694,-11692.76348191117,374.42029589245294,-13.665976903593329,-20.577049612761613,3.5485003023749107,5.221299645633842,-2.2508080522308513,8.796475213684072,-10.588667028219778,-9.526729585119128,10.432984735712285,4.432457214039533,-6.25805510249923,-4.4262037620834995,1.1904634993769063,14.891150392857783,3.233719868965195,-2.862012493786407,1.9922862739985652,2.391853973980838,-1.689207112178636,0.08909541644966411,0.6726207528134064,-4.593137484934677,2.9570533171271984,-0.6480122929764293,-1.2260177769451843,4.615032767943774,2.1997664731326303,2.331395609648978,-1.2718237468747249,-1.8501163209058322,-1.6453248674069672,0.7790553293570367,-0.7113399332426236,-2.771171469779139,-3.353518631206743,2.745828811704361,2.142227175095145,-0.9669161706165552,0.29892569807469105,4.3916329035671655,-2.788713601743876,-1.9130425431071418,1.4786503024513906,5.901467038524989,-0.4736024059624123,-0.539614188775485,7.714242081158431,3.822823849085052,3.42441829642215,2.2088930244322413,-3.0664771972165603,2.740385607338816,-0.6802781955555907,-1.3067319905831978,-0.7507098775301744,1.9801709745925964,0.5591429861645268,-0.952192324252719,-0.046567756275735464,-1.5428143685190732,-0.7280098625193812,-3.5038674157341188,-0.23625272723144428,-1.496171005030658,-0.2635223801701914,-0.29298461800615616,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099346,-9573.809645649537,-2705.991167456861,-2616.548834204192,-10197.113459986092,-17831.15173246781,72.02086521527342,131.79221857362285,27.667315988469582,-32.72128728385839,-16.276635677734422,1.422369435834769,10.428742918693867,-8.633628466523545,-2.102741114464137,1.8341471532621305,2.127077306559897,-2.3154080560079007,1.6888534086557916,-3.6088014155929087,-1.6306886888402923,-5.139481575899613,5.134421445751399,-0.5070597959250016,1.3906893623457417,0.01794561600354375,2.3819784037953906,0.054417646057394964,2.4601285736831193,0.45107592536260555,0.1632932646281472,1.2188918507993698,-2.320272621460199,-0.8881172220360826,-0.1347081735797752,-2.4082874672792425,0.21625813696555507,0.44874540747597796,-1.173274003614386,1.294788866023596,-0.2574344170063029,0.28821997862079296,1.002166104829982,0.6321933481442348,1.151537892159751,0.2336523210121544,-0.2767692479037161,0.8832367284057728,1.1261643520046614,-0.5528862876356131,0.1354907184518128,0.35291735101478594,-1.7381598998956351,0.5793499367034808,-0.15650824029619023,1.3588299580426173,0.8197267025359447,-1.8521438386212083,0.34854969310268513,-0.3816342923358951,-0.04318624418583427,-1.4260466198555608,-0.2317086638988909,-0.06784828424953578,-0.5352082229009156,0.1869129216119141,0.6711013181432712,-0.057126184957988345,-0.22237453649712272,-0.3841716434734881,0.2683505583606986,-0.13057153211261563,-0.012661713282635097,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.89926542501,-35785.163221921306,-7061.455555444036,-687.2164349687529,2388.2254225573192,12668.32936601506,-274.95640629052065,-20.81482810814662,-35.92463621874795,14.692371853634528,1.2317877738432077,13.320668277338028,-6.321199375609018,-3.1857429663948302,7.218843774741236,1.8191010745933949,-1.1274670812089924,1.3977065743993946,3.8490418773636534,0.7257649037497795,-4.656814490368157,-1.917305479532422,-1.1916863831411937,1.9510900588469229,-2.6483694850653214,0.28162960827454625,1.1817039975065284,-2.292576170744094,-1.9099505199341904,-1.1614643387480967,-2.195650834688894,2.176166660593832,1.7605651391708532,1.49191279522057,0.1699625788357306,-0.3074446754014462,3.282022068097689,-0.09636600883760449,-0.8619394632876316,-0.019423096460738698,1.7436282389488527,0.6264439140801322,1.7051574998906762,1.805470726800826,0.06884619533819618,2.077283097701136,-0.66995258253281,-0.11831316007263572,-1.9856996100467408,-0.7436936020506932,-0.8284987273327953,0.24899593887219357,-0.42934637580221285,-1.1408896458831046,0.9441075479366083,0.5738617943863473,-1.142247931672191,-0.6156349839762988,-0.038375699594873386,0.08634228194974941,-0.25408093253551756,0.9845048871661626,-0.20974626769030885,0.7869107052677383,-0.10842641275179984,0.04651895727984053,0.45311064404856505,-0.7482330328289226,-0.5326682542355783,0.2347047427799468,-0.9369377086036162,0.1010779404690634,-0.5288554555061912,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858157,-21798.100385055277,-6011.289906149999,-4101.712284666196,-12190.47577045513,-26349.65499695712,-117.94943480200577,134.23409769661828,7.27824313330512,-27.48583405868921,-24.157693338463012,10.22955258786862,16.653094456715973,-12.681794685589653,4.5639114163415195,4.153199445686512,4.572745387428938,-3.0627865332070865,-0.6490324624439227,-3.728604350150428,-5.61516644960907,-8.345625553484844,5.425034533585971,1.7129634655339911,2.3993785569179487,-0.683248094857115,4.39260578809344,0.22621692307300975,3.6484096801834274,-0.4666273741976726,0.804015631697832,0.8742267173532743,-1.151405372058254,-2.3649189581112715,1.6481133541378554,-4.725103958379125,2.208393942528084,-0.911088556338366,-2.595670369692872,4.1131652254720255,1.5991374034746648,0.05027371626399507,1.5466151738464584,1.7410245666348145,2.435385011513122,-1.1914753456139193,-2.3637987494662367,1.6876349123182346,-1.1549293288490305,-1.0056438901709093,0.44892298099414674,-2.0329140377841117,3.0273885987351923,-0.02836659564551418,-1.5585723987237994,0.2417300344491172,-0.21419731561168698,-0.9804715724343455,-0.33460156314191336,-0.6375525799538153,-1.8779776156500287,-1.7429899313460924,-1.5451975878294133,-0.4448078664381713,-1.4632591030779696,0.8334890358233439,0.6928240657999108,-0.5481054508840794,-0.09466620023828945,-0.22866171865024862,-0.09141838354485748,-0.14786993338066234,-0.5507235071755265,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120587,15728.837560403297,5074.202109515395,-138.7197171766926,48.81993661479459,-6853.808260112945,461.36743041249866,-156.27617828959364,-1.6974391859547184,-19.257780554493518,8.573076326074114,-8.890034943510315,1.8454905439999392,-0.7011063554055669,-10.293317432942839,-1.017665043141132,-0.33123441396099856,-0.10173532329228929,1.3818761165075242,-2.176789039690171,6.883967964723385,2.08864095215403,0.670374490087493,-2.5999040699607328,-0.7886036593824425,-1.1115741543858415,-1.027802476444105,2.2019623081170043,-0.27834315552036426,2.4164770654325505,-0.41079246836655003,-1.5062275653454955,-2.1421289384172564,0.6911415476260407,-1.0438787219182517,0.32768069478678924,-1.5116720843293947,0.5487610702877737,0.07449676945440002,0.6296473679405832,-0.7583020642281597,0.23563945934670882,0.6123382226893018,-2.3609740134068082,-0.12763614108285962,-1.6623805444408863,-0.6082687920107666,1.8068544114423668,1.061183184634477,0.21554002802582864,0.13460170076987102,-1.7078414142863696,0.7135680735641247,-0.12677169482756975,-1.2765515766197324,-0.20357690141276183,-1.5341021881938537,-0.40827767817103333,-1.4815905806896161,-0.9276380650606743,-0.674120617208283,-0.08375876689175314,-0.764007329749687,0.574514590942865,-0.9139530178346144,-0.02992632571724491,0.33506819580872294,-0.5997143770674117,-0.2617525027152391,-0.3961170436756087,-0.036317389407918614,-0.207952001427141,-0.43020650063580806,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.30341543761,3720.2476929080362,-11071.459571656223,-1125.2699902355557,-40598.87201190693,4146.316027632559,402.2112499411439,-224.2767646234467,-71.25589110713634,-35.79793445361837,-22.769802109631183,-17.923988591278604,-7.45255531770873,12.188556054544748,4.556204643179642,-2.071457366423081,3.7023204443796454,0.18014172991508293,2.8533886325400575,-10.462605842382764,-3.2450359235993385,-18.030813975710625,11.160711366639982,5.975418419618565,2.61915076255797,1.5440404861445323,4.9431184337516525,-3.0710104831158676,-3.756552051693334,1.3152888341936706,1.8056473076296222,-0.11025353494762025,0.6747099397236191,4.58779115404785,0.9550932051617304,-0.11116180932544929,14.301263258720505,1.5016314785927103,-1.2378355202251716,-0.9260088459505682,-5.911058376620844,2.61035801340309,-1.5066303661449179,-1.30753208439225,9.491633575996538,3.232786693184776,-4.214251380959594,5.3995576206821605,-3.9057844322168584,0.7652774354083888,-1.355250857424346,-2.8214842288582447,-3.763173005839414,-1.8503927590932154,3.9475328645238146,-0.7486314471680597,3.0676934193129464,4.692518626527923,-1.0081377675750207,3.039039587565586,-0.31639029000852376,-0.19180637689823501,-1.2858066779023951,0.7959595567431795,1.0950314235076077,-2.034856762127959,-2.3720436686589714,-0.3497324692171972,1.0368615483536987,-1.0121242278559797,0.7699401574127457,-0.7486784235419458,0.5806438290117961,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615556,-15281.928159228653,-2096.7924674018495,-1328.3044122466329,2581.8477796394004,-6092.918508220848,-531.1698491705499,-245.047989879733,9.499050754524921,-25.10961902044691,10.451269801382784,4.441364900214041,5.468661445543553,-12.537192575524656,2.0880512481905007,0.8830053154770922,-1.0913346069528669,3.4659406368027104,3.2229115480324575,3.586148188008725,3.9399388629238947,3.873227042036202,-3.0566509495008574,0.8017528987531044,4.232157738829185,0.7009818124666287,-0.44424874950621995,1.6785209744005412,-1.503049086081358,0.04865841261432123,-2.7616223375476223,1.5773711194711721,0.3853038051771382,1.564476509008646,-1.2462171639542818,-0.2102985650763387,2.7192279057333106,-0.15493201843078688,1.0647625358769146,-0.771896181824266,0.9702897521732146,0.20160772009423472,0.4030573012646218,0.5192168167626767,0.473693128945189,0.5152738826738417,0.13363192169303065,0.6044711560129656,0.005028044534773494,-0.7926142826665615,1.192196929817487,0.44658016871682854,-0.5525166950034628,0.010980921240945274,-0.03317859764084364,0.1976234940658282,0.05177072943000045,-0.5189506452545906,-0.39866134736578646,-0.31539599360459736,0.7134917696062557,-0.14318588846208255,0.6628050132826929,0.07968782879070808,-0.3571306705198915,-0.4054446225932752,0.07352986488344315,-0.14946544182293187,0.2512681494252647,-0.3971083816106577,0.6725924565367489,0.3852676089822377,0.2834945955548101,3.394160216,2.89155407,3.142857143
-4587.588432627545,47064.65999952703,-11133.250748088805,-2744.8423203437424,37080.501734018726,-19604.60689361892,14047.28094094046,-419.82023410397863,535.5186392613784,-43.30457822656586,13.78165080167768,-18.946614097578756,-43.86425176549319,12.738761198923932,-5.522392038359357,22.936551803575586,-7.377522003163224,-29.941878295450774,-22.86902309948836,-7.159438756668945,1.6607992081855483,31.74047437571633,-1.048356200234162,-27.01453958160673,35.14981929195317,-7.409813820591473,-28.314108091838712,12.421433231845622,33.191584940758965,18.2674649322126,15.210660045456383,-14.819539264836735,-24.99952744955594,9.096356786492251,3.535621626898034,-10.083974611167287,4.270442213349315,-18.070092043950265,13.787819847132205,-7.845512543161134,19.91619278947205,-0.629669295043474,10.103847565721574,-1.4092114236650872,-0.048268603568933886,0.031146026121915363,-1.8288547039748622,0.8169973939007839,-1.8734624647744063,-4.309875492828556,3.3415640873878454,3.5835328158778594,-0.4161297348714151,-0.9192044608541318,0.7941856354850957,-1.1517820316583598,0.5246825347358576,1.040693234946925,-0.5818393819341278,-0.2599731332493717,0.8314961448101893,0.021422360512995224,-0.053699218330732566,-0.7736935819906541,0.10996679280918208,0.5370324118872082,-0.6332392806898287,0.9269985209100079,0.2173286010246049,0.7092974373527393,-0.13881516257535897,-0.005302082697140358,0.048550527291338255,0.41146558381702153,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403406,-15229.401396700967,-2091.6888881736436,-1344.1801453921519,2533.9490061722054,-6278.294552055475,463.6840858690319,-209.25129845164625,7.87965184944019,-8.589135913055888,6.817128629595407,3.7535077792567058,9.86161375764368,-11.495882799073476,-3.04413572600477,5.139000101461277,1.2109762289472998,1.6227210105817054,-0.5062864404045115,0.9525717426622943,7.380026974883517,2.856465009434227,-2.0037526451595298,-2.685418455472537,5.6944093612852535,0.07764487507382353,-1.1631806839511227,1.7722950442255148,-0.44114021718106633,0.9198180503228328,-1.9777287168087865,0.05938796592764817,-1.1625865886217588,1.8679474405488348,1.1406030841766719,0.6460455335897113,0.5577313731975454,-0.07979121637715564,-1.5615760371539433,-1.2617991288123631,-1.1848984194889947,-0.8154917730560681,0.6075377455759883,-0.6692426400524597,-0.9666321820661024,-0.8992960484737229,0.8400477301190278,2.6839712164938945,-1.6760125638400099,-0.6305926962247751,1.4583799572620664,-1.806004096470984,2.0186685258274473,0.7615850736578277,-1.3488429634384524,-2.2525328941975458,-0.3805384071698933,0.3534178901362115,-0.12563550424693476,0.021591952769570905,-0.6609587980778898,-0.5156934984134038,1.4193488852103808,-0.8571096588923539,0.1691703392950251,0.6741668483894337,0.08248616860561646,-0.4803258868836622,0.31298595933374557,-1.1871099035333608,-0.43418645968120756,0.348070977301975,0.7159293553136564,3.324814232,2.847599561,3.086206897
