fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,CIHigh,CILow,MOS
-96471.00174229167,20285.01670098969,-25410.006765650207,-7633.307763182739,-24941.318047789664,12721.709091305405,8548.169920031829,-301.5012528400075,-210.28209548519075,42.33793568508812,-2.3703887105690775,5.430859653721038,-0.3644762199054848,-0.8000090367224402,3.6880728846033803,7.72880195862843,1.4801301645886693,15.028038434739344,-0.9939014252756869,9.482739224665583,-23.996269802294425,4.901344378534338,-16.45110839511472,-7.032567777675728,-4.145897659790237,5.969337563137376,5.313060747445069,1.408317819666724,-3.0342248096453743,2.4075345120788563,8.099097702482005,0.14695675383001025,0.46942545660541973,-4.656155560176322,5.794130388153727,5.084001622131218,4.361626581871428,-2.0042353244863684,1.439553709327062,-3.3008635214590925,0.7446061441528264,3.361998774354927,6.5747671460420705,1.0309711177635277,-1.104415483586543,2.5755768809184154,-4.27894850377679,0.845414091470744,3.714152578179472,-0.7798037397114449,3.937823273590956,-0.6163292441423558,-2.1383422868924837,5.618449711433068,2.5889960804004795,-3.9784894750835234,1.6894749537057265,-2.4100227955819564,2.0124549279922976,1.6582128325974732,2.83113816174652,0.3902483659068577,-0.051034395601748835,-1.7761631847041752,0.3566617069960909,-1.652577994862467,-1.128966888638844,-0.2601798142757235,1.0460804298374264,-0.7195758760558659,0.9607265254139808,-1.6013266041780947,-0.3053783851623009,-0.4268732141777465,-2.4267773683774165,1.480126792070872,-0.22354099168782518,-0.2536125336521249,1.4707172320989044,-0.4078285971465964,0.4139095094288091,0.035666164277812266,-0.19380983905927124,0.5638301565194831,-1.0060562289402857,0.772218116515233,0.09605136373683223,0.3266389481056743,0.22193541253404142,-0.8770279542022407,0.04520806192892465,0.3390031934007309,-0.3020220005070649,-0.4721167606942089,-0.34426962514658194,0.38893834836376795,-0.3440856217972258,0.13473043339909016,-0.0026783923851191227,0.128206105207814,0.03262708971951006,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107782,1825.2229904363435,1789.743515497071,-1099.5449269987364,938.6065054826893,-11692.763481911152,374.42029589036,-13.66597690375165,-20.577049628048943,3.5485002962675254,5.221299631581368,-2.2508080427918613,8.796475167420763,-10.58866692815162,-9.526729560704245,10.432984655950163,4.43245719912182,-6.258055039442522,-4.426203744492801,1.1904634854970197,14.89115067626028,3.233719822378539,-2.8620125037211004,1.9922862605975395,2.391853983752349,-1.6892071200228371,0.08909541551994446,0.6726207347843566,-4.593137691321065,2.957053457383643,-0.648012326316584,-1.2260177275073953,4.615033053922823,2.199766429587941,2.3313954809260315,-1.2718237159875432,-1.8501164968032981,-1.645325059886803,0.7790553459666169,-0.7113399029544594,-2.7711719331374343,-3.3535181692151803,2.7458291717029275,2.142227251794088,-0.9669161003252421,0.29892567437505935,4.391633103607099,-2.788712894872122,-1.91304303577651,1.4786500949066557,5.901469028703877,-0.4736021803941857,-0.5396146167120021,7.714245877112005,3.822827558292215,3.424422211377333,2.208895834487794,-3.066474426303254,2.7403898967346043,-0.6802793338627264,-1.3067345583039451,-0.7507114732441685,1.9801761538628921,0.5591445285970116,-0.9521902916544864,-0.04656765097444723,-1.5428102108958879,-0.7280128820653121,-3.503856163080685,-0.23625197223729655,-1.4961654297705111,-0.26352135679009003,-0.2929833606909785,1.5031702904057662,-0.8180000989321989,0.19372229593070156,0.7703282662211784,0.8895367747655814,-1.4819179562297826,0.8475936208576259,-1.2157541940973506,0.647130396696435,-0.09323040584147442,0.2357032396840475,-0.42974023243746373,0.06118302324584666,1.0360918910456172,-0.19818700121725122,0.12271395775134102,0.11196483252615429,-0.3357754683091484,-0.19669600945413274,-0.13586298249693418,-0.589083600762316,-0.28247966683633147,0.32385906394017405,-0.10865049423464238,0.05322745587424695,0.043336941493957074,0.11069054188825392,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099377,-9573.809645649571,-2705.991167456886,-2616.5488342041876,-10197.113459986065,-17831.151732467788,72.02086521487428,131.79221857514403,27.667316009018325,-32.721287227545126,-16.276635633933964,1.4223694298696192,10.428742863845537,-8.633628384932575,-2.1027411090680252,1.8341471392414224,2.1270772993918037,-2.3154080326781044,1.6888534019472032,-3.608801373544966,-1.6306887198762772,-5.13948150178953,5.134421463589287,-0.5070597925095643,1.3906893680383583,0.017945616092698295,2.381978379097315,0.05441764460309503,2.4601286842307157,0.4510759467863725,0.16329327302981406,1.2188918016434485,-2.320272765252807,-0.8881172045384584,-0.1347081661695477,-2.4082874088393167,0.2162581575148167,0.4487454599859089,-1.1732740286129473,1.2947888108745296,-0.25743446007567056,0.28821993888184755,1.002166236230977,0.6321933707979493,1.1515378083677827,0.2336523027905313,-0.2767692604787015,0.8832365045096688,1.1261646420977767,-0.5528862103913122,0.13549076416120096,0.3529171828021809,-1.7381613188755138,0.5793502252517156,-0.15650839174588607,1.3588315109540525,0.8197277470579344,-1.8521421663754702,0.3485502390054288,-0.3816349296547798,-0.043186329246681886,-1.42604965097883,-0.2317092697562081,-0.06784847161368572,-0.5352070805038303,0.18691249191817993,0.6710995092437159,-0.05712642257291597,-0.22237382247055718,-0.3841703829241781,0.26834955517606374,-0.13057102821627098,-0.01266166073032444,-0.4355259090168191,0.6472921017937139,0.31594948006902845,-0.05739418947634142,-0.3450980010677701,0.07370767271483089,-0.1851948877247887,-0.1932285452916331,0.2868115068591952,0.12335517087880203,0.24180155529667452,0.23582514404011923,0.034489816658695,0.08035526749576503,0.01158519044008149,0.25313709743018886,0.14711910488169638,0.2637730946859132,-0.1616849745612929,-0.3026766253863653,0.491046001327993,0.13096327299760058,-0.1047818425291397,0.11851441365558024,-0.1606473635058068,0.1450439609211466,0.0674231468004106,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265425032,-35785.16322192142,-7061.455555444096,-687.2164349687545,2388.2254225573124,12668.32936601504,-274.9564062889864,-20.814828108387477,-35.92463624543282,14.692371828348799,1.2317877705286018,13.320668221475927,-6.321199342363674,-3.1857429362874545,7.2188437562382495,1.8191010606849336,-1.1274670774063669,1.3977065603156693,3.849041862051871,0.7257648953013666,-4.656814578989997,-1.9173054518383965,-1.1916863872818122,1.951090045730804,-2.648369495898885,0.2816296095736765,1.1817039852513012,-2.292576109310484,-1.9099506057641162,-1.161464393877206,-2.195650947652896,2.176166572833089,1.760565248287409,1.4919127657489977,0.16996256945137786,-0.30744466795892167,3.2820223801155706,-0.09636602011243237,-0.8619394816881634,-0.019423095632143207,1.743628530518104,0.6264438277654286,1.7051577234212254,1.805470791448175,0.06884619022549485,2.0772829357423515,-0.6699526129362354,-0.11831313006673029,-1.9857001215730943,-0.7436934975633595,-0.8284990067460766,0.2489958201590942,-0.4293467284318488,-1.1408902069154856,0.9441084621477254,0.5738624511631852,-1.1422493793526152,-0.6156344315595917,-0.038375759482547754,0.08634242640591946,-0.25408143174354036,0.9845069797796159,-0.2097468160724185,0.7869128778416962,-0.10842618187511537,0.046518849463486486,0.45310942236677915,-0.7482361408078951,-0.5326665466194321,0.23470397197290319,-0.9369342240108696,0.10107754983189776,-0.5288531937814495,-0.20061360402091338,-0.8522989813761188,-0.054814070848309866,0.08957254007195294,0.11987861310809796,-0.409649771018201,0.3069200607664446,-0.0631642087901472,-0.7777938920707692,-0.9688656239897699,-0.21161193412562068,0.07317182569611919,-0.4231729836092378,0.33930760509770996,-0.37699449630366566,0.5975819741867886,-0.4383737301175235,-0.0856998725983257,-0.6636082690071176,0.27778039725267023,-0.37264649663550314,0.15897333933297245,0.2541720923309446,0.09116812888213395,0.19581090435480347,0.2185706834961626,-0.35728383244167244,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858179,-21798.100385055357,-6011.289906150055,-4101.712284666206,-12190.475770455098,-26349.654996957062,-117.94943480135075,134.2340976981657,7.278243138717853,-27.485834011386956,-24.157693273453173,10.229552544969797,16.653094369132866,-12.681794565742308,4.563911404640124,4.15319941393351,4.572745372031285,-3.062786502345762,-0.6490324598643415,-3.728604306684567,-5.615166556466534,-8.34562543305773,5.425034552423893,1.712963454012896,2.3993785666978824,-0.6832480980447724,4.392605742542442,0.22621691701553473,3.648409844133449,-0.46662739640416073,0.8040156730624591,0.8742266821015814,-1.1514054433745977,-2.3649189112890165,1.6481132631099078,-4.725103843776848,2.20839415247621,-0.9110886629490752,-2.5956704250729685,4.113165050303575,1.5991376708875742,0.05027370935589249,1.546615376592526,1.741024628966678,2.435384834444935,-1.191475252240692,-2.363798857257615,1.6876344844221993,-1.1549296264342064,-1.0056437487404664,0.4489231324193712,-2.032913067934545,3.027391071017311,-0.0283666157857585,-1.5585739069418219,0.24173031172471934,-0.21419758234641376,-0.9804706904756497,-0.33460208802921115,-0.6375536470973755,-1.877981306149023,-1.7429936361569254,-1.545201629514292,-0.44480909297802484,-1.463255978538802,0.8334871193140027,0.6928221982217567,-0.5481077285414259,-0.09466589500002429,-0.22866096916573464,-0.0914180445103167,-0.14786936152958652,-0.5507211532026912,-0.1398921268039391,0.24698652266898455,0.4155701691532873,0.5344312396929388,0.011668934981361349,0.6633913312233107,-0.18518212367265854,-0.1780081262281799,-0.003518230206968489,-0.32841828595287553,0.5212956824717525,0.5067652081565964,-0.07670253961001046,0.32889942252377996,-0.13369360925866405,0.9894901418993687,0.1445328771180941,0.020780822722439658,-0.3855142282296536,-0.7011719415625666,0.22090286856948915,-0.056076065754885246,-0.13863649804410777,0.09380971840567924,-0.41840940538878957,-0.1453691962225345,0.30601183790938286,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120645,15728.837560403348,5074.202109515441,-138.71971717669294,48.8199366148033,-6853.808260112934,461.3674304099179,-156.27617829139615,-1.6974391872118382,-19.257780521351147,8.573076303005179,-8.890034906228287,1.8454905342944312,-0.7011063487826783,-10.293317406568777,-1.0176650353606855,-0.331234412848338,-0.1017353222668677,1.3818761110186455,-2.1767890143125324,6.883968095732423,2.0886409220014373,0.6703744924077202,-2.5999040524878594,-0.7886036626138917,-1.111574159542956,-1.027802465783104,2.2019622491106245,-0.2783431680199499,2.4164771800542177,-0.4107924895022289,-1.506227504598302,-2.1421290711253747,0.6911415340464225,-1.0438786642621656,0.32768068681172086,-1.5116722280331922,0.5487611344706906,0.07449677101887447,0.629647341139286,-0.7583021910118313,0.23563942696563375,0.6123383029757249,-2.3609740979638056,-0.1276361316647383,-1.6623804146234502,-0.6082688198437285,1.8068539533782342,1.0611834579239345,0.21553999813521613,0.13460174619313617,-1.707840599661877,0.7135686564942506,-0.12677175860031345,-1.2765528133602948,-0.2035771332498134,-1.5341041313709942,-0.408277315260849,-1.4815929009129236,-0.9276396161227802,-0.6741219420564424,-0.08375894490698381,-0.7640093280436282,0.5745161773957181,-0.9139510664940836,-0.029926256821938838,0.33506729262999135,-0.5997168697848615,-0.26175166063003735,-0.39611574559180596,-0.03631725538365642,-0.2079511971140352,-0.4302046613240426,0.32172404919763725,0.9473842823850598,0.23195344431542325,0.018805320506522026,-0.07184284616053441,0.4230548457605898,-0.018949793552400666,0.07220848416105433,-0.3916014344074697,0.28986068873066745,-0.15177627068628655,0.43839434321536147,-0.2635271491620085,-0.5381953457938947,-0.03717620250195513,-0.3017788514214734,0.3964211978624644,-0.05595004661563516,0.08123065064874506,0.004975885640188954,0.14294742682810888,-0.3524375289661775,-0.058829068574619295,0.03847848638455421,0.12074105678639029,0.17271179092872402,0.12609236391938344,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.303415437647,3720.247692908049,-11071.459571656314,-1125.2699902355582,-40598.872011906824,4146.316027632565,402.21124993890015,-224.27676462602994,-71.2558911600848,-35.7979343920083,-22.769802048362585,-17.92398851611109,-7.452555278511907,12.188555939348003,4.5562046314841105,-2.0714573505900167,3.702320431842994,0.18014172810403098,2.853388621167154,-10.462605720325914,-3.245035985386437,-18.030813715538166,11.160711405445856,5.975418379506457,2.61915077320506,1.5440404932518796,4.943118382481321,-3.0710104007724532,-3.7565522205489517,1.3152888964607314,1.8056474005245928,-0.11025353051401908,0.6747099816824099,4.587791063151333,0.9550931523048156,-0.11116180685480057,14.301264618391526,1.5016316542186032,-1.2378355464495723,-0.9260088065493299,-5.911059365300901,2.6103576531510346,-1.5066305637868136,-1.3075321310475279,9.49163288518013,3.2327864422255903,-4.214251572874914,5.399556251221013,-3.905785438184646,0.7652773275863437,-1.3552513142573168,-2.821482882032342,-3.763176084997086,-1.8503936645231296,3.947536688798659,-0.7486323056732047,3.0676972959815054,4.6925144047775795,-1.008139342569587,3.0390446709311427,-0.3163909118551285,-0.19180678454581615,-1.2858100392788854,0.7959617542771167,1.0950290864409893,-2.0348520818768465,-2.3720372742536,-0.34973392782508816,1.036858225109062,-1.0121209044778448,0.7699372917369203,-0.7486755272909131,0.5806413458861094,-1.066007176082822,-1.5717976824024562,-1.0978121420284441,1.1796476402876224,0.9253625793163731,-0.568049744630659,-0.8864728474188338,0.10870251411616748,0.2670355936199848,0.6370040809942658,-0.7128348821120408,0.4987423099323207,-0.35287204029378005,1.0072141298445998,-0.05297076071779686,-0.22892385980661367,0.21671967322574034,-0.24546383667283814,0.3883271423328922,-0.1132344988203279,0.05534602921885239,-0.5482750838907708,0.4531403644785434,-0.09080826736603108,-0.2542646904090509,-0.01921888941975751,0.2972029876912998,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615581,-15281.92815922871,-2096.7924674018686,-1328.304412246636,2581.8477796393936,-6092.918508220836,-531.169849167579,-245.04798988255837,9.499050761578705,-25.1096189772329,10.451269773258124,4.441364881588598,5.4686614167823935,-12.53719245704639,2.08805124284045,0.8830053087270067,-1.0913346032970443,3.465940601880536,3.222911535215857,3.5861481462324036,3.939938937895778,3.873226986114021,-3.056650960121529,0.8017528933758299,4.232157756129216,0.7009818157192603,-0.44424874489839133,1.6785209294317107,-1.503049153637045,0.04865841493941644,-2.761622479630015,1.5773710558567855,0.3853038290745901,1.5644764780418239,-1.2462170951523523,-0.21029856000388983,2.719228164250159,-0.15493203656712076,1.0647625586097293,-0.7718961489498104,0.9702899144002604,0.20160769233810494,0.40305735412364213,0.5192168353702511,0.4736930944704099,0.5152738424763337,0.13363192781206423,0.6044710028297294,0.005028045808341956,-0.7926141715589913,1.192197331906328,0.44657995576551873,-0.5525171468465225,0.010980927865301374,-0.033178629829334984,0.19762371959837968,0.05177079654708794,-0.5189501773184546,-0.39866197142382165,-0.3153965202926756,0.7134931716123087,-0.14318619280693723,0.6628067465589287,0.07968804804554215,-0.3571299076675863,-0.4054436896221681,0.07352966698456273,-0.14946606499593368,0.25126734436139025,-0.39710707815112467,0.6725899536453823,0.38526611747322725,0.28349338315813016,0.1288446346317345,0.7875310217090685,-0.044527522481430507,-0.5606112016267994,0.0719093018064441,-0.2321203740324676,-0.22604247084915288,-0.25631327656733677,0.7177525417636766,0.3123840451244601,0.37120769992113295,0.21030340114678395,0.07667927580556402,0.20642550340498017,0.234358013050261,-0.3799389075525867,-0.12973587308421294,0.3474035561123424,0.44542923087995556,0.07134268181776017,0.010018719812085571,0.2052148834441515,-0.0016507604406589041,0.16074168592667798,-0.12597912960850277,0.045669986430883866,0.17052130223022113,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952713,-11133.250748088842,-2744.842320343758,37080.50173401882,-19604.606893618864,14047.28094094044,-419.8202341016342,535.5186392675564,-43.30457825873882,13.781650777960303,-18.946614046595933,-43.86425158154142,12.738761131928065,-5.522391986174081,22.936551744780612,-7.377521946766167,-29.941878194624337,-22.869022869054977,-7.159438728228443,1.6607991888979243,31.740474979760698,-1.0483561849867276,-27.014539675459908,35.149819055758144,-7.409813850903889,-28.314108223227436,12.421433103018892,33.19158405135932,18.267465753143718,15.210660766861068,-14.819540027289412,-24.999526441386806,9.09635735023457,3.535621556972723,-10.083974054500858,4.270442109778295,-18.070093761806685,13.787821460236948,-7.84551271042463,19.916191941250215,-0.629669400455537,10.103846173410785,-1.4092116085246085,-0.048268605289153076,0.031146023897934538,-1.8288545607853361,0.8169974308485337,-1.8734619902494194,-4.309876602845251,3.3415636188407776,3.5835340244680425,-0.41612953645852285,-0.9192052098868694,0.7941860274623903,-1.1517831465714972,0.524683134439821,1.0406945579171545,-0.5818388554837438,-0.259973539659237,0.8314975347296923,0.02142240260981874,-0.053699332463378005,-0.7736956048336954,0.10996709693561721,0.5370312658988855,-0.633237824382339,0.9269960225051851,0.21732950296283368,0.7092951622272505,-0.1388147050507337,-0.005302061516187163,0.04855033998897316,0.4114638249123795,0.28599027844429636,0.037448986285501196,-0.04620339491865728,0.04740263314381799,-0.0664458719970412,-0.19220983282799084,-0.026416001211616896,0.013997481415609789,0.11464065654513357,0.1184511347036871,0.03263701132344764,0.015909064423294303,-0.12550512417928075,-0.05995253418529217,-0.10730737219387741,-0.04716515297062866,-0.10071879178444768,0.06228792383894665,-0.0881129155456043,0.11574248579264935,0.12473005215159355,0.0023769336383563633,0.0765432187975726,-0.020608206054897254,-0.010540473386925153,-0.04919778941597051,0.06151136497770702,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403431,-15229.401396701025,-2091.6888881736636,-1344.180145392154,2533.949006172197,-6278.294552055464,463.68408586643795,-209.251298454061,7.8796518553007076,-8.589135898274925,6.817128611254232,3.7535077635156897,9.861613705777865,-11.495882690430026,-3.0441357181938207,5.139000062175612,1.2109762248926506,1.6227209942293468,-0.5062864383682285,0.9525717315045282,7.380027115347688,2.8564649681582845,-2.0037526521538283,-2.685418437446806,5.694409384572788,0.07764487545405754,-1.1631806718804945,1.772294996717543,-0.4411402369870105,0.9198180940044515,-1.9777288185599926,0.05938796353843255,-1.1625866606780864,1.867947403724122,1.1406030212975307,0.6460455179424861,0.5577314261990216,-0.07979122569994791,-1.5615760705705493,-1.2617990750388761,-1.1848986175089746,-0.8154916604093126,0.6075378252818567,-0.6692426640743993,-0.9666321115553139,-0.8992959786097428,0.8400477683636806,2.6839705362979385,-1.6760129956980976,-0.6305926070232292,1.4583804490328198,-1.8060032353282596,2.018670177141854,0.7615854453175039,-1.348844270638993,-2.252535469457675,-0.3805388908643044,0.3534175705464636,-0.1256357009372498,0.021591989221564092,-0.6609600966910752,-0.5156945945858014,1.4193525957478668,-0.8571120257576215,0.16916997830744765,0.674165298798099,0.08248594647341877,-0.4803278850836412,0.31298495898277473,-1.187106007288281,-0.434184849177948,0.3480696304160816,0.7159262943647846,0.3018571991256714,0.22547276247264664,-1.2370641350993308,-0.2911355660698916,0.0202433128450932,-0.4582257160250536,0.45447724918027854,0.21017473005978643,0.5675553032095177,-0.344573677309557,-0.5615510452668293,0.5239409229957614,1.153948000147956,-0.33455608054714714,0.40959215028861173,0.447908623346683,0.22235426297053115,0.07730988394007379,-0.2606319377149805,0.5724451616568655,0.021639713136809437,0.4621167256757431,-0.01066063397379746,-0.8234281711258,-0.6884967503512187,0.2839324461526078,0.556326349510622,3.324814232,2.847599561,3.086206897
