fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989647,-25410.006765650098,-7633.307763182733,-24941.3180477897,12721.709091305656,8548.169920031924,-301.5012528414967,-210.28209548190125,42.33793568477813,-2.3703887106502846,5.4308596595928105,-0.36447622088094683,-0.8000090397771772,3.688072901106635,7.728801967897067,1.4801301739289867,15.02803854598217,-0.9939014341464406,9.482739252143205,-23.996270059008623,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107849,1825.2229904363535,1789.7435154970706,-1099.544926998747,938.6065054827168,-11692.76348191128,374.4202958923007,-13.66597690353931,-20.577049627911347,3.548500296403733,5.221299637201583,-2.250808048828934,8.796475201036271,-10.588666975528605,-9.526729572281356,10.432984722432899,4.432457232042943,-6.258055095584063,-4.4262037572263235,1.1904634981403326,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099432,-9573.809645649468,-2705.991167456887,-2616.5488342041835,-10197.113459986269,-17831.151732467977,72.02086521524865,131.79221857309352,27.66731600884028,-32.72128722880269,-16.276635651438735,1.4223694336845984,10.42874290369904,-8.633628423561968,-2.1027411116229633,1.834147150928376,2.1270773151945424,-2.3154080534525283,1.6888534068314247,-3.608801412070442,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424965,-35785.16322192132,-7061.455555444082,-687.2164349687779,2388.2254225573615,12668.329366015181,-274.95640629041327,-20.814828108064418,-35.92463624519827,14.692371828913078,1.231787771853457,13.320668257203918,-6.321199366520616,-3.1857429505411083,7.2188437650182244,1.819101072280357,-1.1274670857593299,1.3977065728505444,3.8490418731412417,0.7257649030369653,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858122,-21798.100385055197,-6011.289906150041,-4101.712284666205,-12190.475770455356,-26349.654996957343,-117.94943480196075,134.23409769607653,7.278243138670685,-27.485834012443817,-24.157693299436733,10.229552572406803,16.653094432772733,-12.681794622482583,4.563911410188661,4.153199440397445,4.5727454060197585,-3.062786529825693,-0.6490324617209865,-3.728604346519962,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120587,15728.837560403288,5074.202109515444,-138.7197171767258,48.81993661476894,-6853.808260112996,461.3674304123105,-156.2761782889653,-1.6974391872018515,-19.25778052209181,8.573076312225318,-8.89003493007303,1.8454905413466725,-0.701106351915576,-10.293317419079182,-1.0176650418482613,-0.3312344153005177,-0.10173532318076554,1.3818761149939158,-2.176789037524892,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.30341543762,3720.247692908046,-11071.459571656296,-1125.2699902355503,-40598.87201190764,4146.316027632612,402.2112499409839,-224.27676462254328,-71.25589115961316,-35.79793439338622,-22.769802072846282,-17.92398856418689,-7.452555306994407,12.188555993898108,4.556204637050577,-2.0714573637854694,3.7023204594330967,0.18014172971038547,2.853388629464423,-10.462605832110317,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615558,-15281.928159228644,-2096.792467401863,-1328.3044122466285,2581.8477796394377,-6092.918508220902,-531.1698491703329,-245.04798987874574,9.499050761516402,-25.109618978198068,10.451269784497711,4.441364893501024,5.468661437681133,-12.537192513143745,2.0880512453770326,0.8830053143544646,-1.0913346114018532,3.465940632973367,3.222911544483015,3.5861481845030787,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952701,-11133.250748088785,-2744.842320343735,37080.50173401892,-19604.606893619264,14047.280940940598,-419.82023410380754,535.5186392592219,-43.30457825845333,13.781650778488872,-18.946614066969506,-43.8642516991928,12.738761180608126,-5.522392010874483,22.936551772678907,-7.377521993773701,-29.94187841700975,-22.869023074216468,-7.159438748817727,1.660799206401519,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.90039240341,-15229.401396700961,-2091.6888881736572,-1344.1801453921544,2533.9490061722468,-6278.294552055533,463.68408586884146,-209.25129845080463,7.879651855244617,-8.589135898604468,6.817128618582387,3.7535077735833955,9.861613743465131,-11.495882741871135,-3.044135721906181,5.139000094919923,1.2109762338634158,1.6227210087899995,-0.5062864398563677,0.9525717417293383,3.324814232,2.847599561,3.086206897
50030.00805463147,-10113.997947689431,-35856.49758970935,-7070.2350585687445,-668.2179192098826,2441.94498310146,12881.309331455323,-274.7289561218987,139.77415770650904,-50.99456046011942,18.223683306122684,-0.6449472822719456,13.212484522061946,-7.152106651286772,-4.62259633137359,3.3436558146822475,4.010889741781185,-0.9177599178760131,0.5021269772786728,4.386049322770154,3.7249542991979254,3.599130983,2.900869017,3.25
-125345.11971585719,-14842.06566035285,-550.0972767851955,1293.406003820168,-560.8143237254,1119.0146444204422,-3469.9147711157343,505.6260928201175,-147.9919562611555,3.592748318264936,-8.184548877593897,6.667883725648563,-3.8273242249000905,3.3633932583343134,-4.182653692877842,-6.369863882212997,1.4030069396834997,-0.43980538208747766,0.0046088318170875555,0.9871750614795857,-0.9144742654504289,3.954853907,3.366574665,3.660714286
-49001.25318178601,-48167.389711457756,12787.79058964536,4259.833315192696,673.157169043013,-566.324846997765,3515.6614387281975,611.4324764478514,-44.63990682758678,-46.94162187846932,9.78704768385236,6.176204650976888,-6.933410851037321,-11.01263058158338,8.03194211504104,-6.734829275547124,-3.3424083419695996,-1.1539448538447759,-5.149720937579291,-0.7903692321931588,-5.794291031257273,3.453428328,2.925882017,3.189655172
347922.2314522346,-32285.958984764657,-16536.08615006629,-3524.266423915786,-796.0985257861481,-4945.4073465635465,2571.0582169450554,-525.245249974899,117.8276875024426,73.2861682772064,-6.671406993007316,5.79697799635942,-3.13265731716081,-1.8873834162856535,-8.871732146539127,-0.04093926992574639,-1.222754333961578,-5.073751554834637,0.192363076821195,2.7103565282691195,2.680530867433597,4.785550297,4.325560814,4.555555556
-177783.06979999677,11158.491260562705,-15258.612051584247,-2095.37777598456,-1336.7929990089333,2555.1103224811363,-6194.898005426846,464.2606796608539,-163.39474927255253,2.924343586463745,-9.998929111386406,11.028159152585541,3.4192172782601307,5.095445834470522,-10.767324582978752,-4.829675350722193,3.149261708171988,-2.2724080485053335,1.8045231324192061,-0.89407906283993,2.3516152318809485,2.653067263,2.154625045,2.403846154
246964.0374885817,-52400.00887065796,-3015.7410641501115,-58.345234615924475,370.8824600001421,-3879.5232772067743,7489.69732985267,-405.9954000373903,112.79501353199487,85.64313388966607,-19.13435157816796,10.821908398320453,-11.27735358630659,-6.254652185817742,-4.959967419730008,-6.341400935648352,-3.934767263291305,-6.637151695933064,1.0899421278018084,5.3076051063543,2.3019513175274735,4.518530885,4.014802449,4.266666667
-196930.49038238882,7262.109974575496,4406.180802819041,-2973.7771147002577,-1557.8801195259014,-15573.846834168582,-11654.291105016402,-703.47189642462,-172.17550261867976,-40.77919772141278,9.782613762429358,-10.421676753727617,-4.272230512829462,-15.936266371120123,21.88403553262257,23.810170826441738,-15.307173746557181,13.54622994946507,4.190918359491494,-15.73651786179755,9.188675653131154,3.107115012,2.596588692,2.851851852
-120360.21443036063,10134.50442207424,-15464.959965841383,22522.003356326528,7584.076690910333,2545.4479626839934,3576.81050608801,-394.2799169962952,16.634058792593038,22.819317158469328,-12.076920558937354,-19.452364052340496,8.178206427847574,5.8496906893165574,6.16960798998336,-18.200989098266376,-9.840050971969454,-7.877683819175261,-5.5160220085748835,9.129777160907222,18.451746705335747,3.531309226,3.020414912,3.275862069
