fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,CIHigh,CILow,MOS
-96471.00174229169,20285.016700989632,-25410.006765649963,-7633.307763182691,-24941.318047789562,12721.70909130562,8548.169920031956,-301.5012528434942,-210.28209548468482,42.33793567699052,-2.37038870910609,5.430859648569559,-0.3644762193670533,-0.8000090352256628,3.6880729165731347,7.728801909696671,1.4801301605968717,15.028038705215543,-0.9939014461784608,9.48273913187525,-23.996269874520788,4.901344316113481,-16.451108456615334,-7.032567806348336,-4.145897808551302,5.969337456081212,5.313060776270022,1.408317783749535,-3.034224830325465,2.407534485474705,8.099097608381658,0.14695675198112157,0.469425449987922,-4.6561554891586185,5.794130106121173,5.084001523137922,4.361626321073424,-2.004235196648153,1.4395536680276115,-3.300863409142596,0.7446061157144606,3.3619986357693414,6.5747668266467825,1.0309711602635498,-1.1044155299924836,2.575577588772388,-4.278948723761778,0.8454142439649813,3.7141528221976365,-0.7798036544276684,3.9378227741624405,-0.6163291554334582,-2.1383419278497917,5.618448586941168,2.588996474790829,-3.978488532926584,1.6894744800725305,-2.410022043801233,2.0124542940676706,1.6582121975261037,2.831137005697645,0.3902481779035467,-0.05103436921919712,-1.776162048081089,0.35666146676345883,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107818,1825.2229904363348,1789.7435154970606,-1099.544926998736,938.6065054827053,-11692.763481911321,374.42029589461464,-13.665976903720988,-20.57704962412341,3.548500294080682,5.221299626597048,-2.250808039453,8.796475151079306,-10.588667019940894,-9.526729500447816,10.432984627837781,4.432457278982831,-6.258055171031177,-4.42620370107532,1.1904634890028165,14.891150486857393,3.233719834284875,-2.862012515476964,1.9922863321560977,2.391853940939141,-1.6892071292147297,0.08909541327424741,0.6726207394267674,-4.593137640885254,2.9570534232316024,-0.6480123181711089,-1.2260177101269358,4.6150329840446345,2.1997663227068975,2.331395435831794,-1.2718236400111524,-1.8501163793087116,-1.6453250128574768,0.7790553191040401,-0.7113398756530988,-2.7711718199542266,-3.3535180066674317,2.7458292842235323,2.142227342310134,-0.9669163662409431,0.2989256897426279,4.391633896477632,-2.7887130769425674,-1.913042827184592,1.4786499095411563,5.901468185339006,-0.47360210229073213,-0.5396145004973498,7.714247063450599,3.8228266527371115,3.4244212566121153,2.2088951429574317,-3.0664734618773393,2.7403888487731662,-0.6802790561051458,-1.3067339316564057,-0.7507110837912555,1.9801748881900976,0.559144152332778,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099294,-9573.80964564948,-2705.9911674568793,-2616.5488342041776,-10197.113459986234,-17831.15173246804,72.02086521569028,131.7922185748267,27.667316003750162,-32.72128720739046,-16.276635618362416,1.4223694277588788,10.42874284447231,-8.633628459775979,-2.10274109576479,1.8341471343006461,2.1270773377221968,-2.31540808136881,1.6888533854225343,-3.6088013844646385,-1.6306886991107947,-5.139481520950683,5.134421484571517,-0.507059810724987,1.3906893431332323,0.017945616198870043,2.381978318314466,0.054417644969608894,2.46012865722845,0.45107594158747816,0.1632932709784666,1.2188917843819913,-2.320272730149008,-0.8881171612817131,-0.13470816350982648,-2.408287265067254,0.21625814381860098,0.44874544717678466,-1.1732739885846106,1.2947887613259181,-0.2574344495502524,0.2882199250720135,1.0021662772820168,0.632193397495663,1.1515381252897483,0.2336523146799711,-0.27676931041918806,0.8832365626451957,1.1261645191425702,-0.5528861403610316,0.13549074476177947,0.3529171229959352,-1.7381609720426616,0.5793503164854068,-0.1565083552840293,1.3588311322426891,0.8197274886496733,-1.8521415826127294,0.3485501050226834,-0.38163477387969663,-0.043186308586729456,-1.4260489111702213,-0.23170912215018327,-0.06784842587333978,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265425003,-35785.163221921095,-7061.455555444061,-687.2164349687519,2388.225422557353,12668.329366015223,-274.9564062921145,-20.814828108337995,-35.92463623858836,14.692371819298517,1.2317877693507147,13.320668201712113,-6.321199330621516,-3.1857429639037957,7.21884371059282,1.8191010557836436,-1.1274670976968835,1.3977065897008734,3.8490418243340616,0.7257648974467386,-4.6568145197465345,-1.9173054589904643,-1.1916863921585654,1.9510901158111356,-2.6483694484421942,0.2816296111182759,1.181703955079964,-2.2925761251888743,-1.9099505847896172,-1.1614643803991467,-2.195650920061333,2.1761665420117864,1.760565221623902,1.4919126931929223,0.16996256618292924,-0.3074446495485948,3.282022171671238,-0.09636601735513543,-0.8619394521951212,-0.019423094900609058,1.7436284593824918,0.6264437975588001,1.7051577931595248,1.8054708677428004,0.06884620923508668,2.077283042950864,-0.6699527339339523,-0.11831313777428044,-1.9856999048714419,-0.7436934038175906,-0.828498888357534,0.2489957784228855,-0.4293466440946271,-1.140890381707856,0.9441082388095056,0.5738622908744048,-1.1422490272294445,-0.6156342339886374,-0.03837574471606599,0.08634239132298589,-0.25408130984712396,0.9845064690168928,-0.20974668231971513,0.7869123477102418,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858139,-21798.100385055146,-6011.289906150021,-4101.7122846661905,-12190.475770455303,-26349.65499695746,-117.94943480268931,134.23409769784297,7.278243137333672,-27.485833994457046,-24.157693250351656,10.229552529792338,16.653094338196286,-12.681794675682175,4.563911375784528,4.153199402741296,4.572745454440876,-3.06278656675027,-0.6490324535045592,-3.7286043179490473,-5.615166484996135,-8.345625464051816,5.425034574612902,1.712963515528459,2.399378523713802,-0.6832481017643595,4.392605630432807,0.2262169185310868,3.648409804100286,-0.4666273909866155,0.8040156629591872,0.8742266697150571,-1.1514054260004893,-2.3649187962227805,1.648113231219632,-4.72510356166794,2.208394012237436,-0.9110886369103378,-2.5956703362486144,4.113164892808685,1.599137605715311,0.050273706982169555,1.546615439810786,1.7410247025447774,2.4353855045390995,-1.1914753139378111,-2.3637992839485684,1.6876345947703832,-1.1549295003415603,-1.00564362216171,0.44892306831567974,-2.0329127267425076,3.0273904692863347,-0.0283666233373126,-1.5585735388254762,0.24173024469550633,-0.2141975198377148,-0.9804703781601936,-0.33460195932986,-0.6375533860644569,-1.877980405202503,-1.7429927319413385,-1.5452006431326613,-0.44480879312342847,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120565,15728.837560403204,5074.202109515413,-138.71971717670323,48.81993661480413,-6853.808260113024,461.3674304151687,-156.27617829102167,-1.697439186888271,-19.257780509489546,8.573076294803624,-8.89003489303839,1.8454905308656606,-0.7011063548582568,-10.293317341473868,-1.0176650326187564,-0.33123441880160265,-0.1017353244080877,1.3818760974614406,-2.176789020829182,6.883968008181755,2.0886409298660134,0.6703744951572083,-2.5999041459016254,-0.7886036484787292,-1.1115741656107452,-1.0278024395441676,2.2019622643376326,-0.2783431649545974,2.4164771520512094,-0.41079248433979715,-1.5062274832680593,-2.1421290387479033,0.6911415004037964,-1.0438786440373662,0.32768066728216705,-1.5116721320624342,0.5487611188245025,0.07449676848394955,0.6296473170263648,-0.7583021600057797,0.2356394155659353,0.612338327983644,-2.3609741977866086,-0.12763616679889575,-1.6623805006033032,-0.6082689295796826,1.806854071650134,1.0611833421420718,0.2155399708842426,0.13460172690227018,-1.7078403134322404,0.7135685153617572,-0.12677177893312336,-1.2765525115880683,-0.20357707646904774,-1.5341036585317764,-0.4082771811722619,-1.4815923342303774,-0.9276392370003368,-0.6741216186903193,-0.08375890147701627,-0.7640088397888162,0.574515790432103,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.303415437596,3720.2476929080162,-11071.459571656253,-1125.2699902355566,-40598.872011907515,4146.316027632601,402.21124994347446,-224.2767646254949,-71.25589114650202,-35.79793436996019,-22.76980202657884,-17.923988489518354,-7.4525552646698925,12.188556045026424,4.556204602701251,-2.0714573450014493,3.7023204986315883,0.1801417318809743,2.8533885932686465,-10.462605752005295,-3.2450359439946808,-18.030813782642156,11.16071145104608,5.975418594117887,2.6191507263259046,1.5440405017396972,4.9431182563212985,-3.0710104220983125,-3.756552179268629,1.3152888813452959,1.8056473778371582,-0.11025352894345242,0.6747099713461684,4.587790840125647,0.9550931339626879,-0.11116179988970988,14.30126371007722,1.501631611382292,-1.2378355042876434,-0.9260087710377519,-5.911059123847289,2.610357527249383,-1.5066306253761632,-1.307532186417332,9.49163549715631,3.232786608260622,-4.2142523336181865,5.399556605447996,-3.9057850120149538,0.7652772317677476,-1.3552511208783382,-2.821482410485769,-3.7631753357566087,-1.8503939450435989,3.9475357549124626,-0.7486320968593574,3.067696358551499,4.692512911477971,-1.008138957254127,3.039043431126008,-0.3163907599579071,-0.19180668505121098,-1.2858092176725542,0.7959612177986733,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615545,-15281.928159228564,-2096.792467401857,-1328.3044122466308,2581.847779639433,-6092.918508220926,-531.1698491736231,-245.04798988197035,9.49905075976862,-25.109618961766525,10.451269763262262,4.441364874998888,5.468661406623471,-12.537192565733204,2.0880512296354823,0.8830053063469635,-1.0913346229545127,3.465940674757413,3.2229115036226466,3.5861481570273273,3.939938887766428,3.873227000531385,-3.056650972621172,0.8017529221763233,4.232157680302638,0.7009818195500858,-0.4442487335511935,1.6785209410445472,-1.503049137134383,0.048658414377240194,-2.761622444926386,1.5773710335156614,0.3853038232319776,1.5644764019321897,-1.2462170709969067,-0.21029854741002926,2.7192279915663864,-0.15493203213832668,1.0647625221881503,-0.771896119403771,0.9702898747721385,0.20160768257375883,0.4030573706111813,0.519216857309843,0.4736932248139135,0.5152738690288741,0.1336319519385122,0.6044710424522497,0.005028045264247559,-0.7926140716487897,1.1921971615735916,0.44657988083148137,-0.552517036862672,0.010980930220317446,-0.03317862205659015,0.19762366451643,0.05177077918428338,-0.5189500133275958,-0.3986618194726159,-0.3153963918498655,0.713492829271921,-0.14318611851215524,0.6628063238767341,0.07968799440718156,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.659999526986,-11133.250748088733,-2744.8423203437496,37080.501734018675,-19604.6068936192,14047.28094094064,-419.8202341064088,535.5186392662689,-43.30457825048296,13.781650769470168,-18.946614028473416,-43.86425151646089,12.738761108262,-5.522392034042295,22.936551599757838,-7.377521926877692,-29.941878733969638,-22.869023349926326,-7.1594386580377884,1.660799193825035,31.740474576091078,-1.0483561889687507,-27.014539785984258,35.14982031840235,-7.409813718094864,-28.314108377872703,12.421432786222992,33.191584280919514,18.26746555262055,15.210660590670207,-14.819539841061637,-24.99952608728681,9.096357212535121,3.535621384972875,-10.083973859062755,4.27044185466706,-18.070092614289056,13.787821066453327,-7.845512442117329,19.916191178765686,-0.6296693744322693,10.103845684934727,-1.409211666407507,-0.04826860741862494,0.03114603254464241,-1.8288546554643936,0.8169975784603316,-1.8734621130064046,-4.309876132580705,3.3415631982646095,3.5835335121938594,-0.41612946712250615,-0.9192050242936254,0.7941861503674146,-1.1517828747501233,0.5246829885978529,1.0406942334736828,-0.5818386730072233,-0.2599734400104556,0.8314971957263206,0.021422392493162367,-0.053699304607315215,-0.7736951108164539,0.10996702273445678,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403395,-15229.40139670088,-2091.6888881736513,-1344.1801453921491,2533.9490061722404,-6278.294552055556,463.68408587171695,-209.25129845355755,7.879651853796886,-8.589135892983752,6.817128604728936,3.7535077579470406,9.86161368745868,-11.495882790094614,-3.0441356989522212,5.139000048323754,1.210976246692278,1.6227210283534257,-0.5062864334391564,0.9525717344551695,7.380027021467231,2.8564649788861143,-2.0037526603220512,-2.6854185339180168,5.694409282530928,0.0776448758710718,-1.1631806421953368,1.7722950089803644,-0.4411402321476438,0.9198180833068105,-1.9777287937081065,0.05938796269051232,-1.1625866430887004,1.8679473128008084,1.140602999151991,0.6460454793912479,0.5577313907469006,-0.07979122341941479,-1.5615760170607558,-1.261799026756208,-1.1848985691336595,-0.8154916210824328,0.6075378500851397,-0.669242692345424,-0.9666323775965345,-0.899296024942908,0.8400479200388361,2.6839707118553338,-1.6760128127058236,-0.6305925278754131,1.4583802407165662,-1.8060029321654636,2.0186697760407055,0.7615855595935699,-1.3488439509706616,-2.2525348409707675,-0.3805387719803844,0.3534174597878148,-0.12563565271450125,0.021591979628987297,-0.6609597797751754,-0.5156943270058902,1.419351690105288,-0.8571114482704871,3.324814232,2.847599561,3.086206897
