fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989596,-25410.00676564998,-7633.307763182682,-24941.318047789555,12721.709091305584,8548.169920032029,-301.5012528412433,-210.2820954791104,42.33793567574038,-2.37038870901618,5.43085964835244,-0.36447621934451385,-0.8000090351767544,3.6880729295232917,7.728801909122867,1.4801301673624925,15.028038703561771,-0.9939014460377551,9.482739130817405,-23.99626987243118,4.901344315589828,-16.45110845355677,-7.03256780532971,-4.145897808124396,5.96933745514555,5.313060775584908,1.4083177834830998,-3.034224780411034,2.407534484888829,8.099097607182781,0.14695675194250646,0.4694254498380568,-4.656155488200606,5.794130103969465,5.084001521035695,4.361626319035114,-2.0042352772124716,1.4395536676521072,-3.300863407128323,0.7446061150032257,3.3619986344056665,6.5747668207993435,1.030971158338922,-1.104415529061455,2.5755778782609573,-4.278948201031418,0.8454141358029069,3.714152240079323,-0.7798036523724572,3.937821909437614,-0.6163293073306875,-2.1383419233305,5.618448565242733,2.5889964667169503,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107821,1825.2229904363396,1789.7435154970553,-1099.5449269987437,938.6065054827111,-11692.763481911396,374.42029589186484,-13.665976903358095,-20.577049623508003,3.54850029394611,5.221299626361702,-2.2508080393296974,8.796475150534674,-10.588667057155769,-9.52672949977202,10.432984675666212,4.432457278626975,-6.258055170445098,-4.426203700651404,1.190463488866372,14.89115048515675,3.233719833856742,-2.8620125150956888,1.9922863318655764,2.3918539405787307,-1.6892071289161612,0.08909541325083067,0.6726207282789795,-4.593137639777991,2.9570534225112124,-0.6480123179980678,-1.226017709766828,4.615032982559057,2.199766321912766,2.331395434950533,-1.2718236394050069,-1.8501164530228578,-1.6453250119239256,0.7790553186671936,-0.7113398751337628,-2.771171817609853,-3.3535180033325265,2.7458292811023894,2.1422273398525724,-0.9669164746207024,0.29892565252422315,4.39163333352022,-2.7887126411897736,-1.9130428231837242,1.4786495821859764,5.901469633257577,-0.473602100521921,-0.5396144961812722,7.714247030801538,3.257015236,2.742984764,3.0
519840.3157679629,-13560.8444500994,-9573.809645649453,-2705.9911674568775,-2616.5488342041767,-10197.1134599862,-17831.151732468155,72.02086521516286,131.7922185713329,27.667316002925517,-32.72128720614817,-16.276635617639162,1.422369427681476,10.428742843827711,-8.633628490121346,-2.1027410956222363,1.834147142706901,2.1270773375158765,-2.3154080811468205,1.6888533852467387,-3.608801384046229,-1.6306886989414453,-5.139481520279102,5.1344214838892945,-0.5070598106556699,1.390689342914727,0.017945616197295507,2.381978317821975,0.05441764407248821,2.460128656642632,0.4510759414795636,0.16329327093448312,1.2188917840171112,-2.3202727294197283,-0.8881171609727534,-0.13470816347082779,-2.4082872640222495,0.2162581523698118,0.44874544692570856,-1.173273987738992,1.2947887603239987,-0.2574344493282605,0.2882199247186737,1.0021662761299313,0.6321933967944549,1.1515382544566204,0.233652285992983,-0.2767692749445527,0.8832364244672146,1.1261645167970626,-0.5528860178117128,0.1354907779798649,0.35291712190168184,-1.7381609652806507,0.5793503142167282,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424941,-35785.163221921124,-7061.455555444049,-687.2164349687733,2388.225422557344,12668.329366015296,-274.95640629009193,-20.814828107785605,-35.92463623752095,14.69237181874125,1.2317877692944867,13.32066820098438,-6.321199330230211,-3.185742975102064,7.218843710077334,1.8191010641221101,-1.127467097614003,1.3977065895726977,3.849041823956417,0.7257648974202252,-4.656814519222582,-1.9173054587283047,-1.1916863919920075,1.951090115542878,-2.648369448048108,0.28162961105962553,1.181703954843961,-2.2925760872489946,-1.909950584348588,-1.1614643801421174,-2.195650919474015,2.1761665413595135,1.7605652210920972,1.491912692608131,0.16996256607685947,-0.3074446494789934,3.282022302388958,-0.09636601731006246,-0.8619394515868894,-0.019423094881320352,1.743628457888378,0.6264437967493609,1.7051577912863825,1.8054708657613037,0.06884621669876113,2.0772827873554878,-0.6699526480086949,-0.11831311940493985,-1.9856999006156983,-0.7436932393007939,-0.8284990916318742,0.2489957776652766,-0.4293466424553364,-1.140890377231064,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.13917385812,-21798.10038505506,-6011.2899061500075,-4101.712284666178,-12190.475770455258,-26349.65499695761,-117.94943480182428,134.23409769428432,7.278243137114729,-27.485833993413625,-24.15769324927749,10.229552529233294,16.653094337167076,-12.681794720252714,4.56391137545678,4.153199421779971,4.572745454053216,-3.0627865664629046,-0.6490324534389944,-3.728604317478406,-5.615166484388956,-8.345625463074752,5.425034573878066,1.7129635152988727,2.3993785233484988,-0.6832481016663879,4.392605629529066,0.22621691483000755,3.648409803233036,-0.46662739092481753,0.8040156627440047,0.8742266694562574,-1.1514054256018775,-2.364918795362114,1.6481132305471133,-4.72510355959376,2.2083941001638325,-0.9110886363943763,-2.5956703344877914,4.113164889693768,1.5991376042896353,0.05027370682601287,1.5466154381712007,1.7410247005970052,2.4353857779036074,-1.1914751666864856,-2.3637989809840687,1.6876343311567652,-1.1549294978870175,-1.005643399906092,0.4489231784404585,-2.0329127202463186,3.027390456920598,-0.02836662322515647,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120518,15728.837560403203,5074.202109515415,-138.7197171767357,48.81993661476859,-6853.8082601130645,461.367430411774,-156.2761782868788,-1.6974391868373178,-19.25778050875885,8.573076294422957,-8.890034892552816,1.84549053075139,-0.7011063573202664,-10.293317340743231,-1.0176650372833016,-0.33123441876276316,-0.10173532439899102,1.3818760973437678,-2.1767890206286755,6.883968007390955,2.08864092954248,0.670374495061148,-2.599904145529835,-0.7886036483548479,-1.1115741654240066,-1.0278024393402116,2.2019622279111544,-0.2783431648762865,2.4164771514515593,-0.41079248422944475,-1.5062274828156887,-2.142129038060194,0.6911415001606082,-1.0438786436112908,0.32768066716402217,-1.5116721922391645,0.5487611185022023,0.07449676842272805,0.6296473165477997,-0.7583021594153483,0.2356394153643292,0.6123383273631453,-2.360974195128119,-0.12763618097548657,-1.6623802957987743,-0.6082688516607291,1.8068537894332608,1.0611833398532386,0.2155399230080269,0.1346017599385387,-1.7078403078933722,0.7135685119922571,-0.12677177822538158,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.30341543757,3720.2476929080226,-11071.459571656256,-1125.269990235551,-40598.872011907355,4146.31602763264,402.2112499405162,-224.27676461954766,-71.2558911443839,-35.79793436860089,-22.769802025567202,-17.9239884885387,-7.452555264208158,12.188556087858016,4.556204602367787,-2.071457354500826,3.702320498281914,0.18014173186844845,2.8533885929753797,-10.462605750765537,-3.2450359437002856,-18.03081378044173,11.160711449547767,5.9754185932808745,2.6191507259200026,1.5440405014625884,4.943118255316547,-3.071010371263465,-3.756552178382966,1.3152888809851466,1.8056473773528756,-0.11025352891370994,0.674709971175979,4.587790838356835,0.9550931334829487,-0.11116180007058543,14.30126427961791,1.5016316105150092,-1.2378355033758337,-0.9260087703760808,-5.911059119071135,2.610357524669833,-1.506630623729065,-1.3075321848861965,9.491636561923107,3.2327862114394352,-4.21425179333308,5.399555761868234,-3.9057850038435498,0.7652770621144511,-1.3552514533749795,-2.821482401186058,-3.7631753200363827,-1.8503939376665242,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615534,-15281.92815922857,-2096.792467401853,-1328.3044122466306,2581.847779639423,-6092.9185082209615,-531.1698491697151,-245.04798987547252,9.499050759485094,-25.109618960813286,10.45126976279563,4.441364874756332,5.4686614062854035,-12.537192609795932,2.0880512294858025,0.8830053103946662,-1.0913346228653962,3.4659406744331362,3.2229115033071696,3.5861481566528437,3.939938887323769,3.87322700007508,-3.0566509722001047,0.8017529220662348,4.232157679651184,0.700981819422604,-0.4442487334711056,1.67852091328171,-1.5030491367819516,0.048658414348310974,-2.761622444187412,1.577371033042348,0.3853038231247743,1.5644764013318593,-1.2462170705222007,-0.2102985473713124,2.7192280998532943,-0.15493203205664408,1.0647625214901997,-0.771896118818427,0.9702898739768439,0.20160768229807025,0.4030573701528728,0.519216856748327,0.47369327788346727,0.5152738057609814,0.13363193479618884,0.6044709478888445,0.00502804528966771,-0.7926138963346229,1.192197454067677,0.44657987944484073,-0.5525170347106428,0.010980930069878521,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.659999526884,-11133.250748088733,-2744.8423203437405,37080.501734018675,-19604.60689361913,14047.280940940724,-419.8202341033235,535.5186392520689,-43.30457824919105,13.781650768946356,-18.946614027627202,-43.864251514064534,12.738761107473637,-5.522392053444696,22.936551598151336,-7.377521960692591,-29.941878731414416,-22.86902334777221,-7.1594386573422515,1.6607991936049762,31.74047457241302,-1.0483561888942348,-27.014539782366015,35.14982031342144,-7.409813716973187,-28.314108373070546,12.421432783528426,33.19158373191544,18.267465548360722,15.210660586894917,-14.819539837091972,-24.99952607982093,9.096357209606905,3.5356213838029333,-10.083973854898352,4.270441853078887,-18.07009333386965,13.787821058511422,-7.845512436794674,19.916191163628486,-0.6296693740936858,10.103845675456878,-1.4092116644880937,-0.04826860735907187,0.031146036315371682,-1.828854430022175,0.81699747367743,-1.8734618198097528,-4.3098761235812555,3.341562457890231,3.583534391549567,-0.416129465653741,-0.9192050212098084,0.7941861475986597,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.90039240338,-15229.401396700889,-2091.688888173647,-1344.1801453921491,2533.9490061722317,-6278.294552055594,463.68408586830475,-209.25129844801046,7.879651853561438,-8.589135892657668,6.817128604423682,3.753507757741852,9.861613686848944,-11.49588283049616,-3.044135698736798,5.139000071883354,1.2109762466114968,1.6227210281974092,-0.5062864333816262,0.952571734369386,7.380027020616545,2.8564649784577947,-2.003752660056955,-2.6854185335212715,5.694409281663996,0.07764487583778547,-1.163180641965715,1.7722949796774756,-0.4411402320385638,0.9198180830232187,-1.9777287931787308,0.05938796267319308,-1.162586642678924,1.8679473120990764,1.1406029986904844,0.6460454790962017,0.5577314130322738,-0.07979122340953132,-1.5615760159566823,-1.261799025791745,-1.1848985682734374,-0.8154916203571637,0.6075378494548711,-0.6692426915708626,-0.9666324860291998,-0.899295913974503,0.8400478122744613,2.683970292539039,-1.6760128091766313,-0.6305923888803042,1.4583805985424425,-1.8060029262504729,2.0186697678365415,0.7615855563211507,3.324814232,2.847599561,3.086206897
