fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989658,-25410.006765650138,-7633.30776318273,-24941.3180477898,12721.709091305684,8548.169920031944,-301.5012528428808,-210.28209548448334,42.33793565844799,-2.3703887130416734,5.430859671546267,-0.36447621804418545,-0.8000090418466612,3.688072910929778,7.728801989443867,1.4801301783854195,15.028038592801622,-0.9939014374811505,9.48273928372363,-23.996270143375185,4.901344299440726,-16.451108684303254,-7.032567709496912,-4.1458977031275746,5.969337562892794,5.313060747397053,1.4083178424013219,-3.0342249085061597,2.40753442034737,8.099097376388388,0.14695674741444031,0.46942543346398646,-4.656155315024022,5.794130566060248,5.084001963883911,4.361626746377269,-2.0042351627164208,1.439553566330721,-3.300863324907376,0.7446060450822225,3.361998535573942,6.574766042386702,1.0309710182012861,-1.1044153731850155,2.5755774654614756,-4.278949022875485,0.8454139841254098,3.714153725678289,-0.7798035916654145,3.9378232718529174,-0.6163292437418464,-2.13834352835738,5.618445818863053,2.58899607972817,-3.9784862012702633,1.6894733117357763,-2.410020197027134,2.012457140613042,1.6582106291634462,2.831134143576425,0.39024771521261564,-0.05103430345122405,-1.7761592436344629,0.35666087103228966,-1.6525822893305397,-1.1289700480062896,-0.26018066757638647,1.0460767353191822,-0.7195786810689668,0.9607226727418811,-1.601333826102151,-0.30537693518130926,-0.4268754094074719,-2.426764191108987,1.480118266216663,-0.22353955249010596,-0.2536143458675345,1.4707281332690618,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107798,1825.2229904363383,1789.7435154970676,-1099.5449269987425,938.6065054827134,-11692.76348191133,374.42029589387016,-13.66597690370473,-20.577049615097692,3.5485002999842568,5.221299648709467,-2.250808031258196,8.796475223795296,-10.588667003894354,-9.526729598803717,10.432984753130441,4.432457245709359,-6.258055116255497,-4.4262037719472485,1.1904635024013028,14.89115043583889,3.233719879222964,-2.8620124760088568,1.9922862814887512,2.391853983684155,-1.6892071199856498,0.08909541696179495,0.6726207567646538,-4.593137516225794,2.957053338365572,-0.6480122980341899,-1.2260176671900318,4.615032811382,2.1997664972956743,2.331395637673838,-1.2718237641571626,-1.8501163475572824,-1.6453248966161573,0.7790552997303882,-0.7113398083411131,-2.7711717366309108,-3.3535176053768825,2.745828906517959,2.1422270380075346,-0.9669163195902415,0.29892571110491206,4.391632546038903,-2.7887137560022066,-1.9130426727319043,1.4786500943201002,5.901469026726024,-0.47360245507082666,-0.5396142478476587,7.714245872260258,3.822824416296951,3.424418888170294,2.208893452875878,-3.0664777994373997,2.7403862556899057,-0.6802783693910331,-1.306732379765886,-0.750710119508413,1.9801717587823133,0.5591432183164623,-0.9521927702294108,-0.046567782144529994,-1.5428152762765286,-0.728010315898454,-3.5038698671217494,-0.23625102526049768,-1.4961722201756529,-0.2635201123580294,-0.292984905495667,1.5031621151980783,-0.8179953809374491,0.19372104856947844,0.7703337644157076,0.8895433885509839,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099352,-9573.809645649544,-2705.991167456891,-2616.548834204203,-10197.113459986293,-17831.151732468054,72.02086521554803,131.7922185747079,27.667315991603434,-32.72128726180496,-16.276635687327623,1.4223694225805406,10.428742930680372,-8.633628446687784,-2.1027411174793236,1.8341471563268112,2.1270773217646917,-2.3154080611043737,1.6888534124345447,-3.6088014248052764,-1.6306886935405573,-5.139481592107508,5.134421413908196,-0.5070597978110298,1.3906893680004746,0.017945616088664663,2.3819784175958914,0.054417646380100916,2.460128590444574,0.4510759286117919,0.16329326590238452,1.2188917416710698,-2.3202726432608305,-0.8881172319330036,-0.1347081752223387,-2.408287499954332,0.21625814009913685,0.44874541542830026,-1.1732739588116514,1.2947886386212584,-0.2574344418252012,0.2882198904995074,1.0021661394324128,0.632193307698324,1.1515380696015616,0.23365233126093293,-0.276769225355436,0.8832367771989231,1.1261644284145678,-0.5528862103685191,0.13549076416367203,0.35291738814281837,-1.7381601154827249,0.5793502238559813,-0.15650826291721276,1.3588301923953143,0.819726861833655,-1.8521442024562877,0.3485497743892801,-0.38163438821432316,-0.043186257135590864,-1.426047079504766,-0.23170875606868652,-0.06784831281877991,-0.5352084718967387,0.1869130160968274,0.6711017127538701,-0.057126222100406555,-0.22237469123490738,-0.38416884718371486,0.26835077540380137,-0.13057041171824393,-0.012661720932161606,-0.4355235371355758,0.6472883641440759,0.3159474405706808,-0.057394598713624005,-0.3451005590068566,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265425014,-35785.163221921335,-7061.455555444079,-687.2164349687368,2388.225422557358,12668.329366015236,-274.9564062915646,-20.814828108318178,-35.92463622282314,14.692371843732385,1.2317877745676298,13.320668153216063,-6.3211993828740685,-3.1857429590742106,7.21884378509537,1.8191010776281167,-1.1274670892718166,1.3977065774679553,3.849041885904841,0.7257649056520024,-4.656814503812101,-1.9173054855181408,-1.1916863757448959,1.9510900661714012,-2.648369495855904,0.2816296095507238,1.1817040043362894,-2.2925761841480186,-1.9099505329669137,-1.1614643471603523,-2.1956508518234528,2.176166465767846,1.7605651557523876,1.4919128117238436,0.16996258085692403,-0.3074446795806457,3.2820221154309186,-0.096366010559483,-0.8619394304106909,-0.019423093054052043,1.743628406756431,0.6264437222842132,1.705157558693435,1.8054706112245933,0.06884620583149313,2.077283188345349,-0.6699525279153226,-0.11831316673272976,-1.985699744687553,-0.7436934975639269,-0.8284990064112816,0.24899596499023788,-0.4293464312687936,-1.1408902068686324,0.9441076864173716,0.5738618937494462,-1.142248150889431,-0.6156351059015527,-0.038375708570470665,0.08634230330919923,-0.2540810082726633,0.9845052045262221,-0.20974634963124633,0.7869110350877822,-0.10842646280646012,0.046518980784508064,0.4531109103349158,-0.7482335041349516,-0.5326686278568442,0.23470303083130278,-0.9369384653120855,0.10107707554177504,-0.5288559479429318,-0.2006125394534006,-0.852294050098231,-0.05481371677072875,0.08957317930797662,0.11987950631511185,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.13917385816,-21798.10038505529,-6011.289906150041,-4101.712284666219,-12190.475770455381,-26349.654996957477,-117.94943480245281,134.23409769771902,7.27824313413793,-27.485834040167102,-24.157693352699532,10.229552492550129,16.653094475856655,-12.681794656441053,4.563911422900619,4.153199452620371,4.572745420149231,-3.062786539947815,-0.6490324638996539,-3.7286043596370435,-5.615166465787408,-8.345625579729704,5.425034499894659,1.7129634719369484,2.3993785666789034,-0.6832480980379297,4.3926058135462585,0.22621692434545862,3.648409705048852,-0.4666273775860205,0.8040156379714142,0.8742266390975648,-1.1514053829259259,-2.3649189840312776,1.6481133740098084,-4.725104022375782,2.2083939743617003,-0.911088572505854,-2.595670270766297,4.113164503122718,1.5991375574691715,0.05027370074037963,1.546615227208922,1.741024455124288,2.435385386813568,-1.191475397449707,-2.3637985571462843,1.6876350054667153,-1.1549294072482745,-1.0056437483688914,0.448923132228855,-2.0329142497197696,3.027388974135686,-0.028366613794772694,-1.558572625262261,0.24173007865803342,-0.21419735450719513,-0.9804717657973676,-0.3346016424987836,-0.6375527426230831,-1.8779781753170361,-1.7429904932413556,-1.5451982011510426,-0.444808050365104,-1.4632597831594314,0.8334894552643362,0.6928244731582462,-0.5481057967728189,-0.09466626501138505,-0.22866005558377875,-0.09141845815104567,-0.14786866252479755,-0.550724020280696,-0.13989137672021354,0.2469850974962355,0.4155674868552789,0.5344350563119245,0.01166901212239106,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120594,15728.837560403312,5074.202109515435,-138.71971717670456,48.819936614804405,-6853.80826011304,461.3674304142501,-156.27617829087995,-1.6974391861422704,-19.257780541516084,8.5730763311285,-8.890034860672145,1.845490546120794,-0.7011063537891712,-10.293317447705855,-1.0176650448394222,-0.33123441630795,-0.10173532352071274,1.3818761195826588,-2.176789045212407,6.883967984599228,2.0886409587580235,0.6703744859108252,-2.5999040797452264,-0.7886036625780212,-1.1115741595173274,-1.0278024823836802,2.201962320969263,-0.2783431574023571,2.416477082835564,-0.4107924715724771,-1.5062274304901997,-2.1421289585743377,0.6911415554125674,-1.0438787344457805,0.3276806992796098,-1.5116721061484297,0.5487610800395795,0.07449676653089976,0.6296472573811367,-0.758302137113429,0.2356393873143812,0.6123382438141659,-2.3609738623250767,-0.1276361607050317,-1.662380617002503,-0.608268742576933,1.806854511327157,1.0611832565225041,0.21553999812549635,0.13460174608105918,-1.7078415924250518,0.7135681629511254,-0.1267717576563374,-1.2765517641915138,-0.20357693483452918,-1.5341024825569647,-0.4082777594827956,-1.4815909327278656,-0.9276382992717378,-0.6741208180733794,-0.08375879388894321,-0.7640076325437952,0.5745148325780066,-0.9139534434413912,-0.029926340084087608,0.33506839274848194,-0.5997147549759783,-0.2617526845730677,-0.39611416096338287,-0.036317421452559624,-0.20795021550896828,-0.43020690458839966,0.3217223090496125,0.9473788041515344,0.23195194671814337,0.018805455317851254,-0.07184338385347364,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.303415437615,3720.247692908039,-11071.459571656289,-1125.269990235562,-40598.87201190775,4146.31602763263,402.211249942673,-224.27676462528922,-71.25589111522542,-35.79793442949185,-22.76980212305118,-17.923988424262383,-7.452555326274971,12.18855602653768,4.55620464972501,-2.0714573698793433,3.702320470868104,0.18014173030257732,2.8533886389297227,-10.462605869053405,-3.2450359329244796,-18.030814032456917,11.160711297387946,5.975418442069504,2.619150773195979,1.544040493243726,4.943118462371365,-3.0710105010756643,-3.756552077317405,1.315288843619755,1.8056473217183868,-0.11025352508268382,0.6747099461355619,4.587791204660771,0.9550932166332693,-0.11116181084800013,14.30126346493732,1.5016315052310958,-1.2378354730099492,-0.9260086833069631,-5.911058945471789,2.6103572150745356,-1.5066304181554315,-1.3075320006963538,9.491635038656142,3.2327868344146395,-4.214251037785767,5.399557918838225,-3.9057846969556427,0.7652773272255962,-1.355251313828256,-2.8214845217742073,-3.7631734771944325,-1.850393665213878,3.947533441811403,-0.748631580521864,3.0676940029234703,4.692519552967742,-1.0081380032558875,3.0390403604162772,-0.31639038450296186,-0.19180643872804737,-1.2858071858921336,0.7959598910551045,1.0950319338734926,-2.0348577811287405,-2.372045062168466,-0.3497326933113524,1.036862279690912,-1.012116855653472,0.7699407831857757,-0.748671994609035,0.5806443804020115,-1.066001402438365,-1.57178858666551,-1.0978050583171972,1.1796560628573252,0.9253694406333356,2.147725643,1.552274357,1.85
-178537.71721144032,11070.30038061556,-15281.928159228668,-2096.792467401864,-1328.3044122466438,2581.8477796394477,-6092.918508220931,-531.1698491725641,-245.0479898817465,9.499050755600084,-25.109619003523946,10.451269807542413,4.441364858829099,5.468661451829066,-12.53719254671766,2.08805125118761,0.8830053169519306,-1.0913346147656366,3.465940644423147,3.2229115552004397,3.586148197149109,3.939938874284337,3.8732270541967826,-3.0566509305373204,0.8017529017714337,4.232157756052208,0.7009818157088021,-0.4442487520712782,1.6785209842189255,-1.503049096329814,0.048658412989322136,-2.761622359097532,1.577370978251152,0.385303808807367,1.5644765262505456,-1.2462171789477672,-0.21029856792093402,2.719227944936298,-0.1549320211742718,1.0647624952766066,-0.7718960462624633,0.9702898455555378,0.20160765849850987,0.40305731519748733,0.5192167835223938,0.4736932019707608,0.5152739050394514,0.13363191086426862,0.6044711895119007,0.005028044866342025,-0.7926141713216099,1.192197331475439,0.4465802153200302,-0.5525167636813129,0.010980927648118602,-0.03317860288134741,0.19762352790915838,0.051770739536706516,-0.5189507471510183,-0.3986614426431762,-0.31539607241222034,0.7134919822059246,-0.14318593459734694,0.6628052758420347,0.0796878611737362,-0.35713083740129425,-0.40544482554842737,0.07352990820349048,-0.14946553683584363,0.2512683262862601,-0.39710548837276033,0.6725930006976432,0.3852642970108807,0.28349485990052775,0.12884395472628146,0.7875264668379383,-0.04452723580891797,-0.5606152050014713,0.07190983598449464,3.394160216,2.89155407,3.142857143
-4587.588432627545,47064.659999527044,-11133.250748088813,-2744.8423203437364,37080.50173401903,-19604.606893619308,14047.280940940658,-419.82023410557326,535.5186392657788,-43.304578231474416,13.781650792388607,-18.946614108743965,-43.864251356764235,12.738761213565603,-5.522392025666108,22.93655183649265,-7.377522015482394,-29.94187850949402,-22.869023149782244,-7.15943877259749,1.6607992123303605,31.740474467367108,-1.04835620347247,-27.014539414100987,35.14981942393689,-7.409813850740725,-28.31410822255986,12.421433303973203,33.191585134710216,18.26746505679794,15.210660154862472,-14.819539380482913,-24.9995252114142,9.096356872007297,3.53562166596233,-10.083974732555886,4.270442271244869,-18.070092304520568,13.787820091804376,-7.845512244118581,19.916189291797316,-0.6296693552473207,10.103844475114379,-1.4092114725102818,-0.04826860053823316,0.031146030744223095,-1.8288547834975113,0.8169973271616624,-1.8734625687425515,-4.309875785026288,3.341563618037412,3.5835340231110147,-0.416129778566586,-0.919204572845948,0.7941860272415756,-1.151782200353917,0.5246826264823843,1.0406934358241584,-0.5818394953526334,-0.2599731936916169,0.8314963558900396,0.021422366937671175,-0.05369923567957662,-0.7736938884308077,0.10996684001581039,0.5370326620137493,-0.6332395983080341,0.9269990657983987,0.21732873787250498,0.7092979352680464,-0.1388141489785869,-0.005302087645427378,0.048550110122745724,0.4114659650025731,0.2859887321641558,0.03744876645175483,-0.04620309656087628,0.04740297153463035,-0.06644636124912895,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.90039240341,-15229.401396700983,-2091.6888881736577,-1344.180145392159,2533.9490061722536,-6278.294552055562,463.6840858707913,-209.25129845336775,7.879651850337048,-8.589135907267913,6.817128633614107,3.7535077442815954,9.861613768978383,-11.495882772655373,-3.0441357303698577,5.1390001100416765,1.210976237609782,1.6227210141515913,-0.5062864415358332,0.9525717450952735,7.3800269961865315,2.8564650184424183,-2.0037526327385176,-2.6854184655740343,5.694409384453693,0.0776448754265434,-1.1631806906800437,1.7722950545771128,-0.4411402201810199,0.9198180569466201,-1.9777287322420345,0.05938796061374329,-1.1625865995496893,1.867947461268353,1.1406030979378439,0.6460455423858376,0.557731381223217,-0.07979121778351009,-1.5615759776613125,-1.2617989071956395,-1.1848985334692141,-0.8154915235186674,0.6075377665717345,-0.6692425972510077,-0.9666323309250477,-0.8992960879318898,0.8400476617265045,2.683971364968827,-1.6760126775710955,-0.6305926071131298,1.4583804485380296,-1.8060042848651308,2.0186687784039834,0.7615854460163797,-1.348843161344101,-2.2525332832988156,-0.38053848035483284,0.3534179591814267,-0.12563553373764108,0.021591957208538938,-0.6609589951421587,-0.5156936646542649,1.4193494476966446,-0.8571100193856785,0.16917041867852484,0.6741671865437096,0.08248621725616342,-0.4803261912892037,0.3129861841328152,-1.1871012598623156,-0.4341868114168087,0.34806798768816716,0.7159300209360269,0.3018555769285004,0.22547145307723204,-1.237056153817511,-0.29113764502807976,0.020243468238603263,3.324814232,2.847599561,3.086206897
