fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,CIHigh,CILow,MOS
-96471.00174229169,20285.016700989607,-25410.00676565008,-7633.307763182671,-24941.318047789668,12721.709091305684,8548.169920031847,-301.50125283868937,-210.28209547983985,42.33793565013631,-2.370388712747408,5.430859666432112,-0.3644762178186914,-0.8000090415416964,3.6880729100679885,7.728801989035372,1.4801301786391885,15.028038598408818,-0.9939014381653357,9.48273929081207,-23.996270168529822,4.9013443062201425,-16.45110871175787,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107918,1825.222990436346,1789.7435154970544,-1099.5449269987403,938.6065054827178,-11692.763481911172,374.4202958888522,-13.665976903404884,-20.577049611069153,3.5485002995527295,5.221299643733922,-2.2508080298753144,8.796475220508821,-10.588667001393514,-9.526729598041932,10.432984754860655,4.432457247460782,-6.258055120733855,-4.426203775206961,1.1904635036682454,14.891150457102983,3.233719884621875,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099403,-9573.809645649491,-2705.991167456863,-2616.5488342041886,-10197.11345998629,-17831.15173246781,72.0208652145855,131.79221857179436,27.667315986194904,-32.72128725783949,-16.27663567180068,1.4223694217069698,10.428742926784972,-8.633628444651817,-2.1027411173061004,1.834147156631077,2.1270773225907336,-2.315408062759182,1.6888534136800943,-3.608801428675023,-1.6306886958631517,-5.1394816008616,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424943,-35785.16322192127,-7061.4555554440385,-687.2164349687764,2388.2254225573565,12668.329366015056,-274.95640628788163,-20.81482810785891,-35.924636215794585,14.692371841950965,1.231787773393559,13.320668145032856,-6.321199380513949,-3.1857429583201733,7.218843784537798,1.8191010779309065,-1.1274670896826537,1.3977065784661806,3.8490418887724207,0.7257649063490372,-4.656814510442959,-1.917305488815862,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858124,-21798.10038505515,-6011.289906149994,-4101.712284666207,-12190.475770455376,-26349.654996957102,-117.94943480087413,134.23409769475342,7.278243132713484,-27.485834036834685,-24.15769332965808,10.229552486265302,16.65309446963718,-12.681794653459372,4.563911422536439,4.153199453306971,4.572745421919179,-3.062786542134603,-0.6490324643728083,-3.728604363671057,-5.6151664738002545,-8.345625593864067,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120525,15728.837560403268,5074.202109515398,-138.71971717672548,48.81993661477786,-6853.808260112933,461.36743040806084,-156.276178287425,-1.6974391858126794,-19.25778053918108,8.573076322950559,-8.890034855211551,1.8454905454322514,-0.7011063536304382,-10.29331744691617,-1.0176650450087648,-0.33123441645154045,-0.1017353235904294,1.3818761206053856,-2.1767890475401748,6.883967994424841,2.0886409623336135,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437575,3720.2476929080385,-11071.459571656229,-1125.269990235545,-40598.87201190769,4146.31602763256,402.21124993727835,-224.27676462033264,-71.25589110129229,-35.797934425153194,-22.769802101332868,-17.923988413251756,-7.452555323491447,12.188556023667195,4.556204649367549,-2.0714573702235635,3.702320472292549,0.18014173043452364,2.853388641013019,-10.46260588026673,-3.2450359375439612,-18.030814063111873,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615536,-15281.928159228632,-2096.792467401871,-1328.3044122466365,2581.847779639442,-6092.918508220849,-531.1698491654411,-245.04798987633018,9.499050753741813,-25.109619000480638,10.451269797572051,4.441364856101032,5.4686614497866195,-12.537192543764826,2.0880512510244005,0.8830053170975521,-1.0913346151926087,3.465940646901105,3.2229115575842497,3.5861482010098715,3.939938879901314,3.873227060781806,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.6599995269,-11133.250748088778,-2744.84232034372,37080.501734018835,-19604.60689361929,14047.280940940456,-419.82023409993997,535.5186392539434,-43.304578223009024,13.781650790719056,-18.946614090670746,-43.86425132981924,12.738761208807649,-5.522392024363814,22.936551834717246,-7.377522016701845,-29.94187852114458,-22.86902316612935,-7.159438777898059,1.6607992142308343,31.740474512645036,-1.0483562052552964,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403386,-15229.401396700952,-2091.6888881736418,-1344.1801453921548,2533.949006172252,-6278.294552055474,463.68408586456985,-209.25129844874263,7.879651848795315,-8.589135906226563,6.817128627110499,3.7535077419757408,9.861613765295372,-11.495882769950406,-3.0441357301377496,5.139000110891905,1.2109762380760116,1.6227210153121454,-0.5062864419100521,0.9525717461271913,7.380027006717264,2.856465023304382,3.324814232,2.847599561,3.086206897
50030.00805463147,-10113.997947689408,-35856.497589709325,-7070.2350585686945,-668.2179192098847,2441.944983101463,12881.309331455199,-274.72895611936855,139.77415770513156,-50.99456041838095,18.223683322294267,-0.6449472830790977,13.212484410801796,-7.1521066671194395,-4.622596342662604,3.343655823724587,4.010889754245339,-0.9177599210630359,0.50212697929361,4.386049340591792,3.7249543163480827,-1.186471350829842,-0.13967683433609276,3.599130983,2.900869017,3.25
-125345.11971585719,-14842.065660352817,-550.0972767851956,1293.406003820159,-560.8143237253977,1119.0146444204431,-3469.9147711157016,505.62609281546014,-147.99195625969705,3.5927483153242883,-8.184548884856847,6.667883733990127,-3.827324192670812,3.363393265779865,-4.182653703095397,-6.369863899439781,1.4030069440450383,-0.43980538361674343,0.00460883183502375,0.9871750654881885,-0.9144742696529519,6.739491387963775,1.7003570719866143,3.954853907,3.366574665,3.660714286
-49001.25318178601,-48167.389711457654,12787.790589645345,4259.833315192665,673.157169043018,-566.3248469977691,3515.661438728164,611.43247644222,-44.63990682714697,-46.941621840048725,9.787047692537616,6.176204658703405,-6.933410792652192,-11.012630605961293,8.031942134657,-6.734829293763222,-3.342408352356394,-1.1539448578645954,-5.149720958275421,-0.7903692354181827,-5.7942910579528,0.6074057092788182,-1.2292181605159818,3.453428328,2.925882017,3.189655172
347922.2314522346,-32285.95898476458,-16536.086150066276,-3524.266423915761,-796.098525786147,-4945.407346563554,2571.0582169450295,-525.245249970061,117.82768750128132,73.28616821722304,-6.6714069989275915,5.796978003611615,-3.132657290781212,-1.8873834204637814,-8.871732168208514,-0.040939270034952666,-1.2227543377616565,-5.07375157247519,0.19236307759185173,2.7103565392876146,2.6805308797886394,-0.04959984858611848,0.6440132911212719,4.785550297,4.325560814,4.555555556
-177783.06979999677,11158.491260562683,-15258.612051584232,-2095.377775984544,-1336.7929990089337,2555.1103224811413,-6194.898005426788,464.26067965657717,-163.39474927094216,2.924343584070255,-9.998929120259556,11.02815916638168,3.419217249467481,5.095445845750122,-10.767324609279106,-4.829675363782833,3.1492617179606266,-2.272408056405613,1.8045231396715562,-0.8940790664651471,2.3516152427574006,10.2538330033807,1.1457007691582086,2.653067263,2.154625045,2.403846154
246964.0374885817,-52400.008870657846,-3015.741064150109,-58.3452346159247,370.88246000014436,-3879.5232772067834,7489.697329852598,-405.99540003365036,112.79501353088312,85.64313381956869,-19.134351595147855,10.821908411859063,-11.277353491341838,-6.254652199663419,-4.9599674318457385,-6.341400952797548,-3.9347672755191945,-6.637151719008462,1.0899421321783147,5.307605127925661,2.301951328133839,2.889022721707881,3.1478362897963925,4.518530885,4.014802449,4.266666667
-196930.49038238882,7262.109974575483,4406.180802819035,-2973.777114700236,-1557.880119525897,-15573.8468341686,-11654.291105016293,-703.4718964181395,-172.17550261698293,-40.7791976880345,9.782613771110391,-10.421676766762905,-4.272230476854022,-15.936266406398104,21.88403558608026,23.810170890843104,-15.307173794131653,13.546229996586913,4.1909183763439195,-15.736517925684563,9.18867569544922,-0.3883232219964495,13.55744659719029,3.107115012,2.596588692,2.851851852
