fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989654,-25410.00676564995,-7633.307763182685,-24941.3180477896,12721.709091305574,8548.169920031905,-301.50125283792,-210.2820954829626,42.337935681064835,-2.370388709843467,5.430859660062607,-0.36447621963824695,-0.8000090359754483,3.688072920388116,7.728801918818452,1.4801301625855043,15.028038411590915,-0.9939014418440953,9.482739207428475,-23.996269923581274,4.901344367277948,-16.451108498368882,-7.032567825930046,-4.145897647314039,5.969337475642612,5.313060727520546,1.40831779029837,-3.034224795263085,2.4075344986907012,8.099097655759902,0.14695675291296187,0.4694254532757301,-4.656155524199229,5.794130157383893,5.0840015731328485,4.3616263690229475,-2.004235301524155,1.4395536888435347,-3.300863465992029,0.744606129975482,3.3619987061923964,6.574767539182569,1.0309711887937423,-1.1044155620030909,2.5755767957021125,-4.2789488747902915,0.8454140607383825,3.7141529884801723,-0.7798035498813034,3.9378221672916975,-0.6163293530254602,-2.138342106548008,5.618449152186041,2.5889967408278225,-3.9784890023569766,1.6894747169295241,-2.410022421402011,2.0124546106834353,1.658212512311543,2.8311375814777255,0.39024827201270634,-0.05103438235586896,-1.7761626101389643,0.35666158671507786,-1.6525773669888089,-1.1289664292214459,-0.2601796910907806,1.0460799044644498,-0.7195754583686926,0.9607259685984989,-1.6013255768283554,-0.30537816916687266,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107796,1825.2229904363264,1789.7435154970553,-1099.5449269987373,938.6065054827036,-11692.763481911234,374.4202958877401,-13.665976903609677,-20.577049626078473,3.5485002951732922,5.22129963767117,-2.2508080411225455,8.796475159248644,-10.588667030910829,-9.52672951147563,10.432984641897622,4.432457192430928,-6.258055143692987,-4.4262037364922415,1.1904634913957681,14.891150641622334,3.2337198424871154,-2.862012523462012,1.992286254542664,2.391853948792312,-1.689207113674541,0.08909541369005165,0.6726207315757102,-4.5931376660716685,2.9570534404161206,-0.6480123222425531,-1.2260177188087025,4.6150330189180835,2.1997663423196685,2.3313954584711496,-1.2718236538353913,-1.850116475381386,-1.6453250363583682,0.7790553325041283,-0.7113398892953252,-2.771171876394361,-3.35351836909099,2.7458293604527837,2.1422274037366633,-0.9669160684525735,0.298925699835767,4.3916329433831125,-2.7887132008215376,-1.9130425691805208,1.4786496795079396,5.901470071139261,-0.4736021424199688,-0.539614545677284,7.714247868442142,3.822827104295184,3.424421733667555,2.2088954906790392,-3.0664739436320914,2.740389372454047,-0.6802791942153181,-1.3067342448346548,-0.750711278513952,1.980175519943142,0.5591443405630109,-0.9521899355165454,-0.046567633512031366,-1.5428094809831707,-0.7280125158868436,-3.50385419334217,-0.23625182244250292,-1.4961644532024208,-0.2635211831730947,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099346,-9573.809645649473,-2705.99116745687,-2616.5488342041717,-10197.113459986187,-17831.15173246791,72.0208652143693,131.79221857375364,27.66731600638404,-32.7212872174678,-16.276635652891844,1.4223694288141988,10.428742854159152,-8.633628468724293,-2.1027410981979107,1.8341471367695044,2.1270772961402096,-2.3154080712476754,1.6888533989085444,-3.6088013918100317,-1.6306887160593722,-5.139481533962923,5.134421498894197,-0.5070597909791753,1.3906893476711868,0.01794561601551497,2.3819783294205643,0.05441764434876517,2.4601286707166676,0.4510759441745112,0.16329327200402927,1.2188917930085061,-2.3202727476577714,-0.8881171692497435,-0.13470816482378856,-2.40828729136598,0.21625815496342415,0.4487454535852746,-1.1732740086226945,1.294788786092276,-0.2574344547935479,0.28821995613579676,1.0021663050758367,0.6321934156679491,1.1515377706736432,0.23365232301007505,-0.2767692503573695,0.8832366017820127,1.1261643672240536,-0.5528860540078024,0.13549078804882078,0.3529171529293094,-1.7381611449131982,0.5793503784572241,-0.15650837255394123,1.358831321411556,0.8197276186539626,-1.8521418742906306,0.3485501713187711,-0.3816348524122593,-0.04318631889662834,-1.4260492810611618,-0.23170919502586368,-0.06784844883866348,-0.5352068792770815,0.18691241664379993,0.671099192031436,-0.0571263937161386,-0.22237369600181975,-0.3841701633030214,0.2683493793390767,-0.1305709376805414,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.89926542501,-35785.163221921066,-7061.455555444038,-687.2164349687315,2388.225422557343,12668.329366015138,-274.9564062870632,-20.814828108168513,-35.92463624201077,14.692371823823859,1.2317877719635848,13.32066821159406,-6.321199336492758,-3.185742967204023,7.218843718949486,1.819101058234679,-1.1274670756752774,1.3977065836010523,3.8490418551618797,0.7257648989472945,-4.656814568149564,-1.9173054638462184,-1.1916863954817922,1.9510900398274003,-2.6483694571180063,0.28162960853569585,1.1817039606020145,-2.2925760985281833,-1.9099505952718352,-1.161464387140933,-2.195650933857144,2.176166557423974,1.760565234934944,1.4919127064638924,0.1699625677846882,-0.30744465296878576,3.28202234203213,-0.09636601873420024,-0.861939466928251,-0.019423095255226987,1.7436284949223044,0.6264438652360176,1.705157840501119,1.805470919597796,0.06884618803585188,2.077283115831241,-0.6699525884735414,-0.11831314309964211,-1.9856996368655593,-0.7436932880849364,-0.8284991531206956,0.24899579928201182,-0.4293466874812307,-1.1408905001421912,0.9441083505834317,0.5738623711925229,-1.142249203043119,-0.6156343331399657,-0.03837575194425224,0.08634240905464569,-0.2540813707712783,0.9845067243943272,-0.20974674976764102,0.7869126127270067,-0.10842614185569713,0.04651882985570905,0.45310920811994415,-0.7482357615116759,-0.5326662464230403,0.23470383968307873,-0.9369336133162488,0.10107748017164933,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858157,-21798.100385055095,-6011.289906150008,-4101.712284666187,-12190.475770455252,-26349.654996957273,-117.94943480052397,134.23409769674885,7.278243138022271,-27.485834002921212,-24.157693301594446,10.22955253738131,16.653094353664777,-12.6817946888218,4.56391138105658,4.153199408336408,4.572745365100171,-3.0627865533633534,-0.6490324586789568,-3.728604325564196,-5.615166543387108,-8.3456254852082,5.425034589729091,1.7129634488410577,2.3993785315686877,-0.6832480954994277,4.392605650927538,0.22621691593804308,3.6484098241206646,-0.46662739375662116,0.804015668009615,0.8742266759072657,-1.1514054347255402,-2.3649188172367923,1.648113247112792,-4.725103613297841,2.2083941268498175,-0.9110886499414117,-2.5956703805957066,4.113164971551277,1.5991376381378828,0.05027371218167997,1.546615482741247,1.7410247525805504,2.435384754857433,-1.1914753554244877,-2.363798771012692,1.6876346696234215,-1.1549293443593045,-1.0056434662383642,0.4489232118173983,-2.0329128971434463,3.027390769435354,-0.02836663001861523,-1.5585737240832727,0.2417302779042459,-0.21419755031581558,-0.9804705346249484,-0.33460202311727605,-0.6375535167100129,-1.8779808557378985,-1.7429931840371748,-1.5452011362302311,-0.44480894346949534,-1.4632554323021014,0.8334867788345788,0.6928218706442172,-0.5481074513337408,-0.09466584214555328,-0.2286608377012618,-0.09141798322781343,-0.14786926064040562,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.66344712058,15728.837560403192,5074.202109515405,-138.71971717671434,48.81993661479508,-6853.808260112972,461.3674304066926,-156.27617828974752,-1.697439187051813,-19.257780515420144,8.57307631298887,-8.890034899633216,1.8454905325802038,-0.7011063555865015,-10.2933173534068,-1.017665033990118,-0.33123441233207473,-0.1017353239603225,1.3818761085372893,-2.176789025315594,6.8839680797034895,2.088640935165628,0.6703744970215962,-2.5999040446233,-0.7886036510643474,-1.1115741554051997,-1.0278024443468234,2.2019622387401365,-0.2783431664777539,2.416477166026998,-0.4107924869217458,-1.506227493935276,-2.142129054962764,0.691141506560436,-1.0438786541874001,0.3276806708673553,-1.5116722104778373,0.5487611266474368,0.0744967697935303,0.629647329072186,-0.7583021755473699,0.2356394410224444,0.6123383450089029,-2.3609742655369446,-0.1276361274485943,-1.6623805588079539,-0.6082687976361653,1.8068541519416275,1.0611831989830691,0.2155399368068263,0.134601769980075,-1.707840456437494,0.7135685855278052,-0.12677179335911398,-1.2765526630556905,-0.20357710481266764,-1.53410389497059,-0.40827724859165254,-1.4815926168635059,-0.9276394271672782,-0.674121780403149,-0.08375892317931755,-0.7640090831718678,0.5745159835998317,-0.91395072364888,-0.02992624720972509,0.3350671342194662,-0.5997165658812751,-0.26175151366583765,-0.3961155174826945,-0.036317231501566155,-0.20795105535741326,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.30341543761,3720.247692908018,-11071.459571656234,-1125.2699902355562,-40598.87201190734,4146.31602763257,402.21124993608555,-224.27676462366443,-71.25589115329336,-35.797934380984586,-22.76980207488145,-17.923988502814833,-7.45255527159081,12.188556057648238,4.556204607968792,-2.0714573477966414,3.702320426255098,0.18014173110162532,2.853388616074572,-10.462605773380366,-3.2450359777601645,-18.030813828342993,11.1607114821674,5.975418361401659,2.619150734878746,1.5440404875258815,4.943118279387046,-3.0710103863490947,-3.756552199908996,1.315288888888815,1.8056473891805878,-0.11025352973057702,0.674709976553095,4.587790880773174,0.955093143020659,-0.1111618014405527,14.301264452369596,1.5016316328126618,-1.2378355253691045,-0.9260087888290514,-5.911059244518388,2.610357809429509,-1.5066306672533376,-1.3075322238802907,9.491632575154028,3.2327867219310584,-4.214251418899116,5.399556845692691,-3.905784484908962,0.7652771117124181,-1.3552515538216485,-2.8214826462912583,-3.7631757118430715,-1.8503941337479068,3.9475362236273552,-0.7486322011063533,3.0676968251257057,4.692513659329188,-1.0081391516628673,3.0390440499937323,-0.3163908360882768,-0.19180673479027013,-1.285809627229608,0.7959614857703525,1.0950286804702076,-2.0348512596289985,-2.3720361527188825,-0.3497337482796937,1.0368576391411424,-1.0121203256238192,0.7699367851197704,-0.748675017402274,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615556,-15281.92815922855,-2096.7924674018514,-1328.3044122466335,2581.8477796394263,-6092.91850822088,-531.1698491638646,-245.04798987997185,9.499050760671825,-25.109618969499667,10.451269785429917,4.441364878293692,5.468661411703193,-12.537192578722843,2.0880512320560953,0.8830053075353457,-1.0913346016544472,3.465940659616703,3.2229115294068618,3.586148164399768,3.939938928718669,3.873227010387034,-3.056650981116866,0.801752890946927,4.232157694155697,0.7009818130966462,-0.4442487356344957,1.6785209215362746,-1.50304914539592,0.04865841464180655,-2.761622462278161,1.5773710446835632,0.3853038261948771,1.564476415771375,-1.2462170831181434,-0.21029854977008441,2.7192281326818364,-0.1549320343503554,1.064762540385243,-0.7718961341792545,0.9702898945927707,0.20160770428069516,0.4030573817882696,0.5192168722324686,0.47369307889720763,0.5152738871761682,0.13363192293941445,0.6044710692480958,0.005028044641576419,-0.7926139480784296,1.1921975425254625,0.44657991837862326,-0.5525170919220687,0.010980932025858859,-0.033178625502748645,0.19762369201701968,0.05177078790457492,-0.5189500952496203,-0.3986618956888994,-0.3153964566719132,0.713493000412778,-0.1431861556495658,0.6628065364058127,0.0796880212042981,-0.35712977204170837,-0.40544352591234617,0.07352963222663512,-0.1494659886600875,0.2512672032237707,-0.39710685180278066,0.6725895134255347,0.38526585708957,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952703,-11133.25074808872,-2744.8423203437296,37080.50173401874,-19604.60689361912,14047.280940940533,-419.82023409869834,535.5186392619007,-43.30457825460433,13.781650773713972,-18.9466140686577,-43.86425154900155,12.738761120092946,-5.52239203975379,22.93655162634095,-7.377521936813928,-29.941878149007128,-22.86902325000782,-7.159438715322329,1.6607991971337621,31.74047490593169,-1.0483561915862014,-27.014539861230077,35.14981894934304,-7.4098137423536725,-28.314108117829853,12.421432844080684,33.19158389503816,18.267465652936817,15.210660678839194,-14.819539934174557,-24.999526264320597,9.096357281305636,3.535621416463618,-10.083973956651201,4.270441901675955,-18.07009355211702,13.787821263387544,-7.845512576321649,19.916191560025002,-0.6296693875242912,10.103846777713816,-1.4092117054594682,-0.048268608749529825,0.031146023193481257,-1.8288547196105576,0.816997401046432,-1.873462196163673,-4.309875551112195,3.3415626762951973,3.583534657563369,-0.4161295018995569,-0.9192051162744488,0.794186233371652,-1.151783010924096,0.5246830613491067,1.0406943960918698,-0.5818387639628909,-0.25997349000907166,0.8314973654479381,0.02142239751014796,-0.05369931854251983,-0.7736953583891163,0.10996705974990593,0.5370310648872767,-0.633237569409026,0.9269955838076787,0.21732939355776992,0.709294760916551,-0.1388146260279621,-0.005302057377755672,0.048550306152353194,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403406,-15229.401396700865,-2091.688888173646,-1344.1801453921498,2533.949006172231,-6278.294552055508,463.68408586319634,-209.25129845185305,7.8796518545482765,-8.589135895629415,6.817128619192803,3.7535077607312286,9.861613696618175,-11.495882802000693,-3.044135702475817,5.139000055249856,1.210976223053974,1.6227210212605352,-0.5062864374649523,0.9525717363407575,7.38002709815996,2.8564649860993123,-2.0037526659206057,-2.6854184293151087,5.694409301202735,0.07764487516623687,-1.163180647621996,1.7722949883748795,-0.44114023455971163,0.9198180886480759,-1.9777288061341392,0.059387963114878,-1.1625866519058563,1.8679473294653925,1.1406030101860387,0.6460454864417291,0.5577314197476423,-0.07979122455397764,-1.5615760437998865,-1.2617990509058046,-1.1848985933623477,-0.815491709207929,0.6075378670044503,-0.6692427115750647,-0.9666320799456092,-0.8992960566113339,0.8400477377041702,2.683970831359979,-1.6760125864933142,-0.6305924299535421,1.458380706737316,-1.8060030837596746,2.0186699774410966,0.7615856369821378,-1.3488441119320242,-2.252535155235262,-0.3805388317685012,0.35341751511894004,-0.1256356763118683,0.0215919849635823,-0.6609599382299409,-0.5156944608104883,1.4193521425662032,-0.8571117366180411,0.16916991330350434,0.674165027352736,0.08248590735973611,-0.48032763991100424,0.3129847799939379,-1.187105324754292,-0.4341845676963984,0.3480693935738087,3.324814232,2.847599561,3.086206897
