fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,CIHigh,CILow,MOS
-96471.00174229169,20285.016700989647,-25410.006765649978,-7633.307763182734,-24941.31804778977,12721.709091305807,8548.169920031798,-301.5012528413646,-210.28209548301786,42.337935669588084,-2.3703887176520673,5.430859643447112,-0.364476218834455,-0.8000090440342547,3.688072922201364,7.728801892197918,1.4801301843254406,15.028038660434436,-0.993901442707156,9.482739333823876,-23.996270118309802,4.901344293630278,-16.451108662391935,-7.032567767782144,-4.1458977403485715,5.969337417342455,5.313060737263035,1.408317861936247,-3.034224752957862,2.4075344592501944,8.099097678608912,0.1469567501502365,0.4694254433716668,-4.65615542034778,5.794130718893318,5.0840015969237795,4.361626226679633,-2.0042352318537278,1.4395536275369056,-3.300863493579021,0.7446061369082767,3.3619982637180716,6.574766513036453,1.0309711031056827,-1.1044154670985014,2.5755774232323376,-4.278947908057461,0.845414075612583,3.7141519226876523,-0.7798035703259656,3.9378248670675626,-0.6163290684089473,-2.13834405965522,5.618447475881674,2.5889968823291056,-3.978487599140501,1.6894740120574667,-2.410021305456167,2.0124536653674876,1.6582115737916068,2.8311358648150797,0.3902479941419053,-0.051034342735281374,-1.7761609273418806,0.3566612275878431,-1.6525755218844274,-1.128965075752609,-0.26017932065635324,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.279856310774,1825.2229904363278,1789.7435154970651,-1099.544926998747,938.6065054827237,-11692.763481911115,374.4202958919427,-13.66597690361014,-20.577049620516327,3.548500306893827,5.2212996217109415,-2.250808036174477,8.796475247897114,-10.588667036276153,-9.526729478715993,10.432984794696674,4.432457265669019,-6.258055149124044,-4.426203795447398,1.1904635011717388,14.891150418417405,3.2337198750908156,-2.8620124996816263,1.9922862993567636,2.391853925390484,-1.6892071168346843,0.08909541819518318,0.6726207221817938,-4.593137591054361,2.9570534486698143,-0.648012310118392,-1.2260176929629096,4.6150329149772755,2.199766555400685,2.3313954694465995,-1.2718236126705065,-1.8501164113309496,-1.6453249663886622,0.7790553392068919,-0.7113398960622902,-2.7711715116120756,-3.353517846455186,2.745829133018115,2.14222722067095,-0.9669163038537862,0.298925632844853,4.391633022155403,-2.7887124006954136,-1.913042620320555,1.4786506949389124,5.90146735057516,-0.47360257318438764,-0.5396144110876432,7.714248262849963,3.822825756995611,3.424420309109904,2.2088944629784404,-3.0664725031758855,2.740387811885205,-0.6802787826019285,-1.3067333107742622,-0.7507106980402775,1.9801736367645595,0.5591437782003933,-0.9521888718215459,-0.04656757695703891,-1.5428073064037413,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099345,-9573.809645649484,-2705.9911674568784,-2616.5488342042,-10197.113459986396,-17831.151732467722,72.02086521517549,131.79221857379386,27.667315998891755,-32.72128732552056,-16.27663560316289,1.4223694256877504,10.428742959254464,-8.633628473091042,-2.1027410909647046,1.8341471636365867,2.127077331339192,-2.3154080732613247,1.6888534213931847,-3.6088014210671133,-1.6306886916444352,-5.13948158551882,5.134421456309154,-0.5070598023712609,1.390689334114876,0.017945616062836317,2.3819784505747723,0.054417643577610544,2.4601286305103223,0.4510759454849149,0.16329326894819168,1.2188917672999642,-2.3202726954351225,-0.8881172553410149,-0.13470816546040215,-2.408287213105522,0.21625814752408554,0.4487454344888188,-1.1732740184993788,1.2947887983006898,-0.2574344208519733,0.2882199112408698,1.0021662221277605,0.6321933615804489,1.1515380507428694,0.233652270043996,-0.2767692553477178,0.8832363483087292,1.1261643974700548,-0.5528864348211604,0.13549072563716483,0.35291747545160346,-1.738160630349159,0.5793504020626578,-0.15650831753609373,1.358830756277276,0.8197272354779012,-1.8521410031687982,0.34854997314917485,-0.3816346191290887,-0.043186287801245976,-1.426048178483583,-0.23170897579443359,-0.06784838073377261,-0.5352062818064446,0.18691219171468887,0.6710982460125587,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265425009,-35785.163221921095,-7061.455555444094,-687.2164349687359,2388.2254225573793,12668.329366015003,-274.9564062901509,-20.814828108175078,-35.924636232280264,14.692371872340923,1.2317877682013323,13.320668182313366,-6.321199400194734,-3.1857429688126726,7.218843694119568,1.8191010848757072,-1.1274670943224305,1.3977065848104786,3.849041906369218,0.7257649048327737,-4.656814498351432,-1.9173054831210588,-1.1916863855963196,1.951090083664059,-2.648369431281015,0.2816296090525064,1.181704020718366,-2.2925760663807115,-1.909950564049675,-1.1614643904369801,-2.195650892765805,2.176166511513625,1.7605651952691368,1.491912851143511,0.16996256864426842,-0.3074446429159191,3.2820222285123037,-0.09636601462009264,-0.861939474238828,-0.01942309542866878,1.7436282653120942,0.626443767525142,1.7051576994089352,1.805470765113058,0.06884620464565933,2.0772826458235256,-0.6699526005859924,-0.11831310891702752,-1.9856996903318294,-0.7436937991697703,-0.8284987711831586,0.24899602651959926,-0.4293465561739874,-1.1408905599276347,0.9441080179391799,0.5738621322110514,-1.142248677706582,-0.6156340399950498,-0.03837573016453725,0.08634235638563664,-0.2540811891666508,0.9845059632176084,-0.20974654946255827,0.7869118227317727,-0.10842602042842027,0.04651877437076529,0.45310856904209934,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858157,-21798.100385055124,-6011.289906150041,-4101.712284666203,-12190.47577045549,-26349.654996957,-117.94943480184514,134.23409769678852,7.278243136054088,-27.48583409368786,-24.15769322778331,10.22955251489512,16.653094521485272,-12.681794695228001,4.563911365361389,4.153199469160409,4.572745440694977,-3.062786556026085,-0.6490324673385593,-3.7286043557584856,-5.615166459242508,-8.345625569131181,5.425034544767573,1.7129634873124067,2.3993785081899386,-0.6832480967347454,4.392605874346895,0.22621691279750394,3.6484097645042746,-0.4666273950093814,0.8040156529650169,0.8742266574703802,-1.1514054087111427,-2.364919046482829,1.6481132550781334,-4.725103459612671,2.2083940504670267,-0.9110886111473372,-2.595670402527759,4.113165010354459,1.5991374275731585,0.05027370457949192,1.5466153548348553,1.7410246035219374,2.435385346992866,-1.1914750859153616,-2.3637988133525685,1.6876341851195298,-1.154929375526182,-1.0056441568028225,0.4489230047956704,-2.0329147545169812,3.027389870472208,-0.02836662062750448,-1.5585731749782379,0.24173017871841124,-0.2141974540648131,-0.9804700704887117,-0.33460183367796525,-0.6375531294908925,-1.8779795133394932,-1.7429918364593486,-1.545199666074791,-0.44480849597164773,-1.4632537969524357,0.8334857797539399,0.692820893237104,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120583,15728.837560403203,5074.202109515443,-138.71971717670442,48.819936614796,-6853.808260112916,461.3674304118775,-156.27617828979572,-1.6974391865911895,-19.25778057901481,8.57307628679724,-8.890034880091982,1.8454905511777924,-0.7011063559378847,-10.293317317990777,-1.0176650488958672,-0.331234417813208,-0.10173532405107855,1.3818761269221842,-2.176789042970708,6.883967976545089,2.088640956036883,0.6703744914716789,-2.599904103063077,-0.7886036433662715,-1.1115741574365183,-1.0278024966323478,2.201962207873265,-0.27834316192365605,2.4164771729376144,-0.4107924792324193,-1.506227462155662,-2.1421290066256518,0.6911415736047997,-1.0438786591436686,0.3276806602326494,-1.5116721582233261,0.5487611032951575,0.07449677041329375,0.6296473350123015,-0.7583020756899533,0.23563940427508723,0.6123382943267938,-2.360974063630013,-0.1276361584429281,-1.6623801827305948,-0.6082688084549246,1.8068536330417249,1.0611832275057003,0.21554008560642343,0.1346017078860019,-1.7078420167282564,0.7135683738328552,-0.12677179686950113,-1.276552213042562,-0.20357701957673782,-1.5341031877950926,-0.4082770518038176,-1.4815917748032434,-0.9276388618846239,-0.6741212983965584,-0.08375885843081983,-0.764008356545767,0.5745154072413887,-0.9139497034163442,-0.0299262096709685,0.33506666118553724,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.30341543761,3720.2476929080203,-11071.459571656294,-1125.2699902355607,-40598.87201190811,4146.316027632542,402.2112499406045,-224.27676462373424,-71.2558911339926,-35.797934499198284,-22.769802005311927,-17.923988463415657,-7.452555346694278,12.188556063812584,4.556204592293006,-2.0714573781342067,3.702320487488158,0.180141731256246,2.8533886540467037,-10.462605858147327,-3.2450359291864377,-18.030814009492396,11.160711389637656,5.975418495674862,2.619150709369903,1.5440404903854459,4.943118530827361,-3.071010343284913,-3.7565521384765925,1.3152888927002417,1.805647355389818,-0.11025352739996956,0.6747099612884452,4.587791325785791,0.955093147723812,-0.11116179760562449,14.30126395778573,1.5016315689242559,-1.2378355358317317,-0.9260087975405271,-5.9110584659164385,2.6103574025201466,-1.5066305424489925,-1.3075321121615504,9.491634882699879,3.232785990719629,-4.214251494693981,5.3995552953846,-3.905784589922236,0.7652776391485079,-1.3552509291187294,-2.821485224476542,-3.763174587753741,-1.850394239889525,3.94753483181862,-0.7486318916970359,3.067695421223345,4.692511438201842,-1.0081385734142347,3.03904220375264,-0.31639061002452795,-0.19180658654537638,-1.2858084051731014,0.7959606874397589,1.0950274536799534,-2.034848814035417,-2.3720328095805594,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615554,-15281.928159228568,-2096.792467401865,-1328.3044122466422,2581.847779639475,-6092.918508220822,-531.1698491698307,-245.04798988004717,9.499050758100998,-25.10961905241777,10.451269753499819,4.441364868531028,5.468661466812947,-12.537192585059646,2.088051224872997,0.8830053204693141,-1.0913346196775255,3.4659406626256524,3.2229115723143598,3.5861481934393127,3.939938869681015,3.87322704926051,-3.056650955793504,0.8017529089693056,4.232157652885462,0.7009818143906148,-0.44424875823498877,1.6785208979948134,-1.5030491208171999,0.04865841479034084,-2.7616224105951597,1.5773710114083086,0.3853038174701197,1.5644765675350745,-1.2462170890315638,-0.21029854289773509,2.719228038654782,-0.15493202775459,1.0647625493589925,-0.7718961414487657,0.9702897668246334,0.20160767291048504,0.40305734844123586,0.5192168277981617,0.47369319412139466,0.5152737705595858,0.1336319253342402,0.6044708957717143,0.005028044720473393,-0.7926144932926085,1.1921969928985483,0.4465803263428058,-0.5525169277872732,0.01098093046772599,-0.03317861395151449,0.19762360981454502,0.05177076287694537,-0.5189498508190437,-0.39866166881470566,-0.3153962638891285,0.7134924904859368,-0.14318604493920717,0.6628059048730959,0.0796879409427919,-0.3571293746890542,-0.4054430387179756,0.07352952825997348,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952701,-11133.250748088736,-2744.8423203437433,37080.501734018995,-19604.606893619486,14047.2809409404,-419.82023410340946,535.5186392620661,-43.304578242883075,13.781650819224868,-18.94661401077515,-43.86425145258199,12.738761248469263,-5.522392042554406,22.936551547402104,-7.377522044877567,-29.941878644201616,-22.869023269874457,-7.159438810625565,1.660799210701695,31.74047443019727,-1.0483562023017026,-27.014539637170056,35.14981973932643,-7.409813670137879,-28.314108169655185,12.421433475662193,33.19158342981771,18.267465354280514,15.21066072209303,-14.819539656829543,-24.9995257369476,9.096357076385335,3.5356217592749104,-10.083974004867933,4.2704417626372155,-18.070092927234402,13.787820676572997,-7.84551264233927,19.916191747775617,-0.6296693047538224,10.103845200974884,-1.4092115886877439,-0.048268604733247907,0.03114603042252401,-1.8288543052632646,0.8169974158473441,-1.8734616588859054,-4.30987566674212,3.3415649756739327,3.5835330052786234,-0.4161298819450798,-0.9192048457511224,0.7941862724120908,-1.151782605257273,0.5246828439776716,1.040693913927892,-0.5818384912131591,-0.2599733410127404,0.8314968597054156,0.02142238207417242,-0.05369927705943524,-0.7736946218884673,0.10996694989223108,0.5370304643527629,-0.6332368077284607,0.9269942769388645,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403404,-15229.401396700885,-2091.688888173659,-1344.1801453921591,2533.9490061722786,-6278.294552055447,463.68408586840746,-209.25129845191762,7.879651852412801,-8.589135923993135,6.8171285983644285,3.75350775248067,9.861613795998437,-11.495882807812325,-3.044135692006757,5.139000130512402,1.2109762430577746,1.622721022672293,-0.5062864442134193,0.9525717440921877,7.3800269875578435,2.8564650147213317,-2.0037526492860396,-2.6854184896662505,5.694409245654218,0.07764487529576718,-1.1631807067952242,1.7722949635424414,-0.44114022735116093,0.9198180912549742,-1.9777287691211491,0.059387961862136636,-1.1625866256298627,1.8679475105835108,1.1406030156294464,0.6460454654620741,0.5577314004482314,-0.0797912211716685,-1.5615760569173311,-1.2617990628042206,-1.184898437368831,-0.8154915820310822,0.6075378167008719,-0.6692426543343165,-0.9666323149558592,-0.899295853097781,0.8400477528647776,2.6839700605834027,-1.6760126315769817,-0.630592863172524,1.458380034391,-1.8060047334852236,2.0186693750696048,0.7615856831353042,-1.3488436366737928,-2.2525342175217875,-0.3805386547160548,0.35341734943393727,-0.12563560550800598,0.021591970137014495,-0.6609594660851486,-0.5156940620833582,1.419350792997328,-0.8571108767446932,0.16916972546553116,0.674164216499582,0.08248579092857981,3.324814232,2.847599561,3.086206897
