fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,CIHigh,CILow,MOS
-96471.0017422917,20285.01670098967,-25410.00676565006,-7633.307763182755,-24941.3180477897,12721.709091305427,8548.169920031763,-301.501252843143,-210.28209547579345,42.337935671553254,-2.3703887114059774,5.430859658631525,-0.3644762205330299,-0.8000090385647295,3.6880728943882253,7.728801951089628,1.4801301699757705,15.02803849784177,-0.9939014302499815,9.482739213772032,-23.996269942568983,4.901344253431122,-16.451108517781133,-7.032567903794801,-4.145897696903476,5.969337553368052,5.313060601013577,1.4083178168249726,-3.0342248529368376,2.407534368831677,8.099097845225003,0.14695674384923876,3.824198457,3.329647696,3.576923077
-190899.24390901605,610.2798563107871,1825.2229904363508,1789.74351549707,-1099.544926998747,938.6065054826967,-11692.763481911092,374.42029589424686,-13.66597690314278,-20.57704962148973,3.548500297530411,5.221299636262182,-2.2508080466893703,8.796475187866891,-10.588666956359667,-9.52672955161746,10.432984694050273,4.432457217746617,-6.258055070757041,-4.4262037394053255,1.1904634925117994,14.891150296503215,3.233719846311989,-2.8620125549286644,1.9922862784735056,2.39185397995891,-1.6892070734811526,0.0890954153548324,0.6726207443943155,-4.593137418481804,2.9570535099234183,-0.648012282300826,3.257015236,2.742984764,3.0
519840.31576796295,-13560.844450099405,-9573.809645649455,-2705.9911674568975,-2616.5488342041835,-10197.113459986096,-17831.151732467686,72.02086521562175,131.79221856926944,27.667316000205663,-32.72128723919287,-16.276635648509725,1.4223694323325764,10.428742888086296,-8.63362840793402,-2.102741107064546,1.8341471459397465,2.1270773083287895,-2.315408044265396,1.6888534000154491,-3.6088013948016044,-1.630688678269959,-5.139481539938209,5.134421555390594,-0.5070597970593775,1.3906893658244688,0.017945615604116314,2.3819783742995044,0.05441764537610655,2.4601285380932536,0.4510759548049214,0.1632932619387034,4.581469014,3.989959557,4.285714286
51809.713712738725,-9921.899265424978,-35785.16322192127,-7061.455555444101,-687.2164349687779,2388.225422557319,12668.329366014972,-274.95640629184135,-20.814828107460656,-35.92463623398688,14.692371833578457,1.23178777163165,13.320668244541409,-6.3211993570574325,-3.1857429447728767,7.218843749363334,1.8191010673291264,-1.1274670821278214,1.3977065673068987,3.849041857653477,0.7257648994999528,-4.656814460216292,-1.9173054660931954,-1.19168640857176,1.9510900632324553,-2.648369491665014,0.2816296018256901,1.1817039828664453,-2.2925761421182442,-1.9099504922966029,-1.16146441445939,-2.1956507985182756,4.672867535,4.18920143,4.431034483
650895.8927554619,9791.139173858157,-21798.100385055168,-6011.289906150055,-4101.712284666205,-12190.475770455138,-26349.65499695692,-117.94943480257552,134.2340976921814,7.27824313639919,-27.485834021171527,-24.157693295089306,10.229552562682727,16.653094407841284,-12.681794599525908,4.563911400289653,4.153199429099496,4.572745391262853,-3.062786517673758,-0.6490324591225475,-3.728604328686992,-5.61516641322919,-8.34562549495621,5.425034649447415,1.7129634693756788,2.3993785628749764,-0.6832480792292634,4.392605733686226,0.22621692023570603,3.64840962742336,-0.46662740467814257,0.8040156184521657,4.804087,4.368326794,4.586206897
-155985.79360999187,-27251.66344712061,15728.837560403266,5074.202109515453,-138.7197171767258,48.81993661476807,-6853.808260112885,461.3674304147088,-156.2761782844302,-1.6974391866727798,-19.25778052820673,8.573076310682243,-8.890034921622195,1.845490538584071,-0.7011063506475848,-10.293317396757457,-1.01766503907847,-0.3312344142333715,-0.1017353227766435,1.3818761094165768,-2.176789027084155,6.883967920178452,2.088640937599124,0.6703745043926763,-2.5999040758325487,-0.7886036613572113,-1.1115741289383152,-1.0278024637123873,2.201962280610622,-0.278343151488421,2.416477222913114,-0.41079246159958605,3.653463529,3.070674402,3.362068966
-8572.13684760553,-16777.30341543763,3720.2476929080403,-11071.459571656325,-1125.2699902355503,-40598.87201190689,4146.316027632544,402.21124994307473,-224.27676461603525,-71.25589113737749,-35.79793440475315,-22.76980206874984,-17.923988547148422,-7.45255529583655,12.188555971830446,4.5562046271651,-2.0714573581494475,3.702320447464369,0.18014172899934547,2.8533886179331533,-10.462605782113524,-3.2450359025188535,-18.03081384936782,11.160711605023886,5.975418433093686,2.6191507690809135,1.544040450782483,4.943118372524818,-3.071010444759177,-3.756551997364149,1.3152889199225386,1.8056472778829826,2.147725643,1.552274357,1.85
-178537.7172114404,11070.300380615572,-15281.928159228622,-2096.792467401891,-1328.3044122466285,2581.8477796393913,-6092.918508220803,-531.1698491730939,-245.04798987163514,9.499050758552572,-25.109618986171366,10.451269782616821,4.4413648892790505,5.468661429493531,-12.537192490446627,2.088051240850118,0.883005311951223,-1.0913346078798982,3.4659406192227795,3.2229115315219876,3.5861481673411824,3.9399388374048714,3.873227014883972,-3.0566510147697374,0.8017529005727749,4.232157749379475,0.7009817964148424,-0.4442487440019077,1.6785209534432282,-1.50304906435032,0.048658415804490415,-2.7616222920533873,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952706,-11133.250748088769,-2744.842320343747,37080.50173401892,-19604.606893618897,14047.280940940369,-419.8202341059946,535.5186392436827,-43.30457824494015,13.781650782865013,-18.946614063559824,-43.86425165749581,12.738761161537491,-5.522392000881186,22.936551722926538,-7.377521973702206,-29.941878320358384,-22.869022983494276,-7.159438719990968,1.6607991986544874,31.740474170357484,-1.0483561929562049,-27.014540158439658,35.14981937118736,-7.409813839081963,-28.314107443531928,12.421433078060735,33.19158452617962,18.267464667971588,15.21066103687354,-14.819539020705184,1.384178612,1.098580009,1.24137931
-177088.98264742017,11232.900392403422,-15229.40139670094,-2091.6888881736636,-1344.1801453921544,2533.949006172201,-6278.294552055433,463.6840858712537,-209.2512984447331,7.879651852785847,-8.589135901331815,6.817128617355332,3.753507770015308,9.861613728700958,-11.495882721059845,-3.0441357153029407,5.139000080938545,1.2109762299538904,1.6227210023519294,-0.5062864378171421,0.9525717371907119,7.3800269271226,2.856464989463957,-2.0037526879469163,-2.685418461536773,5.6944093754714125,0.07764487329180002,-1.1631806695435372,1.7722950220874298,-0.4411402107959594,0.9198181102689372,-1.9777286842282815,3.324814232,2.847599561,3.086206897
