fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,CIHigh,CILow,MOS
-96471.00174229169,20285.016700989665,-25410.00676565011,-7633.307763182678,-24941.318047789777,12721.709091305449,8548.169920031796,-301.5012528394893,-210.2820954844135,42.337935669919936,-2.3703887176818372,5.430859643513621,-0.36447621883576375,-0.8000090440531917,3.6880729222875037,7.728801892291671,1.4801301773800921,15.028038660689344,-0.9939014427234992,9.482739275193328,-23.996270118823,4.901344293790822,-16.451108663720643,-7.032567835765249,-4.145897740498996,5.969337485448313,5.31306073756148,1.4083178620018408,-3.0342247530112676,2.407534459497581,8.09909751626705,0.14695674696473665,0.4694254434042405,-4.656155420090062,5.794130720254996,5.084001426615972,4.361626227705383,-2.0042352322233183,1.4395536276418976,-3.3008636896174735,0.7446060875959929,3.361998263427914,6.574767067700754,1.0309710039591824,-1.1044154676989706,2.575577423398395,-4.278948427777796,0.8454141832418303,3.714152495118023,-0.7798034227884574,3.9378248737128296,-0.6163290689389468,-2.138343439911441,5.618447484462934,2.5889968872494045,-3.978485971582787,1.6894740165316244,-2.410021311178659,2.012453668120187,1.6582115772719739,2.8311358675869265,0.3902479943320232,-0.05103434306125833,-1.776160936460865,0.3566612295708754,-1.6525755318749753,-1.1289650795657755,-0.26017932441532005,1.0460783195990806,-0.719574266088225,0.9607243286129763,-1.6013224501480625,-0.30537755498837077,-0.42687192636090093,-2.4267698466458145,1.480121934378076,-0.2235401706556389,-0.2536115002730669,1.4707328135937938,-0.40783303051568925,0.4139144456432634,0.035665973379104224,-0.19380876580809905,0.5638268084543376,-1.0060496915060937,0.7722128586338993,0.09605341255658041,0.32663586130336525,0.22193317633920465,-0.8770178838522579,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107801,1825.2229904363444,1789.7435154970574,-1099.5449269987434,938.6065054826952,-11692.7634819111,374.4202958896638,-13.665976903701159,-20.577049620665598,3.548500306926818,5.221299621770712,-2.250808036205202,8.796475248032756,-10.588667036448399,-9.526729478881272,10.432984746253496,4.432457265775871,-6.258055149271857,-4.426203768039654,1.190463501196526,14.89115041884792,3.2337198751553733,-2.86201252740394,1.9922862994184938,2.391853952674486,-1.689207116886204,0.08909541820550074,0.6726207222042017,-4.59313759131275,2.9570533894564957,-0.6480122960296452,-1.2260176930467936,4.61503291535175,2.1997665557085333,2.331395391281528,-1.2718236127389038,-1.8501164115916777,-1.6453249666086018,0.779055385563135,-0.7113398488872171,-2.77117151226089,-3.353518128529205,2.745828868932525,2.14222722118699,-0.9669163039469644,0.29892566943947185,4.3916335805954665,-2.788712833129078,-1.913042258765017,1.4786506962272457,5.901467354691522,-0.4736024358467216,-0.5396144098549673,7.714248269779503,3.822824192235391,3.424420314096609,2.208894471421554,-3.0664725040214487,2.740387817150452,-0.6802787834429984,-1.3067333140544712,-0.7507106999472264,1.9801736415404898,0.5591437797341945,-0.9521888761994675,-0.046567578547758566,-1.5428073142273315,-0.72801141202561,-3.5038483274057652,-0.23625142978359445,-1.496161565524608,-0.26352064374552364,-0.29298249963026546,1.5031656151906307,-0.8179974078646735,0.19372158223185484,0.7703251144523593,0.8895462192083987,-1.4819341246243107,0.84760373741865,-1.215747768663007,0.6471267539681864,-0.0932298400089364,0.23570171029235304,-0.42973730853234987,0.061184327329367974,1.0360820942666717,-0.19818499959805164,0.12271254527103773,3.257015236,2.742984764,3.0
519840.3157679627,-13560.84445009936,-9573.809645649535,-2705.9911674568693,-2616.5488342042004,-10197.113459986105,-17831.15173246771,72.0208652147374,131.7922185746684,27.667315999097614,-32.72128732583158,-16.276635603345746,1.4223694257076276,10.428742959416152,-8.633628473234737,-2.102741091004961,1.8341471551149051,2.127077331379229,-2.315408073316089,1.6888534109400661,-3.6088014211636605,-1.630688691681984,-5.139481585710376,5.134421506089887,-0.507059802379756,1.390689349953877,0.017945616050693253,2.3819784506918333,0.05441764358895891,2.460128630646888,0.45107593640471816,0.1632932653983024,1.2188917673861173,-2.320272695560231,-0.8881172554326275,-0.13470816097018454,-2.4082872133650546,0.21625814752984146,0.44874543454211974,-1.1732740883344928,1.2947887124822186,-0.25743442098703584,0.2882199355212525,1.0021661257138792,0.6321933617657649,1.1515380510866797,0.23365229876611363,-0.27676929054372446,0.8832364848901347,1.1261641846941322,-0.5528864350073717,0.13549072574362575,0.35291737306862725,-1.7381606321146061,0.579350403506862,-0.15650825441198607,1.3588307580332537,0.8197272401952953,-1.8521410046435391,0.34854997360206363,-0.38163462021024974,-0.04318628822298075,-1.426048182084717,-0.2317089765993448,-0.06784838110464893,-0.5352062831815847,0.18691219268919676,0.671098249192703,-0.057126309203896226,-0.22237332387693914,-0.38416950664174065,0.2683488628045933,-0.13057067640549305,-0.012661618980961943,-0.4355245499126518,0.6472899672845936,0.31594831558795144,-0.05739395372573685,-0.3451016578543151,0.07370847406297941,-0.18519709773713733,-0.19322752464974288,0.286809887079938,0.12335444620983335,0.24179997928239458,0.2358235412247162,0.03449055195605408,0.0803545060775128,0.011585072519150114,0.2531341802243633,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.89926542502,-35785.1632219213,-7061.455555444037,-687.2164349687578,2388.2254225573133,12668.329366014985,-274.95640628847906,-20.814828108312604,-35.92463623254816,14.692371872480855,1.231787768214517,13.320668182495941,-6.321199400292659,-3.185742968866398,7.21884369424898,1.8191010764315123,-1.1274670943427711,1.3977065848422277,3.8490418825462673,0.7257649048430719,-4.656814498484201,-1.9173054831577883,-1.1916863971568306,1.951090083733743,-2.6483694614834974,0.2816296090595648,1.1817040207764389,-2.292576066504407,-1.9099505641670051,-1.1614643671605538,-2.1956508450352343,2.176166511678274,1.7605651954071557,1.491912851259388,0.16996256291830478,-0.30744464298874163,3.2820222289045313,-0.09636601463588133,-0.8619395255670593,-0.019423094155796142,1.7436282656988666,0.6264438202787973,1.705157535409904,1.8054707656289892,0.06884620492876238,2.077282899464066,-0.6699526857148977,-0.11831312748796759,-1.985699315035411,-0.7436937998391473,-0.8284987717257161,0.24899595446628592,-0.4293465578554314,-1.1408905613476226,0.9441076305491402,0.573862133030026,-1.14224867835196,-0.6156340428071516,-0.03837573018953804,0.08634235678684708,-0.2540811897441407,0.9845059656912969,-0.2097465501998029,0.7869118253614744,-0.10842602125177114,0.04651877414899008,0.45310857100100593,-0.7482346334097603,-0.5326653555792296,0.23470343609292024,-0.9369317975114496,0.10107728030285183,-0.5288516181277502,-0.20061299852648048,-0.8522961631639177,-0.054813868629215744,0.08957217350961662,0.11987988776484772,-0.4096542412989641,0.30692372367999726,-0.06316387072185882,-0.777789479168163,-0.9688598972560651,-0.21161055617676228,0.07317132459851669,-0.4231820086449075,0.33930439440028687,-0.37699069217742903,0.5975750980651705,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858166,-21798.10038505524,-6011.28990615001,-4101.712284666225,-12190.475770455154,-26349.65499695696,-117.94943480113204,134.2340976976804,7.278243136103517,-27.48583409394762,-24.157693228056953,10.229552515035497,16.653094521744876,-12.681794695444903,4.563911365439407,4.153199449879998,4.572745440781792,-3.062786556098244,-0.6490324633410737,-3.7286043558567985,-5.615166459395113,-8.345625569268647,5.425034597326703,1.7129634873942863,2.399378535506637,-0.6832480968042074,4.392605874562566,0.22621691281270473,3.6484097646843523,-0.46662738573593365,0.8040156354847842,0.8742266575280443,-1.1514054087850245,-2.364919046871229,1.6481131996652845,-4.725103460270262,2.2083940507410786,-0.9110886113031971,-2.5956705570611436,4.113164737702536,1.5991374278958077,0.050273708418367986,1.5466152059894924,1.7410246041441668,2.4353853474516907,-1.1914752315093964,-2.363799114011237,1.6876344468026623,-1.1549291572584823,-1.0056441580957718,0.448923005174348,-2.0329141647955327,3.0273898742415932,-0.02836662200490632,-1.5585725341209609,0.24173017784329637,-0.21419745314534264,-0.9804700734245888,-0.3346018342144758,-0.6375531300209066,-1.8779795176521397,-1.7429918408400662,-1.5451996697897497,-0.4448084974723012,-1.4632538019422607,0.8334857827294663,0.6928208967897458,-0.5481066250518272,-0.09466568230852643,-0.22866044796341065,-0.09141780537087142,-0.14786896168875227,-0.550719510534236,-0.13989169166703183,0.24698570730093544,0.4155686381892978,0.5344290583003373,0.01166904657602448,0.6633985737358289,-0.18518433535358758,-0.17800718410212266,-0.003518199549355555,-0.3284163395445058,0.5212922875434263,0.5067617615914173,-0.0767041762887621,0.32889630841790274,-0.13369226320404567,0.9894787562620564,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120605,15728.837560403295,5074.202109515399,-138.7197171766936,48.819936614803495,-6853.808260112906,461.3674304090709,-156.2761782908333,-1.6974391866041392,-19.25778057919822,8.573076286894688,-8.890034880214245,1.845490551206572,-0.7011063559477849,-10.29331731817398,-1.0176650441662378,-0.3312344178199998,-0.10173532405395153,1.3818761183673949,-2.1767890430392485,6.883967976747559,2.0886409561117185,0.6703744979280193,-2.599904103163748,-0.7886036523336606,-1.1115741574718272,-1.0278024966782477,2.201962207989609,-0.2783431619324048,2.4164771245248455,-0.41079247030406946,-1.5062274622681486,-2.14212900686408,0.6911415736545344,-1.0438786241121394,0.3276806602604824,-1.511672158383211,0.548761103377502,0.07449677482678686,0.6296472932926288,-0.7583020757483419,0.2356394239734868,0.6123382354500916,-2.3609740642489796,-0.12763615873242723,-1.6623803859503585,-0.608268885870878,1.8068539136247956,1.0611830268434563,0.21554008580147158,0.134601707915914,-1.7078415217846803,0.7135683759152172,-0.12677179672031744,-1.2765516892870001,-0.20357702034547245,-1.534103189944892,-0.4082770550963831,-1.4815917770373093,-0.9276388633106833,-0.6741212999134405,-0.083758858662666,-0.7640083585699177,0.5745154093632453,-0.9139497081480736,-0.02992621067640936,0.3350666625691693,-0.599715660462967,-0.26175107487398563,-0.3961148405493385,-0.03631716174555713,-0.20795063612327325,-0.43020338088656895,0.32172305729771733,0.9473811527145599,0.23195258896637663,0.018805244739369745,-0.07184361173542352,0.42305946322828347,-0.018950019756657527,0.07220810130586389,-0.3915992374517436,0.2898589582842838,-0.15177528665289391,0.4383913607384105,-0.2635327683731113,-0.5381902543442607,-0.03717582575502111,-0.3017753774400288,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.303415437626,3720.2476929080394,-11071.459571656233,-1125.2699902355555,-40598.872011906984,4146.316027632549,402.211249938161,-224.27676462522214,-71.25589113452558,-35.79793449953898,-22.769802005564724,-17.923988463661566,-7.452555346809735,12.188556064016256,4.556204592368228,-2.07145736851152,3.7023204875632088,0.18014173125955124,2.8533886363892096,-10.462605858498604,-3.2450359292303537,-18.030814010103786,11.160711497680554,5.975418495892034,2.6191507392486644,1.5440404904503444,4.943118531082032,-3.0710103434316562,-3.756552138694162,1.3152888663294566,1.8056473161356323,-0.11025352740661772,0.6747099613080041,4.587791326165289,0.9550931156177825,-0.11116179776795063,14.301263959528137,1.5016315691283382,-1.237835609568465,-0.9260087361171149,-5.911058467082007,2.610357622169964,-1.5066303975269826,-1.3075321125024817,9.491634885922316,3.232786384567862,-4.214252030570249,5.399556132170717,-3.9057838519380983,0.7652776392254785,-1.3552509300792583,-2.821484406433403,-3.7631745938320753,-1.8503942413011023,3.947533212006627,-0.7486318904401745,3.0676954183338716,4.692511451599161,-1.008138575629632,3.039042209129476,-0.31639061029751253,-0.19180658701608125,-1.2858084077409204,0.7959606903466404,1.0950274581891581,-2.0348488210512348,-2.372032820015734,-0.3497332218289665,1.0368559069193897,-1.0121185924144516,0.7699352979573613,-0.7486735107352566,0.5806396209738218,-1.0660038861521477,-1.5717924836770512,-1.0978080961527177,1.1796428197711974,0.9253723823612192,-0.5680559328651558,-0.8864834380664581,0.10870193683352228,0.26703406881679664,0.6370003100752003,-0.7128302430313936,0.49873891052735586,-0.35287956571901313,1.0072046116305837,-0.05297022258403814,-0.22892121365548623,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615565,-15281.928159228652,-2096.7924674018514,-1328.3044122466424,2581.8477796393995,-6092.918508220811,-531.169849166596,-245.0479898816715,9.499050758169648,-25.10961905265629,10.451269753615529,4.441364868591975,5.468661466898262,-12.537192585268716,2.0880512249034924,0.8830053163694693,-1.0913346197157558,3.4659406627081877,3.222911552356746,3.5861481935795543,3.93993886977811,3.8732270494054846,-3.0566509853991053,0.8017529090042963,4.232157701136738,0.7009818144164227,-0.4442487582576566,1.6785208980904427,-1.5030491209078531,0.04865841379998831,-2.761622350562078,1.5773710115264643,0.38530381750693027,1.5644765676573293,-1.246217047253744,-0.2102985429558496,2.719228038990466,-0.15493202778814175,1.0647626128125955,-0.7718960903012344,0.9702897669893956,0.20160768980147184,0.40305730966860137,0.5192168279589305,0.47369319429181506,0.5152738334667742,0.13363194230926537,0.6044709893850302,0.005028043782462051,-0.7926144938153288,1.192196993740618,0.44658019687391565,-0.5525169285957348,0.010980930683010991,-0.03317860041280739,0.1976236099444582,0.051770764098494265,-0.5189498516528076,-0.3986616697705213,-0.3153962651330849,0.7134924919730327,-0.14318604528821874,0.662805907268059,0.07968794097342324,-0.3571293753942746,-0.40544304020875127,0.07352952880284765,-0.14946576418670177,0.25126678294494126,-0.3971061714486639,0.6725882131748535,0.38526507656196346,0.2834925389111978,0.12884424839267136,0.7875284192600652,-0.04452735883045352,-0.5606089115919193,0.07191006373129673,-0.23212290530822338,-0.22604517159412107,-0.2563119233826959,0.7177484880082067,0.3123822107593124,0.3712052817789956,0.2103019734475639,0.07668091109676571,0.20642355283386907,0.2343556485966339,-0.37993453352893986,3.394160216,2.89155407,3.142857143
-4587.588432627545,47064.65999952707,-11133.250748088798,-2744.842320343742,37080.501734018995,-19604.60689361894,14047.280940940378,-419.82023410085714,535.5186392656149,-43.304578243201554,13.781650819355322,-18.946614010983662,-43.864251453183776,12.738761248666359,-5.522392042642533,22.93655154782226,-7.3775220106173895,-29.941878644814874,-22.86902327041564,-7.159438766303284,1.6607992107338614,31.740474431116997,-1.0483562021534776,-27.01453989915026,35.14981974055043,-7.409813754592406,-28.314108170824305,12.421433476344818,33.1915834315056,18.26746535538431,15.210660417363902,-14.819539334676147,-24.999525738806124,9.096357076991255,3.535621759681094,-10.08397366645665,4.270441763321894,-18.070092929399948,13.787820678607146,-7.845513109780475,19.916190427838725,-0.6296693042901745,10.103846051846219,-1.4092114530861728,-0.04826860465361958,0.031146030356089722,-1.8288545295974192,0.8169975196820233,-1.8734619482932664,-4.309874852442453,3.3415649776545036,3.5835330076800633,-0.41612976163459564,-0.9192048450340623,0.7941862740017137,-1.1517821332996923,0.5246828443329031,1.0406939161095612,-0.5818384907575879,-0.2599733414455146,0.8314968618069956,0.02142238243016249,-0.05369927718709002,-0.7736946239879049,0.10996695045236572,0.5370304663267691,-0.6332368101968092,0.9269942813555286,0.21732906565232657,0.7092935751657885,-0.13881438695626921,-0.00530204938189701,0.048550208620447906,0.41146259706164395,0.2859893951313287,0.03744885961014472,-0.04620322461417458,0.04740243923864617,-0.06644657252514681,-0.19221193191408956,-0.02641631638103598,0.013997406924129428,0.11464000686560709,0.1184504352831297,0.03263679865935861,0.015908956770153065,-0.12550780050049348,-0.05995196669115742,-0.10730628841011704,-0.04716461080149943,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403417,-15229.401396700967,-2091.6888881736454,-1344.1801453921607,2533.949006172207,-6278.294552055438,463.68408586558513,-209.25129845330437,7.879651852468395,-8.589135924074181,6.8171285984390675,3.753507752532099,9.86161379615224,-11.495882808005748,-3.0441356920669227,5.13900010665531,1.2109762430683086,1.6227210227119324,-0.5062864410956102,0.9525717441573905,7.3800269877583675,2.8564650148901247,-2.00375266870772,-2.6854184897542246,5.694409310576945,0.07764487528963075,-1.163180706855596,1.7722949636408882,-0.44114022738659603,0.9198180727974856,-1.9777287261297525,0.059387961864554584,-1.1625866257498134,1.8679475106931707,1.1406029773243893,0.6460454654567496,0.5577314005518509,-0.0797912211962087,-1.5615761499028413,-1.2617989791813609,-1.1848984376184217,-0.8154916509568726,0.6075377582312474,-0.6692426544559708,-0.9666323155172533,-0.8992959626812514,0.8400478595571997,2.6839704766875907,-1.6760123149013362,-0.6305928638499279,1.4583800354143575,-1.8060042097854137,2.0186693782710488,0.7615856832213233,-1.34884308183905,-2.2525342212348147,-0.3805386560494679,0.3534173490735692,-0.12563560567931306,0.02159197034941712,-0.6609594674684791,-0.5156940633594386,1.4193507972646429,-0.8571108797280089,0.16916972611212885,0.6741642188476533,0.08248579149397445,-0.4803269177841733,0.3129842591003574,-1.1871032941932633,-0.43418372615848483,0.34806869233981935,0.715924159586076,0.30185627130438264,0.22547201409911305,-1.2370595764575691,-0.2911343772695645,0.02024353379507398,-0.45823071752943867,0.4544826742551211,0.21017362079131116,0.5675521162483448,-0.34457161413341664,-0.5615473919725003,0.5239373524509763,1.1539726082065296,-0.3345529189826482,0.40958801185069643,0.44790347834895566,3.324814232,2.847599561,3.086206897
