fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,CIHigh,CILow,MOS
-169722.03455831646,-13433.490739748264,17659.610353131935,30159.948972786253,8302.286396112799,32.45919688320428,-4641.716924840132,-504.7055503952581,-264.18882995191433,36.938042546394215,-7.42835753028163,-15.064522170967134,-1.9657193976485283,0.6039283579941518,11.874596867088062,3.12457995,2.57542005,2.85
-26576.707464700725,-36651.45092160532,-3828.9450625180193,439.16115583140146,338.51753964309233,759.5435675292085,7892.070411739868,-323.5797512005392,-59.15125424765966,-37.161119067773605,42.45581962322233,15.022663666017714,-1.0152222794981234,-14.308533956613683,3.1477351522368835,4.225768921,3.636300045,3.931034483
-133621.51855550037,-15741.948813769077,-886.0939702987947,1253.6319354801476,-472.51593519239185,1375.4164908713547,-2469.2637255960162,-478.25061529993303,22.36010707656005,-9.53291286225377,26.421878666586213,13.603956698788588,-3.6819617521622887,-1.9349470009474878,-7.034788069320762,3.574117983,3.046571672,3.310344828
-209904.49442154253,-10536.717689978563,18576.19726396372,5627.119760526597,-800.2962380505074,-481.82187302034737,-16443.371874303626,-690.300493404462,-252.6990801759062,-9.160485263432555,-29.135327373869742,16.852588263744654,-7.455327379359287,3.835665897740152,-9.039537578345481,3.16710629,2.73289371,2.95
99683.43760109121,-42300.42372682246,14245.53303139627,60981.89587161611,21091.36779595808,-2400.0642295569546,19193.186418993504,-181.43319893435205,86.29455635663743,102.26950377277745,-51.31003998566374,114.288977416112,50.37330690646424,62.58948240955482,42.74309024280316,2.241733096,1.758266904,2.0
593669.3936262797,38771.48423230003,-18411.51396321775,51530.72433377838,15567.617637467869,-11453.930146870674,-18307.428344635955,13.285176310976262,67.042075592555,15.922490981786815,9.820093969048903,34.6513339045634,-0.212890993131644,-12.95553320085151,-13.766890331649698,2.156586714,1.73996501,1.948275862
-163371.80213962417,21798.27843460558,-32194.50346253999,-5952.868097631369,-1586.6057813308773,4125.138040600665,-871.0962610529422,-451.0334297540194,-224.6021698348499,16.980331786810535,-22.735868418350954,7.32028366788052,9.83849726591071,8.30283831370594,-15.385083608929099,3.421011653,2.986395754,3.203703704
386217.68630594574,-37229.051606066045,2618.19941835483,603.0517451831043,-1103.7924264183807,-8133.750324520176,-9036.468176120894,266.7389531178344,164.0722852450614,48.07683600608366,14.827340738616568,6.001363088116396,-7.306803373058234,4.872008802572641,-3.7346277291675953,2.692561138,1.950296004,2.321428571
-88041.57726270011,7414.188617750498,-34175.465587756255,-6403.600322374305,-1151.1998484861147,4006.630758978553,6196.011654332542,-347.72285416053484,-152.87340004357335,21.7987581893271,28.433279362809188,15.627389836051453,8.303504609585936,1.3247318006927489,-12.330249778230362,3.94604759,3.313211669,3.62962963
309437.32018537517,89263.16899558518,43007.211732149015,496.28682142553413,-156.34319356128577,-19288.12717601639,2063.133315179771,239.13091331048693,-297.39340158584434,-72.48412359699992,-25.290548919571226,150.35766180165285,-19.579490534060092,-37.17824594207256,5.553228375668928,1.377270849,1.056062484,1.216666667
-180571.34847091234,45568.32806151445,-21891.4981009822,-4222.671994412123,13673.694870388495,-5131.278872553548,-839.6712968923192,468.72723573622363,404.9567115540937,155.12196855859668,-17.288082498794193,15.04568558666699,-7.062483893913761,-4.832654349398369,33.50509680823802,1.592996662,1.240336671,1.416666667
240152.0435078191,-53137.78629283804,-3295.738328844494,-92.14336902732228,443.1035543546002,-3671.634099581876,8301.207190005829,-393.68194124948695,262.7535847204744,74.35042580952651,18.123303757305507,17.521006258484896,-13.747821520272492,-7.214919807387725,-7.972312431748987,3.469450144,2.923406999,3.196428571
444428.5558834333,-12702.360080300818,-30147.79783465281,-6991.559326821965,-1915.414591183063,-5885.682971936129,-1854.810319197654,-635.5127643845715,157.40288054243493,57.12168777618443,-19.386770876869146,-1.6424034617383707,4.30357330868964,-0.16659480793884446,-12.30020763906054,4.119839898,3.472752695,3.796296296
52139.936796535585,-9887.385123787404,-35769.550014144545,-7059.31689838802,-690.7202763212025,2377.961987409603,12627.966801173236,-275.20756701708405,-42.89203817840536,-34.00780152456322,11.94358124062745,0.46056845872051705,12.28095806220737,-7.314585139307975,-3.5806487351654734,4.655644914,4.137458535,4.396551724
330019.0874088996,-2390.321083035422,3730.501430414118,-6352.709710334947,-55747.33795461264,15132.127615672522,7696.058785712324,-419.2541507968854,-204.7322714111315,8.418966777737204,-23.138417159399715,-28.976058468471027,-0.46009779283185914,4.137727734787695,21.560823745661864,4.717505416,4.282494584,4.5
11216.352421594613,-23418.286076153167,-19904.383547334703,-3326.8899592737152,-159.7531986579853,1621.3306183993816,10462.343616715843,-295.47671986872814,-51.22027230063576,-36.96047659710118,-7.3798167890654085,0.8976387553442069,5.912139661566272,-9.829333327453392,-0.09614552310384596,4.364099225,3.778757918,4.071428571
9555.796908238915,-23600.724802687655,-19966.818868024387,-3333.9196351852374,-142.079857661,1671.2436655699614,10658.28589566717,-293.31063179316584,17.40438467387019,-43.29502102837931,-8.06235513739397,2.5863365021403535,6.584745727723868,-9.35913241470151,0.40085776973799214,3.431346944,2.747224484,3.089285714
435792.43342672393,85548.54065771626,20471.538438490716,14374.157935839165,280.2058310667426,39364.37307034222,-3719.2909475077035,390.63481108389396,302.8172133591527,-257.7042171394466,53.87455786932727,81.07757807596363,-19.762356710211378,-76.43050257518115,25.520209685557,1.363997599,1.102669068,1.233333333
-102559.46708534396,-3239.4872116981996,-17240.12791168282,-2545.7015760439867,-900.2663419025139,2439.4977114888425,882.9946881069154,568.3023886417718,-115.81654088610087,11.4561936793923,53.284106667990294,15.250997983679538,1.8531810923619314,1.8224296620262055,-7.047652963757511,3.857237033,3.384142278,3.620689655
216089.48208071644,-23656.942361439866,20048.952872206977,-33869.24849749357,38890.54361874677,23529.523560840258,4136.746243540252,-372.51119374970983,26.863075150230458,57.65785930146748,38.770968715780974,7.745288521442943,8.539323093600963,-5.786162869008839,9.033472060882064,2.986568337,2.293431663,2.64
-196314.94908131598,9595.508776277942,3161.7653853085426,17493.760749667123,4146.381794015084,833.4866999164859,-10676.2591584935,-607.6863165588198,-228.0386388904218,23.85626334529492,-23.092906234527728,-14.759624370908831,1.5224829227073002,8.52077089199,9.268632219313169,3.319639376,2.7838089,3.051724138
99227.65415197522,-4755.525827243191,-33862.49421533325,-6835.916160388167,-1189.5456986259262,935.8738712843519,7030.3016892724245,609.4672944979262,138.3503238221923,-64.34715881596054,-7.553299551771023,-12.15782525949677,11.22204354764076,-0.7509047842696128,-4.788981560134575,4.386792309,3.909503987,4.148148148
344064.3178804672,22136.996948818683,46198.86596276802,-36004.34865211598,-17609.99560903609,39153.562835179604,-8098.219923997569,394.5488648256669,-434.3976439266724,-80.65005286017005,42.20017115666267,-51.13545346426129,-7.420633579740033,10.302442392591958,37.27141585137562,3.075559963,2.385978499,2.730769231
-48589.140470190294,-48122.91316287437,12805.278004868764,4261.9731455255105,668.7992030794345,-578.9998940271164,3466.4788485306535,610.4194372183442,-43.99335345998999,-46.764780294195575,13.365235301394762,4.852627387060268,-7.184716806999552,-9.390005853913134,7.838120007411934,3.799760206,3.165757036,3.482758621
-166880.55042359012,30994.275163914604,-30775.682622413347,9759.988005768733,3638.3243674520045,3951.88076257498,-112.26104296584188,554.1667178011522,-183.44116162608253,39.91476289719379,-13.680846056981975,-22.0433964566064,11.934382769498644,16.674211394548006,5.217261573563308,3.523768328,2.976231672,3.25
-184052.13990181385,19156.95157361585,-9777.272752282543,-2871.8654300375338,-16308.65347503553,8076.32576328021,-4610.203023846927,-505.3823183845755,-143.59977273081515,-10.097378557233954,-8.248002420309044,14.303306982051803,-0.970179565709708,-6.599778413545906,4.583223195382212,3.28166657,2.785000097,3.033333333
-170157.87200199743,-15009.352833638788,24267.122355161882,3818.4732466565015,-23867.42996874452,8942.576401372538,-3805.3939225285185,-479.75997762189877,-147.18345801691672,16.795026811491265,-1.773901329031101,0.8064359026246284,-12.859875289133583,-1.65890398383242,9.03707421651139,2.790403103,2.276263564,2.533333333
-182389.01502354728,45316.29406605395,-22849.537328774866,4182.857420048215,-11739.308752691075,-6948.161866914637,2120.738012133445,-502.04358009271243,478.63658056085666,139.2154205830704,-21.077030918212188,29.931553547476934,13.509057492263464,-25.618146925482193,41.32191213209556,1.868626477,1.476201109,1.672413793
-102740.1310454273,-3260.8968369164672,-17240.388383106838,-2545.4157845415025,-898.1551503660908,2443.7711388594525,903.6443111187461,564.9472035025428,32.15753841720013,-5.411818635978975,-3.920090912577091,-4.2066512839959485,3.7382153679005357,6.285509086793473,-10.894706855172313,3.720526178,3.246140488,3.483333333
-191915.69020242395,27885.889161593517,-8528.711275313573,12819.66857144703,-11036.56799441659,8036.71364064346,-3312.801346626979,-511.20550086626935,784.4122640980333,-74.7783822370614,26.13262479735811,-33.047501526690176,4.929514376726226,3.9173401268153922,6.278200984450674,2.518109498,1.948557169,2.233333333
-77647.1300255191,8549.655974164743,-33757.39842326632,-6355.234525824382,-1261.7264214198042,3685.2650173063043,4948.850848655401,625.633457864388,-95.57881018951791,14.08517875204127,10.025177265877796,1.3096927584656783,8.266546707421774,7.851410439798759,-11.00546707074317,3.923636291,3.335622968,3.62962963
356237.2765391954,-8646.435842463303,22395.155366063187,-2283.4749004123973,-55927.04339150972,12311.989193696149,-2476.9663424300093,397.74948672196683,-6.625599319644628,-27.837099068216897,1.7133471252855197,-7.817766425142895,5.973714299146404,-16.233770044107143,8.630083971251151,2.486585659,1.977700056,2.232142857
-156359.61151131234,-27291.71332072766,15718.158086640651,5072.757504565793,-134.5292229083337,58.97966703949406,-6808.125064964057,456.55354382173465,70.86037921309452,-20.999651920661375,3.4467053858804078,-2.3617067562335583,-6.6608836298125045,4.926130231808897,-2.527929034322455,3.636244181,3.018928233,3.327586207
-155979.93954931005,-27251.677865100544,15730.910987404237,5074.575049129364,-138.7514608945335,48.355100174817196,-6854.922636002923,460.7731197228004,-133.47158154981935,-3.477762026839476,-14.278669669871915,7.90323296704175,-8.590029439293469,2.1265987422091235,-0.8924150440420087,3.462234023,3.020524597,3.24137931
-13707.49704338054,58250.55172447225,20111.226174822517,-697.5644623939767,443.3653528792332,-8291.0121994227,10305.111796286656,537.8525021829018,54.362018763000755,149.38401378102105,3.464659056854545,-20.044242276330838,-40.72775903717805,-34.0307477924717,42.10104145906913,1.467294188,1.153395467,1.310344828
-111511.39139821591,-4217.331928559444,-17600.55424979316,-2587.4097101641833,-804.9756272806214,2716.9501721214,1959.559366244608,-408.75765077718927,-162.29966478765334,13.01613593799289,-18.678826992852,9.324976637619082,3.006308139265289,0.018236681716312198,-9.249235892347691,3.884859971,3.329425744,3.607142857
-5312.977245128216,36831.282962112025,65310.31231060641,6853.463406551081,3371.630618059037,-13688.685519196613,25364.60577804285,-257.5472807653377,-351.01046555459425,17.594109350175554,19.142944214590845,-46.734392459899624,65.97182161608077,-62.9233567521989,-111.09226453978752,1.442300703,1.057699297,1.25
-213707.64668739523,-2212.9749811147553,25044.849854822325,-3553.0286881068555,9634.634542500626,6831.152886313866,-17898.34063133062,303.19466751759074,-99.33587147801559,-6.245377720268052,15.15413317475728,-8.535535050539576,-6.6677989497242525,6.899457300155784,5.047167945959612,2.576073139,2.123926861,2.35
-161757.64749986108,21975.321307285914,-32128.942917746313,-5945.490945369557,-1604.2225568119297,4071.5312182268244,-1078.9381302968839,543.9212534361324,-211.25191826031323,17.874600956796044,3.22395986770828,5.462228199172007,8.879786917694895,12.30434539814014,-14.014775373820067,3.312221095,2.887778905,3.1
-77373.06945264204,-51259.120322479284,11640.217338242348,4125.327942557289,974.0574356792164,303.70657813769526,6896.116761211387,-321.6948942638291,-32.27103269152633,-41.91985216835975,13.835733375275563,13.62766392690337,-7.200706278962445,-19.15877576182441,4.956268111198208,2.728559181,2.057155105,2.392857143
-101098.87213979197,6926.486666837631,47846.55527696772,-32033.438752514434,-11236.31318707217,-8964.16138994964,5658.712009568449,504.5003645748551,293.1234428237562,25.489091756238437,47.133775679585334,-51.332547765287636,-45.60745029970067,76.48650786563363,-35.92803547234528,1.424230754,1.075769246,1.25
234048.40473543818,-62878.92683894189,13983.423873550613,3807.0111722438196,604.8325400245766,-5495.357314085472,1986.8032729191787,506.81492614942283,128.04540719573785,75.83231698376049,-8.696984638376033,8.356909980849391,-17.279993643377,-2.5594293944105844,-0.2884961402931088,4.392735837,3.814160715,4.103448276
-209627.37297721815,-10505.760635606235,18585.645417005748,5628.075747261398,-803.2589349860247,-490.0582568843941,-16475.683550322334,-690.6710429196692,-263.9282367318088,-6.156374711352586,-3.2241910618608345,20.980100545291815,-5.6229942534661985,1.0761141921714625,-6.431971706833883,3.060916712,2.639083288,2.85
43566.18165511445,3740.3625775691958,-14774.153173959721,35625.04043198768,12291.008255225583,-46.98797273290378,7457.2014369547815,628.9251308622385,-216.30716705429617,-21.93910586349636,56.215112488864165,-38.91277937082162,16.144210443965463,-4.773395399784011,10.855509158801345,4.625796982,4.159917303,4.392857143
634664.4833016021,8022.255790935061,-22450.53590118039,-6087.790261845131,-3929.7544717291216,-11695.964244109953,-24425.389754913962,-82.4509096193773,240.03245792882385,-0.5927046836896546,-16.806207922434556,-3.8843654079204053,5.85525965143696,8.481169631800611,-17.043742894935185,2.694792401,1.945207599,2.32
317597.83088975464,-3485.164519699649,6551.012843513331,-37332.04498526182,37717.597820697156,22447.37314363671,-849.4283033971833,-489.06312043133465,-129.08718306465522,57.50865760993721,12.632660693585175,-4.910587893452157,-5.246991722227487,-0.7350683836571372,3.613263873984822,2.746840825,2.218676416,2.482758621
-110981.10054968385,32011.896479447925,-28211.92348080468,11028.350826457032,6547.449936488576,-22466.145051317984,8402.593631113958,-469.4875989945142,607.9741651472128,-116.6076661655545,39.75473024427518,-12.206290763463622,3.0402987970410837,-13.198351036992165,31.411963051031737,1.513780279,1.186219721,1.35
10855.216251976,-32573.67093348368,-2311.6733309195556,617.2641883121494,-58.221278174167935,-387.5326440797966,3436.9545351923875,586.9416353925948,-14.764742294580204,-50.14313636386221,33.387024172094,2.0004463472717986,-0.550362088686992,-7.051866022826728,4.365120826483585,4.371789143,3.869590168,4.120689655
176344.484468376,-1831.1631625829987,41623.89831047264,27684.468121691258,58461.08654787965,21728.64033368342,2952.300031261275,605.6545502482924,-345.61195442970643,-35.08050537896739,29.121507124936905,-71.15008209127102,17.158577731256166,-5.732863758959827,20.475555146888876,1.965763382,1.498522332,1.732142857
-53392.24618411097,-18012.320848377054,11421.45022473314,-22287.368028365123,26262.63950832683,19340.51601407452,6372.142721580747,-313.1289630327498,947.873515491211,-175.99399793725976,-214.51618664107042,-52.98816312151615,20.74645227790491,29.652013299328623,12.847733580782506,1.868626477,1.476201109,1.672413793
-190106.4398123921,695.2418077839009,1854.4766887904914,1793.51348077943,-1108.1538674192782,915.4386237068355,-11788.662119720277,377.97862956576216,-230.92866893367835,-0.3221852500905025,-12.695290991257211,7.739151479196946,-2.1114349345461934,8.515440400578493,-7.902357089535438,3.448905722,2.930404623,3.189655172
-199001.3953729736,7083.478348272471,4253.35289939668,-3001.6457299083527,-1536.1411062196473,-15509.460153443368,-11386.997057472943,282.0064380953902,592.7121662017585,-111.66428558509648,10.000387837414289,-38.067431018899306,-0.8772819120943206,-1.5371008952024268,20.049199486768583,1.362669765,1.137330235,1.25
104026.95410753023,-45195.952669480524,29712.5565857729,445.4723605482649,-53158.88612358042,18008.00613653756,20423.068888393693,-126.26330279879498,-120.00166033708558,29.724734462795727,-32.39962823698066,3.2081363681103934,-15.500475016611261,-9.420982420198323,31.693379875822604,3.576319397,2.84034727,3.208333333
