fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,CIHigh,CILow,MOS
-96471.0017422917,20285.01670098962,-25410.00676565006,-7633.3077631827155,-24941.318047789755,12721.709091305629,8548.16992003184,-301.5012528372203,-210.2820954788694,42.33793566871097,-2.370388717584427,5.430859643318932,-0.3644762188115141,-0.8000090414291172,3.688072922050744,7.728801891709301,1.4801301842304588,15.028038580015686,-0.9939014425967295,9.482739332797404,-23.996270115857634,4.901344293437118,-16.451108661568682,-7.032567834794961,-4.145897739826116,5.969337484552775,5.313060668389145,1.408317861625708,-3.034224752368148,2.407534458902843,8.099097514137162,0.14695675010895543,0.4694254432514782,-4.656155418450555,5.7941307168797715,5.084001423470309,4.36162622483959,-2.0042352313275202,1.4395536267895668,-3.3008634918440056,0.7446061366393876,3.3619984982726656,6.574766508107773,1.030971102033891,-1.1044155758285006,2.5755777124499772,-4.278947903428624,0.845414074598102,3.7141524901836394,-0.779803420677938,3.937824857245221,-0.6163292194671962,-2.1383440494781585,5.6184474601514935,2.5889959333499553,-3.9784875828213457,1.6894740031032367,3.824198457,3.329647696,3.576923077
-190899.24390901605,610.279856310772,1825.2229904363508,1789.7435154970694,-1099.544926998741,938.6065054827119,-11692.763481911172,374.42029588691344,-13.66597690334092,-20.577049620050712,3.5485003067913388,5.221299621541328,-2.250808036082232,8.796475219266393,-10.58866703574413,-9.526729478205306,10.432984794085828,4.432457242077072,-6.258055148687068,-4.426203795099169,1.190463501028272,14.891150417132415,3.233719874710685,-2.8620125270583414,1.9922862991261512,2.39185395233103,-1.6892070947860716,0.08909541819189903,0.672620722067926,-4.593137590204006,2.9570533887418433,-0.6480123099860517,-1.226017692678807,4.615032913866853,2.199766554881852,2.331395390397231,-1.2718236121373332,-1.8501164107149823,-1.6453249656515272,0.7790553387291513,-0.71133989560058,-2.7711717063045516,-3.3535178437592674,2.745829130817517,2.14222743231201,-0.9669164125406784,0.29892563236009406,4.391633017520598,-2.7887128279016844,-1.9130422547697234,1.4786506932454786,5.901468802381098,-0.4736025729571512,-0.5396143986194402,7.714245447093291,3.8228257427353682,3.424420296273322,3.257015236,2.742984764,3.0
519840.31576796295,-13560.844450099417,-9573.809645649455,-2705.991167456888,-2616.548834204188,-10197.113459986253,-17831.151732467817,72.02086521421144,131.79221857117156,27.667315998276532,-32.72128732458885,-16.27663560261689,1.4223694256296684,10.428742925312243,-8.633628472660714,-2.102741090856515,1.834147163528068,2.1270773199972943,-2.315408073094739,1.6888534212705508,-3.6088014208022012,-1.6306886914834078,-5.139481585099575,5.134421505391536,-0.507059802317083,1.3906893497658375,0.017945615839667813,2.381978450206291,0.0544176435692052,2.4601286300787204,0.4510759363306588,0.163293268915198,1.2188917670250339,-2.320272694861249,-0.8881172550679273,-0.13470816089440849,-2.4082872122909826,0.216258147428128,0.4487454342898203,-1.1732740178918322,1.294788797568505,-0.2574344389759419,0.2882199110611843,1.0021662213105587,0.6321934240476789,1.1515381803374045,0.2336522698347253,-0.2767692550401189,0.8832364835829487,1.1261641822396717,-0.552886433560744,0.13549075895635856,0.35291747451235445,-1.738160624755484,0.5793501929269771,-0.15650831699847867,1.3588307511457136,4.581469014,3.989959557,4.285714286
51809.713712738725,-9921.899265424954,-35785.16322192127,-7061.4555554440685,-687.2164349687791,2388.225422557355,12668.329366015061,-274.9564062864562,-20.81482810776052,-35.92463623147918,14.692371871922747,1.2317877681591707,13.320668181766912,-6.321199379621042,-3.1857429686568604,7.218843693735362,1.8191010847694544,-1.1274670883196447,1.397706584715592,3.8490419060905574,0.7257649047768193,-4.6568144979445965,-1.9173054829240055,-1.1916863969908602,1.9510900834586444,-2.648369461080879,0.2816296053766597,1.1817040205288116,-2.2925760660252252,-1.9099505637152678,-1.1614643668779587,-2.1956508923243514,2.1761665110258592,1.76056519485594,1.4919128506977923,0.169962562864163,-0.3074446428469918,3.282022227355464,-0.09636601458569471,-0.8619394737702493,-0.01942309543904918,1.743628387838483,0.6264437670388447,1.7051576980135212,1.8054709435388674,0.06884621239639901,2.077282643692486,-0.6699525998760184,-0.11831312711587044,-1.9856993108348724,-0.7436937979841223,-0.8284989749870653,0.24899602611881932,-0.4293465566533418,-1.1408901428223217,0.9441080153003736,0.5738621292729725,4.672867535,4.18920143,4.431034483
650895.8927554619,9791.139173858144,-21798.100385055168,-6011.2899061500275,-4101.712284666223,-12190.475770455323,-26349.654996957113,-117.94943480026568,134.2340976941215,7.278243135886629,-27.485834092904526,-24.157693226980268,10.229552514475092,16.653094467285367,-12.681794694603472,4.563911365121809,4.153199468917821,4.572745416354025,-3.062786555811793,-0.6490324672698957,-3.728604355538883,-5.615166458748804,-8.34562556828001,5.4250345966000975,1.7129634871270618,2.3993785351635326,-0.683248087873181,4.392605873671589,0.2262169127458614,3.6484097638369937,-0.4666273855581919,0.8040156528034341,0.8742266572720557,-1.1514054084824212,-2.364919045861548,1.6481131991446671,-4.725103458046786,2.208394049688682,-0.9110886107570159,-2.5956704011712803,4.113165007959401,1.5991375400698746,0.05027370444603891,1.5466153535621525,1.7410247755819053,2.4353856210419216,-1.1914750846379527,-2.3637988108436723,1.687634443793175,-1.1549291548475578,-1.0056441551408297,0.4489231153062733,-2.032914749648302,3.0273898618756374,-0.02836661474195006,-1.5585731701741494,0.24173017768848157,4.804087,4.368326794,4.586206897
-155985.79360999187,-27251.663447120554,15728.837560403266,5074.20210951543,-138.71971717671522,48.81993661477765,-6853.808260112934,461.36743040567166,-156.2761782866868,-1.6974391865562688,-19.257780578465965,8.573076286508378,-8.890034879727445,1.8454905451715735,-0.7011063559054079,-10.293317317444403,-1.0176650488363403,-0.33123441605017206,-0.10173532404233411,1.38187612682137,-2.1767890428098906,6.8839679759271,2.0886409559282404,0.670374497879919,-2.5999041027825416,-0.7886036522498087,-1.1115741429701662,-1.0278024964687245,2.2019622075312566,-0.27834316188418606,2.416477123887031,-0.41079247914960054,-1.5062274618203764,-2.142129006143875,0.6911415734108339,-1.0438786236824302,0.32768066011991653,-1.5116721576723875,0.5487611030595402,0.07449677037380237,0.6296473346446005,-0.758302128936273,0.23563940401051087,0.6123382937968517,-2.3609742969521155,-0.12763617284852308,-1.6623801809495589,-0.6082688078307938,1.8068539099521541,1.0611830246903138,0.21554008500601715,0.13460174103969685,-1.707842012655969,0.713568371621861,-0.12677175195643514,-1.2765522086233496,-0.20357701926167,3.653463529,3.070674402,3.362068966
-8572.13684760553,-16777.303415437593,3720.2476929080403,-11071.459571656285,-1125.2699902355469,-40598.87201190754,4146.316027632574,402.2112499351976,-224.27676461927558,-71.25589113239603,-35.79793449817819,-22.769802004548126,-17.923988462680164,-7.452555322438723,12.188556063209903,4.556204592058463,-2.071457378009035,3.702320467768881,0.18014173124580024,2.853388653831458,-10.46260585743051,-3.2450359288444344,-18.030814007770818,11.160711496292185,5.975418495035986,2.6191507388234987,1.544040470261745,4.943118530051523,-3.071010342827109,-3.7565521378201208,1.3152888660027555,1.8056473550257708,-0.11025352737621949,0.6747099611300529,4.587791324414962,0.955093115269786,-0.11116179766706602,14.301263952694043,1.501631568288491,-1.2378355353119495,-0.9260087969599898,-5.9110588813442115,2.6103574004957837,-1.5066305412719332,-1.3075322412790413,9.491635950845177,3.2327859872949305,-4.214251490230186,5.399556122775118,-3.905783843517158,0.765277637182015,-1.3552512625066135,-2.821485217644744,-3.763174577992736,-1.850393558965043,3.947534818312275,-0.7486318876621012,2.147725643,1.552274357,1.85
-178537.7172114404,11070.300380615547,-15281.928159228622,-2096.7924674018814,-1328.3044122466417,2581.8477796394354,-6092.918508220847,-531.1698491626908,-245.04798987517373,9.499050757888126,-25.10961905170263,10.45126975315015,4.441364868348753,5.468661449014378,-12.537192584439,2.0880512247608713,0.8830053204172056,-1.091334613864592,3.465940662383238,3.2229115720855885,3.5861481931659127,3.9399388693292434,3.8732270488988796,-3.0566509850102146,0.8017529088807472,4.232157700497706,0.7009818052512071,-0.4442487581616902,1.6785208977354962,-1.5030491205476126,0.04865841380467745,-2.7616224100393807,1.5773710110550094,0.3853038173771288,1.5644765671225354,-1.2462170467068863,-0.21029854283461943,2.7192280376912437,-0.15493202769129794,1.0647625488329207,-0.7718961410125121,0.970289834992194,0.20160767277679878,0.40305734811830085,0.5192168790984331,0.47369324744303337,0.5152737700437057,0.13363192519473022,0.6044709883940352,0.005028043734910423,-0.7926144916616139,1.1921972862106807,0.44658032522302626,-0.5525169262584184,0.010980927196389021,-0.03317861384452557,0.19762360910657023,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952695,-11133.250748088769,-2744.8423203437383,37080.50173401897,-19604.606893619217,14047.280940940465,-419.82023409776986,535.5186392514178,-43.304578241916985,13.781650818832109,-18.94661401014309,-43.864251450782916,12.738761207008398,-5.522392042279779,22.93655154620002,-7.377522044439962,-29.94187848465416,-22.869023268261476,-7.159438810089845,1.6607992105273426,31.74047442743543,-1.0483562020208927,-27.014539895484056,35.14981973555929,-7.409813753519988,-28.314107800676336,12.421433473825115,33.19158342460767,18.26746535104133,15.21066041349966,-14.819539653844032,-24.999525731328543,9.09635707414358,3.535621758422452,-10.083973662476692,4.270441761267824,-18.070092920801507,13.787820670625786,-7.845512638369749,19.916191736335737,-0.6296693486323405,10.10384519367253,-1.4092115874861073,-0.04826860957142221,0.031146033983699827,-1.8288543034226505,0.8169974149625712,-1.8734619457863362,-4.309874843104879,3.341564969656439,3.5835338868586613,-0.41612988146178503,-0.9192048421082447,0.7941859829638417,-1.1517826013082246,0.5246828420204014,1.384178612,1.098580009,1.24137931
-177088.98264742017,11232.900392403397,-15229.40139670094,-2091.688888173653,-1344.18014539216,2533.949006172242,-6278.294552055477,463.68408586217043,-209.2512984477535,7.879651852230628,-8.589135923748302,6.817128598132252,3.7535077523263944,9.861613763902518,-11.495882807246351,-3.0441356918486635,5.13900013020966,1.210976236611229,1.6227210225561712,-0.5062864441656608,0.9525717440098872,7.380026986888056,2.856465014529541,-2.0037526684439,-2.6854184893805444,5.694409309699883,0.07764487424167753,-1.163180706609309,1.7722949632735914,-0.44114022728306324,0.9198180725652855,-1.9777287687229301,0.05938796184639338,-1.1625866253711206,1.8679475100668474,1.1406029769686785,0.6460454652602604,0.5577314002821003,-0.07979122114224622,-1.5615760560762888,-1.2617990620955142,-1.1848985205690992,-0.8154915815472343,0.6075378161898417,-0.6692427204846839,-0.9666324237989223,-0.8992958519635333,0.840047751933473,2.683970471760901,-1.676012311318292,-0.6305928619485224,1.4583803932333679,-1.806004729297104,2.0186693702640928,0.7615854019323841,-1.3488436324641448,-2.2525342084409052,3.324814232,2.847599561,3.086206897
