fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989596,-25410.00676565011,-7633.307763182687,-24941.318047789864,12721.709091305684,8548.169920031778,-301.50125284096896,-210.2820954793281,42.337935652195235,-2.3703887143457365,5.430859658320828,-0.3644762213154759,-0.8000090380494972,3.688072917827578,7.728801943641992,1.4801301750519813,15.028038554512394,-0.993901440651455,9.482739255252156,-23.99626989027973,4.901344319967048,-16.45110847015645,-7.032567676892607,-4.145897725771573,5.969337598141096,5.31306064577427,1.40831783145151,-3.0342248847425424,2.407534398146182,8.099097298210035,0.14695674587353935,0.46942547412296887,-4.656155256296728,5.794130480669339,5.0840018816776045,4.361626501687756,-2.0042351239829013,1.4395535319648984,-3.3008632306551227,0.7446062193095411,3.361998183316199,6.574767984380899,1.030971069768227,-1.1044154304542069,2.5755776168383266,-4.278948772491874,0.8454142540703161,3.7141528749318424,-0.7798035206194712,3.9378237201095465,-0.6163290171814988,-2.1383426063898283,5.618446826299464,2.58899468480894,-3.9784870508559615,1.6894729189523026,-2.41001957399549,2.0124566109875843,1.6582101032791126,2.831133178106207,0.3902475589062843,-0.05103428145871501,-1.7761582992228853,0.3566606708725694,-1.652581255600022,-1.1289692870898385,-0.2601804619272923,1.0460758490244,-0.7195780075102953,0.9607294316867067,-1.6013320945101017,-0.30537946836351887,-0.4268748880747098,-2.426761014942323,1.480133343525958,-0.22353920232626925,-0.2536139112494515,1.4707255059209219,-0.40783094148604604,0.41391212336822314,0.035666411716608545,-0.19380748391521577,0.5638228744575958,-1.0060420217489887,0.7722067027898604,0.09605245214018009,0.3266322443065789,0.22193838896159257,-0.877006059365805,0.04520878111723769,0.3389936084452411,-0.3020277455999135,-0.47209913905689826,-0.3442782193171076,0.38894846789944393,-0.3440699962258949,0.13473476252340782,-0.0026784909137606344,0.12821130449463375,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107873,1825.2229904363444,1789.7435154970572,-1099.544926998752,938.6065054827133,-11692.763481911083,374.42029589155544,-13.665976903372398,-20.577049612060247,3.5485003019314503,5.2212996360263935,-2.2508080515331494,8.796475182031964,-10.588667023599546,-9.526729542287665,10.432984729780545,4.432457234541798,-6.258055136244163,-4.426203758689746,1.1904634898283162,14.891150498272378,3.2337198370033042,-2.86201246277504,1.9922862923079414,2.39185399785691,-1.6892070876689371,0.08909541628749076,0.6726207514386178,-4.593137474159663,2.9570533099378684,-0.6480122912398696,-1.2260177732364044,4.615032753014108,2.199766464877731,2.331395600110504,-1.271823692711676,-1.8501163118017927,-1.6453248573395973,0.7790552773650127,-0.7113399747166378,-2.7711714454525533,-3.3535185960490757,2.7458290440941533,2.1422271487346958,-0.9669163763379214,0.29892569322138696,4.391633948638975,-2.788713117380001,-1.9130424986375025,1.4786502637620818,5.901466858190156,-0.47360225280687646,-0.5396143308576461,7.7142417380249455,3.822825229168515,3.4244180912928126,2.208892879813704,-3.0664769888690224,2.740385383561519,-0.6802781371948109,-1.3067318565535244,-0.7507097943556195,1.9801707024207595,0.5591429055683317,-0.9521921764645956,-0.046567750627240834,-1.5428140576817007,-0.7280096998855463,-3.503866570226904,-0.23625268837186889,-1.496170587067857,-0.2635222951589487,-0.29298453089293314,1.5031601496009102,-0.818003713866246,0.19372074376911635,0.7703324379516251,0.8895418099063929,-1.481926544465477,0.8475989942227627,-1.215762723695209,0.6471224826054043,-0.09322918862133073,0.23569991574116889,-0.42973388325789963,0.06118371691670443,1.0360706232677834,-0.19818965708485892,0.12271089814970372,0.11196661155050319,-0.3357659771901363,-0.19669975191653588,-0.13585790649320376,-0.589098311149886,-0.28248701623701766,0.32384435348021523,-0.1086539873775526,0.05322941537461297,0.04333869895604214,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099306,-9573.809645649535,-2705.9911674568702,-2616.5488342042213,-10197.113459986287,-17831.15173246768,72.02086521510397,131.79221857147797,27.667315987534057,-32.72128727977996,-16.276635647778626,1.422369435393676,10.428742881169006,-8.633628462759193,-2.1027411049992955,1.834147152222079,2.1270773163942147,-2.315408068499208,1.6888534074014976,-3.6088013868832363,-1.6306887003568895,-5.139481525245746,5.1344213900482485,-0.5070598005951926,1.390689376235312,0.01794561576716361,2.3819783990715733,0.05441764593546618,2.460128567935982,0.4510759243178561,0.16329326419220375,1.2188918471220103,-2.3202726140153787,-0.8881172186646267,-0.13470817296183965,-2.4082873648516543,0.21625813585595255,0.44874540475657454,-1.173273925389103,1.2947889415180402,-0.2574344146839648,0.28821997587157344,1.002166189659256,0.6321933403699229,1.151538137595087,0.23365231732552708,-0.27676931371343433,0.8832365753807317,1.126164325723966,-0.5528862724264214,0.13549071419737013,0.35291723521422663,-1.7381604268026334,0.5793499164444001,-0.15650829681556946,1.358829876229589,0.8197266490180162,-1.8521437130431124,0.34854966439683244,-0.3816342576685796,-0.04318623991398455,-1.426046461809484,-0.2317086333540168,-0.06784827441622691,-0.5352081378791563,0.1869128895043225,0.6711011826776492,-0.05712617358463626,-0.22237448202662183,-0.3841715489695595,0.2683504818322345,-0.1305714963098576,-0.012661706730823528,-0.435522962030691,0.647294948998228,0.3159469525316609,-0.05739449965188272,-0.3450999431661941,0.07370809619950489,-0.18519606019997645,-0.1932299014689641,0.2868079939506718,0.12335359236835436,0.24179813566770975,0.23582166392324946,0.034490207673538574,0.08035361859493638,0.011585346112310409,0.25313077101115744,0.14712144326281035,0.26376564426655225,-0.16168805245841733,-0.30266533857161054,0.4910582586129338,0.13096668082763968,-0.10477708213201868,0.11851822244655559,-0.16065327736501525,0.1450498438107889,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265424981,-35785.1632219213,-7061.455555444039,-687.2164349687388,2388.225422557358,12668.329366014965,-274.95640628986536,-20.81482810780919,-35.924636217530995,14.692371851802589,1.2317877715775167,13.320668273208646,-6.321199352864652,-3.1857429650047266,7.2188437422959435,1.819101073558776,-1.1274670863928522,1.3977065819297017,3.8490418744389086,0.7257648979395078,-4.656814523316512,-1.9173054605808402,-1.1916863702235319,1.9510900768040278,-2.648369511477168,0.2816296041896553,1.181703995148927,-2.292576166158852,-1.9099505154658798,-1.1614643359032353,-2.1956508288105354,2.1761666540257965,1.7605651334991237,1.491912789602968,0.1699625781319732,-0.3074446623207441,3.2820220518451713,-0.09636600824415334,-0.8619394058571551,-0.01942309757582742,1.7436282237634524,0.6264439075576382,1.7051576440993836,1.8054707046867202,0.06884620996587405,2.077283066649972,-0.6699527419486115,-0.11831313956315348,-1.9856995637855182,-0.743693581918332,-0.828498702074645,0.24899585758629644,-0.4293465094182489,-1.140889594071021,0.9441078874216282,0.5738617604533153,-1.1422478561045821,-0.6156349427033677,-0.03837569620777091,0.08634227451580113,-0.2540809063930947,0.9845047780573121,-0.2097462390684666,0.7869105923951749,-0.10842639525252279,0.04651894837064927,0.4531105522515083,-0.7482328692919239,-0.5326681276424398,0.23470468286836127,-0.9369374473472359,0.10107791565738566,-0.5288552880800578,-0.20061228391459077,-0.8523027075755724,-0.054813632444983704,0.08957302518199795,0.11987929274715556,-0.40965214555249346,0.30692200520565016,-0.06316464777551568,-0.777784347252554,-0.9688531634711669,-0.21160893631946393,0.07317074300290413,-0.4231777785143189,0.3393006401780854,-0.3769995504588218,0.5975670527088542,-0.43838069758068704,-0.08569744361871393,-0.663620895282389,0.27777003676720985,-0.3726557980014122,0.1589774814215288,0.25416054443015224,0.09117105787666267,0.19581811274823444,0.21857954830190307,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858128,-21798.10038505524,-6011.28990615001,-4101.71228466622,-12190.475770455381,-26349.654996956906,-117.94943480172762,134.2340976944308,7.2782431330660895,-27.485834055264498,-24.15769329400212,10.229552584697432,16.65309439679684,-12.681794680063538,4.563911395825689,4.153199443323115,4.572745408597191,-3.0627865497247795,-0.6490324619733571,-3.7286043204916424,-5.615166489317519,-8.345625471031031,5.425034474729791,1.712963481294032,2.3993785808311654,-0.683248084975363,4.392605779365138,0.2262169225915578,3.6484096716695156,-0.4666273731174071,0.804015629544329,0.8742267147165238,-1.1514053683593286,-2.3649189490448417,1.648113347339962,-4.725103757429607,2.208393931586339,-0.911088550792304,-2.5956701966397158,4.1131654652751655,1.5991373894476824,0.05027371558391984,1.5466153046326063,1.741024545313634,2.4353855303276624,-1.1914753275823815,-2.3637993119927123,1.6876346192431255,-1.1549293019312221,-1.0056438635167837,0.4489229674235219,-2.032913373243855,3.027389520023073,-0.028366603641745407,-1.5585729591124764,0.24173002138074487,-0.21419729998208567,-0.9804715062889221,-0.3346015363451914,-0.6375525240127144,-1.8779774229818944,-1.7429897382419075,-1.545197379545863,-0.4448078007241492,-1.46325886753282,0.8334888898992686,0.6928239258611203,-0.5481053318747956,-0.09466617584075909,-0.22866166341773936,-0.09141835830480105,-0.14786988966310116,-0.5507233306485012,-0.13989118323918137,0.2469876127832936,0.4155668445866615,0.5344341388114812,0.011668993573400576,0.6633951785208066,-0.1851832971909293,-0.17800937355324725,-0.0035181785815397723,-0.3284140478703834,0.5212883125339569,0.5067577273155978,-0.07670340891735224,0.3288926706064003,-0.13369540154004028,0.9894654323879134,0.14453517377015238,0.020780245592508104,-0.38552156557321027,-0.7011457816464329,0.22090837557007653,-0.05607752818295732,-0.1386302012912912,0.09381273432566334,-0.41842480827532985,-0.14537509198000428,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.6634471205,15728.837560403295,5074.202109515401,-138.71971717671582,48.819936614804405,-6853.808260112893,461.3674304113926,-156.27617828704996,-1.6974391858970712,-19.257780552093227,8.573076310297497,-8.890034940754582,1.845490537360888,-0.7011063551048091,-10.293317386688036,-1.017665042563759,-0.3312344154890595,-0.10173532384172468,1.3818761154211678,-2.1767890223097712,6.883968013424991,2.0886409316357315,0.6703744828213691,-2.5999040938929023,-0.7886036672562957,-1.1115741383009832,-1.0278024743973366,2.201962303703734,-0.2783431548590688,2.41647705940544,-0.4107924672689204,-1.5062275608023323,-2.1421289314846814,0.6911415450268708,-1.0438787176460083,0.3276806808666083,-1.5116720768096212,0.5487610669234638,0.07449676448436097,0.6296474046398965,-0.7583020577436977,0.2356394567302361,0.6123382744651551,-2.3609739844290614,-0.12763616836632263,-1.6623805194472427,-0.6082689367799334,1.8068540977395622,1.061183159903999,0.21554002180103043,0.13460169679821452,-1.7078408564748528,0.7135682913096142,-0.12677169186843032,-1.2765520359442621,-0.20357688849094074,-1.5341020852673048,-0.40827765182113984,-1.4815904614569433,-0.9276379834924159,-0.6741205482164405,-0.08375875760356452,-0.7640072257922286,0.5745145088747963,-0.9139528689638561,-0.029926321122848768,0.335068128479104,-0.5997142484056011,-0.2617524370762398,-0.39611694877343223,-0.03631737770399014,-0.20795194005539624,-0.4302063616933719,0.32172191104084225,0.9473884296615498,0.23195158913392575,0.01880542383358995,-0.07184325820798675,0.42305729973053474,-0.01894991463869104,0.07220898942615991,-0.3915966529717738,0.2898569409273548,-0.151774136820723,0.43838786581683914,-0.2635301356142486,-0.5381842980619663,-0.03717670085620629,-0.30177131443066835,0.39642749830414564,-0.05594846988330295,0.0812321968155947,0.0049756992186370105,0.14295099484337484,-0.3524467051677219,-0.05882639157164848,0.03847972279250329,0.1207455016453261,0.1727187959149731,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.30341543756,3720.2476929080394,-11071.459571656238,-1125.2699902355653,-40598.87201190775,4146.316027632541,402.21124994018373,-224.27676461979542,-71.25589110473278,-35.79793444915644,-22.76980206772463,-17.923988585722707,-7.452555290894242,12.188556049236007,4.556204622709901,-2.0714573652427353,3.7023204615119303,0.18014173088014176,2.8533886303837317,-10.462605759087223,-3.2450359465096503,-18.030813797706152,11.160711245563183,5.975418474649009,2.619150788680927,1.5440404637724725,4.943118423923431,-3.0710104769825515,-3.7565520429083046,1.3152888309510304,1.8056473027943887,-0.11025353461930207,0.6747099375714805,4.587791136612698,0.9550932011792255,-0.11116180464084326,14.301263187919668,1.5016314694375588,-1.2378354376639962,-0.9260088999576858,-5.91105832506588,2.610357986654303,-1.5066304935622699,-1.3075320683963334,9.49163559819545,3.232786644821751,-4.214252383711409,5.399556683806584,-3.9057843412568807,0.7652774147493593,-1.3552508160083607,-2.821483308291488,-3.7631741543160007,-1.8503926672264006,3.947534284990115,-0.7486314046124704,3.0676932116187805,4.692518312000822,-1.0081376807745168,3.0390393246154837,-0.31639025756626604,-0.19180635563083917,-1.2858065000906838,0.7959594419910074,1.095031252480286,-2.034856410258979,-2.372043188982172,-0.34973239545354795,1.0368613025841424,-1.0121239713897068,0.7699399338807421,-0.7486782120401074,0.5806436435614057,-1.0660000468259825,-1.571804550274134,-1.0978033583990852,1.1796540359631724,0.9253677864548421,-0.5680530251965141,-0.8864784786231329,0.1087032737784871,0.2670323087017878,0.6369958726131362,-0.712824820884713,0.49873493627143684,-0.35287603922192645,1.0071934553220596,-0.05297146693182188,-0.22891813865192498,0.2167231175256853,-0.24545690446843865,0.3883345304841839,-0.11323027643127943,0.05534740547104079,-0.5482893505170331,0.4531197875441586,-0.09081118791245535,-0.25427405058206326,-0.019219669053239033,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615523,-15281.928159228652,-2096.7924674018523,-1328.3044122466474,2581.8477796394477,-6092.9185082208,-531.1698491692764,-245.0479898757436,9.499050754202758,-25.109619017317097,10.451269782150723,4.441364898836964,5.468661425866567,-12.537192570063095,2.0880512388120387,0.8830053149768611,-1.091334611988865,3.465940655488724,3.222911545590899,3.58614815940955,3.9399388907911623,3.873227003759445,-3.056650916357212,0.8017529061426167,4.23215778104472,0.7009818023213041,-0.4442487486129534,1.6785209710335893,-1.503049082569397,0.04865841253144235,-2.7616223301537235,1.5773711147080334,0.3853038039240937,1.5644765030586978,-1.246217158788901,-0.21029855611975606,2.7192278922630098,-0.15493201747843163,1.0647624648466991,-0.7718962268110509,0.9702897437193361,0.20160771803441363,0.4030573353794115,0.5192168104106796,0.47369322986609724,0.5152738748569765,0.13363195352808122,0.604471051211652,0.005028044410571207,-0.792614261415083,1.1921968934189648,0.4465800227578628,-0.5525168631815386,0.010980922624137168,-0.03317860980568453,0.19762348194010784,0.051770726195703644,-0.5189506101388096,-0.39866131524790804,-0.31539596508123646,0.7134916963960154,-0.14318587258375173,0.6628049224728277,0.07968781685864502,-0.3571306135171466,-0.40544455238534693,0.07352985027480778,-0.14946541082739245,0.25126809038641273,-0.39710828208117316,0.6725922698234621,0.38526749358075674,0.28349450647070595,0.12884379092654827,0.7875344695176956,-0.04452716648220187,-0.5606142423627979,0.07190970916881341,-0.23212171868278964,-0.22604390550482695,-0.2563150761420128,0.7177437507238166,0.3123800439541085,0.3712024484654128,0.21030029832379157,0.07668014471954145,0.20642126638547525,0.23436115621269496,-0.37992942235916144,-0.12973793451453455,0.34739373276356206,0.4454377073096882,0.07134002022150611,0.010018970668845223,0.20522022534271642,-0.0016506874361769657,0.16074685173309547,-0.1259837672501951,0.04567183867350526,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952688,-11133.250748088798,-2744.842320343729,37080.50173401915,-19604.606893619304,14047.280940940353,-419.8202341029776,535.5186392526579,-43.30457822509699,13.781650799958626,-18.946614062706754,-43.864251751896035,12.738761153087548,-5.522392035945021,22.936551700501578,-7.377521998961752,-29.941878433794262,-22.869023222808497,-7.159438751223396,1.6607991949062915,31.740474600377286,-1.0483561897803892,-27.01453928867774,35.14981961559446,-7.409813894467422,-28.314107681635807,12.421433207301838,33.191584874174815,18.267464889579642,15.210660007870612,-14.819539225164135,-24.999527374090434,9.096356757154037,3.5356216135118275,-10.083974569447589,4.270442031839224,-18.070091954484973,13.787819763102982,-7.845512020137982,19.91619395059169,-0.6296692895572138,10.10384746128386,-1.4092115430342511,-0.04826860293907873,0.031146032707207828,-1.8288546765505074,0.8169975882829831,-1.8734621397187357,-4.309875392459081,3.3415639976211287,3.583532706597626,-0.41612959969937846,-0.919204736084628,0.794185602212088,-1.1517824460061261,0.5246825036057917,1.040693166870574,-0.5818393421612368,-0.2599731109506582,0.8314960720754134,0.021422358395461773,-0.053699212392237995,-0.7736934751429202,0.10996677723803729,0.5370323283026208,-0.6332391713059841,0.9269983337234263,0.2173285535838393,0.7092972682823828,-0.1388151254676522,-0.00530208053233411,0.04855051334626409,0.411465451284226,0.2859883577815408,0.03744914251100215,-0.04620302544995252,0.047402889947829666,-0.0664462423219926,-0.19221094872213074,-0.026416168265093885,0.013997579127767558,0.1146392504001327,0.11844961221763319,0.032636548583592835,0.015908830003314733,-0.12550654613499204,-0.059951302929406536,-0.10730881054183608,-0.04716397686151923,-0.10072039237927764,0.06228616358046351,-0.08811459215127562,0.11573816510428211,0.12473316683862003,0.002376996869531639,0.07653974280043165,-0.02060886877228455,-0.010540861415342138,-0.04919978485758394,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403373,-15229.401396700967,-2091.6888881736463,-1344.1801453921635,2533.9490061722536,-6278.294552055426,463.6840858679209,-209.2512984482397,7.879651849174253,-8.589135911985284,6.817128617049778,3.7535077780931494,9.861613722161296,-11.495882794068008,-3.044135712327952,5.139000098537439,1.2109762345423365,1.622721019334677,-0.506286440039007,0.9525717350893139,7.380027027099652,2.856464981292473,-2.0037526234242997,-2.6854184801978436,5.694409418055738,0.07764487393428604,-1.163180681636539,1.7722950406757958,-0.44114021614706167,0.9198180480123607,-1.9777287115150282,0.05938796574575985,-1.1625865848487367,1.8679474334768804,1.1406030794259794,0.6460455061281347,0.5577313704646566,-0.07979121590695344,-1.5615759330162045,-1.261799202382711,-1.1848984092517136,-0.815491764720742,0.6075377969666362,-0.6692426318303178,-0.9666323880423345,-0.8992960349928649,0.8400479300027514,2.683970750642805,-1.6760125247848372,-0.6305926796044214,1.4583799128503647,-1.8060035064284206,2.0186691427422794,0.7615850338072865,-1.348843448989554,-2.2525327590019266,-0.3805383819374985,0.35341786603477565,-0.12563549411206484,0.0215919499774236,-0.6609587303289564,-0.5156934412703711,1.4193486916106854,-0.8571095363239718,0.16917031064683266,0.6741667331227474,0.0824861521201853,-0.48032578462549397,0.3129858900253139,-1.187109608927596,-0.43418633827906705,0.3480708772744463,0.7159291255875943,0.30185517805971934,0.22547374205272136,-1.2370542374470594,-0.2911371453295228,0.020243432640352298,-0.4582283732432811,0.45448013002641907,0.21017620617532953,0.5675483717008767,-0.3445692250696508,-0.5615431116041829,0.5239331795400536,1.15396107415509,-0.3345492149732452,0.40959764091304063,0.44789743916170927,0.22235779670583014,0.07730770215099719,-0.26063689641998156,0.5724238011980367,0.02164025852048961,0.4621287581902049,-0.010660157061073932,-0.82345463275897,-0.6885220957575972,0.28394396202342215,3.324814232,2.847599561,3.086206897
