fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989665,-25410.006765650054,-7633.307763182695,-24941.318047789682,12721.709091305596,8548.169920031783,-301.5012528401062,-210.28209548995602,42.33793568878012,-2.370388711269814,5.430859656263057,-0.3644762192417274,-0.8000090374538071,3.688072888357544,7.728801936470275,1.4801301734688292,15.028038457125716,-0.9939014270130173,9.482739182514388,-23.996270021476487,4.901344350244391,-16.451108581228038,-7.032567796882597,-4.145897715555994,5.969337514712508,5.3130608354933875,1.4083178033868422,-3.034224823717117,2.40753452495853,8.099097585504111,0.14695675474033396,0.4694254598964332,-4.656155594936602,5.794130260084154,5.0840016710520555,4.361626463671391,-2.0042352665250056,1.4395537296308685,-3.300863773337526,0.7446061584110991,3.3619988414028987,6.574766750688353,1.0309711458610837,-1.1044155147429617,2.5755772558972216,-4.278948130792274,0.8454141218884301,3.7141533150804924,-0.7798036335342384,3.937822655599726,-0.616328828634733,-2.1383430848684433,5.618448316876123,2.5889972867675772,-3.97848340127677,1.6894719088391748,-2.410023162857315,2.012455243472284,1.6582131451251325,2.83113873206706,0.3902484580603189,-0.05103440863704352,-1.7761637423340368,0.35666182533815716,-1.652578602138402,-1.128967337057854,-0.26017993479788026,1.046080946729509,-0.7195762712189687,0.9607270661151365,-1.6013276225583697,-0.3053785846082387,-0.42687351092249315,-2.426779266955585,1.4801279902937368,-0.2235411983335685,-0.2536127920090841,1.4707187992173416,-0.4078290125871567,0.4139100002177069,0.0356662089998405,-0.1938063114455369,0.5638192841839508,-1.0060349577457521,0.772219426537036,0.09605156759781502,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.2798563107895,1825.2229904363337,1789.7435154970563,-1099.5449269987414,938.6065054827086,-11692.763481911075,374.420295890511,-13.665976904062711,-20.57704962985417,3.54850029732678,5.221299634023159,-2.250808038672021,8.796475175454026,-10.588666938943932,-9.526729533398676,10.432984718448747,4.432457205762577,-6.258055050395684,-4.426203724822303,1.1904634963534326,14.891150590370307,3.2337198588655642,-2.8620125116075856,1.9922862874671645,2.391853964356915,-1.6892071480125748,0.08909541450157193,0.6726207379044646,-4.593137716272538,2.9570534148551575,-0.6480123303436173,-1.2260177360928273,4.615033088442651,2.19976638111013,2.331395503360923,-1.2718236815217385,-1.850116443500325,-1.6453250831309907,0.7790554053347,-0.7113399163732437,-2.7711719891866884,-3.3535179677732025,2.745829247202224,2.1422273126793483,-0.9669162414313284,0.2989256485440096,4.391633262264147,-2.78871344848157,-1.9130427765583784,1.4786498637620333,5.901465053352453,-0.47360235734505224,-0.5396144879232486,7.71424946756181,3.82282172250774,3.424416044445431,2.208896171092375,-3.066474907365615,2.740390415299974,-0.6802794706826486,-1.3067348687176306,-0.7507116660707513,1.9801767784299888,0.5591447148110944,-0.952190646284432,-0.04656767068368342,-1.5428109340287834,-0.7280132481983705,-3.5038581182683037,-0.23625210188575826,-1.496166408537014,-0.2635215333413305,-0.292983592348496,1.50317144842056,-0.8180007518925868,0.19372247375991256,0.7703290480151223,0.889537745047669,-1.4819195581177682,0.8475946284419456,-1.215755796220983,0.647118552359843,-0.09322859353442133,0.23569825153963195,-0.42974096276348916,0.06118315290998511,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099312,-9573.809645649515,-2705.9911674568752,-2616.5488342041913,-10197.11345998621,-17831.151732467668,72.02086521490433,131.79221857812547,27.66731601144761,-32.72128723731153,-16.27663564153392,1.4223694272653855,10.4287428733697,-8.633628393731755,-2.1027411030369416,1.8341471502307907,2.1270773025893384,-2.3154080367324843,1.688853394458758,-3.608801406556224,-1.6306887104483996,-5.139481559908836,5.134421477718501,-0.5070597993422425,1.3906893567506413,0.017945616394417167,2.3819783515298947,0.05441764485446358,2.4601286975806573,0.4510759402972307,0.16329327404500382,1.218891810185369,-2.32027278263366,-0.8881171849362073,-0.1347081674188463,-2.4082873436154384,0.2162581513083955,0.4487454663378239,-1.173274118186379,1.2947888354257635,-0.25743446529602615,0.28821992160105436,1.002166263788174,0.6321933887619816,1.1515379763390925,0.23365228239179123,-0.2767692704947358,0.8832366799493573,1.1261644895328313,-0.5528861238492535,0.13549067291177785,0.35291731463150805,-1.7381608891169102,0.5793504934389783,-0.1565081528030764,1.3588290638211695,0.8197278718433291,-1.852142456846695,0.3485503049933124,-0.3816350068707392,-0.0431863396001236,-1.4260500172934327,-0.23170934331089452,-0.06784849421649022,-0.5352072793987117,0.18691256606109816,0.6710998235241358,-0.05712645207496287,-0.22237394706442834,-0.38417060155672145,0.26834973136493095,-0.1305711162241567,-0.012661666805061566,-0.43552625105320986,0.6472926300903971,0.3159497703549151,-0.05739424753498155,-0.34509836814669753,0.07370774745696697,-0.18519510812662077,-0.1932288005130032,0.28680625182243075,0.12335279917499793,0.24179644052016216,0.2358255436272362,0.034489890009094096,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265425016,-35785.16322192121,-7061.455555444056,-687.2164349687121,2388.225422557348,12668.329366014957,-274.9564062890966,-20.814828108856762,-35.924636248589465,14.692371832734633,1.2317877711010994,13.320668197091232,-6.321199348136072,-3.185742939539192,7.218843735543233,1.8191010715787526,-1.1274670791124632,1.3977065627631617,3.849041844937756,0.7257649019711442,-4.656814552136333,-1.9173054734609933,-1.1916863905557316,1.9510900720455597,-2.648369474410602,0.2816296142238409,1.1817039715647926,-2.29257611997065,-1.9099506161354567,-1.1614643772114326,-2.195650961301661,2.1761665880777556,1.7605652615107696,1.491912732787859,0.1699625710028653,-0.3074446596764816,3.282022285587006,-0.09636602150560429,-0.8619395473789853,-0.019423096041897365,1.7436285657210366,0.6264437899946326,1.7051577703113934,1.8054708427670036,0.06884620022286335,2.077282755096551,-0.6699526372883028,-0.11831315375061058,-1.9856998525239202,-0.7436933813977835,-0.8284984485976168,0.24899591335026117,-0.42934662210685404,-1.14089073848698,0.94410702243094,0.5738614167869779,-1.142249554145208,-0.6156345279911932,-0.03837576720853958,0.08634244318663806,-0.2540814921591909,0.9845072326931446,-0.20974688154199383,0.7869131402442276,-0.10842622122511154,0.04651886828858137,0.4531096345897426,-0.7482365188468303,-0.532666840935505,0.23470410286481513,-0.9369348261653331,0.10107762059312339,-0.5288535835855873,-0.20061375813654864,-0.8522996897349728,-0.05481412121112472,0.08957263075809586,0.11987874780898197,-0.409650214975244,0.3069204252899968,-0.06316428783962084,-0.7777796197950015,-0.9688469617483871,-0.21160745928466407,0.07317194986274295,-0.42317388429858976,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.139173858151,-21798.100385055226,-6011.289906150011,-4101.712284666222,-12190.475770455278,-26349.6549969569,-117.94943480139943,134.23409770120435,7.278243139358275,-27.485834019591255,-24.157693284736634,10.22955252624362,16.653094384342378,-12.681794578669859,4.563911391563209,4.153199438810302,4.572745378911972,-3.0627865077084686,-0.6490324569646738,-3.728604340775794,-5.615166524037034,-8.345625527328353,5.425034567328242,1.7129634770880973,2.3993785471749876,-0.6832481093822302,4.39260569169082,0.22621691807139463,3.6484098639546207,-0.46662738963818556,0.8040156780599972,0.8742266882251656,-1.1514054519942265,-2.3649188590814916,1.6481132788917643,-4.725103715844423,2.2083940888742317,-0.9110886758364757,-2.5956706231334397,4.113165128196258,1.5991377032878045,0.050273706273010324,1.5466154191429462,1.741024678430454,2.435385189729989,-1.1914751486586697,-2.363798942564844,1.6876348194463706,-1.1549294700210868,-1.0056435913769368,0.44892283002254285,-2.0329138274714644,3.0273903216371387,-0.02836662654092029,-1.5585715290393767,0.2417298766559603,-0.2141976170094585,-0.9804708437655387,-0.33460215105970526,-0.6375537755371208,-1.8779817520467448,-1.7429940839098628,-1.5452021180744928,-0.44480924087459855,-1.4632565224652865,0.833487449099154,0.6928225225874257,-0.5481080034094252,-0.09466594739452701,-0.22866110033960696,-0.09141810251773275,-0.14786946012871702,-0.5507215608710829,-0.13989224334571906,0.2469867179483266,0.4155705516962562,0.5344317859099866,0.011668930932756947,0.6633920559846157,-0.1851823453694336,-0.17800835955478994,-0.0035181538261006323,-0.32841195692564096,0.5212846592519588,0.5067660669592956,-0.07670270286636793,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120598,15728.837560403255,5074.2021095154105,-138.71971717670397,48.81993661480402,-6853.808260112892,461.3674304100989,-156.27617829493303,-1.6974391873555694,-19.257780527100437,8.573076307009888,-8.890034889953753,1.8454905359795366,-0.7011063494940528,-10.29331737706549,-1.0176650414567823,-0.3312344133125967,-0.10173532244690359,1.3818761048911683,-2.1767890341898055,6.883968056051532,2.088640945673285,0.6703744942262315,-2.5999040875799273,-0.7886036562119388,-1.111574177958698,-1.0278024538870971,2.2019622593491426,-0.2783431695130174,2.4164771454176064,-0.41079249205443535,-1.506227515151288,-2.1421290872047396,0.691141518850721,-1.0438786742903148,0.32768067798455874,-1.5116721845421646,0.5487611422569659,0.0744967766549599,0.6296473530595847,-0.7583022061633656,0.23563941298454516,0.61233831985493,-2.360974165121924,-0.1276361501214121,-1.6623802701827128,-0.6082688416413065,1.806854312337332,1.061183314034482,0.2155399647259677,0.13460165542654537,-1.7078412379936696,0.7135684804106585,-0.12677181662573528,-1.2765508659039242,-0.20357676646206216,-1.534104368341529,-0.40827737781356976,-1.4815931802303175,-0.9276398024769472,-0.6741221019444807,-0.08375896645638703,-0.7640095705147371,0.5745163695780268,-0.9139514070912753,-0.029926272429796688,0.33506744891991497,-0.599717168131575,-0.2617518085211761,-0.39611596909127844,-0.036317284803120915,-0.20795133786368294,-0.430204985743433,0.3217242758757029,0.947385064749163,0.2319536573574508,0.01880534044778651,-0.07184292886396884,0.42305530671029873,-0.018949815609710503,0.0722085780794057,-0.39159427428844085,0.28985508584238084,-0.15177305644295924,0.4383950885784975,-0.26352770953612853,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.30341543762,3720.247692908029,-11071.459571656234,-1125.2699902355516,-40598.87201190743,4146.316027632526,402.2112499390576,-224.27676463110546,-71.25589116633601,-35.797934402693905,-22.76980205899495,-17.92398848329884,-7.452555285319046,12.188555951777257,4.556204618438705,-2.0714573629970574,3.702320437445916,0.18014172841419587,2.8533886085379243,-10.46260581599554,-3.2450359665703266,-18.030813919278838,11.160711436099161,5.97541846004553,2.6191507519039687,1.5440405188567197,4.943118325260659,-3.0710104150761,-3.7565522409284227,1.3152888776125982,1.8056474117485495,-0.11025353128637139,0.6747099867183192,4.587790961982745,0.9550931614239041,-0.11116180373909403,14.301264206372917,1.5016316754507033,-1.237835640949034,-0.9260088240815304,-5.911059484687225,2.6103574964335996,-1.506630605213265,-1.3075321681952783,9.491634269830135,3.232786160539611,-4.214251725231697,5.399557323414623,-3.9057849091467336,0.7652772080399226,-1.3552504014397937,-2.821483936633993,-3.7631751517437855,-1.8503945277940035,3.9475306648242827,-0.7486309570633108,3.067697770492428,4.692515137898925,-1.0081395343810127,3.0390452842451006,-0.31639098690564577,-0.19180683381528876,-1.2858104436854432,0.7959620197170615,1.0950294970012857,-2.0348528935628813,-2.3720383852302125,-0.3497341011468559,1.0368588029802683,-1.0121214839672896,0.7699377997358593,-0.748676029850199,0.5806417900109336,-1.0660079684640524,-1.5717989893570565,-1.097813151080665,1.1796488410906072,0.9253635695003812,-0.5680503468734596,-0.8864739046858374,0.10870265466372786,0.26703068311502676,0.6369918067730833,-0.7128198005561263,0.4987431582474957,-0.3528727912953717,2.147725643,1.552274357,1.85
-178537.71721144032,11070.300380615561,-15281.92815922862,-2096.7924674018536,-1328.3044122466379,2581.847779639432,-6092.918508220797,-531.1698491677906,-245.0479898881047,9.499050762413454,-25.10961898472798,10.45126977813965,4.441364873457799,5.468661421776482,-12.537192469823902,2.088051236861411,0.8830053140170173,-1.0913346049225752,3.4659406079460258,3.2229115208916452,3.5861481789705363,3.9399389151633404,3.8732270298779925,-3.0566509685365615,0.801752904175604,4.232157721762334,0.7009818273519449,-0.44424873975368845,1.678520937234701,-1.5030491617889183,0.04865841424028733,-2.761622496795021,1.5773710669108367,0.3853038319303736,1.5644764435179666,-1.2462171070938444,-0.2102985542443222,2.7192280859071944,-0.1549320387362856,1.0647626398452568,-0.7718961635690924,0.9702899340127923,0.20160768028514722,0.40305736521361435,0.5192168501044151,0.4736931635924407,0.5152737975177403,0.1336319326363668,0.6044711229342249,0.005028045113855837,-0.7926140474383913,1.1921965288023355,0.44658012255455926,-0.5525170095502094,0.010980932628893695,-0.033178579420400686,0.1976233637950909,0.0517708039509829,-0.518950258328525,-0.3986620464404953,-0.3153965838716366,0.7134933410177221,-0.1431862295898945,0.6628069558500949,0.0796880745949871,-0.3571300405345364,-0.4054438527841093,0.07352970098217626,-0.1494661384851623,0.2512674823631443,-0.3971073025244287,0.6725903875630551,0.3852663744726961,0.2834935914791273,0.12884473161832394,0.7875316758863429,-0.04452756352809005,-0.5606117726262797,0.07190938064906291,-0.23212062384128662,-0.22604274158320917,-0.25631361584651496,0.7177393909875521,0.31237803959527527,0.37119984781304405,0.21030375638757146,0.07667943867031098,3.394160216,2.89155407,3.142857143
-4587.588432627545,47064.65999952706,-11133.250748088778,-2744.842320343723,37080.50173401886,-19604.606893619155,14047.280940940347,-419.82023410180227,535.5186392796752,-43.30457826253914,13.781650782073498,-18.946614055444403,-43.86425150124216,12.738761143562398,-5.522391991802312,22.936551679058176,-7.377521990957811,-29.941878239522243,-22.869022909080254,-7.159438696426026,1.6607992041025452,31.74047479671719,-1.0483561967396737,-27.014539749902923,35.14981952970619,-7.409813790705467,-28.314108692729633,12.421432959251392,33.19158420591418,18.26746585222853,15.210660548269272,-14.819540119404145,-24.99952661656028,9.096357418355304,3.535621478847795,-10.083974151263135,4.270441994069715,-18.070093241295485,13.78782165520991,-7.845513309291817,19.916192318606008,-0.6296694128605311,10.103845566885953,-1.4092116471925429,-0.048268606737203325,0.03114602854747018,-1.82885440162413,0.8169974605716636,-1.8734623622797668,-4.3098760190038385,3.3415630961568255,3.583531610397802,-0.4161296920110903,-0.9192049829163298,0.7941863966178048,-1.1517813893865172,0.5246821900743703,1.040694716406803,-0.5818389468717446,-0.2599735888510353,0.8314977031384083,0.02142240785543154,-0.05369934627680429,-0.7736958492617102,0.10996713382122399,0.5370314658642653,-0.6332380774386434,0.9269964566594304,0.21732961329135703,0.7092955570253947,-0.13881478419218185,-0.005302067067990936,0.048550371971414506,0.4114641276944447,0.28599050137957654,0.037449021604882456,-0.04620343747662279,0.04740268096435852,-0.066445937990802,-0.1922100439130773,-0.026416032430273614,0.013997499343534945,0.11463855380444297,0.11844885359079083,0.03263632166373635,0.01590909187565935,-0.12550539117311807,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.900392403415,-15229.401396700938,-2091.6888881736486,-1344.1801453921532,2533.9490061722354,-6278.294552055423,463.6840858666209,-209.2512984587956,7.879651855994254,-8.589135900838963,6.817128614436915,3.7535077566449435,9.861613714785003,-11.495882702150704,-3.0441357094731494,5.1390000929568584,1.2109762267120816,1.6227209970702192,-0.5062864361223655,0.9525717402510204,7.380027072785483,2.856465000504238,-2.0037526576860385,-2.6854184736854796,5.6944093382825285,0.07764487673933838,-1.163180658421893,1.7722950049695503,-0.44114023937214,0.9198180808415763,-1.9777288308529861,0.05938796395352412,-1.1625866693850129,1.8679473625469138,1.1406030321745924,0.6460455004463007,0.5577314100957883,-0.07979122683050711,-1.5615761897227807,-1.2617990989784265,-1.1848986413573113,-0.8154916114256243,0.6075378420080497,-0.6692426831127182,-0.9666322525042708,-0.8992959003011587,0.8400477988092996,2.6839710692524434,-1.676012768722277,-0.6305925081917061,1.4583794666240961,-1.8060039101366927,2.018669676817568,0.7615858015356679,-1.3488422129513626,-2.2525314120889774,-0.3805389494634001,0.3534176261679186,-0.12563572464126146,0.02159199398635696,-0.6609602535201132,-0.5156947270685281,1.4193530432586905,-0.8571123117528303,0.1691700390696709,0.6741655679805076,0.0824859847400961,-0.48032812592793117,0.3129851320174549,-1.1871066845049143,-0.434185129000224,0.3480698642523447,0.7159268230193099,0.301857434497372,0.22547295191322017,-1.2370652721899051,-0.29113586324532165,0.020243344077310658,-0.45822621382717477,0.45447778971466746,0.21017500842969858,0.5675449240342484,-0.34456701254897343,-0.5615391636728684,0.5239418118019267,1.1539504563312624,3.324814232,2.847599561,3.086206897
