fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989658,-25410.006765649985,-7633.307763182681,-24941.318047789682,12721.709091305669,8548.169920031902,-301.5012528410667,-210.28209548139296,42.33793566214202,-2.3703887162518704,5.43085963834279,-0.36447621923069073,-0.8000090400071963,3.688072901525924,7.728801967268435,1.4801301803483775,15.028038615538726,-0.9939014330892288,9.482739241275745,-23.996270020832537,4.9013443500764415,-16.45110858077141,-7.032567728919696,-4.145897758977939,5.969337650076292,5.313060766868089,1.408317848950724,-3.0342247245079177,2.4075344333088085,8.099097422620106,0.1469567483253132,0.46942544838327815,-4.65615547230891,5.794130438734563,5.084002012345957,4.361626793332099,-2.0042352664377368,1.4395535862969995,-3.300863380527428,0.7446060592871656,3.361998364909009,6.574766196787656,1.0309710464425792,-1.1044154045155838,2.575577548609667,-4.278948129260496,0.845414121538255,3.714153888500748,-0.7798036328260068,3.937824376962257,-0.6163291341931261,-2.1383430820670206,5.618448310174552,2.588996347223218,-3.978485031709448,1.689473544384338,-2.410020564597011,2.012457457892089,1.6582109431559715,2.8311347163914564,0.3902478080315558,-0.05103431664482857,-1.7761598074567555,0.35666098948392405,-1.652582899136871,-1.12896417079299,-0.2601807893118812,1.0460772581569797,-0.7195790881105809,0.9607232252383808,-1.601334874315203,-0.30537714182925985,-0.42687128481555864,-2.4267660478196897,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.279856310773,1825.2229904363278,1789.7435154970553,-1099.544926998746,938.6065054827117,-11692.763481911259,374.42029589164656,-13.665976903506149,-20.577049616899558,3.548500304773657,5.221299616834256,-2.2508080386559066,8.796475203607143,-10.588666976766454,-9.526729571488621,10.432984766988238,4.432457252418461,-6.25805508876842,-4.426203752266006,1.1904634963666016,14.8911505901528,3.233719858810949,-2.862012483939276,1.9922863083364963,2.391854018649112,-1.6892071261701205,0.08909541738570691,0.6726207159116413,-4.5931375411503845,2.957053355376177,-0.6480123020607277,-1.2260177059052015,4.6150329670566075,2.1997664489238145,2.33139566011269,-1.271823777799844,-1.8501164434061705,-1.645324919863067,0.7790553127980416,-0.7113398217675353,-2.77117159597818,-3.353517685851937,2.7458289820393116,2.1422270988495256,-0.9669163508531089,0.2989256487621954,4.391633261430242,-2.788713878701794,-1.9130427760055952,1.4786505106184695,5.901467979839219,-0.47360235702943626,-0.5396144897241212,7.714246670374012,3.8228232906227664,3.4244193622251555,2.208893786904766,-3.066478281665134,2.7403867752621784,-0.6802785063032387,-1.3067326901048906,-0.7507103123809581,1.98017238349698,0.5591434047699578,-0.9521931241417579,-0.04656754128995597,-1.5428159996692299,-0.7280106781695301,-3.503871824281215,-0.23625115626949603,-1.4961731825456486,-0.2635202852590859,-0.2929820637458914,1.5031632722742267,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099352,-9573.80964564949,-2705.9911674568693,-2616.548834204181,-10197.113459986262,-17831.151732467948,72.02086521512105,131.79221857275834,27.66731599403301,-32.72128730598826,-16.276635587960996,1.4223694272562333,10.42874290674721,-8.633628424573553,-2.1027411114515675,1.8341471587630591,2.1270773249706334,-2.3154080509288932,1.688853404920079,-3.608801406466342,-1.6306887104367793,-5.139481559788894,5.134421428042688,-0.5070598046526754,1.3906893883179001,0.017945616162004564,2.381978428591616,0.054417643076472,2.460128603802537,0.4510759312154398,0.16329326691781337,1.2188917801791284,-2.3202727215896726,-0.888117212294905,-0.13470817650433511,-2.408287525934988,0.21625815128606174,0.44874542176136456,-1.1732739787006774,1.2947886631687953,-0.25743442875370326,0.2882198973491658,1.0021661670050914,0.632193325645842,1.1515381069201658,0.23365228236434024,-0.2767692704548192,0.8832368162475347,1.126164489244962,-0.5528863657899956,0.13549074008505338,0.35291731448708025,-1.7381608890158522,0.5793502825315809,-0.1565082160619716,1.358830380452623,0.8197269851004145,-1.8521444935534754,0.34854984096132746,-0.38163446541591556,-0.04318626740343094,-1.4260474458485017,-0.23170882954202046,-0.06784833550680594,-0.5352086706990182,0.1869120425377381,0.6711020270559721,-0.057126251375591415,-0.22237481556997576,-0.3841690663219993,0.2683509466368432,-0.13057050070720871,-0.012661599826686073,-0.4355238675442319,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265425014,-35785.16322192113,-7061.455555444029,-687.2164349687122,2388.2254225573597,12668.329366015152,-274.9564062899318,-20.814828108010584,-35.92463622597194,14.692371863570804,1.2317877670532122,13.320668196999057,-6.321199368368368,-3.185742950913923,7.218843764420899,1.819101080045523,-1.1274670909605125,1.3977065713291819,3.849041868835972,0.7257649018597271,-4.65681455204489,-1.917305473514928,-1.1916863790382908,1.9510900924635317,-2.6483695345065756,0.2816296106106014,1.1817040098043725,-2.292576045038746,-1.9099505433162436,-1.1614643537524572,-2.195650865470118,2.1761665345069887,1.760565215134691,1.4919127788392326,0.16996258255938185,-0.3074446828460842,3.2820222853560437,-0.0963660118823837,-0.8619394450705696,-0.0194230934186424,1.7436283184589467,0.6264437376958586,1.7051576056235158,1.805470662497031,0.06884620814070472,2.0772827544215224,-0.6699526371315571,-0.11831317174068061,-1.985699852104962,-0.7436937062128257,-0.8284988595338564,0.2489959127603286,-0.42934662019480124,-1.1408903241009158,0.9441074090337471,0.5738619734496138,-1.1422483271403565,-0.6156352005305247,-0.038375715438375514,0.08634232149290712,-0.25408106849471046,0.9845054574078317,-0.20974641662012553,0.7869112979341162,-0.10842650497175198,0.046518736784051225,0.45311112192944003,-0.7482338779472101,-0.5326689266413027,0.23470316694511056,-0.9369390700143237,0.1010771459483208,-0.5288508273903022,-0.2006127007733911,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.13917385816,-21798.100385055168,-6011.289906149998,-4101.712284666212,-12190.475770455347,-26349.654996957324,-117.94943480175469,134.23409769573715,7.2782431347775445,-27.485834077279016,-24.157693205214745,10.229552526172597,16.653094437639307,-12.681794623969413,4.5639114098197355,4.153199458135076,4.572745426967092,-3.0627865264910983,-0.6490324609941683,-3.7286043407582463,-5.615166523950352,-8.3456255272187,5.425034514875305,1.7129634950338373,2.3993786016984666,-0.6832481005490224,4.392605833804833,0.22621691066514876,3.6484097248638423,-0.4666273802653673,0.8040156429689062,0.8742266666987422,-1.1514054217371128,-2.3649189319644286,1.6481133898186824,-4.725104073404115,2.2083940887218816,-0.9110885853648157,-2.595670314707203,4.1131645810389275,1.5991374763929067,0.050273702294835486,1.5466152697383628,1.7410245046176114,2.4353854656492646,-1.191475148712233,-2.3637989420672922,1.6876350797541817,-1.1549294697667696,-1.005644031348926,0.44892305267681776,-2.032913826556833,3.0273903206628945,-0.02836661509809955,-1.558572170464958,0.24173011270096115,-0.21419738890755177,-0.980471918294487,-0.3346017059474478,-0.6375528707011353,-1.8779786211800908,-1.742990940991194,-1.545198689354455,-0.44480819856912407,-1.4632603290564778,0.83348511227352,0.6928247972070728,-0.5481060705621785,-0.09466631766380132,-0.22866018548564127,-0.09141851615098738,-0.14786876158911863,-0.5507186879877808,-0.13989147816667713,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120587,15728.83756040322,5074.202109515394,-138.71971717669314,48.819936614795424,-6853.808260112999,461.3674304115066,-156.27617828856862,-1.6974391862925373,-19.25778056751837,8.573076278790172,-8.89003488989333,1.8454905418859497,-0.7011063519985037,-10.293317418217644,-1.0176650461920065,-0.33123441682370797,-0.10173532307008294,1.3818761134385582,-2.176789034148648,6.883968055944939,2.0886409456458583,0.6703744877742136,-2.5999041147990707,-0.7886036741084828,-1.1115741636081085,-1.0278024871411335,2.201962187364405,-0.2783431589120991,2.416477096666974,-0.4107924741258974,-1.506227478075027,-2.14212903084961,0.6911415400763733,-1.043878744475943,0.3276807027881462,-1.5116721844121837,0.5487610878027858,0.07449676782948732,0.6296472692951703,-0.7583020987438176,0.2356393930071495,0.6123382606485963,-2.360973929402651,-0.12763616482173448,-1.6623802698522172,-0.6082688415389085,1.8068545908910507,1.0611833138264741,0.21554005860341152,0.13460172224950653,-1.7078412370813114,0.7135684800867763,-0.12677177082593563,-1.2765513899843575,-0.20357696300628053,-1.5341027181357598,-0.4082778216303355,-1.481591213315998,-0.9276384867292999,-0.6741209781413022,-0.0837588154101514,-0.7640078737580523,0.5745150241466226,-0.9139537830768785,-0.029926186853138557,0.3350685492795049,-0.5997150556791706,-0.2617528307732021,-0.3961143866305112,-0.03631744488195335,-0.20795035568018733,-0.43020273852923013,0.32172257010966954,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.303415437615,3720.247692908019,-11071.459571656222,-1125.2699902355491,-40598.872011907624,4146.316027632592,402.21124994028264,-224.27676462197402,-71.25589112148026,-35.79793447782878,-22.76980198404211,-17.92398848317679,-7.452555309172106,12.188555995322888,4.556204636669319,-2.0714573726303103,3.7023204763980986,0.18014172951674623,2.8533886262327854,-10.462605815921373,-3.24503596652201,-18.03081391905378,11.160711328155598,5.9754185226367005,2.6191508114471453,1.5440404989340795,4.943118485194992,-3.0710103147052106,-3.7565520977038425,1.3152888511822327,1.8056473329424243,-0.11025352856661325,0.6747099688807185,4.58779110342082,0.9550932258159285,-0.11116181205423119,14.301264205493904,1.5016315264529962,-1.2378354939445682,-0.9260087008738471,-5.9110586460267225,2.6103572774742854,-1.5066304595672952,-1.307532037869584,9.491635345876979,3.2327861592191365,-4.214251724426656,5.399558156832783,-3.9057849081866443,0.7652775433551846,-1.3552510735758463,-2.8214839362855275,-3.7631751471193113,-1.8503938570362681,3.947532285753927,-0.7486316852018382,3.0676944796173506,4.692520283373602,-1.0081381942721577,3.039040974137506,-0.31639045962532053,-0.19180648798534092,-1.2858075912650528,0.7959601565826925,1.0950323434731308,-2.034847187914085,-2.372046173266346,-0.349732867995251,1.0368628581766641,-1.0121174333562306,0.7699412738422159,-0.7486724999765195,0.5806387551701552,-1.0660022457015206,2.147725643,1.552274357,1.85
-178537.71721144032,11070.30038061556,-15281.92815922858,-2096.792467401849,-1328.304412246638,2581.8477796394445,-6092.918508220896,-531.1698491694082,-245.0479898781244,9.499050756431885,-25.10961903742866,10.451269743734926,4.441364873427759,5.468661439279479,-12.537192514610458,2.0880512451977817,0.8830053181238267,-1.0913346163924709,3.4659406291999515,3.2229115408718094,3.586148178958593,3.9399389150944,3.8732270298513045,-3.056650938958249,0.8017529125908984,4.232157817842345,0.7009818182805349,-0.44424875412968856,1.6785208823666795,-1.5030491044939602,0.048658413240177875,-2.761622376263507,1.5773710280796742,0.38530382181573103,1.564476491715727,-1.2462171909384798,-0.21029857022517578,2.7192280857593487,-0.15493202339504808,1.0647625133494814,-0.7718960608885107,0.9702897963457306,0.2016076631612461,0.40305732626474844,0.5192167982973555,0.473693217270112,0.5152737975720362,0.13363193255995534,0.604471216091139,0.00502804518422858,-0.7926143945453851,1.192197120023612,0.4465801226011344,-0.5525170099573852,0.01098092803767507,-0.03317859211634188,0.1976235548324095,0.051770747202071386,-0.5189508290891084,-0.39866151827779456,-0.31539613688586465,0.7134921515402498,-0.14318597136354244,0.6628054858595623,0.0796878873705342,-0.357130968019007,-0.4054427147187821,0.0735299427306765,-0.14946561343579914,0.25126846708367406,-0.3971057163775026,0.67259343472935,0.3852645538998066,0.28349211457939927,0.12884406099059123,3.394160216,2.89155407,3.142857143
-4587.588432627545,47064.659999527044,-11133.250748088745,-2744.8423203437183,37080.50173401886,-19604.60689361926,14047.280940940567,-419.82023410307784,535.5186392578654,-43.30457823528403,13.78165081099944,-18.94661399308081,-43.864251500941464,12.738761184333129,-5.522392011535279,22.936551770738678,-7.377522025287465,-29.94187855444467,-22.86902304931107,-7.159438740818388,1.6607992040840087,31.74047479626859,-1.048356196863866,-27.01453948842732,35.149819897953606,-7.409813958982251,-28.314108326753708,12.421433361128251,33.191583120727664,18.26746515591755,15.21066024192563,-14.819539472600379,-24.999526001115967,9.096357179076636,3.5356215878698443,-10.083974829395345,4.270442317221056,-18.070093240159448,13.787820286705573,-7.845512376768912,19.916189669091487,-0.6296693238799214,10.103844717216294,-1.409211511257331,-0.04826860186826445,0.031146031704704306,-1.8288544013857806,0.8169974604719036,-1.873462651514165,-4.3098760178628535,3.341564558202097,3.5835333874834245,-0.4161296920087554,-0.919204982654434,0.7941861082300103,-1.1517818621833615,0.5246826991348682,1.0406935948431717,-0.5818395876775647,-0.25997324315160586,0.8314965237480579,0.021422372028741386,-0.05369924945732864,-0.7736941322794287,0.10996687669200605,0.53703286243451,-0.6332363015866126,0.9269995001304363,0.2173288464771341,0.7092983314791418,-0.1388142286567178,-0.005302090363190729,0.048550142997630774,0.41146198211827045,0.2859889522742201,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.90039240341,-15229.401396700896,-2091.6888881736427,-1344.1801453921537,2533.949006172248,-6278.294552055523,463.68408586803525,-209.25129845027385,7.879651851027979,-8.58913591886514,6.817128591995493,3.753507756618802,9.86161374634709,-11.49588274321662,-3.0441357216501888,5.139000116865419,1.2109762394207872,1.6227210070220826,-0.5062864392865534,0.9525717402706331,7.380027072663077,2.856465000484812,-2.003752638251727,-2.685418501785286,5.694409467594679,0.07764487571098648,-1.1631806960582964,1.7722949470380427,-0.4411402225750003,0.9198180622078027,-1.9777287445352112,0.059387962487302354,-1.1625866387805468,1.867947419996298,1.1406031088673538,0.6460455493385786,0.5577314101145071,-0.07979121891094368,-1.561576004072133,-1.2617989311194553,-1.1848984734423116,-0.815491543104738,0.6075377832601542,-0.6692426162465055,-0.9666323622573175,-0.8992958999843197,0.8400477986135627,2.6839714830895027,-1.6760127681603372,-0.6305927847292936,1.458380189921201,-1.806003908934826,2.01866967539551,0.7615855254629454,-1.3488427671498224,-2.2525335945475518,-0.38053853837663987,0.35341801508880033,-0.12563555781403576,0.021591961900688243,-0.6609591520624993,-0.5156937971185712,1.4193498954952875,-0.857110305302953,0.16917048037945978,0.6741636779032993,0.08248625570241974,-0.4803264332578056,0.3129863572011396,-1.1871019358203803,-0.4341870939474957,0.34806822201873605,0.7159230897620681,0.30185580905949594,3.324814232,2.847599561,3.086206897
