fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,CIHigh,CILow,MOS
-96471.00174229167,20285.01670098961,-25410.006765650007,-7633.307763182722,-24941.318047789937,12721.709091305542,8548.169920031782,-301.50125284107884,-210.2820954807975,42.33793567339887,-2.370388709730052,5.430859651489748,-0.36447621972487254,-0.8000090362880816,3.6880729351778774,7.728801922519603,1.4801301704551761,15.028038423524402,-0.9939014244081759,9.482739157961367,-23.99626994884679,4.901344333709628,-16.451108376805823,-7.032567837130016,-4.145897697829604,5.969337487145968,5.313060807828009,1.408317794287998,-3.0342248040875095,2.407534507013269,8.099097685373634,0.14695675348359463,0.46942545527047136,-4.656155546884034,5.794130190453848,5.084001604033656,4.361626399225786,-2.00423531583965,1.4395537021730105,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107825,1825.2229904363405,1789.74351549707,-1099.5449269987475,938.6065054827034,-11692.763481911108,374.42029589160296,-13.665976903468772,-20.577049622400057,3.548500295034343,5.221299629465685,-2.2508080416741847,8.796475162485876,-10.58866707346665,-9.526729516434502,10.432984697240885,4.432457195738286,-6.258055034107412,-4.4262037131814145,1.1904634928443918,14.891150540650541,3.2337198186953944,-2.8620125279782465,1.992286278941875,2.391853953326122,-1.6892071392214445,0.08909541392842166,0.6726207335145796,-4.593137681519014,2.9570534508763373,-0.6480123247592877,-1.2260177242189234,4.615033040773011,2.1997663545418917,2.3313954726587354,-1.2718236627258317,-1.8501164889894028,-1.6453250514190394,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099408,-9573.809645649462,-2705.991167456889,-2616.548834204217,-10197.11345998617,-17831.151732467715,72.02086521511207,131.79221857241353,27.667316001429224,-32.72128721617582,-16.276635627324985,1.4223694291632147,10.428742857995426,-8.633628503419182,-2.1027410992994553,1.8341471465012569,2.1270772977735835,-2.3154080307085736,1.6888533900078824,-3.608801395795148,-1.6306887050078633,-5.1394814960794415,5.134421507033649,-0.5070597971801464,1.3906893503390232,0.017945616303742938,2.3819783361425007,0.05441764449804164,2.4601286789985095,0.45107594579465343,0.16329327263783558,1.2188917983810292,-2.3202727586624476,-0.8881171741681146,-0.13470816564666782,-2.4082873080105234,0.2162581566034479,0.4487454576814204,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424949,-35785.16322192116,-7061.455555444086,-687.2164349687839,2388.225422557336,12668.32936601499,-274.9564062898988,-20.81482810795755,-35.924636235575726,14.692371823243363,1.2317877700297601,13.320668214860518,-6.321199338817996,-3.1857429800065464,7.2188437227042375,1.8191010678845212,-1.127467076535215,1.3977065591175308,3.849041834835623,0.725764899699789,-4.656814536569099,-1.9173054497195847,-1.1916863973688179,1.9510900636951853,-2.648369462177892,0.2816296127844204,1.1817039639399889,-2.292576105045826,-1.9099506017014498,-1.1614643912868827,-2.1956509423792703,2.176166567011538,1.7605652432687,1.4919127147928455,0.16996256884606592,-0.307444655063894,3.2820223662191776,-0.09636601961442137,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858128,-21798.100385055084,-6011.289906150039,-4101.712284666252,-12190.475770455218,-26349.654996956953,-117.94943480174409,134.23409769538395,7.278243136720284,-27.485834001837173,-24.15769326364673,10.229552539889326,16.653094359791208,-12.68179473978309,4.563911383433356,4.1531994303697894,4.5727453685594925,-3.0627864997378427,-0.6490324552809535,-3.7286043297008877,-5.615166505299196,-8.345625423717747,5.425034598342545,1.712963469780867,2.3993785361538484,-0.6832481058228314,4.3926056633186805,0.22621691658700518,3.6484098363766146,-0.4666273953604037,0.8040156711320628,0.8742266797594676,-1.1514054401288214,-2.364918830480841,1.6481132572490282,-4.725103645911552,2.20839414313903,-0.9110886582149271,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.66344712054,15728.837560403219,5074.202109515441,-138.71971717672702,48.81993661476842,-6853.808260112895,461.36743041145104,-156.2761782881584,-1.6974391867478058,-19.25778051466036,8.573076299522926,-8.890034901813578,1.8454905332588003,-0.7011063584009809,-10.293317358743192,-1.0176650393888234,-0.3312344125805711,-0.10173532218211934,1.3818761012345793,-2.1767890276929562,6.883968033048039,2.0886409197530456,0.6703744980901316,-2.5999040764488583,-0.7886036525688279,-1.1115741721961439,-1.0278024472499048,2.2019622450019147,-0.2783431674039467,2.4164771746709013,-0.4107924885150995,-1.5062275005691852,-2.142129065063865,0.6911415104011465,-1.0438786605593529,0.32768067313287036,-1.5116722216462535,0.5487611316764696,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437585,3720.2476929080262,-11071.459571656313,-1125.2699902355712,-40598.87201190721,4146.316027632537,402.2112499402353,-224.27676462138524,-71.25589114052947,-35.79793437957202,-22.7698020391127,-17.9239885072104,-7.452555274333628,12.188556106632168,4.55620461033892,-2.071457358782767,3.7023204290778597,0.18014172794202774,2.8533886010108547,-10.462605784999147,-3.24503595573092,-18.03081369549492,11.160711499856495,5.975418434501965,2.6191507399094407,1.544040510880355,4.943118293347911,-3.071010395101754,-3.7565522125045137,1.3152888936494893,1.8056473961905226,-0.11025353020894803,0.6747099796431236,4.587790906555704,0.9550931489940836,-0.11116180199841665,14.301264557802204,1.5016316465476285,2.147725643,1.552274357,1.85
-178537.71721144035,11070.30038061554,-15281.928159228584,-2096.792467401864,-1328.304412246651,2581.84777963941,-6092.918508220811,-531.169849169343,-245.04798987748117,9.49905075897333,-25.109618968508762,10.45126976901482,4.44136487938291,5.468661413715107,-12.53719262910391,2.08805123314022,0.8830053122210769,-1.0913346024588535,3.4659405989230176,3.222911512426073,3.586148168323921,3.939938902004338,3.873226981816437,-3.0566509859867317,0.8017529007589858,4.232157702243233,0.7009818236959839,-0.4442487368896687,1.6785209263108734,-1.503049150437352,0.04865841481450592,-2.761622472997328,1.5773710516355497,0.3853038279745382,1.5644764245679041,-1.2462170907233436,-0.21029855119044555,2.7192281527433333,-0.1549320357726022,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.659999526935,-11133.250748088749,-2744.8423203437546,37080.50173401924,-19604.606893619057,14047.280940940384,-419.82023410303145,535.5186392564581,-43.304578246856316,13.781650773170956,-18.946614038901565,-43.864251559758024,12.738761124781222,-5.522392061959359,22.936551638214667,-7.377521975960451,-29.941878171687293,-22.86902284957055,-7.159438677551388,1.6607991991662887,31.740474690737315,-1.0483561839299462,-27.014539904128902,35.14981937949972,-7.409813756516892,-28.31410854549187,12.42143287901944,33.19158398956872,18.267465714363638,15.210660732982085,-14.819539991694246,-24.999526374471817,9.096357324317578,3.5356214362026073,-10.083974018427122,4.270441931016412,-18.070093685379092,13.78782138931272,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.90039240339,-15229.401396700903,-2091.6888881736572,-1344.1801453921703,2533.9490061722227,-6278.294552055441,463.6840858679812,-209.25129844972454,7.879651853135196,-8.589135895290172,6.817128608483152,3.7535077616518446,9.861613700247291,-11.495882848200413,-3.0441357040590034,5.139000082509906,1.2109762239389879,1.6227209928498512,-0.5062864348187013,0.9525717374414011,7.38002704812529,2.8564649650654372,-2.0037526690814165,-2.6854184621792223,5.694409312050687,0.07764487631565777,-1.163180650913234,1.7722949934338423,-0.4411402360542213,0.9198180918822361,-1.977728813810908,0.0593879633760083,-1.1625866573496564,1.8679473398325668,1.1406030171298036,0.6460454908671184,0.5577314238571563,-0.07979122530349007,3.324814232,2.847599561,3.086206897
50030.00805463147,-10113.997947689419,-35856.497589709215,-7070.235058568749,-668.2179192098934,2441.9449831014385,12881.30933145513,-274.72895612138586,139.77415770578685,-50.994560446460085,18.223683299090183,-0.6449472813150933,13.212484480062368,-7.152106619943045,-4.6225963741281895,3.343655795086435,4.010889732094127,-0.9177599103539236,0.5021269723407894,4.386049279136035,3.7249542823848194,-1.186471357486257,-0.13967683149394597,-5.986586613547974,1.37268918326137,-2.1314616007056895,-3.2525567470255443,3.040587879812755,-2.4910826877494587,1.3759660428153226,-0.0015345669644540362,-2.5276856145194824,3.4477465529645515,8.023850636994712,0.09615424629943377,1.9428984662689825,5.09313312753797,4.184754435408193,-4.116637444293317,3.599130983,2.900869017,3.25
-125345.1197158572,-14842.065660352822,-550.0972767851946,1293.406003820169,-560.8143237254037,1119.0146444204288,-3469.914771115682,505.6260928191773,-147.99195626039156,3.592748317302934,-8.18454887443561,6.667883715769621,-3.8273242127338567,3.363393243594461,-4.182653731564937,-6.369863844873618,1.4030069362961117,-0.4398053784841317,0.0046088317710279506,0.9871750516496207,-0.914474261322183,6.739491425777826,1.7003570373226562,0.6570473656407047,-3.038032821822919,0.7548355532337507,0.041673718615926794,-0.7121113772887292,0.39091476473537734,-0.6664519944911321,1.9439361355927613,-1.1296768939544226,0.28071071545804355,-1.7256635785747394,0.9617908197530347,-0.7472610135774532,0.8374212512561193,-0.88428024833161,1.3822045782332377,3.954853907,3.366574665,3.660714286
-49001.25318178599,-48167.38971145768,12787.790589645305,4259.833315192698,673.1571690430259,-566.3248469977641,3515.661438728147,611.4324764467127,-44.6399068273558,-46.94162186589819,9.787047680075887,6.176204641825023,-6.933410828997501,-11.01263053332114,8.03194218932997,-6.734829236073849,-3.3424083338973998,-1.153944844396417,-5.149720886990251,-0.7903692243536831,-5.794291005151402,0.6074057126883512,-1.2292181354467029,5.609900949992463,1.1992161072774685,-5.076926731363312,3.0794541360183816,-0.8200641683702327,-0.37034578005704233,-0.6375756945412874,4.474410528593479,0.49720505411549637,-3.265252011080299,-1.1808718754977592,-0.9122438812052156,0.8439352090956623,-1.7751872643551243,1.1133818385338201,-1.2238316167174021,3.453428328,2.925882017,3.189655172
347922.2314522346,-32285.9589847646,-16536.08615006623,-3524.2664239157884,-796.0985257861581,-4945.407346563493,2571.0582169450167,-525.2452499739225,117.82768750183433,73.28616825757814,-6.671406990433033,5.796977987770927,-3.1326573072027726,-1.8873834080143579,-8.871732228597402,-0.04093926968658475,-1.222754331009081,-5.073751513257779,0.1923630749276798,2.7103565013136697,2.6805308553726053,-0.04959984886686675,0.6440132779912824,1.2754525423660497,0.45969473952261763,-0.32227334108312894,2.7969737306871187,1.2221361455063555,-3.2693591640442525,-0.3298868832781699,-1.8628770938682593,-0.19757793816548586,4.053488255349141,0.5252314926800566,1.1139661619431016,-2.862834318507313,1.6149356410867828,-0.9413032363467416,-0.13848668170486736,4.785550297,4.325560814,4.555555556
