fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,CIHigh,CILow,MOS
-96471.00174229169,20285.016700989687,-25410.006765650185,-7633.307763182711,-24941.3180477896,12721.709091305596,8548.169920031945,-301.5012528407093,-210.2820954885846,42.33793568862899,-2.370388715297333,5.4308596728767995,-0.36447621832367905,-0.8000090427703919,3.688072916088263,7.728802002022769,1.480130181351756,15.028038629063659,-0.993901440296364,9.482739310862128,-23.99627022573986,4.901344318978472,-16.45110875725249,-7.032567744417222,-4.145897769254074,5.969337666708256,5.31306071480958,1.4083178549735476,-3.034224737636217,2.4075344454012217,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107863,1825.2229904363542,1789.7435154970665,-1099.544926998732,938.6065054827076,-11692.763481911317,374.42029589118056,-13.665976903972885,-20.57704962979646,3.548500303354289,5.221299650001455,-2.250808033027068,8.796475234072808,-10.588667018578144,-9.526729614393009,10.432984774259802,4.432457256304585,-6.258055134402793,-4.426203784923492,1.190463506518164,14.89115049584942,3.2337198935460734,-2.862012490282864,1.9922863132444182,2.3918540252009888,-1.6892071097846257,0.08909541776046295,0.6726207187599249,-4.593137564429287,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099463,-9573.80964564953,-2705.991167456882,-2616.5488342041717,-10197.11345998622,-17831.15173246804,72.02086521503139,131.79221857727075,27.667316011374893,-32.72128729289674,-16.27663569134025,1.42236942369876,10.42874294286626,-8.63362845866513,-2.1027411209200886,1.8341471600409147,2.1270773268348924,-2.315408067809056,1.6888534173870577,-3.6088014373114743,-1.6306887001055674,-5.139481615051868,5.134421439408227,-0.5070598059122075,1.390689392127795,0.01794561598834553,2.3819784385968474,0.054417643307562526,2.4601286162702967,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424987,-35785.163221921415,-7061.455555444074,-687.2164349687748,2388.2254225573565,12668.32936601522,-274.95640628958915,-20.814828108723894,-35.92463624848971,14.692371857692462,1.2317877748735038,13.320668163685323,-6.32119939026114,-3.1857429634940635,7.218843796931137,1.8191010813137958,-1.1274670919552634,1.3977065815247822,3.8490418972479126,0.7257649080794629,-4.656814522560031,-1.9173054941065684,-1.1916863816770171,1.9510900972919683,-2.6483695417609088,0.2816296078868442,1.1817040147685856,-2.292576054756283,-1.9099505529933467,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858166,-21798.100385055233,-6011.289906150025,-4101.712284666187,-12190.475770455287,-26349.654996957423,-117.94943480161004,134.23409770033115,7.278243139337434,-27.48583406628276,-24.157693358657756,10.229552500589485,16.653094495316484,-12.681794674044266,4.563911430366088,4.153199461029913,4.572745431032785,-3.062786548821011,-0.6490324657941315,-3.728604372597175,-5.615166488409289,-8.345625616909116,5.42503452688544,1.7129634992719898,2.399378608253033,-0.6832480939114539,4.3926058522539515,0.2262169116317304,3.6484097433575946,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.66344712065,15728.837560403328,5074.20210951543,-138.71971717673603,48.819936614777504,-6853.808260113018,461.36743041093035,-156.276178293919,-1.6974391873580723,-19.257780559813657,8.573076333240897,-8.89003486765994,1.8454905482779775,-0.7011063547665842,-10.293317464586696,-1.0176650469022277,-0.3312344170989031,-0.10173532380899813,1.3818761236262842,-2.1767890527438594,6.88396801233567,2.088640968103363,0.6703744892650606,-2.5999041212137053,-0.7886036762629458,-1.111574152834838,-1.0278024914593287,2.201962196700298,-0.27834316032557027,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.30341543765,3720.2476929080512,-11071.459571656285,-1125.2699902355562,-40598.872011907406,4146.316027632624,402.2112499397813,-224.2767646296523,-71.25589116614317,-35.79793446350656,-22.769802128665837,-17.92398843835017,-7.452555334983369,12.188556043451712,4.556204657189743,-2.071457374074287,3.702320479657259,0.18014173083409113,2.853388647289722,-10.46260590531291,-3.245035945986327,-18.030814112890987,11.160711352853347,5.975418537390628,2.6191508186035604,1.5440404839776165,4.943118505963634,-3.0710103277323504,-3.7565521167329328,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615583,-15281.928159228692,-2096.7924674018814,-1328.3044122466226,2581.8477796394272,-6092.91850822092,-531.169849168744,-245.04798988651308,9.499050762387425,-25.109619027382426,10.451269810118719,4.441364862320139,5.468661458219401,-12.537192564116953,2.088051254608819,0.8830053187394449,-1.0913346173825293,3.4659406544725746,3.222911564671491,3.5861482095861597,3.9399388901540053,3.873227071469287,-3.0566509457298174,0.8017529145620025,4.232157829408805,0.7009818114876215,-0.44424875600183383,1.67852088949466,-1.503049112113058,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952712,-11133.250748088818,-2744.8423203437355,37080.501734018755,-19604.606893619155,14047.280940940638,-419.8202341025583,535.5186392761966,-43.304578262424705,13.78165080548441,-18.946614113418487,-43.86425139124058,12.738761228452233,-5.5223920333338565,22.93655187405743,-7.377522030426107,-29.94187858070075,-22.86902321605815,-7.1594387936672215,1.6607992182229296,31.740474595228083,-1.0483562081449889,-27.014539548321395,35.14981998472971,-7.409813979130607,-28.314108052065528,12.421433413248433,33.19158326155239,18.26746524850275,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403433,-15229.40139670101,-2091.6888881736522,-1344.1801453921507,2533.949006172234,-6278.294552055553,463.68408586745716,-209.25129845743743,7.879651855967227,-8.589135915428772,6.8171286352944325,3.7535077472316085,9.861613780501964,-11.49588278861029,-3.044135735361641,5.1390001204474896,1.2109762404843398,1.6227210188525707,-0.5062864430208311,0.9525717484041516,7.380027025921784,2.856465031180925,-2.0037526426922536,-2.6854185084193514,5.694409483153644,0.07764487496788706,-1.1631807009476696,1.7722949545583606,-0.44114022481148296,3.324814232,2.847599561,3.086206897
