fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,CIHigh,CILow,MOS
-102559.46708534396,-3239.4872116981983,-17240.12791168292,-2545.7015760439895,-900.2663419025159,2439.4977114888266,882.9946881068915,568.3023886464931,-115.81654088718102,11.456193679129145,53.284106475669304,15.250998030911772,3.857237033,3.384142278,3.620689655
216089.48208071644,-23656.942361439887,20048.952872207105,-33869.24849749358,38890.54361874692,23529.523560840094,4136.746243540144,-372.51119375280456,26.86307515048145,57.657859300139414,38.770968575843206,7.745288545430199,2.986568337,2.293431663,2.64
-196314.94908131598,9595.508776277948,3161.7653853085635,17493.760749667137,4146.381794015095,833.4866999164788,-10676.259158493223,-607.6863165638689,-228.0386388925476,23.856263344745752,-23.092906151177473,-14.759624416619792,3.319639376,2.7838089,3.051724138
99227.65415197522,-4755.525827243188,-33862.49421533346,-6835.916160388173,-1189.5456986259253,935.8738712843477,7030.301689272241,609.46729450299,138.35032382348172,-64.34715881447893,-7.553299524508553,-12.157825297149529,4.386792309,3.909503987,4.148148148
344064.3178804672,22136.996948818694,46198.865962768294,-36004.34865211601,-17609.99560903615,39153.56283517933,-8098.2199239973625,394.5488648289444,-434.3976439307228,-80.65005285831278,42.20017100434753,-51.135453622628674,3.075559963,2.385978499,2.730769231
-48589.140470190294,-48122.913162874414,12805.278004868842,4261.973145525513,668.7992030794272,-578.9998940271122,3466.4788485305635,610.4194372234161,-43.99335346039978,-46.76478029312001,13.365235253155245,4.852627402089248,3.799760206,3.165757036,3.482758621
-166880.55042359012,30994.275163914637,-30775.682622413526,9759.98800576874,3638.3243674520204,3951.8807625749537,-112.26104296584072,554.1667178057562,-183.44116162779332,39.91476289627569,-13.680846007603284,-22.043396524875458,3.523768328,2.976231672,3.25
-184052.13990181385,19156.951573615865,-9777.272752282603,-2871.8654300375442,-16308.653475035588,8076.325763280153,-4610.20302384681,-505.38231838877505,-143.59977273215475,-10.09737855700005,-8.248002390539352,14.303307026348953,3.28166657,2.785000097,3.033333333
-170157.87200199743,-15009.352833638808,24267.122355162028,3818.473246656494,-23867.429968744615,8942.576401372477,-3805.3939225284207,-479.7599776258852,-147.18345801828937,16.79502681110549,-1.7739013226286031,0.8064359051219081,2.790403103,2.276263564,2.533333333
-182389.01502354728,45316.294066054004,-22849.537328775004,4182.8574200482135,-11739.308752691113,-6948.161866914586,2120.73801213339,-502.04358009688355,478.63658056531835,139.2154205798665,-21.077030842138164,29.931553640173785,1.868626477,1.476201109,1.672413793
-102740.1310454273,-3260.896836916467,-17240.38838310694,-2545.4157845415048,-898.155150366093,2443.771138859437,903.6443111187218,564.9472035072365,32.15753841749963,-5.411818635854088,-3.920090898428192,-4.2066512970239325,3.720526178,3.246140488,3.483333333
-191915.69020242395,27885.88916159354,-8528.711275313626,12819.668571447031,-11036.567994416631,8036.713640643405,-3312.8013466268953,-511.20550087051595,784.4122641053463,-74.77838223534008,26.132624703036562,-33.04750162903796,2.518109498,1.948557169,2.233333333
-77647.1300255191,8549.655974164756,-33757.398423266524,-6355.234525824386,-1261.726421419804,3685.2650173062802,4948.850848655272,625.6334578695855,-95.57881019040975,14.085178751718132,10.025177229693192,1.3096927625214896,3.923636291,3.335622968,3.62962963
356237.2765391954,-8646.435842463317,22395.155366063318,-2283.4749004124233,-55927.04339150993,12311.989193696061,-2476.9663424299474,397.7494867252712,-6.625599319707422,-27.837099067574638,1.7133471191010996,-7.817766449355572,2.486585659,1.977700056,2.232142857
-156359.61151131234,-27291.71332072769,15718.158086640748,5072.757504565797,-134.52922290833885,58.97966703949285,-6808.125064963881,456.5535438255283,70.8603792137556,-20.99965192017897,3.446705373440283,-2.36170676354729,3.636244181,3.018928233,3.327586207
-155979.93954931005,-27251.67786510057,15730.910987404333,5074.5750491293675,-138.75146089454003,48.35510017481534,-6854.922636002746,460.7731197266288,-133.47158155106337,-3.4777620267601588,-14.278669618335082,7.9032329915184025,3.462234023,3.020524597,3.24137931
-13707.49704338054,58250.551724472294,20111.226174822637,-697.5644623939771,443.365352879239,-8291.012199422643,10305.111796286394,537.8525021873706,54.362018763507386,149.38401377758174,3.4646590443493857,-20.04424233840865,1.467294188,1.153395467,1.310344828
-111511.39139821591,-4217.331928559445,-17600.554249793262,-2587.4097101641864,-804.9756272806223,2716.950172121382,1959.5593662445563,-408.7576507805859,-162.29966478916688,13.016135937694402,-18.678826925433896,9.32497666649814,3.884859971,3.329425744,3.607142857
-5312.977245128216,36831.28296211204,65310.31231060681,6853.46340655109,3371.6306180590404,-13688.685519196519,25364.605778042198,-257.5472807674779,-351.0104655578664,17.594109349771195,19.142944145497157,-46.734392604634806,1.442300703,1.057699297,1.25
-213707.64668739523,-2212.974981114761,25044.849854822478,-3553.0286881068537,9634.634542500662,6831.152886313815,-17898.340631330153,303.1946675201101,-99.33587147894103,-6.245377720125456,15.154133120061001,-8.53553507697375,2.576073139,2.123926861,2.35
-161757.64749986108,21975.321307285936,-32128.94291774651,-5945.490945369564,-1604.2225568119268,4071.5312182267967,-1078.938130296858,543.9212534406508,-211.25191826228357,17.87460095638586,3.223959856071588,5.462228216088183,3.312221095,2.887778905,3.1
-77373.06945264204,-51259.12032247933,11640.217338242417,4125.327942557292,974.0574356792089,303.70657813769344,6896.1167612112085,-321.6948942665017,-32.27103269182697,-41.91985216739503,13.835733325337685,13.627663969108319,2.728559181,2.057155105,2.392857143
-101098.87213979197,6926.486666837627,47846.55527696801,-32033.438752514456,-11236.313187072203,-8964.16138994958,5658.712009568308,504.5003645790471,293.12344282648917,25.48909175565122,47.13377550946332,-51.332547924263565,1.424230754,1.075769246,1.25
234048.40473543818,-62878.926838941945,13983.4238735507,3807.011172243823,604.8325400245708,-5495.357314085434,1986.8032729191286,506.81492615363413,128.04540719693222,75.83231698201342,-8.696984606985362,8.356910006731212,4.392735837,3.814160715,4.103448276
-209627.37297721815,-10505.760635606244,18585.64541700586,5628.075747261402,-803.2589349860305,-490.058256884393,-16475.683550321908,-690.6710429254078,-263.9282367342689,-6.15637471121095,-3.2241910502236033,20.980100610267332,3.060916712,2.639083288,2.85
43566.18165511445,3740.3625775692026,-14774.153173959807,35625.04043198771,12291.008255225615,-46.98797273290165,7457.201436954588,628.9251308674637,-216.30716705631252,-21.93910586299203,56.215112285964516,-38.91277949133432,4.625796982,4.159917303,4.392857143
634664.4833016021,8022.255790935073,-22450.535901180523,-6087.790261845137,-3929.754471729121,-11695.964244109873,-24425.38975491333,-82.45090962006175,240.0324579310624,-0.5927046836770907,-16.80620786177488,-3.8843654199495297,2.694792401,1.945207599,2.32
317597.83088975464,-3485.1645196996537,6551.01284351337,-37332.044985261826,37717.59782069731,22447.37314363656,-849.4283033971651,-489.063120435398,-129.08718306585834,57.50865760861295,12.632660647989573,-4.91058790866016,2.746840825,2.218676416,2.482758621
-110981.10054968385,32011.896479447954,-28211.923480804846,11028.350826457043,6547.449936488603,-22466.145051317828,8402.593631113743,-469.48759899841406,607.9741651528814,-116.60766616287093,39.754730100786794,-12.206290801266649,1.513780279,1.186219721,1.35
10855.216251976,-32573.67093348371,-2311.6733309195683,617.2641883121494,-58.221278174172575,-387.5326440797937,3436.9545351922984,586.9416353974715,-14.764742294717731,-50.14313636270843,33.3870240515888,2.000446353467456,4.371789143,3.869590168,4.120689655
176344.484468376,-1831.1631625830084,41623.898310472905,27684.468121691305,58461.08654787985,21728.640333683266,2952.3000312611953,605.6545502533249,-345.61195443292684,-35.08050537816317,29.121507019828123,-71.15008231162147,1.965763382,1.498522332,1.732142857
-53392.24618411097,-18012.320848377072,11421.450224733213,-22287.368028365123,26262.63950832692,19340.51601407439,6372.1427215805825,-313.1289630353501,947.873515500049,-175.99399793321027,-214.51618586680647,-52.988163285619805,1.868626477,1.476201109,1.672413793
-190106.4398123921,695.2418077839017,1854.4766887905032,1793.513480779431,-1108.1538674192811,915.4386237068277,-11788.662119719973,377.9786295689024,-230.9286689358312,-0.32218525008315335,-12.695290945435488,7.739151503165263,3.448905722,2.930404623,3.189655172
-199001.3953729736,7083.478348272477,4253.352899396707,-3001.645729908355,-1536.1411062196462,-15509.460153443259,-11386.997057472645,282.0064380977344,592.7121662072853,-111.66428558252792,10.000387801319958,-38.0674311367935,1.362669765,1.137330235,1.25
104026.95410753023,-45195.95266948056,29712.556585773076,445.47236054823975,-53158.88612358064,18008.00613653743,20423.06888839316,-126.26330279984484,-120.00166033820585,29.724734462113833,-32.39962812003976,3.2081363780440992,3.576319397,2.84034727,3.208333333
389190.72284239816,48615.378784340406,-2411.5975295226963,16896.897913121968,55914.66786103435,21263.711932756232,-1180.871931916167,-540.581691103374,-381.11892066099955,-52.30876711730539,26.999615921910458,-30.26881521456473,3.95457961,3.30467965,3.62962963
97204.74851089483,-4979.347650117305,-33942.18420779332,-6844.768339544528,-1163.177416185205,995.1747963914195,7270.813269591359,612.1652701280407,232.95937864831416,-76.46632890082516,-15.30617478766821,14.88481863251525,3.002162168,2.354980689,2.678571429
-51096.59293513654,-48395.26188262557,12707.192109727092,4250.245137720448,695.556869029267,-503.46972672798245,3765.116563450533,611.522065684925,149.40763351798608,-65.57867654184481,-5.661759072006872,-1.4376703150547216,2.501572021,1.9811866,2.24137931
232965.8757405064,-62995.375019956045,13937.367352878324,3801.2928399210746,616.2979909418424,-5462.143193897856,2116.3755692907703,508.787130791788,150.85921186578008,74.66621754137788,2.894436676197751,10.625347717183574,4.400800178,3.806096374,4.103448276
-156881.11424114933,-27348.84334294225,15694.266962924547,5070.0446309713325,-129.14398535936485,75.6596416208252,-6747.042246044687,461.2032572443202,-64.94516926294379,-9.416523246828671,-14.450567029037455,7.505541391574724,3.432505962,2.867494038,3.15
-182427.4743251619,17999.632582843667,-12689.932056567406,-6868.314591549649,-1810.6077569309373,-13996.50564098257,-6308.239272201202,379.390925312191,-194.80993760441947,-28.110785612303715,4.266224827711814,-14.390402645276678,3.014959093,2.449326621,2.732142857
-163813.62765336706,21749.166463268495,-32209.156319098376,-5954.380185909514,-1581.8663141073343,4138.081483599737,-819.2645207428999,-450.8896051610914,-176.29643726727144,9.546024153397973,-8.846636914698747,33.53076670025038,3.551922047,3.103250367,3.327586207
446900.3969938462,-12433.825912072201,-30047.306096160777,-6979.597634437446,-1941.612155618913,-5961.056783816202,-2148.5770374516987,-640.46105253155,121.89868659168273,59.846989959726116,-22.59937942690487,-4.813773578047144,4.751477668,4.284236618,4.517857143
-162126.59825933375,-27921.841200338284,15479.956809281259,5045.304908306539,-73.20762136681667,240.6013190997412,-6109.353650857658,-522.7156068799451,-180.75007195477926,1.9207609935408707,-4.035116483433779,19.612854298823187,3.380332715,2.964494871,3.172413793
-26717.798145921075,-36667.71102989083,-3831.785987852302,438.9988270136149,340.07491335882395,763.3845797237096,7908.284908054439,-324.396469501986,-13.54011503965486,-42.259756930115906,28.03676966326622,9.880701001181302,4.373132173,3.780713981,4.076923077
-133309.22184593457,-391.2137909853567,1612.3835811245397,26405.45746271586,7818.673712393058,922.0083414471459,-1956.0858293167087,521.6705930258422,-117.73281946341183,28.935442129006375,2.962201755429917,-31.221822057923898,3.669138913,3.145675902,3.407407407
-224695.900335193,12602.15499422159,33152.343575498744,-9109.307895661657,-5791.288493951866,-4210.665215129058,-16215.878400345315,238.85161407716944,467.4668927386027,125.22359647566937,9.30336038791831,-25.586121444555772,1.659640274,1.271394209,1.465517241
-112286.88048184244,-10143.05127009256,28099.825686459906,40923.78622585463,-22708.15162386446,13738.45520847387,13930.237848378203,-223.13532452928777,703.6857017836458,-142.79002158668797,67.54557584948338,-69.34944805680793,1.786571514,1.313428486,1.55
-132848.52508760942,-15660.234905786834,-854.9481043551077,1257.8418659100987,-480.8777153142234,1352.4826710629848,-2563.562725139883,-475.2885060794076,-172.0089959761628,6.870479253051811,-4.324111916769407,15.588587181333974,3.846189416,3.296667727,3.571428571
36943.09035456156,3017.0100441502996,-15034.833737703357,35594.79390084437,12361.328100781102,153.8709637349954,8241.56276721116,641.1976358973867,-76.31618228314781,-39.304173590370624,15.472178435751188,-22.178243581740272,2.646890722,2.056812981,2.351851852
-210408.3876641982,-10589.186562058352,18558.33224446573,5624.4594269507315,-794.6837346567589,-467.65680175567985,-16380.6942066544,-696.244374973011,31.585326501189044,-34.355697232206744,-7.171494158164908,6.251107041046755,3.051922047,2.603250367,2.827586207
-125529.47621402457,-14861.66665488603,-558.1294203759738,1292.3678462967341,-558.8546736010354,1124.6558805516117,-3447.6332212316943,505.8328961381,-135.4957493675059,2.009273429180228,3.7849632778549682,19.008106950612422,3.772468808,3.193048433,3.482758621
-161907.1768225563,21920.51509834965,-32060.321462253884,-5929.498555178012,-1602.2108530751348,4067.5121882095527,-1090.9575456890823,543.5168021523143,-200.02599856169536,16.43611840142205,0.6175629914732735,6.239379576160013,3.460340236,2.987935627,3.224137931
-154254.64509202214,25077.723181466852,20528.219157763288,10455.160721404116,808.8603531026159,21532.980623119616,-995.9787941438873,562.719665999663,650.9751102051788,139.8277357796462,34.890445747548384,-27.06404675501123,1.765816215,1.400850451,1.583333333
-111800.11377080971,-4246.227563053481,-17617.12971499653,-2589.8765208456944,-801.9620125553339,2726.287268739745,1995.7596943533513,-408.01761088418687,-161.89575616843575,15.662825414994026,31.377437455259557,20.44570265034114,3.91045444,3.503338664,3.706896552
292511.23376993765,96535.42824215414,24718.941829645166,-3529.760690758743,-74.62619586319181,-16752.657640065107,11140.146262756181,-608.2121212931341,-170.67625304313913,-60.787765954480555,1.637845560138951,30.7955809728676,1.471686809,0.994979857,1.233333333
