fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989632,-25410.006765650112,-7633.307763182779,-24941.318047789784,12721.709091305758,8548.169920031902,-301.5012528421843,-210.28209548206215,42.33793567188014,-2.3703887087305904,5.430859647622832,-0.3644762192808474,-0.8000090350227473,3.6880729156454435,7.728801907386608,1.480130160103932,15.028038700086396,-0.9939014457528144,9.482739128227305,-23.996269693496025,4.90134431399711,-16.451108447916212,-7.032567802725154,-4.145897806274263,5.969337451999838,5.313060773017816,1.4083177826915432,-3.0342247783318164,2.407534483328699,8.099097600069292,0.14695675182618526,0.46942544942867465,-4.656155483140804,5.794130096421529,5.084001514158237,4.361626312517537,-2.0042352745616254,1.4395536648866287,-3.3008635957757426,0.7446061131700366,3.3619986270441484,6.574766803811698,1.0309711551964913,-1.1044155254528953,2.5755778690839226,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.279856310786,1825.2229904363555,1789.74351549708,-1099.5449269987425,938.6065054827186,-11692.76348191126,374.42029589310266,-13.66597690354853,-20.577049621681034,3.54850029354546,5.221299625668632,-2.250808038963836,8.796475148921036,-10.58866701717356,-9.526729497789574,10.432984624611615,4.4324572774812845,-6.258055168691532,-4.426203699425243,1.1904634801034044,14.891150480047736,3.2337198327621297,-2.8620125139445363,1.9922863310457846,2.391853939460479,-1.6892071280951897,0.08909541319141052,0.6726207278947539,-4.593137636593291,2.9570534202551966,-0.6480123174868504,-1.2260177086879442,4.615032978304469,2.1997663193924453,2.3313954321262464,-1.2718236378050167,-1.8501164504297234,-1.6453250091510165,0.779055363442292,-0.7113398735768129,-2.7711718110979833,-3.3535179940562534,2.7458292722104125,2.1422273327599615,-0.9669164710603061,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099426,-9573.809645649506,-2705.991167456907,-2616.5488342041904,-10197.113459986344,-17831.151732467948,72.02086521540195,131.79221857317805,27.66731600045863,-32.72128720244274,-16.27663561548384,1.4223694274506236,10.428742841913257,-8.633628457519455,-2.102741095183021,1.8341471337320838,2.1270773369944647,-2.3154080805008195,1.6888533847640255,-3.6088013572641597,-1.63068869837945,-5.139481518405347,5.134421481874136,-0.5070598104378035,1.3906893422898274,0.017945616187571074,2.3819783163758856,0.05441764403467427,2.4601286549213732,0.4510759411359224,0.16329327080530096,1.2188917829419665,-2.320272727247629,-0.8881171599952099,-0.13470816329850152,-2.408287260861073,0.21625815207296456,0.44874544614531287,-1.17327405501658,1.2947887574182322,-0.2574344487103333,0.28821992396508134,1.0021662729171503,0.6321933946866366,1.1515382501408011,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424961,-35785.16322192132,-7061.455555444134,-687.2164349687797,2388.225422557379,12668.329366015152,-274.9564062910014,-20.81482810807719,-35.924636234314775,14.692371817076884,1.2317877691315338,13.32066819882101,-6.321199329070342,-3.185742963072609,7.218843708572263,1.8191010552226081,-1.127467097318837,1.397706589178438,3.8490418228809395,0.7257648919870817,-4.656814517622981,-1.9173054580637718,-1.1916863915279825,1.951090114709343,-2.648369446833315,0.28162961092382277,1.1817039541204462,-2.292576085862451,-1.9099505830024985,-1.1614643792537058,-2.1956509177385257,2.1761665394441247,1.760565219421141,1.491912691043404,0.1699625659490972,-0.30744464902045887,3.2820222978146667,-0.09636601713688328,-0.8619395010801204,-0.019423094812016647,1.7436284537479039,0.6264437950684121,1.7051577858181703,1.8054708597241875,0.06884621663317864,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858162,-21798.10038505521,-6011.28990615008,-4101.712284666217,-12190.475770455445,-26349.654996957306,-117.9494348022143,134.23409769616262,7.2782431364652185,-27.485833990301447,-24.157693246072814,10.229552527571991,16.653094334110172,-12.681794672362576,4.563911374498773,4.153199401456983,4.572745452889814,-3.062786565604962,-0.6490324532625292,-3.728604289884744,-5.615166482455589,-8.345625459975244,5.42503457176061,1.7129635145730286,2.3993785222709216,-0.6832481013160037,4.392605626868243,0.22621691467295255,3.6484098006788757,-0.4666273905229133,0.8040156621090554,0.8742266686884718,-1.151405424548763,-2.3649187928034974,1.6481132285864983,-4.7251035534036046,2.2083940970579192,-0.9110886348363617,-2.59567048343668,4.11316488044878,1.5991376004947122,0.050273706680506805,1.5466154331544517,1.7410246947793875,2.4353857686166496,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120576,15728.83756040329,5074.202109515476,-138.71971717672616,48.819936614778136,-6853.808260112985,461.3674304132978,-156.27617828906605,-1.6974391866883753,-19.257780506577934,8.57307629328752,-8.890034891109064,1.8454905304130111,-0.7011063546726681,-10.293317338591216,-1.0176650323051961,-0.3312344186963045,-0.10173532436907184,1.3818760969441515,-2.176789004478048,6.883968005029613,2.0886409288271204,0.6703744948040457,-2.5999041444319086,-0.7886036480117625,-1.1115741648730388,-1.0278024387116498,2.2019622265768506,-0.27834316469920317,2.41647714965905,-0.4107924839050747,-1.5062274814903596,-2.14212903604656,0.6911414993976485,-1.0438786424118829,0.3276806667036057,-1.5116721901382215,0.5487611175762731,0.07449677269605459,0.6296473151190346,-0.7583021576023157,0.23563941464774582,0.6123383253538361,-2.3609741872506613,-0.12763618065195767,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437604,3720.247692908042,-11071.459571656387,-1125.2699902355562,-40598.872011907915,4146.316027632592,402.2112499418446,-224.2767646226868,-71.25589113803086,-35.79793436454762,-22.769802022550977,-17.923988485627994,-7.4525552628404235,12.188556041831683,4.55620460141716,-2.0714573443634294,3.7023204973574795,0.18014173181715198,2.8533885921528297,-10.462605673225035,-3.2450359425718744,-18.030813773823716,11.160711445190676,5.975418590761151,2.619150724766459,1.5440405006859634,4.943118252303089,-3.071010369404311,-3.756552175761274,1.3152888800273668,1.8056473759259362,-0.11025352881750546,0.6747099705415316,4.587790833420884,0.9550931324524643,-0.11116179987494156,14.301264259691784,1.5016316079671916,-1.2378355744198901,-0.9260087682798938,-5.91105910484035,2.610357517633873,-1.5066306187871397,-1.3075321806220928,9.491636526347364,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615556,-15281.92815922865,-2096.792467401901,-1328.3044122466429,2581.8477796394563,-6092.918508220896,-531.16984917147,-245.04798987890308,9.49905075864066,-25.109618957970415,10.451269761410554,4.441364874035009,5.468661405281224,-12.537192562454441,2.088051229051772,0.8830053060747848,-1.0913346225836236,3.4659406734619504,3.2229115024094397,3.5861481300445974,3.9399388859721203,3.8732269986458854,-3.056650971001392,0.8017529217318217,4.232157677757499,0.7009818190724462,-0.44424873319787045,1.6785209122506173,-1.5030491357287614,0.04865841432373219,-2.7616224420049114,1.5773710316531957,0.3853038227517132,1.5644763996788371,-1.2462170690087648,-0.21029854707014983,2.7192280960639934,-0.1549320317879611,1.064762582554392,-0.7718961170736823,0.9702898716685918,0.20160768175649335,0.40305736886513904,0.5192168550100731,0.4736932761426994,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952699,-11133.250748088798,-2744.8423203437733,37080.50173401902,-19604.606893619406,14047.280940940567,-419.8202341047107,535.5186392595654,-43.30457824533267,13.781650767386056,-18.946614025116872,-43.864251506941194,12.738761105135747,-5.522392032595771,22.936551593335096,-7.377521924595966,-29.941878723919956,-22.869023341381066,-7.159438655317741,1.6607991812788359,31.74047456156976,-1.0483561885277575,-27.014539771720628,35.149820298599096,-7.409813713674936,-28.314108358920663,12.421432776076081,33.19158371160465,18.267465535493844,15.210660575766639,-14.819539825380696,-24.999526057797773,9.0963572011041,3.5356213799838345,-10.083973843075983,4.270441847397244,-18.070093308668373,13.787821035120002,-7.845512886917878,19.916191118891128,-0.6296693725792204,10.103845646685906,-1.4092116600870381,-0.048268607139425254,0.03114603583719315,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403406,-15229.401396700969,-2091.6888881736722,-1344.1801453921612,2533.949006172266,-6278.294552055523,463.6840858698353,-209.25129845093872,7.879651852858319,-8.589135891685233,6.81712860352261,3.7535077571322213,9.861613685038993,-11.49588278708681,-3.0441356981024623,5.139000046735533,1.2109762462765332,1.6227210277465276,-0.5062864332458277,0.9525717272785256,7.380027018084263,2.856464977487436,-2.0037526592493435,-2.685418532383097,5.694409279101626,0.07764487579269702,-1.1631806412565087,1.7722949785980462,-0.4411402317472372,0.9198180823704876,-1.9777287916160429,0.05938796262001605,-1.1625866415897292,1.8679473100542765,1.1406029973333975,0.6460454782406396,0.5577314122451584,-0.07979122325087845,-1.5615761055868416,-1.2617990229681355,-1.1848985654472823,-0.8154916181259909,0.6075378474560861,-0.6692426893433586,-0.9666324824615302,3.324814232,2.847599561,3.086206897
