fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,fe-102,fe-103,fe-104,fe-105,fe-106,fe-107,fe-108,fe-109,fe-110,fe-111,fe-112,fe-113,fe-114,fe-115,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989614,-25410.006765650218,-7633.307763182668,-24941.318047789606,12721.709091305533,8548.169920031838,-301.5012528420679,-210.28209548534713,42.337935658885925,-2.37038871560058,5.43085967174965,-0.36447621805401453,-0.8000090419001331,3.6880729112264437,7.7288019591608705,1.480130171627531,15.028038594327231,-0.9939014314786443,9.482739225748237,-23.996270146375572,4.901344300227493,-16.451108687397966,-7.032567778978501,-4.145897747611747,5.969337564374985,5.313060680214571,1.4083178429206848,-3.0342249096665674,2.4075344211939482,8.099097379852731,0.1469567474796589,0.4694254337401665,-4.656155317774918,5.794130570388088,5.0840019675116634,4.361626750061175,-2.004235245217689,1.4395535677327784,-3.300863329325943,0.7446060461967275,3.361998540537942,6.574766052859314,1.030971119616628,-1.104415485654278,2.575577178980248,-4.278949555196818,0.8454140936031465,3.714153737172826,-0.7798035948281934,3.9378232900133643,-0.6163290939952621,-2.1383435425472146,5.618445856477938,2.5889960967117815,-3.9784862357880546,1.6894733275709464,-2.410020222500208,2.012457168971872,1.6582106529357543,2.831134186086825,0.39024772189606877,-0.05103430452597973,-1.77615928505653,0.35666087971787946,-1.6525823329315033,-1.1289700825241884,-0.2601806761995649,1.0460767739424723,-0.7195787177371292,0.9607227132369457,-1.6013339099007498,-0.30537695306977297,-0.4268754368208465,-2.4267643289824306,1.480118370263052,-0.22353956526401692,-0.25361436463675185,1.470728247980815,-0.4078317352937906,0.4139130015378678,0.03566632982810825,-0.193807964409671,0.563824344974559,-1.006044893852746,0.7722090315633585,0.09605281299662037,0.32663360363065536,0.22193741793109853,-0.8770193133547312,0.045209019353407265,0.33899555464708386,-0.3020296487705221,-0.47210270024504125,-0.34428106113353973,0.3889518321061485,-0.344073159752708,0.13473619582750407,-0.002678523586340174,0.12820959837391274,0.03262896511925619,-0.13820291378203972,0.1499077659067006,-0.0036664633867566575,0.30000525028841035,0.20842400002662465,0.08664849337478854,0.13616618606810565,-0.10858403536260397,0.11394540187731507,0.035990009818933216,-0.026152065272974544,-0.13856704686049745,-0.030005370703523163,0.010146889376389565,3.824198457,3.329647696,3.576923077
-190899.2439090157,610.279856310784,1825.2229904363442,1789.7435154970526,-1099.5449269987448,938.6065054826995,-11692.763481911126,374.42029589293514,-13.66597690376384,-20.577049615306752,3.5485003038085314,5.221299648920235,-2.250808031391413,8.796475224437172,-10.58866700474176,-9.526729561466821,10.432984705585149,4.432457246282347,-6.258055078676398,-4.426203745012599,1.19046350252256,14.89115043851758,3.233719879718553,-2.8620125043279065,1.9922863028353783,2.391853984344631,-1.689207098633531,0.08909541700932834,0.6726207569599193,-4.593137518127002,2.957053339785773,-0.648012298340645,-1.226017667835254,4.615032813921781,2.199766498980782,2.3313956395341138,-1.2718237650877176,-1.8501164237986583,-1.6453248983324114,0.7790553005568499,-0.7113398093113122,-2.7711717406409946,-3.353517611342773,2.745829177106918,2.142227256075288,-0.9669162120877784,0.2989257479129268,4.391633114911361,-2.7887137648642937,-1.9130426807652112,1.4786501026878234,5.901467593937916,-0.47360245936404793,-0.5396142447964787,7.7142459356023005,3.822824445130044,3.4244189273860615,2.208893471327476,-3.0664778377826694,2.740386297168876,-0.6802783793522095,-1.3067324035582024,-0.7507101341802449,1.9801718068358256,0.5591432331583096,-0.9521927958603772,-0.04656778403181122,-1.542815331071084,-0.7280103446393099,-3.503870016076579,-0.23625104521417575,-1.4961722902342423,-0.2635201282874795,-0.29298491706183966,1.5031621990235373,-0.8179954429366809,0.1937210596012434,0.7703338266536244,0.8895434463286193,-1.4819293925203239,0.8476007782712159,-1.2157599274483966,0.6471240850049723,-0.09322943069533872,0.2357005785388971,-0.42973517053620514,0.06118394631011171,1.0360749284100974,-0.19818878440564391,0.12271275039240326,0.11196720104191168,-0.3357679003571669,-0.19670099162360669,-0.1358589292257131,-0.5891031882710316,-0.2824894370325529,0.3238473321951186,-0.10865514154010329,0.053230064000623245,0.04333812196070288,0.1106969092153442,0.19753029050827015,0.0484432158294728,0.0476802957049211,-0.007628445759870963,0.2060781900887179,-0.11431515814736758,0.1181614068949501,-0.27730684890502205,0.039917870420759116,-0.05163506837378082,-0.18580235447657398,-0.217855173263278,-0.0955269237953725,-0.0002538341704011788,3.257015236,2.742984764,3.0
519840.3157679627,-13560.844450099323,-9573.809645649577,-2705.9911674568684,-2616.5488342041713,-10197.113459986154,-17831.151732467744,72.02086521537176,131.79221857524863,27.667315991896487,-32.72128729708821,-16.27663568796607,1.4223694226652566,10.42874293144369,-8.633628447388594,-2.102741109244902,1.8341471479679057,2.1270773220077075,-2.3154080471913114,1.6888534021571706,-3.608801425354985,-1.6306886938315932,-5.139481593121181,5.134421464594879,-0.5070598032646757,1.3906893683562294,0.017945615872754703,2.3819784184446435,0.054417646394100294,2.460128591472891,0.4510759288364738,0.16329326598062083,1.218891742327415,-2.320272644613604,-0.888117232492607,-0.13470817531434312,-2.4082875018868655,0.21625814898515555,0.44874541591600725,-1.173273960391203,1.2947886405033995,-0.25743444219015393,0.28821989107063745,1.0021662381866452,0.6321933720552779,1.1515379417983045,0.233652360190782,-0.27676926119972173,0.8832367802904274,1.1261644329867704,-0.5528862128233378,0.1354907312605004,0.3529173901123007,-1.7381601269932834,0.5793502298277332,-0.15650826519264038,1.3588302081018806,0.8197268682044636,-1.8521442255734697,0.3485497807770283,-0.38163439444497294,-0.04318625797070011,-1.4260471073686165,-0.23170876164350557,-0.06784831460384394,-0.5352084871913727,0.18691302096850107,0.6711017366986634,-0.0571262248470123,-0.22237469912616806,-0.3841688643834727,0.26835078758140535,-0.13057041786114765,-0.012661722807470669,-0.4355235591911263,0.6472884078896722,0.31594746349990016,-0.057394604389725164,-0.34510058413246714,0.07370823966313891,-0.18519645073148547,-0.1932294571082347,0.28680870416399595,0.12335391347259281,0.24179883235419514,0.2358223639913337,0.03449033683540442,0.0803539516786455,0.011585293967468446,0.25313459775387587,0.14712221671964545,0.263767151169061,-0.16168907266404722,-0.3026676284303198,0.4910623182550843,0.13096780028925128,-0.10477804603534202,0.11851948282606634,-0.16065523498654868,0.1450479157004852,0.06742702563353804,0.2154918781792928,-0.12025795189280622,-0.1830344244605837,-0.062349111688284414,-0.10096973504713248,0.048123643414537336,-0.021483129197821953,0.15432592544763435,0.13675470127659858,0.01858237881788224,0.007697612123507159,-0.10448941192046964,-0.016103101630655862,-0.013747152563059454,4.581469014,3.989959557,4.285714286
51809.713712738696,-9921.899265424994,-35785.16322192145,-7061.455555444028,-687.2164349687531,2388.2254225573424,12668.329366015014,-274.95640629088257,-20.814828108403354,-35.92463622320339,14.692371859575305,1.231787774615483,13.320668154002814,-6.3211993833371185,-3.1857429593315265,7.218843756831541,1.819101069336214,-1.1274670894054661,1.3977065690762434,3.8490418625403606,0.7257649056945656,-4.656814504645523,-1.917305485919868,-1.191686387516903,1.9510900871188568,-2.648369496500059,0.281629605995061,1.1817040047609801,-2.2925761849599247,-1.909950533759888,-1.1614643476518693,-2.1956508528685856,2.1761664669356002,1.7605651567656697,1.4919128127332562,0.16996258101622744,-0.3074446798709335,3.2820222505567305,-0.09636601065073666,-0.8619394314728267,-0.019423093097260497,1.743628409460349,0.6264437233998605,1.7051577268239688,1.8054707951086324,0.06884619813147552,2.0772834466591203,-0.6699526147580067,-0.1183131671209913,-1.9856997528397695,-0.7436935009243835,-0.8284988053081721,0.24899596660844955,-0.4293464353323475,-1.1408902154769391,0.944107695195143,0.5738618995753414,-1.1422481655852057,-0.6156351112025847,-0.038375709268427365,0.08634230503752624,-0.25408101281643186,0.9845052237438152,-0.20974635505483805,0.786911054996369,-0.10842646721031911,0.046518980616298035,0.45311092620697074,-0.7482335320418657,-0.5326686522998981,0.2347030406465355,-0.9369385116345282,0.10107707862382133,-0.5288559771721426,-0.20061255360896213,-0.8522941019258146,-0.054813720641485306,0.0895731866597625,0.11987951071463875,-0.40965293203064945,0.30692265085700593,-0.06316450252501636,-0.7777862717773752,-0.9688556930047814,-0.2116095429561427,0.07317096383073289,-0.42317936598682443,0.33930204778869516,-0.3769978950117141,0.5975760854614797,-0.43838300427691,-0.08569794246978168,-0.6636250744245448,0.2777721399567581,-0.3726588747134883,0.15897885998706018,0.2541628806125263,0.09117202902339491,0.19582049881309038,0.21857664187632153,-0.3573043859001754,-0.5732698800380598,-0.14914915146211855,0.2987056500517383,0.33436608778805255,0.4773406188406128,-0.15613426695830296,-0.06533796617445041,0.01840804241394758,0.11254675184284962,0.056524677659476504,-0.030717797800494325,0.10885157516713709,0.08721053931091396,0.038369544035197316,4.672867535,4.18920143,4.431034483
650895.8927554616,9791.13917385814,-21798.100385055364,-6011.289906149997,-4101.712284666198,-12190.475770455194,-26349.654996957022,-117.94943480216278,134.23409769827083,7.278243134216009,-27.485834069804028,-24.1576933536481,10.229552493154035,16.653094477075577,-12.68179465747522,4.5639114050191285,4.153199433691845,4.572745420693012,-3.0627865215484555,-0.6490324599389989,-3.7286043602894487,-5.615166466787469,-8.345625581349543,5.425034553478151,1.712963490314306,2.3993785672742587,-0.6832480893913667,4.392605815099983,0.22621692445287306,3.648409706591362,-0.4666273777826005,0.804015638354894,0.8742266395615146,-1.151405383566149,-2.364918985716575,1.6481133751940957,-4.725104026265524,2.208394065277118,-0.9110885734726075,-2.595670274122035,4.1131645090479525,1.5991375599402458,0.05027370108976212,1.5466153796572555,1.7410246324227188,2.4353851165424714,-1.1914755457237012,-2.3637988631844555,1.6876350113664973,-1.1549294120184466,-1.0056437529368676,0.44892302320983474,-2.032914262558566,3.0273889971381385,-0.02836661581519319,-1.5585726408638068,0.24173007968034588,-0.21419736050618898,-0.9804717766034411,-0.33460164779064067,-0.6375527515616088,-1.8779782090622585,-1.7429905272638901,-1.5451982379145186,-0.44480806245008003,-1.4632598276459126,0.8334894749364901,0.6928244974900916,-0.5481058170575538,-0.09466626794746562,-0.22866006519678406,-0.09141846172258453,-0.1478686705578679,-0.5507240510317035,-0.1398913778922195,0.24698511522656552,0.4155675171340552,0.5344350977839794,0.011669017628742789,0.6633964524014347,-0.18518368754673897,-0.17800896427867793,-0.0035181859819983135,-0.3284149076916387,0.5212898153645507,0.5067592319347326,-0.0767036968697405,0.3288940347504338,-0.13369481716553092,0.9894803840650566,0.14453593343724375,0.020780355965082365,-0.3855239981335818,-0.7011510816547283,0.22091019553547164,-0.05607801126269698,-0.13863147603105128,0.09381373031794572,-0.41842990692140525,-0.14537315857794617,0.3060294421955807,0.11480292880221946,-0.2102535129490997,-0.1785417588476873,-0.16417314182937695,-0.11329752941716102,-0.06596478447163903,-0.054324748924185394,0.04514126364101043,-0.06762919913866743,-0.16006072005519617,0.056541431349725536,-0.05761846772590785,-0.05512174968617554,-0.010160440361744868,4.804087,4.368326794,4.586206897
-155985.79360999182,-27251.663447120543,15728.837560403363,5074.202109515398,-138.71971717669265,48.819936614794884,-6853.808260112908,461.36743041309035,-156.27617829152132,-1.6974391861649698,-19.25778056228047,8.573076331463835,-8.890034861198798,1.845490546255735,-0.7011063538464428,-10.293317407397225,-1.017665040203212,-0.3312344163579765,-0.10173532290738287,1.381876111194373,-2.1767890456140204,6.883967985830364,2.0886409591263484,0.6703744925290455,-2.5999041076062372,-0.7886036627664617,-1.1115741454951518,-1.0278024827593015,2.2019623217667363,-0.2783431575231432,2.416477083901495,-0.41079247176779005,-1.5062274312981052,-2.142128959778006,0.6911415558425696,-1.0438787351898882,0.3276806994950231,-1.5116721683764411,0.5487610806422456,0.07449676669852448,0.6296472582742358,-0.7583021382807624,0.23563938769040715,0.6123383042298052,-2.3609741027406614,-0.12763614658121375,-1.6623808236819304,-0.6082688212455393,1.8068545173204444,1.0611832609450476,0.21553999921700928,0.13460171338753663,-1.7078416028788317,0.7135681664165398,-0.12677175982622665,-1.276551775208002,-0.20357693903363994,-1.5341025022311507,-0.40827776172886465,-1.4815909543294254,-0.9276383137125052,-0.6741208302673964,-0.08375879552892958,-0.7640076503969775,0.5745148466478401,-0.9139534701537575,-0.02992634461897726,0.33506840454387166,-0.5997147781001325,-0.26175269454113664,-0.39611417955774997,-0.036317422096031,-0.20795022615696315,-0.43020692707724234,0.3217223349419613,0.9473788625710484,0.231951963831017,0.018805455707519198,-0.07184338488557732,0.4230581111443612,-0.01894995331832106,0.07220882343851948,-0.3915976228318641,0.28985769606125616,-0.1517745656240451,0.4383891831855763,-0.26353112337711115,-0.5381865329671223,-0.03717653564901549,-0.3017758766648869,0.39642958447819,-0.05594878236818104,0.08123270740646583,0.004975733456291958,0.14295216461146035,-0.35244974184882755,-0.05882693489045979,0.03848013259090736,0.12074697298304846,0.1727165005842922,0.1260996182080662,0.20791450368955985,0.00675449660079614,0.3272835146513752,0.41049793003302965,-0.28445336143045635,0.01059164044961288,-0.26983531736542266,-0.17787371208323538,-0.1817601449012074,0.04214389186665876,0.002130669036696284,-0.13148832875465122,-0.025565961383629113,0.036526655303646446,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.303415437582,3720.2476929080535,-11071.459571656218,-1125.269990235545,-40598.87201190718,4146.316027632517,402.2112499416672,-224.2767646262095,-71.25589111597729,-35.797934468091135,-22.769802123949116,-17.9239884253218,-7.452555326819449,12.188556027522916,4.556204631870276,-2.0714573604431026,3.7023204712475626,0.18014172923070576,2.853388621537686,-10.46260587065647,-3.2450359335297283,-18.03081403596157,11.160711407608789,5.975418506184976,2.619150773854437,1.5440404737532767,4.9431184641293315,-3.071010502150224,-3.756552078885734,1.3152888441896957,1.805647322577801,-0.11025352514193494,0.6747099465284352,4.587791207722542,0.9550932173466685,-0.11116181099318673,14.30126405375347,1.501631506839618,-1.2378354745749405,-0.9260086846468978,-5.911058954623545,2.610357219678357,-1.5066305665867097,-1.3075321338302324,9.491633984586755,3.232787236520242,-4.214251583713324,5.399557936866231,-3.905784712945284,0.7652773310361464,-1.3552509849078889,-2.821484539316166,-3.763173505691679,-1.8503936773630905,3.9475334788584595,-0.7486315856219167,3.0676940499954117,4.692519602210949,-1.0081380193952687,3.039040405667326,-0.31639039016682935,-0.1918064424408146,-1.2858072158471578,0.7959599104809797,1.0950319694357034,-2.034857841008955,-2.372045146648992,-0.34973270663448236,1.0368623267362245,-1.012116897069514,0.7699408174586161,-0.7486720318755324,0.5806444086034723,-1.0660014813901462,-1.5717886785144874,-1.0978051361072971,1.17965615636733,0.9253695079418058,-0.5680541233272526,-0.88648033551189,0.10870302384851528,0.26703296912261903,0.6369975352503792,-0.7128268534404998,0.49873644323501554,-0.3528773616145377,1.0071976414388544,-0.05297123037759869,-0.2289215969333692,0.21672425850671093,-0.24545830130945018,0.38833697525797983,-0.1132311355942922,0.055347848897804745,-0.5482940769702964,0.45312395317595877,-0.09081215046208697,-0.25427714899973347,-0.01921941368672422,0.29722008450643883,0.04640117944718822,-0.08787388678057911,0.24656432083233176,0.03721996320713544,-0.04511356097121267,-0.06537612329038182,-0.07570810731720558,-0.07078717346646649,0.08185837976836109,-0.047126197494776485,-0.01459887483054696,-0.07324340321306325,0.024162392353930945,-0.022530845467178023,2.147725643,1.552274357,1.85
-178537.71721144032,11070.30038061554,-15281.928159228717,-2096.7924674018486,-1328.3044122466333,2581.8477796394163,-6092.918508220823,-531.1698491712399,-245.0479898827531,9.499050755694759,-25.109619030598818,10.451269807952253,4.441364859091124,5.468661452228818,-12.537192547732523,2.088051243021282,0.8830053129263213,-1.0913346148946783,3.4659406236046757,3.222911535637373,3.5861481976738374,3.939938874984096,3.873227054915386,-3.0566509607294665,0.801752910393741,4.232157757129352,0.7009818068499889,-0.44424875223466914,1.6785209848176088,-1.503049096966911,0.04865841303215791,-2.761622360412278,1.5773709791006434,0.38530380902856437,1.5644765273503962,-1.2462171798205406,-0.21029856812847927,2.7192280568914176,-0.15493202133558345,1.0647624966915608,-0.7718960473820401,0.9702898470841548,0.20160765874013686,0.40305735499266826,0.5192168364113918,0.47369314926452233,0.5152739691122207,0.13363192817973388,0.6044711914813107,0.005028044902404651,-0.7926141748630904,1.1921970420844559,0.4465802181443338,-0.5525167689176076,0.010980927967226068,-0.03317860303569479,0.19762352999296975,0.05177073892477903,-0.5189507532187321,-0.39866144804568726,-0.3153960779752028,0.7134919949283317,-0.14318593738297666,0.6628052926443854,0.07968786329977984,-0.35713084624840086,-0.4054448383315313,0.07352991096707891,-0.14946554348241414,0.25126833830842304,-0.39710550652130544,0.6725930328417528,0.3852643181295279,0.2834948759027953,0.12884396304772416,0.7875265152110903,-0.04452723860940049,-0.5606152492833362,0.07190984516630186,-0.232122165694846,-0.22604437889670986,-0.25631448666823875,0.7177455279748316,0.3123808579132471,0.3712035115585488,0.21030092325561447,0.07668043236073067,0.206422123697268,0.23436012812460136,-0.3799351545584803,-0.12973861719497093,0.34739572495991083,0.4454405141834532,0.07134056257066416,0.010019055668201151,0.20522199655783432,-0.0016507029530735777,0.1607485606447931,-0.12598530240951247,0.04567123080496075,0.17053111180116032,-0.226846443935983,0.25922989621841075,0.06180758655567108,0.1215203753767048,0.4600252710783953,-0.041894312854106,-0.2752126133759807,0.028473494309501024,0.02770768153009583,-0.1578581874415682,0.12434768867884013,-0.12631698501101601,-0.011439520143704796,-0.008010966350177893,3.394160216,2.89155407,3.142857143
-4587.588432627545,47064.65999952694,-11133.250748088845,-2744.84232034372,37080.50173401874,-19604.60689361904,14047.2809409404,-419.82023410452365,535.5186392679791,-43.30457823192907,13.781650807249388,-18.94661410948896,-43.864251359357866,12.738761214498087,-5.522392026116084,22.936551746672418,-7.377521981857403,-29.941878513017784,-22.86902301241522,-7.159438729106284,1.6607992127170457,31.740474473013343,-1.0483562036428546,-27.01453968078344,35.14981980097352,-7.409813852602215,-28.31410786523624,12.421433308268645,33.19158514662027,18.26746506437027,15.21066016155408,-14.819539387535718,-24.999525224819976,9.096356877196355,3.5356216684002804,-10.08397473992056,4.270442274788822,-18.070093048482626,13.787820106687223,-7.845512254178931,19.91618932049959,-0.6296693563013193,10.10384449373226,-1.4092116110691024,-0.04826860542664335,0.031146027341213887,-1.828855010868409,0.8169974331561203,-1.8734625749393388,-4.309875802683812,3.341563634156997,3.583533153122889,-0.41612978105858905,-0.9192045793360412,0.7941860337401792,-1.1517822114316298,0.5246826319994853,1.0406934463312714,-0.5818395038558368,-0.25997319801363883,0.8314963685629989,0.02142236740016773,-0.05369923670902035,-0.7736939067925536,0.10996684241537538,0.537032678255322,-0.6332396171311581,0.9269990987375561,0.21732874630301982,0.7092979658460691,-0.13881415308664252,-0.005302087514481194,0.048550112832565856,0.41146598877444707,0.2859887480298968,0.037448766905029844,-0.046203100184571605,0.047402975165591256,-0.06644636775345202,-0.1922113172120453,-0.026416223912984656,0.013997546935856522,0.11463953408934718,0.1184499214584322,0.03263664233798998,0.01590887737017296,-0.12550701682063828,-0.05995155168028926,-0.10730833897354612,-0.047164689636481655,-0.10072092231171483,0.06228652044493063,-0.08811514677062197,0.11573903860491046,0.1247341985002838,0.002377013666289084,0.07654044613052594,-0.02060908707077576,-0.010540989859838536,-0.04919913050143426,0.061514903500391405,0.0067795667588409535,-0.028186372864339674,0.004435219353382668,0.06448903614906196,-0.02347881111104188,0.034376641780403866,-0.03083714838932805,0.03629677380723023,-0.028387858465670553,0.01765417245374033,0.009834000969049229,0.02594125232864042,0.006096969228960271,-0.0008766798853761057,1.384178612,1.098580009,1.24137931
-177088.98264742008,11232.90039240339,-15229.401396701032,-2091.6888881736413,-1344.1801453921514,2533.9490061722217,-6278.2945520554495,463.6840858696324,-209.25129845422396,7.879651850410362,-8.589135916527518,6.8171286338759005,3.75350774450381,9.861613769701844,-11.495882773598796,-3.0441357184709825,5.139000086615658,1.2109762377039042,1.6227210044066527,-0.5062864384913915,0.9525717453441294,7.380026997480615,2.8564650190880974,-2.0037526524755798,-2.6854184943389146,5.694409385829076,0.07764487440364284,-1.1631806911146616,1.7722950552464913,-0.44114022039356393,0.9198180572395175,-1.9777287331854225,0.05938796063703732,-1.1625866001286613,1.867947462369851,1.1406030986701525,0.6460455427817889,0.5577314042439269,-0.079791217911392,-1.5615759795197846,-1.2617989090570028,-1.1848985354587365,-0.8154915254058176,0.607537826357886,-0.6692426653205006,-0.9666322238024401,-0.8992961993176339,0.8400477704892373,2.6839713735830686,-1.6760126843375533,-0.6305926106393306,1.458380094636625,-1.806004295680949,2.0186687912182286,0.7615854495816012,-1.3488431720515979,-2.252533309013099,-0.38053848349194647,0.3534179632941803,-0.12563553690003132,0.021591956561301567,-0.6609590072543463,-0.5156936746758737,1.4193494830086897,-0.8571100407533756,0.16917042404193905,0.674167209531021,0.08248622062480039,-0.4803262119262117,0.31298620238126706,-1.1871013108830588,-0.4341868315217179,0.34806800608420724,0.7159300627697263,0.30185559844940274,0.22547146133617066,-1.2370562399053726,-0.29113766662444673,0.0202434607420749,-0.458229250757386,0.45448108370398815,0.2101757225281613,0.5675497788566034,-0.34457012688965455,-0.5615447033579738,0.5239347495126553,1.1539654017428618,-0.33455061002347847,0.4095958376302242,0.4479042204627545,0.22235896562924803,0.07730813737158813,-0.2606385330361307,0.5724281334386689,0.021640457019913874,0.46213273081585393,-0.010660248162126854,-0.8234633935775715,-0.6885304856197778,0.2839401867943521,0.5563583529252452,-0.03215128882252617,-0.009626537263554866,0.44210874501672365,-0.0638721306635407,-0.1081636355660033,0.01841179415298274,0.0023631721864665434,-0.2216704760525399,0.043674843698669655,0.00685000775631724,-0.2328904583925898,0.18887504758398904,-0.02264941673741817,-0.03961877762887301,3.324814232,2.847599561,3.086206897
