fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,CIHigh,CILow,MOS
-126571.562891848,21905.741775528633,1497.0751847929564,-18507.148546626177,-7891.283239724332,23158.03715155359,2067.569076695762,-362.58430559298637,-287.55221198727753,58.06556914179552,18.71508371214395,-13.325620201457916,-8.601402222981656,-3.1977224594615525,13.096922872165464,23.81151441532465,13.073192186023839,1.653187935133477,6.8095055883761795,4.890192658390919,-36.67326163971264,-9.974926400262522,-9.670578774726177,15.690150691783845,2.6706940691150165,-12.001883627659463,3.7246620086579085,6.715007297120649,0.04872255492211431,11.516688703631608,1.3081478642292772,-2.5561369721173763,1.2099540052851807,3.665622055,3.092998635,3.379310345
-190387.4595414203,665.1960614792364,1843.7495985844091,1792.1233377805129,-1105.111349402141,923.7206345796997,-11754.647097311114,376.94841356226556,-162.77129202849812,-6.987017055488043,-9.247605931253663,6.751634243699907,-2.7864460836642477,8.48047880109004,-11.3747300581855,-6.354924806403563,2.637873134781766,1.930132393479524,-0.20741535495559227,-2.880268382681764,0.40092354322960305,9.64365987526996,1.2529514075838522,0.2644717784066348,-2.0307530675643317,1.7812280941252847,-1.0866054788934651,0.2497888243225341,0.4447462597284286,-1.3031333860323149,0.3970468232300619,1.0390032093566663,2.3645359056822817,3.249159055,2.784174278,3.016666667
39461.28155597659,-2386.850800715412,-12023.367783600772,-14807.112479390946,-1732.4989812932547,-40039.97942464544,5534.497320894502,408.569277386875,-286.2650252917282,-62.294839136857696,-18.792488762429457,-27.428693310923997,-1.7111489688851733,2.433004870557177,16.47660563158462,10.584550139090227,3.9967143828097873,5.297877864856901,-0.5152305461873061,-1.471630534711044,-11.027685323357044,-7.1051073388850545,-18.314436608331206,5.145023351459453,7.158790963125179,2.882732151128001,-2.958272590474571,2.04959201891928,-3.739027306660491,-2.926322185402173,4.720376013596619,1.518040384533717,2.746088892009418,3.09915415,2.442512516,2.770833333
-186353.742503439,17582.125847963038,-12842.859811632226,-6888.575992448632,-1768.039462731426,-13880.584254547437,-5831.02914073706,365.3723178223176,804.2978436167747,-124.97501225063156,22.29846222450726,38.119250162829225,-8.583506418886977,-34.194526331969996,-24.401561035442594,16.640800876311886,-28.30396472715209,32.137892999860846,16.056269314250123,-24.159817130373767,25.655208295186767,-28.448684683014886,38.22380230512833,-42.680390212584044,7.073078872420705,-23.199225483421014,-1.187106435507275,3.759148123002243,-40.61876044319955,-3.1016265013013333,3.485704607624226,-15.504133295707023,-16.556158470896158,1.529546306,1.23712036,1.383333333
-208889.8106872934,-10423.582690035419,18617.653682086635,5631.350897984954,-811.4602819866881,-517.5143993569694,-16578.644108299795,303.2331228830584,-126.75817804592086,-17.649713837849653,2.212773749680254,8.285908786578897,-5.659339668524203,7.532160121693607,-5.820898750535536,-8.289000658592123,3.0742614551600007,-0.020160837099410807,-2.8823598949390608,-2.2456402086030742,-0.11470383986545693,8.50082320438176,2.7812873139945844,-4.198407964830191,-0.6212703891694,0.5331035584953887,-2.844713579822005,-0.26504024678067106,1.293624909051757,-0.17151482433387652,-0.25318340676622064,1.4363315008071083,-3.4420584288379454,3.24043084,2.828534677,3.034482759
-56563.329332473244,26534.509733066752,29185.676392477886,14663.104679991819,2252.024316651451,31809.277535132223,9714.003747102466,747.8210618243406,308.43713130947515,-48.80021619501069,-296.73667100213663,8.919095845452425,-24.58641541044558,-26.356650900726315,-27.79309413812815,34.200323010861794,-25.20704760551505,-15.263389458012597,-17.932268287908563,-54.06286606258307,-3.094639211605715,-20.924590706062876,-41.99656449225423,-19.01003459091541,5.200581980619953,-17.51682659276102,21.232499284131418,4.1309833307751775,-4.548012624890329,-0.9266869238966432,-8.773691657029085,-0.436633874663138,16.362675027125988,1.400678788,1.15104535,1.275862069
-42560.93726866816,-17115.224246641767,9567.332444192434,-1471.2005487710132,-36337.38242754144,14297.313313970806,11842.383212632441,-246.01546255020145,-131.62018843809406,-41.156836161767124,59.8658960567531,7.933220470452513,-6.131089520558101,-6.914932311348638,18.874505558199925,11.83375217341435,-3.8765903024344657,2.3982308746758414,-2.961804384584704,0.677938450582141,-11.34341116034859,-4.511127389581896,-6.175547366134712,-5.989156061357434,5.03229137462298,-5.659095095108081,1.6744700501768413,-4.16684114740459,-1.151176233784369,-1.355723719781458,-3.4360700724656525,4.987118659382978,-3.895871152884255,2.55951845,1.976195836,2.267857143
-96939.31772145322,20225.548858060745,-25415.291051914668,-7637.818170149564,-24937.639681804292,12734.038978059438,8601.381425464859,-303.92520055612636,-71.65183882462517,28.30150163297138,-37.52107514734761,9.212141752142974,20.61413151829035,2.1921198580518535,8.179323644496078,-13.100150364928652,-15.626022630811471,5.791756141539752,13.15817602779352,-0.971272938764092,-40.36423470438441,11.729369602395169,-17.45960876913382,-5.867717812425931,-18.359121144053308,11.031543815496171,1.8022594370672687,13.599721252276122,7.5215876042052425,3.533294543789406,19.905275942041403,-8.92827950585716,3.2754285564577477,3.809449298,3.362964496,3.586206897
-172152.59757377664,37771.62475972001,-28242.29965727534,4981.912067224204,3171.1217401205186,-12579.303577309047,-147.06855135473612,472.1039903051281,-259.5132596540889,12.989799048203555,-10.149301962660388,-40.55607978030716,9.355560857062956,-7.00335780765199,40.19072102190528,2.859877318632855,-32.082653616561174,7.2453895824397945,-8.847735111421764,-7.099520586435027,26.6338346833819,-22.02699651889276,-4.548038496762848,17.400677708312827,1.228797761081212,1.2750378963269635,2.3985660721219215,-8.572521772513122,1.233102642003399,-1.1227294375977832,-2.654011893158089,3.7132108490386586,2.7572231391050215,2.137035504,1.690550702,1.913793103
-26583.5577948773,-36651.06543421775,-3830.566155434174,438.725404079448,338.62511018583325,759.8184224999326,7893.891358902263,-324.4246300035158,-25.108016328180344,-41.94673972535298,11.026587420854069,6.2577890249998065,-0.515402321949171,-12.512625992097053,3.0888619372248955,1.5278919204829882,-2.686641198281231,-2.007835212462061,-1.147776520557346,4.207317662619149,-1.7746607339888578,-4.259643517849059,-0.8305334759612669,-0.7015957966868649,2.1188664687805825,-4.8302837100142915,0.03801478039135057,-0.16755239045477974,-2.148668130971129,0.10193341744745599,-1.191342939389597,-1.5585062727373642,-0.5306829749434946,4.329362543,3.770637457,4.05
-178650.8719795676,11062.867833753813,-15292.76671047928,-2099.0966993446077,-1327.0400452688637,2585.5816109635693,-6075.260097746973,-533.9472399895201,-119.90762391668939,1.0266131998417174,29.551542106970373,14.103339007775235,5.873358922417198,5.903912288785985,-14.218896588746462,4.626974312999894,6.140794430671916,-2.708073344008652,-0.29332084687983645,-2.0789143891025788,6.2120999260813505,4.1123068583184565,3.66735088352089,-7.615737158921276,2.068196353019677,1.9349892871295227,0.09464316635308626,-1.1701732148538,-3.1504333084944363,-1.32989290061929,-3.1156707890386968,0.3074551735633801,0.46518031265246923,3.348464581,2.85843197,3.103448276
-178608.71097964683,11062.66345578437,-15284.681606687349,-2097.135890019168,-1327.545611484771,2583.953693297267,-6084.385032158364,-531.269625875528,-233.4102597955278,9.170634937337221,-9.635572444779605,14.663916623541983,5.614925885809418,6.107481040588563,-11.972011668738352,3.346679593021763,1.2117897131446513,-2.2858277623566887,3.3751616030708416,1.0407072591096547,3.4045174743730033,4.090369654824185,2.992833917967319,-3.6062521956009745,2.52652830055051,3.005489292589875,-0.12788889256144692,0.2308194272004184,-0.8183109052597024,-2.386141090638659,-1.352924265548721,-2.3229528716197727,1.8429198075323743,3.430356437,3.002976896,3.216666667
-169722.03455831646,-13433.490739748277,17659.61035313197,30159.948972786075,8302.286396112766,32.45919688320491,-4641.716924840101,-504.7055504018652,-264.18882995144486,36.93804256733019,-7.428357523991813,-15.064522225099182,-1.9657193853010584,0.6039283605362507,11.874596918810486,-15.247482925664965,-19.371924191122535,-11.372567751667702,-9.065496314999534,5.110124980149368,11.802955035158583,-16.298055891581523,-5.015626872923572,6.5565022702489575,10.046416987877002,-2.8257148052371712,-2.0703163658242367,0.8470468647574871,3.2131529440174096,-5.166489125862818,-5.313714478389945,1.2800157295419883,-4.529316014303899,3.12457995,2.57542005,2.85
-26576.707464700725,-36651.45092160533,-3828.945062518027,439.1611558313988,338.5175396430884,759.5435675292099,7892.070411739816,-323.5797512047749,-59.151254247554206,-37.1611190888345,42.45581958727337,15.022663719995839,-1.015222273121014,-14.308534016841643,3.1477351659473385,5.0380308547339565,-3.0339633326596154,-3.824764656367069,-3.0229381159477295,-0.5973239915548694,-1.6407069385283515,-5.291683333163965,-2.509831813630871,0.3247870237259368,3.884275012620863,-6.396263320709474,0.4291638974543833,0.5628793658601474,-4.255863375834455,1.0286591268829068,-2.519287596082706,0.18719760246584272,-0.9726219971639964,4.225768921,3.636300045,3.931034483
-133621.51855550037,-15741.94881376908,-886.0939702987964,1253.6319354801408,-472.5159351923904,1375.4164908713583,-2469.2637255960008,-478.2506153061936,22.36010707651999,-9.532912867656245,26.421878644213766,13.60395674766882,-3.6819617290342332,-1.9349470090923457,-7.034788099961956,-0.8368391695936581,3.0748206603620196,-4.474524705342974,-1.2227723099421086,-0.9383599493804715,4.44010302226943,7.110296272133441,5.032051854210676,-11.547323214762903,5.9151752974449305,0.8919688661897479,-3.585844744044291,-1.2686154480301013,-0.49218528305825776,6.689514440951039,-4.578971684343694,0.2111407198349414,1.7999393505388837,3.574117983,3.046571672,3.310344828
-209904.49442154253,-10536.717689978574,18576.197263963753,5627.119760526566,-800.2962380505021,-481.82187302034765,-16443.37187430352,-690.3004934134987,-252.69908017545637,-9.160485268623656,-29.135327349199684,16.85258832429785,-7.455327332528912,3.835665913885314,-9.039537617720457,-0.22217550894869534,-8.121746563465765,-2.00332034543063,0.8585298620485239,3.738198064316709,1.2866027767414574,4.622660026878422,1.8585082325048012,-1.6482574640262035,4.761993125883802,0.5801914125548611,-1.3011097795268514,-0.5278253661771005,4.72133383709086,-0.066388407937462,1.1765630488145111,-2.8370831034056225,-1.7002315707579472,3.16710629,2.73289371,2.95
