fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989654,-25410.00676564998,-7633.307763182724,-24941.31804778968,12721.70909130562,8548.169920031996,-301.5012528421149,-210.2820954808798,42.33793566747986,-2.370388716704997,5.430859645134162,-0.36447621935316665,-0.8000090355236554,3.688072932038895,7.72880191625147,1.4801301624928362,15.028038413941134,-0.9939014483793859,9.48273915377959,-23.99626977299036,4.901344372719155,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107837,1825.222990436339,1789.743515497066,-1099.5449269987425,938.606505482713,-11692.763481911396,374.420295892947,-13.665976903472128,-20.577049619483038,3.5485003054386866,5.2212996233014675,-2.250808039346156,8.796475154300744,-10.588667064242962,-9.526729508787248,10.43298464131373,4.4324571930635015,-6.258055185014573,-4.426203711190187,1.1904634839778014,14.891150658445493,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099434,-9573.809645649455,-2705.9911674568775,-2616.54883420418,-10197.113459986243,-17831.151732468155,72.02086521537156,131.792218572441,27.667315997509505,-32.72128731211773,-16.27663560810708,1.4223694276918968,10.42874284829141,-8.633628495896444,-2.102741097611741,1.8341471366689495,2.127077296491318,-2.315408086543348,1.6888533892672595,-3.608801369076677,-1.630688717906207,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424967,-35785.16322192113,-7061.455555444083,-687.216434968777,2388.225422557353,12668.3293660153,-274.9564062908868,-20.814828107960796,-35.92463623048573,14.692371866323088,1.2317877685742185,13.32066820108298,-6.321199332936248,-3.1857429772334207,7.218843716908578,1.8191010581340648,-1.12746707584486,1.3977065928227763,3.8490418330990788,0.7257648943814311,-4.656814573409863,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858168,-21798.100385055066,-6011.289906150032,-4101.7122846662105,-12190.475770455303,-26349.65499695761,-117.94943480216621,134.23409769541206,7.278243135690474,-27.485834082428333,-24.157693235124228,10.229552529308664,16.653094344295337,-12.681794728734426,4.56391137976696,4.153199408105954,4.572745365805867,-3.062786573595259,-0.6490324549672895,-3.7286043021028576,-5.615166549712847,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.66344712059,15728.837560403214,5074.202109515436,-138.71971717672562,48.81993661477761,-6853.8082601130645,461.36743041310683,-156.27617828819243,-1.6974391865059866,-19.257780571126034,8.57307628940214,-8.89003489261865,1.8454905315415677,-0.7011063577885435,-10.293317350476874,-1.0176650339337399,-0.3312344123838325,-0.10173532463620452,1.3818761006221494,-2.1767890115826134,6.883968087499569,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437615,3720.2476929080244,-11071.459571656289,-1125.2699902355462,-40598.87201190748,4146.31602763264,402.21124994167815,-224.27676462143387,-71.2558911304285,-35.79793448453495,-22.769802012228535,-17.923988488671732,-7.4525552673990765,12.188556096018228,4.556204606681932,-2.0714573476777627,3.702320426875576,0.18014173228251315,2.8533885997880293,-10.462605707465041,-3.245035981408249,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615563,-15281.928159228575,-2096.792467401884,-1328.3044122466376,2581.8477796394286,-6092.918508220967,-531.16984917125,-245.04798987753264,9.499050757625296,-25.109619042131694,10.451269756674357,4.441364874789326,5.468661408626239,-12.53719261818518,2.0880512314627127,0.8830053074877532,-1.0913346018028631,3.4659406825024917,3.222911510956326,3.586148141781731,3.9399389331692785,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952702,-11133.25074808874,-2744.8423203437405,37080.50173401887,-19604.606893619188,14047.280940940731,-419.8202341045373,535.518639256572,-43.304578240716076,13.78165081357903,-18.94661401653048,-43.86425151438911,12.738761112927822,-5.522392057144831,22.936551619803435,-7.37752193640898,-29.941878153682815,-22.869023401033573,-7.159438674335336,1.6607991866670815,31.740474941826438,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403411,-15229.40139670089,-2091.6888881736554,-1344.1801453921553,2533.94900617224,-6278.294552055596,463.684085869644,-209.25129844976934,7.8796518520171555,-8.589135920473913,6.817128600433836,3.7535077577695946,9.861613691070579,-11.49588283818744,-3.0441357016165282,5.139000054962163,1.2109762232141552,1.6227210319803678,-0.506286434591098,0.9525717303895498,7.380027106500139,3.324814232,2.847599561,3.086206897
50030.00805463147,-10113.997947689435,-35856.497589709186,-7070.235058568741,-668.217919209885,2441.9449831014517,12881.309331455448,-274.72895612237204,139.77415770581777,-50.99456043923427,18.223683352523935,-0.6449472805549024,13.21248446639673,-7.152106613287839,-4.6225963701037145,3.343655792399784,4.010889710593709,-0.9177599098032068,0.5021269844514638,4.38604927714394,3.7249542548174186,-1.186471366869789,3.599130983,2.900869017,3.25
-125345.11971585719,-14842.065660352851,-550.0972767851943,1293.4060038201674,-560.814323725398,1119.0146444204374,-3469.914771115768,505.62609282099123,-147.99195626042356,3.5927483167936964,-8.184548898433379,6.667883707897374,-3.8273242087752513,3.3633932404646467,-4.182653727920974,-6.36986383975877,1.4030069287753835,-0.43980537821730425,0.004608831881893322,0.9871750512113382,-0.9144742545476191,6.739491479085426,3.954853907,3.366574665,3.660714286
-49001.25318178601,-48167.38971145778,12787.790589645296,4259.8333151926945,673.1571690430179,-566.3248469977667,3515.661438728233,611.4324764489072,-44.639906827366374,-46.941621859242964,9.787047708771768,6.17620463453465,-6.933410821826364,-11.012630523073556,8.031942182336094,-6.734829230662203,-3.342408315979795,-1.1539448436959685,-5.149721011173038,-0.7903692239726589,-5.7942909622258645,0.6074057174865226,3.453428328,2.925882017,3.189655172
347922.2314522346,-32285.958984764657,-16536.086150066214,-3524.2664239157834,-796.0985257861471,-4945.407346563528,2571.0582169450786,-525.245249975807,117.82768750185978,73.28616824719077,-6.671407009993972,5.796977980926688,-3.132657303962621,-1.8873834062580077,-8.871732220869532,-0.040939269653391515,-1.2227543244541434,-5.0737515102115855,0.19236307956790852,2.7103565000793877,2.680530835499498,-0.04959984925406768,4.785550297,4.325560814,4.555555556
-177783.06979999677,11158.491260562709,-15258.612051584176,-2095.377775984558,-1336.7929990089337,2555.110322481128,-6194.898005426907,464.26067966165675,-163.39474927174416,2.9243435852659565,-9.998929136845515,11.02815912322646,3.4192172638546965,5.0954458073985025,-10.76732467319081,-4.8296753185329555,3.1492616836857983,-2.2724080285189334,1.804523158207461,-0.8940790535359912,2.351615203879789,10.253833142027252,2.653067263,2.154625045,2.403846154
246964.0374885817,-52400.00887065797,-3015.7410641500996,-58.345234615924724,370.8824600001445,-3879.523277206763,7489.697329852744,-405.9954000380926,112.79501353143678,85.6431338545897,-19.13435162688774,10.821908369510469,-11.277353538794172,-6.254652152586956,-4.959967461285702,-6.341400893384205,-3.934767232696121,-6.637151637558053,1.0899421433735619,5.307605051149523,2.3019512901065484,2.889022760769405,4.518530885,4.014802449,4.266666667
-196930.49038238882,7262.109974575501,4406.180802819019,-2973.7771147002545,-1557.8801195258984,-15573.84683416852,-11654.291105016518,-703.4718964258371,-172.17550261782753,-40.77919770471103,9.78261378733771,-10.421676725983387,-4.272230494830165,-15.93626628645086,21.884035715972097,23.810170667750015,-15.307173627539102,13.546229830323018,4.190918419395957,-15.736517698111246,9.188675543662347,-0.3883232272510214,3.107115012,2.596588692,2.851851852
-120360.21443036063,10134.504422074246,-15464.95996584131,22522.00335632651,7584.076690910325,2545.447962683983,3576.8105060880457,-394.2799169969782,16.634058792510483,22.819317149124206,-12.076920589687816,-19.45236400055403,8.178206393391925,5.849690658237082,6.169608041676709,-18.200988976960375,-9.840050895456955,-7.877683749884781,-5.516022087411425,9.129777065948707,18.451746485504213,-9.15105792069595,3.531309226,3.020414912,3.275862069
26676.55130162889,71718.91671086637,4229.979698131621,-4431.08521851444,-81.87415521819997,-7518.307150782111,12531.620564011217,560.8426227683813,-2.5689546658347604,151.09372183841415,-30.297581161861906,4.958243692081278,-55.409214747754945,0.44910377561937453,-2.4432926847808947,-17.093476515827536,-9.668513291457474,-15.23574671329022,15.943706585927941,-3.5233429164839003,-8.500211529919588,-6.063827410791171,1.56564417,1.167689163,1.366666667
-109808.71505541114,44567.06006826474,-10893.211824471658,-29969.390003569933,-8989.838358062987,-2091.0220715747173,6185.93813434462,542.1687726225216,536.9082293644876,76.9298268781441,19.20358070012662,12.874358018730405,-48.38353291373147,0.2016275781386494,-1.21897797687062,13.173750252046116,0.46319978919125554,35.681099489006115,32.88253640110261,-14.880440534942696,-24.70137440186175,-25.128636509475132,1.642556938,1.324109728,1.483333333
127680.37018159017,-74465.5778586494,9678.065296166162,3301.2615358673315,1731.426202512522,-2244.7970753184286,14615.808687431063,-244.56715352046103,155.14329295674855,99.3811430015309,-11.832497375742212,17.674960479500523,-18.844199091818307,-10.442648580240757,-1.5867681414438783,-12.663394400019095,-4.803686257468629,-9.324070918287674,1.2293069819757472,5.918807162466582,3.893627636380179,6.714100824032324,4.257197985,3.639353739,3.948275862
-78041.96969912767,8500.943727850203,-33760.37683867949,-6354.432048003882,-1257.388495706303,3695.594322229523,4991.557092448433,624.4744194084518,-16.428704108238595,5.118838384183398,-20.285790939864498,-8.672722209482306,8.689324017577272,9.846803085238761,-11.43239550326442,-5.714401019368098,9.814085091912704,1.5003673262210817,2.6791185602126912,4.919735922373943,3.8314924800098233,9.212672912296048,3.991799552,3.401057591,3.696428571
389387.7181766789,-36882.7696991821,2743.7034035294537,617.6026820572141,-1137.4002894425598,-8230.064661035833,-9411.703603528527,260.16611745494015,129.57780062620787,50.38787813431916,11.283432670681927,1.7831588540880958,-8.229959266461034,2.8307868595549337,-4.612609424492808,-4.315443669766156,0.6213579174320464,-2.8228707861493123,-4.633075112490441,-3.077061080705018,-2.4315323453404845,1.2655960754375692,4.766305092,4.305123479,4.535714286
417683.28306202835,16487.851371331017,-6916.163849700185,-40782.241724609,36560.347419327765,21398.04846717254,-5700.180107221168,-606.5724114796332,-136.21461304345866,43.0437529797037,13.201917336143362,-3.376415426965863,-3.7349557044760093,5.707655364401365,-4.979619342140883,6.428610793018239,-11.408643649965521,15.661048724071808,-12.126556749164168,-5.0654182232443254,13.125298809522452,6.236604907489516,3.0643401,2.528252492,2.796296296
-208656.1098366185,-10399.087565069505,18626.08882136644,5632.565155430379,-814.0445660093451,-524.1586296290549,-16607.51964649745,305.5108486887015,-240.42475406731802,-7.818744418794897,-9.840421465450863,12.025059079707537,-6.193976364630042,6.581828417434669,-4.925534879788305,-7.393495770245203,-0.4773295028892199,0.013568980970757464,-1.8263029100998502,-1.766751848162298,-1.8166823609809695,7.05449696061246,3.109396031,2.640603969,2.875
246964.02876949642,-52399.61725118454,-3015.3419901188427,-58.39018601238499,370.92783994986155,-3879.7161249564706,7490.172924951671,-407.1442614352399,158.70030977364436,81.57322258273793,-17.729628058204387,7.782365299913807,-10.773471884474949,-5.429403288599458,-5.346116505773654,-6.853459508068205,-2.405631880329116,-6.417690511073749,1.0300120047323913,5.566672511753819,2.988557457185104,3.3053589370584007,4.586922149,4.190855629,4.388888889
102995.09709901222,-4346.599785653935,-33710.42896957714,-6817.721536319844,-1229.558589547063,821.3302906853334,6582.007430683504,603.7399894080334,12.769232326316711,-51.511867560333016,9.856188660646662,-8.825302533409376,12.20724622215937,-0.20590689926861908,-2.6650773773460013,2.7802922621500046,5.550647513568572,3.363533938494768,-1.9882014019527023,1.0274999780794947,-3.027439650457107,-1.8191891444784334,3.658971212,3.055314503,3.357142857
-126571.562891848,21905.74177552865,1497.0751847929507,-18507.148546626224,-7891.28323972439,23158.03715155345,2067.569076695773,-362.5843055925398,-287.5522119867895,58.065569111515586,18.715083729827516,-13.325620142113058,-8.601402256833293,-3.197722435133461,13.096922950258147,23.811514195883692,13.073192048251997,1.6531879158757234,6.809505663602489,4.8901925916624736,-36.67326107248752,-9.974926548574128,3.665622055,3.092998635,3.379310345
-190387.4595414203,665.1960614792381,1843.7495985843982,1792.123337780517,-1105.1113494021504,923.7206345796924,-11754.647097311186,376.9484135618019,-162.7712920282205,-6.9870170518439485,-9.24760593999151,6.751634213629672,-2.7864460946305183,8.480478736567052,-11.374730126012894,-6.3549247478324675,2.6378731069806745,1.9301323707853084,-0.2074153572429332,-2.8802683433213843,0.40092353700351324,9.643660018602544,3.249159055,2.784174278,3.016666667
39461.28155597659,-2386.850800715414,-12023.36778360071,-14807.11247939098,-1732.4989812932542,-40039.979424645186,5534.497320894536,408.569277386372,-286.2650252912408,-62.294839104362474,-18.792488780186268,-27.428693188761187,-1.711148975619785,2.433004852045303,16.476605729836695,10.584550041532857,3.996714340688905,5.297877802639749,-0.5152305518823432,-1.4716305145559445,-11.027685152882555,-7.105107444482803,3.09915415,2.442512516,2.770833333
