fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,CIHigh,CILow,MOS
446900.3969938462,-12433.825912072196,-30047.306096160486,-6979.597634437459,-1941.6121556189162,-5961.056783816175,-2148.577037451729,-640.4610525334008,121.89868659179547,59.84698993657474,-22.599379500224668,4.751477668,4.284236618,4.517857143
-162126.59825933375,-27921.841200338262,15479.95680928111,5045.30490830655,-73.20762136681516,240.60131909974154,-6109.353650857739,-522.7156068814544,-180.7500719549471,1.9207609927983817,-4.035116496525164,3.380332715,2.964494871,3.172413793
-26717.798145921075,-36667.711029890794,-3831.7859878522627,438.9988270136148,340.0749133588264,763.3845797237067,7908.284908054546,-324.396469502923,-13.540115039667317,-42.25975691376961,28.036769754227123,4.373132173,3.780713981,4.076923077
-133309.22184593457,-391.2137909853567,1612.3835811245244,26405.457462715916,7818.673712393069,922.0083414471436,-1956.0858293167341,521.67059302735,-117.7328194635212,28.935442117815754,2.962201765040131,3.669138913,3.145675902,3.407407407
-224695.900335193,12602.15499422158,33152.34357549842,-9109.307895661672,-5791.288493951877,-4210.6652151290355,-16215.878400345533,238.85161407786,467.4668927390355,125.22359642723454,9.30336041810096,1.659640274,1.271394209,1.465517241
-112286.88048184244,-10143.051270092546,28099.82568645964,40923.786225854725,-22708.15162386447,13738.4552084738,13930.237848378394,-223.13532452993203,703.6857017842985,-142.79002153145302,67.5455760686241,1.786571514,1.313428486,1.55
-132848.52508760942,-15660.23490578682,-854.9481043550992,1257.841865910102,-480.8777153142222,1352.4826710629782,-2563.562725139918,-475.28850608078096,-172.00899597632238,6.870479250392597,-4.3241119307980505,3.846189416,3.296667727,3.571428571
36943.09035456156,3017.0100441502946,-15034.833737703213,35594.79390084444,12361.328100781122,153.87096373499656,8241.56276721127,641.1976358992399,-76.3161822832185,-39.30417357516451,15.472178485947813,2.646890722,2.056812981,2.351851852
-210408.3876641982,-10589.186562058341,18558.33224446555,5624.459426950745,-794.6837346567593,-467.6568017556754,-16380.69420665462,-696.244374975021,31.585326501218017,-34.35569721891508,-7.171494181432053,3.051922047,2.603250367,2.827586207
-125529.47621402457,-14861.66665488602,-558.1294203759682,1292.367846296737,-558.8546736010347,1124.6558805516063,-3447.6332212317407,505.83289613956146,-135.4957493676315,2.009273428403639,3.784963290134577,3.772468808,3.193048433,3.482758621
-161907.1768225563,21920.515098349628,-32060.321462253574,-5929.498555178024,-1602.2108530751375,4067.512188209529,-1090.9575456890973,543.5168021538826,-200.0259985618803,16.436118395060213,0.6175629934775149,3.460340236,2.987935627,3.224137931
-154254.64509202214,25077.723181466827,20528.219157763087,10455.160721404136,808.8603531026205,21532.980623119507,-995.9787941439,562.7196660012875,650.975110205782,139.827735725559,34.89044586074502,1.765816215,1.400850451,1.583333333
-111800.11377080971,-4246.22756305348,-17617.12971499636,-2589.8765208456994,-801.9620125553332,2726.28726873973,1995.759694353378,-408.0176108853668,-161.89575616858565,15.662825408931475,31.37743755705932,3.91045444,3.503338664,3.706896552
292511.23376993765,96535.42824215404,24718.941829644922,-3529.7606907587506,-74.62619586320065,-16752.65764006502,11140.146262756332,-608.2121212948908,-170.67625304329727,-60.78776593096797,1.637845565452811,1.471686809,0.994979857,1.233333333
-226955.4181620551,13200.058313845931,27993.982409482596,15770.414877283614,-10973.793713670997,-11614.647494110335,-13680.870493588938,-748.716946455996,542.8368189582504,113.30128383104372,31.774987375727427,1.945329132,1.488004202,1.716666667
127653.8428387956,-74467.5720796676,9674.14783391717,3300.6304375857726,1731.641871908076,-2243.5334195609444,14619.475286372133,-243.35125053729942,110.4500182623601,104.59666438572987,9.541839434896392,4.095679394,3.504320606,3.8
-141838.94618100807,-2659.5492558907604,9373.372055568569,-13444.59937897005,16246.947087980448,13151.170178825609,-4536.2328842308,-472.73327163352326,-126.40015470971649,4.393715152482524,3.3233998564030998,2.637035504,2.190550702,2.413793103
-131948.61699090266,36620.90727116522,3822.0895889541803,6616.6755206243715,474.7058591793599,22873.594363133954,3411.761659004293,632.200423984358,470.36621801645305,159.0251411049483,39.984652184981215,1.74043084,1.328534677,1.534482759
-191644.6179848328,527.3264533813399,1790.402047303458,1786.1402923810645,-1091.3588782487611,966.8832707173897,-11589.169833368005,-617.1341954832784,-243.11419258405462,0.07323464494130068,-6.401951608858211,3.094947531,2.491259366,2.793103448
-199394.1183856862,8425.603062346116,8112.180355939071,-7412.285751959943,9386.8595316169,8400.138837911303,-12551.89670402555,-636.2256468288207,835.5649203494107,-94.29618762091272,35.37932705057014,1.621677784,1.278322216,1.45
7075.7987158951,-32986.122108690106,-2460.1415687302338,599.9524138600431,-18.062285350256413,-273.05398007751495,3884.9330358196844,592.9240671498482,101.23571945305133,-64.14808587467,9.22571256463809,4.23399043,3.535240339,3.884615385
11221.217982546108,-23418.306746472597,-19902.25112688574,-3326.5308009936075,-159.7708371934496,1620.833650184522,10461.462036050274,-296.3371253273939,-17.20666936704388,-38.49128412807101,20.878016192532566,4.549695967,4.021732605,4.285714286
507285.5071790907,-14926.95738440586,-10085.791488243194,-2765.429024340304,-2483.251782052848,-9808.876096507005,-16337.718551413587,97.62140780978939,293.0971791312717,17.410505686282544,-0.06678845649262702,3.044920759,2.339694626,2.692307692
