fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989596,-25410.006765650156,-7633.307763182631,-24941.318047789766,12721.709091305736,8548.169920031889,-301.5012528381895,-210.282095481688,42.337935652782214,-2.3703887092079556,5.430859651491421,-0.36447621984541767,-0.8000090367294389,3.6880728849378484,7.728801929079169,1.480130165192358,15.02803844261831,-0.9939014260165658,9.482739173044848,-23.996269826403033,4.901344384995482,-16.451108419651526,-7.032567857840854,-4.14589766771724,5.969337508698719,5.31306082941518,1.408317801692113,-3.034224820054568,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107805,1825.2229904363562,1789.743515497045,-1099.5449269987485,938.6065054827168,-11692.76348191119,374.42029588812,-13.66597690352505,-20.5770496123658,3.548500294256972,5.221299629444369,-2.250808042413907,8.79647516745287,-10.588666929230554,-9.526729524577176,10.432984660004346,4.432457201559561,-6.258055044326702,-4.426203720497237,1.1904634866955077,14.89115069544436,3.2337198270823455,-2.8620125363138493,1.992286264431779,2.391853961771357,-1.6892071461299176,0.08909541439944361,0.6726207371069388,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099394,-9573.809645649488,-2705.991167456855,-2616.548834204201,-10197.113459986347,-17831.151732467843,72.02086521444362,131.7922185729512,27.667315987938778,-32.72128720900795,-16.27663562725641,1.4223694296306264,10.428742863884388,-8.633628385815022,-2.1027411010984842,1.8341471399549099,2.1270773005511643,-2.3154080344835477,1.6888533928047016,-3.6088013773035126,-1.630688721961056,-5.1394815094077835,5.1344215219812925,-0.5070597934907621,1.390689355250054,0.017945616375488478,2.381978348724264,0.054417644785494865,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424938,-35785.16322192139,-7061.455555443998,-687.2164349687796,2388.2254225573774,12668.329366015078,-274.9564062873426,-20.81482810804159,-35.92463621805933,14.692371820024889,1.231787770023827,13.320668219238113,-6.3211993423874375,-3.185742936612075,7.218843728874706,1.8191010613908016,-1.127467078007774,1.3977065614054835,3.8490418412216814,0.7257648960074001,-4.656814584983058,-1.9173054546921642,-1.1916864008227894,1.9510900494943586,-2.648369471536697,0.2816296139395837,1.1817039701773138,-2.2925761172870547,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858117,-21798.100385055244,-6011.289906149964,-4101.712284666226,-12190.475770455447,-26349.654996957153,-117.94943480064507,134.23409769593172,7.278243133172092,-27.48583399581625,-24.15769326354499,10.229552543251025,16.653094369194907,-12.681794567036263,4.563911387333488,4.153199415545951,4.572745374550668,-3.0627865047366294,-0.6490324563523635,-3.728604310594896,-5.615166563667378,-8.3456254453711,5.425034614140622,1.7129634573028003,2.399378544623983,-0.6832481086149781,4.392605686522492,0.22621691778431605,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.66344712051,15728.83756040332,5074.202109515372,-138.71971717672614,48.819936614769276,-6853.808260112946,461.3674304071589,-156.27617828879693,-1.6974391859199156,-19.257780510441734,8.573076299487258,-8.890034904735172,1.8454905343009054,-0.7011063488504633,-10.293317367542759,-1.017665035755895,-0.33123441302549317,-0.10173532234589393,1.3818761035175626,-2.176789016554266,6.883968104602161,2.088640925180065,0.6703745000360082,-2.599904057516329,-0.7886036553454919,-1.1115741767459464,-1.0278024526752343,2.2019622567597303,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437567,3720.2476929080512,-11071.459571656174,-1125.2699902355666,-40598.872011907915,4146.316027632568,402.2112499364929,-224.27676462230124,-71.25589110578466,-35.79793437173023,-22.769802039017335,-17.92398851310069,-7.452555278541671,12.188555940603115,4.556204614232198,-2.071457351390135,3.702320433934811,0.1801417282402552,2.8533886057532105,-10.462605731368795,-3.245035989487045,-18.03081374225293,11.160711532380388,5.97541839099268,2.6191507491372343,1.5440405171925429,4.943118319449734,-3.0710104114998944,2.147725643,1.552274357,1.85
-178537.71721144035,11070.30038061553,-15281.928159228677,-2096.79246740186,-1328.3044122466317,2581.8477796394595,-6092.918508220856,-531.1698491644025,-245.0479898784811,9.499050754341168,-25.109618963008447,10.451269768970603,4.441364880842454,5.468661416802909,-12.537192458326468,2.0880512349256373,0.8830053090691129,-1.091334603885597,3.4659406045840053,3.2229115177677095,3.5861481499397354,3.9399389429612293,3.873226991855428,-3.0566509948906324,0.8017528949151687,4.232157717171761,0.7009818265656691,-0.44424873923118957,1.6785209352628645,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952687,-11133.250748088803,-2744.8423203437173,37080.501734019,-19604.60689361939,14047.280940940478,-419.8202340991228,535.5186392586435,-43.30457822573906,13.781650770151982,-18.946614038819835,-43.86425157417334,12.738761131973755,-5.522391986730817,22.936551657830005,-7.37752194962093,-29.941878210963793,-22.869022886897078,-7.159438689431685,1.6607991905451231,31.740475020700593,-1.0483561866771551,-27.014539982725456,35.14981912357245,-7.409813782599705,-28.314108661277142,12.421432944709188,33.191584166662615,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403377,-15229.401396700996,-2091.6888881736313,-1344.1801453921591,2533.949006172264,-6278.294552055485,463.6840858636657,-209.25129845057896,7.879651849292751,-8.589135893408717,6.817128608454435,3.753507762885306,9.861613705815529,-11.49588269160686,-3.0441357066607626,5.139000064168121,1.2109762255389231,1.6227209954961948,-0.5062864356479985,0.9525717325432062,7.380027124837553,2.8564649724683364,-2.0037526749220773,-2.685418442632007,5.694409332137797,0.07764487663414774,-1.1631806570532532,1.7722950028910014,3.324814232,2.847599561,3.086206897
