fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,CIHigh,CILow,MOS
-96471.00174229169,20285.01670098965,-25410.006765650047,-7633.307763182737,-24941.31804778979,12721.709091305594,8548.169920031785,-301.5012528383507,-210.28209548318674,42.33793565901168,-2.370388716021102,5.43085967345487,-0.3644762182557207,-0.8000090424622222,3.688072914145305,7.728801996967648,1.4801301731477048,15.028038612058698,-0.9939014389495904,9.482739297743638,-23.99627018559051,4.901344309131308,-16.45110872024536,-7.032567794529171,-4.145897714114098,5.969337579678584,5.313060765013453,1.4083178482552872,-3.0342247230534407,2.407534431788615,8.099097419070585,0.14695674823949267,0.4694254364290701,-4.656155346121916,5.794130611598407,5.0840020079035115,4.361626788993994,-2.0042351835116516,1.4395535843428178,-3.3008633756408785,0.744606057901469,3.361998357967474,6.574766180225744,1.0309710442027813,-1.104415401764948,2.5755775388578583,-4.278947594949351,0.8454140116673834,3.714153873707514,-0.7798034830514419,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107727,1825.2229904363517,1789.7435154970715,-1099.5449269987405,938.6065054827069,-11692.763481911094,374.4202958883253,-13.665976903622266,-20.577049615366853,3.548500304437749,5.221299650572292,-2.2508080325903137,8.796475230471717,-10.588667012937488,-9.526729607970235,10.432984716319732,4.432457251464561,-6.258055125750625,-4.42620377870955,1.1904635044632372,14.891150465784104,3.2337198862370227,-2.8620125106428786,1.9922862867112634,2.3918539905622875,-1.6892071254394452,0.08909541734519948,0.6726207155498696,-4.593137538419749,2.9570533536543184,-0.6480123016282815,-1.2260176748596214,4.6150328422030045,2.199766514806813,2.3313956578390065,-1.2718237763506728,-1.8501163666997125,-1.6453249174797666,0.7790553113935641,-0.711339820409119,-2.771171590330894,-3.353517677683434,2.74582897464312,2.142227092766526,-0.9669163478263971,0.29892561083398983,4.3916326891922575,-2.788713866413124,-1.9130424036756952,3.257015236,2.742984764,3.0
519840.31576796295,-13560.844450099434,-9573.809645649448,-2705.9911674568984,-2616.5488342041913,-10197.113459986213,-17831.15173246769,72.02086521448292,131.79221857388438,27.667315991975997,-32.7212873028879,-16.27663569312128,1.422369423422666,10.428742938597077,-8.633628454066141,-2.1027411195001577,1.8341471498550577,2.12707732450688,-2.3154080646099664,1.6888534150210694,-3.6088014311760634,-1.6306886968127112,-5.139481603425058,5.134421475936216,-0.5070597991564676,1.3906893719929763,0.017945616157130313,2.381978427373193,0.05441764304716968,2.46012860235286,0.4510759309451526,0.1632932668090456,1.2188917493099771,-2.3202726588268106,-0.8881172388812102,-0.1347081763472305,-2.4082875232387653,0.21625814230031137,0.44874542114027066,-1.1732739767359759,1.2947886607129477,-0.25743442821406226,0.2882198967518502,1.0021661642699202,0.6321933238761558,1.1515381032416674,0.23365225309736953,-0.27676923434911926,0.8832368124246823,1.1261642698690093,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424967,-35785.16322192125,-7061.455555444109,-687.2164349687799,2388.225422557347,12668.329366014972,-274.95640628749294,-20.814828108188898,-35.92463622330157,14.692371862178645,1.2317877750086987,13.320668161099817,-6.321199387673226,-3.185742961796759,7.218843792063396,1.8191010712110858,-1.1274670907080606,1.3977065795919021,3.8490418918340987,0.7257649068657526,-4.656814513158466,-1.9173054897704578,-1.1916863901517232,1.9510900713056205,-2.648369503408733,0.2816296104797283,1.1817040091982063,-2.2925760438484257,-1.9099505421944525,-1.1614643530865698,-2.195650864007148,2.1761664794008118,1.7605651675165812,1.4919128235110903,0.16996258233367836,-0.307444682551698,3.2820221492619512,-0.09636601176352841,-0.8619394435512728,-0.01942309338600631,1.743628314912171,0.6264437361132552,1.70515760092644,1.8054706574665562,0.06884620792237975,2.077282494574865,-0.6699525497386529,-0.11831317126552286,-1.9856994651625182,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858135,-21798.100385055153,-6011.2899061500575,-4101.712284666229,-12190.475770455263,-26349.654996956924,-117.94943480070992,134.2340976968822,7.278243134234727,-27.485834074675314,-24.157693361300815,10.229552498603967,16.65309448849949,-12.68179466728887,4.563911427292208,4.153199437964599,4.57274542604023,-3.0627865445879423,-0.6490324648738774,-3.728604366252993,-5.6151664770706,-8.345625598032889,5.425034565485607,1.7129634764646136,2.3993785735202082,-0.6832481002600952,4.392605831557902,0.2262169105500928,3.6484097227127763,-0.4666273800314643,0.8040156424331588,0.8742266445663015,-1.151405390595797,-2.364919002795145,1.6481133881388168,-4.725104068193479,2.208393997133229,-0.9110885840860259,-2.5956703102524457,4.113164573241545,1.59913747313564,0.05027370194112429,1.5466152654981353,1.741024499762551,2.4353854579102254,-1.1914749993297273,-2.3637986341519848,1.6876350725388791,-1.1549292446114492,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.6634471206,15728.837560403255,5074.202109515455,-138.71971717672622,48.81993661477749,-6853.808260112886,461.36743040741146,-156.27617828990373,-1.6974391861667424,-19.25778056569394,8.573076334179085,-8.890034865934343,1.8454905475223664,-0.7011063543937333,-10.293317457646385,-1.017665041249686,-0.3312344167467471,-0.10173532367012764,1.3818761216975044,-2.1767890490505635,6.883967998440518,2.0886409633701404,0.6703744940270292,-2.5999040865907994,-0.788603664848613,-1.1115741631372345,-1.0278024866142808,2.201962186224465,-0.27834315873281434,2.416477095162847,-0.41079247385244544,-1.5062274399305753,-2.1421289728908404,0.6911415607672172,-1.0438787434610983,0.3276807024195559,-1.5116721217168647,0.5487610870046645,0.07449676771716704,0.6296472681031864,-0.7583020972227047,0.23563939239220735,0.6123382589959346,-2.3609739227605546,-0.1276361643689718,-1.662380061701226,-0.6082687623919097,1.8068545830513292,1.0611831071882702,3.653463529,3.070674402,3.362068966
-8572.136847605525,-16777.303415437622,3720.2476929080353,-11071.459571656342,-1125.2699902355646,-40598.87201190739,4146.316027632545,402.21124993671265,-224.27676462388916,-71.25589111618025,-35.79793447443716,-22.769802131156794,-17.92398843487102,-7.452555331932555,12.188556036958117,4.556204654117459,-2.071457362570733,3.702320475624211,0.18014173058229227,2.8533886433007773,-10.462605887490472,-3.2450359394321215,-18.030814072100505,11.160711432267501,5.9754184578205205,2.619150780712116,1.5440404982656264,4.94311848266738,-3.071010313118237,-3.756552095470011,1.3152888503181972,1.8056473317381412,-0.11025352577292688,0.6747099506378665,4.587791240838983,0.9550932247985394,-0.11116181199996072,14.301263612416056,1.5016315243058649,-1.2378354918073642,-0.9260086991211777,-5.911058634138212,2.6103572711178153,-1.506630455566725,-1.3075320340801557,9.491635315598725,3.232785754988077,-4.214251175078262,5.399558133706349,-3.9057841471328714,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615563,-15281.928159228615,-2096.7924674018695,-1328.3044122466433,2581.847779639422,-6092.918508220808,-531.169849164693,-245.04798988021633,9.499050755725198,-25.10961903504933,10.451269811262117,4.4413648614581485,5.468661455981318,-12.53719255743936,2.0880512531986897,0.883005313835123,-1.0913346161883088,3.465940649681602,3.222911560132922,3.5861482035113617,3.9399388821960297,3.873227062723053,-3.056650967466256,0.8017529038939384,4.232157768152015,0.7009818179704981,-0.4442487539052013,1.6785208815054717,-1.5030491036090854,0.04865841320328538,-2.761622374423364,1.5773709881311242,0.38530381139901626,1.5644765385719133,-1.2462171897057293,-0.21029856999519353,2.719227972989558,-0.1549320231546517,1.0647625115270396,-0.7718960594320864,0.9702897943990949,0.20160766281060283,0.40305732514537074,0.5192167968502353,0.4736932157615991,0.5152737330628374,0.13363191519661788,0.6044712134129466,0.005028044236914272,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.659999527015,-11133.25074808877,-2744.8423203437605,37080.50173401903,-19604.60689361914,14047.280940940365,-419.82023409935323,535.5186392624371,-43.30457823205761,13.781650809692477,-18.94661411549065,-43.86425138272646,12.738761223236825,-5.52239203038939,22.936551858614973,-7.377521989449447,-29.941878548090568,-22.869023184446725,-7.159438783588255,1.6607992153847935,31.740474531152223,-1.0483562057763598,-27.014539740455085,35.149819516612546,-7.409813871976441,-28.314108314786004,12.421433354774312,33.19158310357298,18.267465145242497,15.21066023249483,-14.819539462723114,-24.999525368020745,9.096356932971064,3.535621693736873,-10.083974819318302,4.270442312624887,-18.070092490802487,13.787820266975874,-7.84551236340622,19.91618963133194,-0.6296693225261938,10.103844693323701,-1.4092115075059488,-0.048268601720587945,0.03114603202819442,-1.828854172643793,0.8169973538406606,-1.873462643002542,-4.3098751784173075,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403411,-15229.401396700932,-2091.6888881736622,-1344.1801453921626,2533.9490061722345,-6278.294552055433,463.6840858639192,-209.25129845206052,7.879651850441643,-8.58913591805143,6.817128636040813,3.7535077465031397,9.86161377646548,-11.495882782487516,-3.0441357333106303,5.139000091907831,1.2109762391667986,1.622721016609626,-0.5062864423059791,0.9525717467938364,7.380027011023109,2.8564650247216514,-2.0037526569429,-2.685418472643672,5.694409400742154,0.07764487566581882,-1.1631806954631119,1.7722949461234196,-0.44114022230465144,0.9198180616115084,-1.9777287432174377,0.05938796098418667,-1.1625866073345938,1.8679474759785912,1.1406031077184549,0.646045548610532,0.5577313869880599,-0.07979121879085262,-1.5615760014128053,-1.2617989287220173,-1.1848984710289598,-0.8154915410821271,0.6075377816220775,-0.6692426143776603,-0.9666323591172828,-0.8992957875100861,0.8400476890866454,2.6839714715080283,-1.6760124415508577,3.324814232,2.847599561,3.086206897
