fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989632,-25410.006765650036,-7633.307763182742,-24941.31804778947,12721.709091305383,8548.169920031878,-301.5012528395844,-210.28209548214483,42.33793568350066,-2.370388710454204,5.430859653413536,-0.3644762198837793,-0.8000090366438329,3.6880728842052957,7.7288019268208235,1.4801301713031265,15.02803851212792,-0.9939014251781157,9.482739164669796,-23.99626979931806,4.9013443382041455,-16.451108393126752,-7.032567776476059,-4.145897702527601,5.969337561837146,5.313060746307076,1.408317796453368,-3.034224808847615,2.4075345112478854,8.099097699966492,0.14695675380202664,0.4694254564025944,-4.656155557855037,5.794130206678809,5.0840016204789285,4.3616264146895,-2.0042353231701715,1.4395537083526961,-3.3008637143667543,0.7446061436924255,3.3619987713177917,6.574767137349343,1.0309712160617235,-1.1044155926084542,2.575577168799227,-4.278948494797648,0.8454141972279829,3.7141525704642553,-0.779803737973408,3.937822399525275,-0.616329393560099,-2.1383422770143543,5.618449679916087,2.5889970063242362,-3.9784894558918174,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107831,1825.2229904363473,1789.7435154970735,-1099.5449269987266,938.6065054826907,-11692.76348191124,374.42029588988623,-13.66597690355376,-20.577049627281887,3.548500296099334,5.221299631292102,-2.2508080426379427,8.79647516674029,-10.588666927281427,-9.526729521701228,10.432984703571845,4.432457221964603,-6.25805503870014,-4.426203716467502,1.190463485385131,14.8911505539866,3.2337198218409595,-2.862012503263524,1.9922862811525313,2.3918539832995753,-1.6892071196523555,0.08909541406212013,0.6726207346038646,-4.593137689955529,2.9570534565041275,-0.6480123260985334,-1.2260177270435888,4.61503305209835,2.1997663607506452,2.331395479787173,-1.2718236671259642,-1.8501164956995315,-1.645325058713487,0.7790553915751768,-0.7113399022615989,-2.7711719303070543,-3.3535181651092785,2.745829432849145,2.14222746226262,-0.9669162084614361,0.29892567405283843,4.391633652462099,-2.7887128886136905,-1.9130430307887678,1.478649767081155,5.901470472507451,-0.473602178074829,-0.539614622520629,7.714248630614255,3.8228275368453715,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099423,-9573.80964564944,-2705.991167456893,-2616.548834204169,-10197.11345998604,-17831.15173246791,72.02086521478411,131.79221857324112,27.66731600798977,-32.72128722599169,-16.276635633026324,1.4223694297721237,10.428742863038519,-8.633628384221849,-2.1027411004602596,1.8341471476132234,2.1270773103691543,-2.3154080324069897,1.6888533912671628,-3.6088013731233737,-1.6306887064659463,-5.139481501010956,5.134421462735694,-0.5070597977392842,1.3906893677729646,0.01794561609275181,2.381978339922345,0.05441764458617846,2.4601286834973566,0.45107594665153666,0.16329327297555996,1.218891801186131,-2.320272764323024,-0.888117176704174,-0.1347081660444782,-2.4082873162607528,0.21625815739186752,0.44874545966707907,-1.1732740973033606,1.294788809650874,-0.2574344597743883,0.2882199386144345,1.0021663315413882,0.6321934328956672,1.151537937278635,0.2336523023174305,-0.2767692950525042,0.883236502673181,1.1261646390771953,-0.5528860873805642,0.13549079734183236,0.3529171810126251,-1.7381613110069867,0.579350430584692,-0.1565083916868542,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424958,-35785.16322192122,-7061.455555444103,-687.2164349687713,2388.2254225573065,12668.329366015128,-274.95640628863833,-20.81482810808752,-35.92463624409457,14.692371827650938,1.2317877704605538,13.320668220564835,-6.321199341874748,-3.185742936023174,7.2188437266812695,1.819101068989737,-1.1274670832056068,1.3977065601473975,3.849041837687407,0.7257648951645875,-4.656814540746638,-1.9173054515636678,-1.191686387085834,1.951090065850013,-2.6483694953896446,0.2816296095184788,1.1817039658152966,-2.292576108721794,-1.9099506051913335,-1.1614643935002489,-2.1956509469156362,2.1761665720213794,1.760565247575144,1.491912719027212,0.16996256935727078,-0.3074446561180697,3.2820223781673814,-0.09636602003543626,-0.8619395321509997,-0.019423095610571595,1.7436285287623168,0.6264438270397645,1.7051578855274971,1.8054709688697161,0.06884619802392357,2.077282932152079,-0.6699526966637741,-0.11831312978010111,-1.9857001162756893,-0.7436933325394612,-0.8284992093855673,0.2489958190646591,-0.42934672565829357,-1.1408906150520335,0.944108456181894,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858139,-21798.100385055135,-6011.289906150048,-4101.712284666166,-12190.475770455065,-26349.654996957248,-117.94943480120351,134.23409769622634,7.278243138449219,-27.485834010082677,-24.157693272106734,10.229552544270142,16.653094367842392,-12.681794564688094,4.563911385963844,4.153199432894803,4.572745395652246,-3.062786501985402,-0.6490324557407817,-3.7286043062832723,-5.615166510307846,-8.34562543170179,5.425034551532243,1.712963471673144,2.3993785662566123,-0.6832480978975876,4.392605670301145,0.22621691694773854,3.6484098430641208,-0.4666273962558219,0.8040156727916367,0.8742266817759599,-1.1514054429701925,-2.364918837172029,1.6481132622658334,-4.725103662181009,2.208394151164673,-0.9110886622834704,-2.595670577040483,4.113165046354959,1.5991376692375088,0.05027370932910834,1.5466155236007968,1.7410248000915562,2.43538510691253,-1.1914752504728434,-2.363799152675152,1.68763448064858,-1.1549296232830621,-1.0056435256973908,0.44892324220015156,-2.0329130593510567,3.027391058047969,-0.028366622189552857,-1.558573897154579,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120565,15728.837560403243,5074.20210951545,-138.7197171767353,48.81993661477666,-6853.808260112972,461.3674304093319,-156.27617828914092,-1.6974391871485301,-19.2577805204374,8.573076302527088,-8.890034905620457,1.8454905341507664,-0.7011063487185715,-10.29331736441228,-1.0176650400058733,-0.3312344145446981,-0.10173532225571096,1.3818761022579433,-2.1767890140066446,6.8839680392258416,2.0886409217781168,0.670374492301764,-2.5999040793196104,-0.7886036624536447,-1.1115741593061996,-1.0278024488788773,2.2019622485326917,-0.2783431679241584,2.4164771792965682,-0.41079248936537743,-1.5062275040364093,-2.1421290703147524,0.6911415123647136,-1.0438786638002866,0.3276806742411181,-1.5116722271560417,0.5487611340978411,0.07449677536022746,0.6296473405213655,-0.7583021902326634,0.23563942671010685,0.612338361201031,-2.360974329934676,-0.1276361460246057,-1.662380411935159,-0.6082688958401176,1.8068539493726832,1.0611834551366848,0.21553995015849872,0.1346017790079723,-1.7078405926359406,0.7135686544161072,-0.1267718026613903,-1.2765528056991955,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437604,3720.247692908033,-11071.45957165633,-1125.269990235542,-40598.8720119067,4146.316027632597,402.2112499383909,-224.2767646227943,-71.25589115742414,-35.79793439031073,-22.769802047089488,-17.923988514886343,-7.452555277936142,12.18855593834911,4.556204612846907,-2.0714573600421393,3.702320451023242,0.18014172807280546,2.85338860316177,-10.46260571921139,-3.2450359586287507,-18.030813712754775,11.160711403577904,5.975418441109489,2.6191507727428918,1.544040492962749,4.943118301189602,-3.071010400017993,-3.7565522193969083,1.3152888961526754,1.8056473999221374,-0.11025353046642371,0.6747099813294662,4.5877909195466815,0.9550931518966713,-0.11116180239103066,14.301264609876283,1.50163165319579,-1.2378356189868447,-0.9260088056419351,-5.911059359079108,2.6103576504163315,-1.5066307069378966,-1.3075322596951051,9.491633947629719,3.23278643584148,-4.214252099459346,5.39955623983346,-3.905785427835247,0.7652771579170009,-1.3552516459906316,-2.8214828712150384,-3.7631760649285595,-1.8503943293177227,3.9475366635049385,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615556,-15281.9281592286,-2096.79246740189,-1328.3044122466156,2581.847779639378,-6092.9185082208805,-531.1698491669057,-245.04798987902007,9.499050761223891,-25.10961897604077,10.451269772675,4.441364881284894,5.468661416358941,-12.537192456011168,2.088051234287089,0.8830053127569522,-1.0913346089300229,3.465940601470287,3.222911514794974,3.5861481458049016,3.9399389055292384,3.8732269855366885,-3.0566509596106064,0.8017529016473063,4.232157755320309,0.700981815566676,-0.4442487375927786,1.6785209289957332,-1.503049153188933,0.04865841491544364,-2.7616224787037496,1.5773710552664033,0.38530382891655307,1.5644764289978137,-1.2462170945737137,-0.210298551908836,2.7192281626402712,-0.15493203645123985,1.0647626209349075,-0.7718961482121403,0.9702899134113102,0.20160769206339477,0.4030573924282827,0.5192168863994718,0.4736931474802791,0.5152738415515349,0.1336319445142107,0.6044710014502749,0.005028045828284012,-0.7926139956212169,1.1921976235933656,0.44657995390326416,-0.552517144279631,0.010980931243913849,-0.0331786296362289,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952697,-11133.250748088762,-2744.842320343751,37080.50173401856,-19604.606893618806,14047.280940940544,-419.8202341011039,535.5186392598223,-43.304578257121214,13.781650777304954,-18.946614045537153,-43.86425157854197,12.738761130940537,-5.5223919857113914,22.936551650878464,-7.3775219804346905,-29.941878349034525,-22.869022866351347,-7.159438682875793,1.6607991886558364,31.740474719209413,-1.0483561848455025,-27.014539670997692,35.149819418315744,-7.4098138494745465,-28.314108217199028,12.421432898769435,33.191584042723726,18.267465747735127,15.210660762166993,-14.819540022321567,-24.999526432028652,9.096357346592383,3.5356214461057496,-10.083974049474882,4.2704419456708,-18.07009375115505,13.787821450343031,-7.845513169806453,19.916191922193775,-0.6296693997854923,10.103846161482188,-1.4092117426763735,-0.04826860992749956,0.031146027369721083,-1.828854558139696,0.8169975330033509,-1.8734619858921258,-4.3098765914962405,3.341562877472227,3.5835349007576967,-0.41612953504978256,-0.9192052047195112,0.7941863110968034,-1.1517831403167433,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403406,-15229.401396700921,-2091.6888881736613,-1344.180145392142,2533.9490061721913,-6278.294552055511,463.68408586584746,-209.25129845104004,7.879651855003736,-8.589135897866496,6.817128610871946,3.7535077632595097,9.86161370501409,-11.495882689478869,-3.044135705730218,5.139000085633543,1.2109762311172294,1.6227209940415361,-0.506286435191464,0.9525717314786804,7.380027054749379,2.8564649678419904,-2.003752651795491,-2.685418465137208,5.694409383481594,0.07764487541581436,-1.1631806527523634,1.7722949962716334,-0.44114023685902853,0.9198180936651678,-1.977728817899552,0.05938796351404777,-1.1625866602280686,1.8679473451719917,1.1406030205546573,0.6460454930253628,0.5577314258794984,-0.07979122566924818,-1.5615761619122683,-1.261799073882931,-1.1848986164180613,-0.815491659548362,0.6075378830033807,-0.6692427297497564,-0.9666322198379845,-0.8992959770334815,0.8400478733229194,2.6839705301731924,-1.6760129910994692,-0.6305924675424284,1.458380805774647,-1.806003227443616,2.0186701669397613,0.7615857195774699,-1.3488442605523736,3.324814232,2.847599561,3.086206897
