fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989658,-25410.006765650087,-7633.307763182702,-24941.31804778968,12721.709091305533,8548.169920031862,-301.5012528399926,-210.2820954900959,42.3379356535986,-2.3703887083801845,5.430859647941757,-0.36447621942107444,-0.8000090355488365,3.688072931661068,7.7288019146719655,1.4801301618559781,15.028038404641112,-0.9939014474638809,9.482739144716007,-23.996269743010398,4.901344365424937,-16.45110834804727,-7.0325678239464455,-4.145897646027084,5.969337474094845,5.313060795233491,1.408317790293767,-3.0342247952863954,2.407534498909208,8.099097656986562,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107839,1825.2229904363396,1789.7435154970653,-1099.5449269987348,938.6065054827056,-11692.763481911205,374.4202958903393,-13.665976904069662,-20.57704961276602,3.5485002929766645,5.22129962597271,-2.250808039856649,8.796475154520149,-10.588667063282747,-9.526729506657723,10.432984636858878,4.4324571903485745,-6.258055179464583,-4.426203707153725,1.1904634825727287,14.891150636338631,3.233719813039505,-2.8620125225957307,1.9922862540392428,2.391853948210827,-1.6892071352173206,0.08909541367354852,0.6726207315719198,-4.593137666375566,2.9570534406408155,3.257015236,2.742984764,3.0
519840.3157679629,-13560.84445009944,-9573.809645649493,-2705.991167456881,-2616.5488342041776,-10197.11345998615,-17831.15173246786,72.02086521487028,131.79221857819948,27.667315988476226,-32.72128719720394,-16.276635616432742,1.4223694280148593,10.428742848551698,-8.63362849511514,-2.102741097140341,1.8341471358851256,2.1270772951756167,-2.31540808448542,1.688853387712716,-3.6088013647629444,-1.630688715488547,-5.139481487083799,5.134421497381567,-0.5070597908408525,1.390689347364217,0.01794561626117019,2.381978329314551,0.054417644341063956,2.4601286708823746,0.4510759442342964,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.89926542497,-35785.16322192128,-7061.455555444067,-687.2164349687764,2388.2254225573333,12668.32936601509,-274.9564062889718,-20.814828108869765,-35.924636218756895,14.692371814725055,1.2317877692036812,13.320668204104317,-6.321199333093944,-3.1857429769429357,7.218843715294375,1.819101057357268,-1.127467075153397,1.3977065915850715,3.849041829607763,0.7257648934794073,-4.656814566496362,-1.917305446368691,-1.1916863951281464,1.9510900393038602,-2.6483694565089655,0.28162961211768284,1.1817039605509398,-2.292576098426075,-1.9099505953960336,-1.1614643872649697,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.13917385815,-21798.100385055153,-6011.289906150026,-4101.712284666207,-12190.475770455194,-26349.65499695718,-117.94943480134422,134.23409770127736,7.278243133313271,-27.485833985900868,-24.157693247481145,10.229552531629418,16.65309434471087,-12.68179472758535,4.563911378751305,4.15319940633193,4.572745362990139,-3.062786570876348,-0.649032454396083,-3.7286042976371148,-5.615166541381633,-8.345625409113776,5.42503458814538,1.712963448368892,2.3993785310238516,-0.683248104201911,4.3926056507274485,0.22621691593311463,3.6484098243432657,-0.46662739375161977,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120598,15728.837560403279,5074.202109515428,-138.71971717672548,48.81993661477721,-6853.808260112951,461.3674304098931,-156.27617829502154,-1.6974391859527802,-19.257780503494782,8.57307629378746,-8.890034894635084,1.8454905315876966,-0.7011063577266103,-10.293317348179013,-1.0176650334995427,-0.33123441218624605,-0.10173532454357216,1.3818760993548984,-2.1767890089887962,6.883968077280614,2.0886409161005335,0.6703744968285227,-2.5999040439490493,-0.7886036508867732,-1.1115741695628558,-1.0278024443024962,2.201962238643703,-0.27834316649362756,2.416477166309569,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437622,3720.2476929080394,-11071.459571656282,-1125.269990235556,-40598.872011907166,4146.316027632584,402.21124993887696,-224.27676463123365,-71.25589110716882,-35.79793435881602,-22.769802023876682,-17.923988492737326,-7.452555267584695,12.188556094909265,4.556204605662514,-2.071457346794527,3.7023204245785717,0.1801417321279109,2.8533885971453707,-10.462605695007635,-3.2450359766011245,-18.030813663935493,11.160711478882794,5.975418359810573,2.619150734315999,1.544040507219252,4.943118279175525,-3.071010386233146,-3.7565522001159954,1.3152888890965793,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615563,-15281.928159228635,-2096.7924674018586,-1328.3044122466365,2581.8477796394072,-6092.918508220865,-531.1698491675506,-245.04798988823984,9.499050754525701,-25.10961895394951,10.45126976201999,4.4413648757964985,5.468661408762642,-12.537192617046278,2.0880512309960317,0.8830053071110154,-1.091334601127968,3.4659406794278973,3.2229115080415185,3.5861481374891944,3.939938927321075,3.8732269750427717,-3.0566509802369177,0.8017528907405982,4.232157693199482,0.7009818220347013,-0.44424873561615624,1.6785209214619528,-1.5030491454780224,0.04865841464842261,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952704,-11133.250748088789,-2744.8423203437474,37080.501734018835,-19604.606893619035,14047.2809409405,-419.8202341016111,535.5186392799701,-43.30457822658017,13.781650765179055,-18.94661402621952,-43.86425152433893,12.73876111324491,-5.522392056641092,22.936551614694803,-7.377521933257283,-29.941878135280596,-22.86902338074138,-7.159438667825806,1.6607991847888848,31.740474894706292,-1.0483561820949452,-27.0145398533233,35.14981894010945,-7.409813740709448,-28.31410847838751,12.42143284342496,33.1915838937093,18.267465654068964,15.21066068035132,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403413,-15229.401396700954,-2091.688888173652,-1344.1801453921557,2533.94900617222,-6278.294552055492,463.68408586641385,-209.25129845891257,7.879651849445494,-8.589135890309782,6.817128603920546,3.753507758620896,9.86161369131668,-11.495882837144327,-3.044135700936834,5.139000052767789,1.2109762224727902,1.6227210305391382,-0.5062864341265594,0.9525717292499263,7.380027095543246,2.8564649600749252,-2.003752665309647,-2.6854184286037226,5.694409299881837,0.07764487613018714,-1.1631806475788729,1.7722949883145112,-0.4411402346002053,0.9198180887105485,3.324814232,2.847599561,3.086206897
50030.00805463147,-10113.99794768944,-35856.49758970933,-7070.235058568729,-668.2179192098874,2441.944983101435,12881.309331455235,-274.72895612045875,139.77415771192565,-50.994560422585856,18.22368328852427,-0.6449472808849798,13.21248446939358,-7.15210661346639,-4.622596369682851,3.343655791653374,4.010889708881417,-0.9177599092335351,0.5021269840081943,4.386049273173762,3.724954250360607,-1.1864713651078094,-0.13967683125580038,-5.9865866022919185,1.372689166100839,-2.131461596141913,-3.252556739315069,3.0405878710949783,-2.4910826805555066,1.3759660382814176,-0.0015345669537091193,3.599130983,2.900869017,3.25
-125345.1197158572,-14842.065660352859,-550.0972767851968,1293.4060038201653,-560.8143237253967,1119.0146444204286,-3469.9147711157116,505.6260928174694,-147.99195626689018,3.5927483156207245,-8.184548869690113,6.667883711307942,-3.8273242096434084,3.363393240548624,-4.182653727542283,-6.36986383833696,1.4030069281761168,-0.4398053779497108,0.004608831879055363,0.9871750503100183,-0.9144742534644034,6.739491469080241,1.7003570343515306,0.6570473644059964,-3.038032783844296,0.7548355516209588,0.04167371851547307,-0.7121113752478168,0.39091476360709854,-0.6664519922969133,1.943936128874312,3.954853907,3.366574665,3.660714286
-49001.25318178599,-48167.389711457785,12787.790589645354,4259.833315192686,673.1571690430219,-566.3248469977626,3515.6614387281743,611.4324764446487,-44.639906829317255,-46.94162184392028,9.787047674400828,6.176204637693861,-6.933410823398904,-11.012630523348184,8.031942181605492,-6.734829229159821,-3.3424083145531056,-1.153944842997708,-5.149721006600963,-0.7903692232729949,-5.794290955334324,0.6074057165861104,-1.2292181332964016,5.6099009394415305,1.1992160922817219,-5.076926720517066,3.0794541287179964,-0.8200641660200761,-0.3703457789839061,-0.637575692448588,4.474410513110765,3.453428328,2.925882017,3.189655172
347922.2314522346,-32285.958984764664,-16536.08615006628,-3524.2664239157793,-796.0985257861482,-4945.4073465634865,2571.0582169450363,-525.2452499721485,117.82768750700835,73.2861682232671,-6.671406986564756,5.796977983892049,-3.1326573046732644,-1.8873834063052024,-8.87173222006417,-0.040939269642935865,-1.222754323931757,-5.073751507093086,0.19236307939915193,2.710356497620494,2.680530832318744,-0.04959984918030135,0.6440132768631469,1.2754525399661094,0.45969473377491177,-0.3222733403967525,2.796973724058407,1.222136142002109,-3.2693591546026703,-0.32988688218583995,-1.8628770874241014,4.785550297,4.325560814,4.555555556
-177783.06979999677,11158.491260562709,-15258.612051584238,-2095.377775984554,-1336.7929990089349,2555.1103224811095,-6194.898005426805,464.2606796584228,-163.39474927888352,2.924343584312104,-9.998929101730315,11.028159128867012,3.4192172646301655,5.095445807525635,-10.767324672213917,-4.829675317452862,3.1492616823414714,-2.2724080271167706,1.8045231566040094,-0.8940790527200491,2.351615201096244,10.253833126802068,1.1457007437935933,-2.453242660409731,-4.958888167128087,6.223566971976632,1.013615997551461,2.149941991231155,-0.9301112158519625,-0.9372465708038517,1.4395794603539358,2.653067263,2.154625045,2.403846154
246964.0374885817,-52400.008870658,-3015.7410641501106,-58.34523461592546,370.88246000014567,-3879.5232772067316,7489.69732985262,-405.9954000352644,112.79501353636532,85.64313382663181,-19.13435155969004,10.821908375046192,-11.277353541352293,-6.254652152743052,-4.959967460835967,-6.341400891968131,-3.9347672310158264,-6.6371516334826355,1.089942142410973,5.307605046326301,2.3019512873700787,2.8890227564820874,3.1478362201118353,1.3421529124732388,-1.4261556812755456,-1.588611051687278,3.0460033344257993,-0.451205837621193,-2.7065266409260786,-1.3581549851351835,-0.7798377912503277,4.518530885,4.014802449,4.266666667
