fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,CIHigh,CILow,MOS
-96471.00174229167,20285.01670098962,-25410.006765650047,-7633.307763182628,-24941.318047789664,12721.709091305444,8548.169920031902,-301.50125284025285,-210.2820954842692,42.33793569903309,-2.370388713316997,5.430859663721998,-0.3644762209463904,-0.8000090396091241,3.6880728994230716,7.728801962664828,1.4801301723695859,15.028038523832292,-0.9939014321037175,9.482739232182382,-23.99626982455845,4.901344304723669,-16.4511084143025,-7.032567650516298,-4.145897709067526,5.969337571453406,5.313060619259824,1.4083178226388566,-3.0342248653604322,2.4075343805242007,8.099097886239528,0.14695674461501612,0.46942546967469223,-4.656155209213431,5.7941304113419525,5.084001815182843,4.361626603978493,-2.0042350928893473,1.4395537185582774,-3.3008637428485854,0.7446062000201825,3.361998091039758,6.574767772294177,1.0309709319470841,-1.1044157184562158,2.575577210806291,-4.278949093317053,0.8454143198098207,3.7141532289908987,-0.7798033150159217,3.9378233840071513,-0.6163289582896226,-2.1383429933541427,5.618451904885374,2.5889980792160188,-3.9784847875643203,1.6894726027524987,-2.4100242610099087,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.279856310772,1825.2229904363517,1789.743515497047,-1099.5449269987332,938.6065054826988,-11692.763481911268,374.4202958906718,-13.66597690369312,-20.57704963481287,3.548500300403622,5.22129964116393,-2.250808049254802,8.796475199147897,-10.58866697080794,-9.52672956550062,10.432984710755274,4.4324572254112855,-6.258055082810053,-4.426203748011964,1.1904634865834642,14.891150451551693,3.233719826026794,-2.8620124520133894,1.9922862842192643,2.3918539872710323,-1.689207079254376,0.08909541571953115,0.6726207472142848,-4.593137440328051,2.95705352462749,-0.6480122857758416,-1.2260177615911583,4.615032706200543,2.199766438525482,2.3313955696933037,-1.2718237223219098,-1.8501162829580782,-1.6453250706450464,0.7790553983473841,-0.7113399564713218,-2.7711713698412184,-3.3535184877063005,2.745828676970853,2.1422277069991496,-0.9669162245840489,0.29892571572268417,4.39163429048713,-2.788713382375082,-1.9130419960304188,1.4786501380461852,5.901466293456557,-0.47360233666609425,-0.5396148303299959,7.714251833323762,3.822823053759902,3.4244174505889498,2.208897176431408,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099417,-9573.809645649448,-2705.9911674568566,-2616.5488342041767,-10197.113459986074,-17831.151732467955,72.02086521493425,131.7922185745928,27.667316018119156,-32.72128726567858,-16.276635663794128,1.4223694339540494,10.428742901459428,-8.63362841970985,-2.1027411101162716,1.8341471488779577,2.127077312025291,-2.3154080487244566,1.6888534033074534,-3.6088013769041494,-1.6306886952443358,-5.139481507658254,5.134421370803821,-0.5070597985269091,1.3906893700862495,0.017945615669015574,2.3819783841367284,0.05441764559844036,2.4601285497992738,0.4510759570535286,0.1632932628137802,1.2188918355344114,-2.3202725904364083,-0.8881172081187243,-0.1347081712868812,-2.4082874207990064,0.21625813250398887,0.4487454629126628,-1.1732741074848643,1.2947889082837023,-0.25743440769236553,0.28821996644933284,1.0021660556690852,0.6321935051171409,1.1515379563671522,0.2336523348476242,-0.27676933526195435,0.8832366591889889,1.1261640299847673,-0.5528862261354108,0.13549070132435512,0.35291729833135216,-1.7381620001874223,0.5793506721180944,-0.15650820757541622,1.3588296219194955,0.8197282444398212,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424954,-35785.16322192125,-7061.455555443994,-687.2164349687762,2388.2254225573147,12668.32936601516,-274.9564062892158,-20.814828108301235,-35.92463625724523,14.692371845471023,1.2317877727888047,13.320668259726238,-6.321199365163349,-3.1857429491173805,7.218843759878399,1.8191010702410726,-1.1274670840849803,1.3977065699999407,3.8490418651208067,0.7257648959450632,-4.65681450871126,-1.9173054540337153,-1.1916863657503651,1.9510900688573782,-2.6483694997986875,0.28162960278058374,1.1817039877358742,-2.292576151662201,-1.9099505013886604,-1.1614644202715254,-2.1956508102896137,2.1761666333393297,1.7605651156251652,1.4919127718046765,0.1699625759336994,-0.3074446694868472,3.282022000755944,-0.09636602073643899,-0.8619395396350396,-0.019423097086837537,1.7436281760782641,0.626443887252635,1.7051574161519303,1.8054711751249621,0.06884619909527635,2.0772832219648087,-0.6699527940555763,-0.11831315071730514,-1.9856990423274488,-0.7436935190023043,-0.828498622757261,0.2489959020152798,-0.42934689631780887,-1.1408910879317828,0.9441073498922933,0.5738616530619862,-1.1422500752106235,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858144,-21798.100385055153,-6011.289906149964,-4101.712284666206,-12190.4757704551,-26349.65499695731,-117.94943480144913,134.2340976976006,7.278243141110535,-27.485834043420372,-24.15769331777771,10.229552574343623,16.65309442919679,-12.681794616821724,4.563911406938051,4.153199435750278,4.572745399191728,-3.0627865235787173,-0.6490324603645508,-3.728604310137846,-5.615166471708482,-8.345625442473088,5.425034454402606,1.7129634743321627,2.3993785702794166,-0.6832480815625853,4.392605751825501,0.22621692114194036,3.648409644765615,-0.46662740698948235,0.8040156227637799,0.874226706405855,-1.1514053566354672,-2.364918920868999,1.648113325868534,-4.725103867314758,2.2083938972138992,-0.9110886688859156,-2.595670599548983,4.113165359730939,1.599137345798559,0.05027371397523068,1.5466150978892668,1.7410249989571662,2.4353851474244625,-1.191475416563818,-2.3637994960369366,1.6876347793795552,-1.1549289987622635,-1.005643777763332,0.4489229243526661,-2.0329137361813263,3.0273922585467923,-0.02836663641398142,-1.558572071039648,0.24172997600978902,-0.21419771486838443,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120554,15728.837560403255,5074.202109515376,-138.7197171767146,48.81993661476799,-6853.808260112988,461.36743041030206,-156.27617829074413,-1.6974391877705437,-19.25778054379546,8.573076318732532,-8.890034931756599,1.8454905409505287,-0.7011063516033279,-10.293317411758995,-1.0176650407064234,-0.33123441479442184,-0.10173532297584326,1.3818761121200924,-2.1767890163031036,6.883967991853149,2.08864092446577,0.6703744802896416,-2.5999040833184086,-0.7886036637440289,-1.111574132718696,-1.0278024679446987,2.2019622897588094,-0.2783431528027385,2.4164772350199297,-0.4107924638002151,-1.5062275464783712,-2.142128909759644,0.6911415368615444,-1.0438787039745443,0.32768068847120535,-1.5116720533164816,0.5487611380878896,0.07449677598195374,0.6296473885102708,-0.7583020368179484,0.2356394493510093,0.6123381926515955,-2.360974599678684,-0.12763614797818185,-1.6623806438681594,-0.608268984140156,1.8068542692897234,1.061182881100404,0.21554000451295266,0.13460168373418688,-1.707841161350414,0.713568937299747,-0.1267718560904464,-1.2765513093728489,-0.20357685023322583,-1.5341050665061433,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437593,3720.2476929080353,-11071.459571656169,-1125.2699902355582,-40598.87201190686,4146.316027632607,402.21124993923394,-224.276764625091,-71.25589118350284,-35.797934433728926,-22.76980209012903,-17.923988567580647,-7.4525553053945774,12.188555988458411,4.556204633824833,-2.071457361464426,3.7023204539113923,0.1801417293475608,2.8533886235052823,-10.462605730173127,-3.2450359363075547,-18.030813736071792,11.160711203749843,5.975418450300357,2.6191507770913987,1.544040456045455,4.943118392924363,-3.071010457538867,-3.7565520152222516,1.3152889264562844,1.8056472875621803,-0.11025353356954277,0.67470993073074,4.587791081839567,0.9550931887438154,-0.11116180721070938,14.301262965283007,1.5016316640826866,-1.237835629773794,-0.9260088761900647,-5.911058163358605,2.6103579019702687,-1.5066302922327297,-1.3075324090317535,9.491634104914837,3.232786886841821,-4.214252711761122,5.399557196325792,-3.9057833154368344,0.7652773504313239,-1.3552506864670033,-2.8214838123414725,-3.763177557601894,-1.8503950941099134,3.947532036748681,-0.7486312645359949,3.067699167898993,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615547,-15281.928159228615,-2096.792467401837,-1328.304412246636,2581.8477796393913,-6092.918508220895,-531.1698491680218,-245.0479898815317,9.499050764700822,-25.10961900649607,10.451269792431884,4.44136489434198,5.4686614365067845,-12.537192507547713,2.0880512438903662,0.8830053133643566,-1.0913346097773589,3.465940625900568,3.222911537766755,3.586148149546243,3.9399388784285674,3.8732269905460974,-3.056650904878131,0.8017529028869623,4.232157762375223,0.7009817988032612,-0.44424874582979534,1.678520960427271,-1.5030490714998794,0.04865841604129783,-2.761622306858702,1.5773710997127552,0.38530380003656106,1.5644764843724217,-1.246217142601143,-0.21029856104727823,2.7192278499448705,-0.15493203757300833,1.0647626301714925,-0.7718962070197056,0.9702897171490671,0.20160771143407352,0.40305728148254377,0.5192169457112682,0.4736931553267487,0.5152739134711927,0.13363196392543916,0.6044711084994402,0.005028043074283731,-0.7926141945092998,1.1921967793572477,0.44658010267787135,-0.5525173634044686,0.010980936123617743,-0.03317859062602569,0.1976234448140564,0.05177082766563052,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952695,-11133.25074808877,-2744.8423203437233,37080.50173401882,-19604.60689361889,14047.280940940582,-419.82023410198343,535.518639265309,-43.30457827297253,13.781650794019905,-18.946614081353996,-43.86425170749897,12.738761177872473,-5.522392008407482,22.936551756358703,-7.377521985514794,-29.941878372262718,-22.869023027542834,-7.159438733888542,1.6607991902935009,31.740474500845053,-1.048356186185904,-27.014539187306138,35.149819472459306,-7.409813861816885,-28.314107540010816,12.421433129491822,33.19158466422604,18.26746475490339,15.210661112792005,-14.819539100150356,-24.999527136457793,9.09635666478844,3.535621571404646,-10.083974438289374,4.270442131106369,-18.07009167317929,13.787821550297748,-7.845513237879997,19.916193439530073,-0.6296692721610498,10.103847133624592,-1.4092113546672642,-0.04826861550355168,0.031146028013177167,-1.8288548128524746,0.8169976517621325,-1.8734623180585392,-4.30987426045991,3.3415637159275198,3.583532363433842,-0.4161296733683311,-0.9192055689199579,0.7941866407632047,-1.1517817901316791,0.5246824054223406,1.0406951901536634,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403397,-15229.401396700932,-2091.688888173631,-1344.1801453921548,2533.9490061722017,-6278.294552055527,463.68408586682426,-209.25129845318625,7.879651857885506,-8.589135908284915,6.817128623756065,3.7535077742938703,9.861613741347679,-11.495882736739732,-3.0441357197479144,5.139000089167523,1.210976232055254,1.6227210054733394,-0.5062864387934546,0.9525717324703006,7.380027003955918,2.8564649715333923,-2.003752615917862,-2.685418469250509,5.694409392998337,0.0776448735549742,-1.1631806743385422,1.772295029444594,-0.44114021289685584,0.9198181148881817,-1.9777286948295068,0.05938796518370959,-1.1625865730543683,1.867947411248948,1.1406030646961924,0.6460455210779166,0.5577313617651005,-0.07979122622751025,-1.5615761754826172,-1.2617991699690783,-1.1848983767242807,-0.8154917381693876,0.6075377157892092,-0.6692428062453324,-0.9666322357558464,-0.8992961024186731,0.8400479954294062,2.683971005357749,-1.6760120847726365,-0.6305926254387468,1.458379773154171,-1.8060038287610523,2.0186709680443062,0.7615860337450179,-1.348842680760954,-2.2525323376551207,-0.38053912185891675,3.324814232,2.847599561,3.086206897
