fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,CIHigh,CILow,MOS
-96471.00174229167,20285.01670098963,-25410.006765650192,-7633.3077631826845,-24941.318047789686,12721.709091305675,8548.169920031973,-301.50125284030264,-210.28209548624352,42.33793569146689,-2.370388712784222,5.4308596623205405,-0.3644762199104522,-0.8000090393023561,3.6880729110416626,7.728801959185011,1.4801301716919855,15.028038515849376,-0.9939014315890968,9.48273922688129,-23.996269978814922,4.901344301414793,-16.45110854714001,-7.032567644757825,-4.145897705456735,5.969337566079685,5.313060682805937,1.4083178210629645,-3.0342248623519024,2.407534377110612,8.099097875203487,0.14695674438790152,0.4694254688659042,-4.656155200210231,5.79413039971566,5.08400180397445,4.361626592221659,-2.0042350872368795,1.4395537849613655,-3.3008639250009666,0.7446061970909306,3.361998074948708,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107845,1825.2229904363599,1789.7435154970603,-1099.5449269987432,938.6065054827195,-11692.763481911343,374.42029589077225,-13.665976903821937,-20.577049631146174,3.5485002996014803,5.221299639787978,-2.250808042768722,8.79647519593555,-10.588667004595873,-9.526729561532052,10.432984705967563,4.4324572232193,-6.258055079340198,-4.426203745517299,1.190463494300611,14.89115044144971,3.2337198520920745,-2.8620124497903636,1.9922862825472925,2.3918539851670575,-1.689207099355384,0.08909541561508176,0.6726207463666832,-4.593137433929419,2.9570535204060224,-0.6480122847592555,-1.2260177594456636,4.615032697600812,2.199766433888334,2.3313955643113085,-1.2718237189806159,-1.8501162778657152,-1.6453251466861214,0.7790554414096662,-0.7113399532793218,-2.7711713566206115,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099377,-9573.8096456495,-2705.9911674568643,-2616.5488342041917,-10197.113459986283,-17831.151732468075,72.020865214954,131.792218575818,27.667316013191307,-32.721287258290474,-16.276635659497888,1.4223694298546206,10.428742897652231,-8.633628447265092,-2.1027411092522077,1.8341471480350935,2.127077310947841,-2.315408047440764,1.6888534023503017,-3.6088014002958952,-1.6306886941393766,-5.13948154913088,5.134421366781061,-0.507059798095123,1.3906893688521922,0.01794561588059406,2.3819783812688047,0.05441764554670697,2.4601285463803517,0.45107595639317116,0.16329326255812932,1.218891833404832,-2.320272586123112,-0.8881172062003055,-0.1347081709447472,-2.408287414553957,0.2162581319211571,0.44874548365180805,-1.1732741724682252,1.2947889025239872,-0.25743440648837795,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424958,-35785.163221921444,-7061.455555444044,-687.2164349687772,2388.225422557364,12668.329366015245,-274.95640628929044,-20.814828108494883,-35.92463625084807,14.692371842153507,1.2317877724626474,13.320668221337534,-6.321199362855802,-3.1857429592808737,7.218843756875716,1.81910106940626,-1.1274670835065603,1.3977065692232777,3.8490418629717915,0.7257649006039415,-4.656814505551313,-1.9173054695009242,-1.1916863648344955,1.9510900672214384,-2.6483694974258327,0.28162960613355054,1.1817039863348147,-2.2925761488557868,-1.9099504987381224,-1.1614644185845218,-2.195650806849629,2.176166629540804,1.7605651123444859,1.4919127685876814,0.1699625755195333,-0.30744466867565384,3.2820219916942936,-0.09636602518978939,-0.8619395873974861,-0.0194230970115306,1.7436281678177856,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858126,-21798.100385055273,-6011.289906150004,-4101.712284666201,-12190.475770455367,-26349.654996957495,-117.94943480148004,134.23409769885168,7.2782431398153635,-27.485834037213483,-24.157693311398386,10.229552544863054,16.65309442311674,-12.681794657297626,4.563911405038892,4.153199433842941,4.572745396903051,-3.062786521873987,-0.649032460022,-3.7286043343519846,-5.615166467882648,-8.345625509858788,5.425034450147443,1.7129634728820038,2.399378568098721,-0.6832480896995164,4.392605746535804,0.22621692092767412,3.6484096397055747,-0.4666274063432854,0.8040156215027292,0.874226704880896,-1.1514053544997465,-2.364918915771001,1.6481133220339061,-4.72510385495372,2.20839389111822,-0.9110887110127689,-2.5956707432736086,4.1131653414028735,1.5991373382321326,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.66344712055,15728.837560403343,5074.202109515411,-138.71971717672565,48.819936614768984,-6853.8082601130345,461.367430410427,-156.27617829219565,-1.6974391874686177,-19.257780539446514,8.573076316470468,-8.890034906136217,1.8454905402768014,-0.7011063538428813,-10.29331740746877,-1.0176650402399778,-0.3312344146493012,-0.10173532291609005,1.3818761113293792,-2.1767890304113213,6.883967987184529,2.088640941314449,0.6703744797844609,-2.5999040811504646,-0.7886036630777724,-1.1115741459627597,-1.0278024667299301,2.201962287084538,-0.27834315240886565,2.4164772314759264,-0.4107924631583627,-1.50622754384952,-2.1421289057735233,0.6911415353281873,-1.0438787015936934,0.3276806876324297,-1.5116720491426863,0.5487611634469328,0.07449678017466364,0.6296473856951235,-0.7583020332543204,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437593,3720.2476929080576,-11071.459571656236,-1125.2699902355464,-40598.872011907675,4146.316027632635,402.2112499393421,-224.2767646271796,-71.25589117081888,-35.79793442564657,-22.769802084121288,-17.923988515925604,-7.452555302672512,12.188556027351659,4.556204631907325,-2.071457360515683,3.7023204520415316,0.18014172924587646,2.8533886218799998,-10.462605798050484,-3.2450359341088495,-18.030813881577235,11.16071119496226,5.9754184453137285,2.6191507747965423,1.5440404744357366,4.94311838700587,-3.071010453780197,-3.756552010008192,1.3152889245769024,1.8056472847350473,-0.11025353337756494,0.6747099294723656,4.587791072004178,0.955093186522042,-0.11116180694486195,14.301262925817074,1.5016317334891947,-1.2378356983222274,-0.9260088720455077,-5.911058135410271,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615547,-15281.928159228699,-2096.792467401874,-1328.304412246638,2581.847779639444,-6092.918508220938,-531.1698491681648,-245.0479898838115,9.499050763010052,-25.109619000826626,10.451269789672457,4.441364881542523,5.468661434509675,-12.537192547554488,2.0880512430228504,0.8830053129595188,-1.0913346092196847,3.465940623975744,3.222911535977303,3.586148172792871,3.9399388757506473,3.873227021812781,-3.0566509024837196,0.8017529022170361,4.23215775860437,0.7009818071454996,-0.444248745313488,1.6785209583964429,-1.5030490694126408,0.0486584159674725,-2.7616223025323996,1.5773710969588854,0.3853037993143071,1.5644764809844758,-1.2462171397154012,-0.21029856049637236,2.71922784243845,-0.15493204473502425,1.0647626891452915,-0.7718962035849776,0.9702897125462225,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952695,-11133.25074808882,-2744.8423203437287,37080.50173401888,-19604.606893619282,14047.280940940667,-419.82023410209683,535.5186392702924,-43.30457826526247,13.781650790908694,-18.946614076350887,-43.86425158108617,12.73876117322193,-5.522392026038119,22.936551746807687,-7.3775219821250335,-29.941878357371987,-22.869023014854875,-7.159438729896948,1.6607992012057384,31.740474479291244,-1.0483561945899211,-27.01453916618771,35.149819443065155,-7.409813855278374,-28.314107877320133,12.421433114214514,33.19158462404071,18.267464729593705,15.210661090605171,-14.819539076937614,-24.99952709281077,9.096356647950046,3.5356215636984483,-10.083974414851022,4.270442119926604,-18.07009162329267,13.787822187697204,-7.84551367239762,19.916193350828156,-0.6296692692524886,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403395,-15229.401396701016,-2091.6888881736454,-1344.180145392155,2533.9490061722504,-6278.294552055569,463.6840858669501,-209.25129845513075,7.879651856483471,-8.589135906344916,6.8171286219572105,3.7535077634769927,9.861613737746694,-11.495882773425054,-3.0441357184715683,5.139000086808145,1.210976231455275,1.6227210045771348,-0.5062864385164836,0.9525717386261614,7.380026998950802,2.8564649945788254,-2.0037526143405375,-2.685418467020245,5.694409387887204,0.07764487447000618,-1.1631806729585703,1.7722950273112403,-0.44114021227624456,0.9198181135139686,-1.9777286917327142,0.059387965080418534,-1.1625865709081085,1.8679474071913564,1.1406030619607765,0.6460455194407755,0.5577313602174375,-0.07979122992135783,-1.5615762619391202,-1.2617991643788797,-1.1848983711170749,3.324814232,2.847599561,3.086206897
