fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989694,-25410.00676565006,-7633.307763182694,-24941.318047789766,12721.709091305549,8548.169920031794,-301.5012528430541,-210.2820954802835,42.33793567245376,-2.370388710591736,5.430859655009525,-0.36447622012621417,-0.8000090374297181,3.688072888455202,7.728801937067688,1.4801301667798021,15.028038460231008,-0.9939014333990142,9.482739185132072,-23.996269862290767,4.901344392048171,-16.451108447385863,-7.032567870504179,-4.145897675356435,5.969337519949332,5.313060841563546,1.4083178056454468,-3.0342248286075693,2.4075343460481617,8.099097765000733,0.1469567550892973,0.46942546107107586,-4.656155606795481,5.794130278222428,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.279856310777,1825.2229904363508,1789.74351549706,-1099.5449269987412,938.6065054827055,-11692.7634819111,374.42029589410674,-13.665976903433188,-20.577049621930467,3.5485002962735117,5.221299632842905,-2.250808044168148,8.79647517511059,-10.588666939002556,-9.526729533933498,10.432984671210699,4.4324572066825985,-6.25805509079855,-4.42620372622974,1.1904634884377308,14.891150718524065,3.2337198324384135,-2.8620125413955138,1.9922862682060858,2.391853966577108,-1.6892071498932635,0.08909541463814197,0.6726207389253273,-4.593137374834188,2.957053480267631,-0.6480123317579429,-1.226017739171049,4.615033100987583,2.1997663883017027,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099466,-9573.809645649455,-2705.991167456875,-2616.548834204198,-10197.11345998617,-17831.1517324677,72.02086521559447,131.79221857206775,27.667316000797875,-32.721287227604144,-16.276635637854785,1.422369430739347,10.428742872962308,-8.633628393778302,-2.1027411031531664,1.834147141925879,2.1270773030295262,-2.3154080516775846,1.6888533950040492,-3.608801382448993,-1.6306887244782047,-5.1394815178920865,5.134421531105404,-0.5070597944446914,1.3906893580439683,0.017945616417366663,2.3819783551311855,0.05441764494099271,2.4601285147253202,0.45107595027495245,0.16329327440127253,1.2188918132479998,-2.320272788932177,-0.8881171878024361,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.89926542499,-35785.16322192127,-7061.455555444057,-687.2164349687789,2388.2254225573383,12668.329366014981,-274.95640629173806,-20.814828107902112,-35.9246362347549,14.692371828375265,1.2317877708268095,13.320668229621013,-6.321199347890057,-3.1857429395516528,7.218843735958875,1.81910106334539,-1.127467079315371,1.3977065717869606,3.8490418462021045,0.7257648970597275,-4.656814592185096,-1.917305457866943,-1.1916864029375749,1.9510900531708222,-2.648369476846217,0.2816296145622496,1.181703973361805,-2.292576123485549,-1.9099504741598723,-1.1614644028212386,-2.1956509660927885,2.176166593554691,1.760565266224958,1.491912737730988,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858159,-21798.100385055168,-6011.289906150014,-4101.712284666211,-12190.475770455228,-26349.654996956942,-117.94943480253168,134.23409769503152,7.278243136555753,-27.48583401143723,-24.157693279274525,10.229552551224595,16.65309438369068,-12.681794578731951,4.5639113918304774,4.15319942000884,4.57274537986926,-3.0627865274828743,-0.6490324571646466,-3.7286043159408573,-5.61516657235917,-8.345625459162681,5.425034623783084,1.712963460548297,2.399378549450314,-0.6832481101360752,4.392605698336751,0.22621691841285227,3.648409592763861,-0.46662739999833003,0.8040156798157818,0.8742266904246893,-1.1514054551515978,-2.3649188668224466,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120656,15728.837560403266,5074.2021095154205,-138.719717176726,48.81993661476847,-6853.808260112891,461.3674304145358,-156.27617828774945,-1.6974391867093062,-19.257780521386263,8.573076305068799,-8.890034911664486,1.8454905359077018,-0.7011063494990111,-10.293317377650283,-1.0176650368496427,-0.33123441340907417,-0.10173532310043282,1.381876105300754,-2.176789019618809,6.883968115275383,2.0886409286455088,0.6703745012264778,-2.5999040624312113,-0.7886036569451619,-1.1115741792207123,-1.0278024554471463,2.20196226271704,-0.27834314883282407,2.416477198675241,-0.4107924929520845,-1.506227518942573,-2.142129092997218,0.6911415210186537,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.30341543766,3720.2476929080403,-11071.459571656267,-1125.26999023556,-40598.872011907246,4146.316027632548,402.211249942924,-224.276764620799,-71.25589113889872,-35.79793439207479,-22.769802053841858,-17.923988527072098,-7.452555285029819,12.188555951853239,4.556204618715657,-2.0714573536126317,3.702320438263009,0.1801417295744008,2.8533886095013345,-10.462605746221161,-3.2450359944480414,-18.03081377201865,11.160711552227722,5.975418402290259,2.6191507544300907,1.5440405206265237,4.943118332753467,-3.0710104197911114,-3.7565519616748535,1.3152889067123485,1.805647415690757,-0.11025353155586796,0.6747099884565817,4.58779097703964,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615587,-15281.928159228622,-2096.7924674018777,-1328.3044122466413,2581.8477796394127,-6092.9185082208105,-531.1698491728949,-245.04798987683847,9.49905075875495,-25.1096189772774,10.451269775775291,4.441364884304412,5.468661421563781,-12.537192469897064,2.088051236967404,0.8830053100162695,-1.0913346051730586,3.4659406303258584,3.2229115219081828,3.586148155100098,3.939938949063127,3.8732269982748266,-3.0566510003102403,0.8017528964392298,4.232157725699719,0.7009818281188392,-0.4442487404369731,1.6785209398170442,-1.503049050073199,0.048658415301499024,-2.7616225028236894,1.5773710708741069,0.38530383299007553,1.5644764486368408,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.659999527124,-11133.250748088769,-2744.842320343735,37080.50173401898,-19604.60689361907,14047.280940940374,-419.8202341058383,535.5186392550545,-43.304578245865834,13.781650777982653,-18.946614051158186,-43.864251608363865,12.73876114306254,-5.522391991818601,22.93655168037403,-7.377521957549185,-29.94187824566204,-22.869023056718486,-7.159438698713542,1.6607991928453159,31.740475069885846,-1.0483561884879635,-27.014540030696583,35.14981919003805,-7.40981379763874,-28.314108724373728,12.421432977986116,33.19158425661648,18.267464494516858,15.21066088421047,-14.819540151748532,-24.999526679397608,9.09635744304234,3.5356214904521073,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403437,-15229.40139670094,-2091.6888881736486,-1344.18014539216,2533.9490061722245,-6278.294552055437,463.68408587108024,-209.25129844917612,7.879651852953837,-8.589135898289255,6.817128612892594,3.7535077658111304,9.86161371440041,-11.495882702216807,-3.0441357096566155,5.139000069687404,1.2109762269262594,1.6227210075472065,-0.5062864363153559,0.9525717339678422,7.3800271362781915,2.8564649772224815,-2.003752678463204,-2.6854184476989675,5.694409343610272,0.07764487679742621,-1.1631806601920482,1.7722950076938642,-0.44114020660238135,0.9198181010285699,-1.9777288351711206,0.05938796409774724,-1.1625866725128369,1.8679473685297878,3.324814232,2.847599561,3.086206897
