fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989665,-25410.006765650036,-7633.307763182712,-24941.318047789435,12721.709091305489,8548.169920031756,-301.5012528378113,-210.28209547763961,42.337935682482154,-2.3703887112708912,5.43085965693774,-0.36447622027862925,-0.8000090377924116,3.688072903313886,7.7288019409788316,1.4801301676074958,15.028038469753131,-0.9939014280280482,9.482739192206862,-23.996270049116674,4.901344278205171,-16.451108461418322,-7.032567877212657,-4.14589772348051,5.969337526696297,5.313060848169379,1.4083178076257137,-3.0342248329171038,2.4075343502475164,8.099097779598047,0.1469567425060108,0.4694254621181102,-4.656155618540487,5.7941302950039795,5.084001705068912,4.361626494559812,-2.00423536251895,1.4395537433036496,-3.300863812085371,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.279856310787,1825.2229904363473,1789.7435154970633,-1099.5449269987334,938.606505482706,-11692.763481911052,374.42029588762637,-13.665976903262202,-20.577049626771842,3.548500297317437,5.221299634626791,-2.2508080451006984,8.79647517920881,-10.588666982160802,-9.526729538976346,10.432984677280778,4.4324572094890495,-6.258055056724658,-4.426203729336712,1.1904634977608834,14.891150370957327,3.233719835370493,-2.8620125441927646,1.9922862911969283,2.3918539692460623,-1.689207151984714,0.08909541477303767,0.6726207399444183,-4.593137382769204,2.957053485618522,-0.6480122764970733,-1.2260177418318725,4.615033111590474,2.199766394240891,2.331395518467068,-1.271823690837196,-1.8501165325249855,-1.645325099041834,0.7790554144252394,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099446,-9573.80964564944,-2705.9911674568784,-2616.548834204166,-10197.113459986136,-17831.15173246763,72.02086521434825,131.7922185704173,27.667316007310415,-32.72128723723105,-16.276635643409342,1.4223694313285276,10.428742877821799,-8.633628428972672,-2.102741104273277,1.8341471429914358,2.127077304357088,-2.31540803907283,1.6888533961731846,-3.6088014108458846,-1.6306886864334742,-5.13948152258411,5.134421536125927,-0.5070598003005934,1.3906893595970644,0.01794561644166852,2.381978358703716,0.054417645014408704,2.4601285189768314,0.4510759511021952,0.16329326047642218,1.2188918158929352,-2.320272794278863,-0.8881171901686811,-0.1347081682530991,-2.4082873612889033,0.21625816171442233,0.4487454706607984,-1.173274131812875,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424976,-35785.16322192122,-7061.455555444067,-687.2164349687704,2388.225422557338,12668.32936601493,-274.9564062869799,-20.814828107641684,-35.92463624321224,14.692371832697722,1.2317877712454515,13.320668235138902,-6.32119935083563,-3.1857429525337158,7.218843739784705,1.8191010644044776,-1.127467080026897,1.3977065641731214,3.8490418489040716,0.7257649027431958,-4.656814483508047,-1.9173054596229424,-1.1916864041107513,1.951090075697773,-2.6483694798019686,0.28162961491078364,1.1817039751287475,-2.2925761269626586,-1.9099504774580816,-1.1614644049187666,-2.1956507788550597,2.176166598271632,1.7605652702877321,1.4919127417024398,0.169962572158555,-0.30744466180943425,3.282022443433783,-0.09636602239785162,-0.8619395574824895,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858155,-21798.100385055135,-6011.289906150026,-4101.712284666171,-12190.475770455181,-26349.65499695683,-117.94943480048985,134.2340976933508,7.278243138268727,-27.485834019523704,-24.15769328751921,10.229552555462035,16.65309439145055,-12.681794630428262,4.563911394238082,4.153199422423166,4.572745382727145,-3.0627865108048455,-0.6490324576558945,-3.728604345242807,-5.6151664413171956,-8.3456254667654,5.425034629085401,1.712963480313573,2.3993785521299094,-0.6832481109785973,4.392605704925589,0.2262169187377666,3.6484095990692182,-0.46662740083059817,0.8040156112518726,0.8742266923221454,-1.1514054578224615,-2.3649188730644153,1.6481132897443445,-4.725103750423265,2.2083941951441375,-0.9110886846228411,-2.5956706533368754,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120616,15728.837560403243,5074.202109515428,-138.71971717671346,48.81993661477712,-6853.8082601128635,461.3674304065509,-156.27617828579196,-1.6974391871077508,-19.257780527052258,8.573076307995994,-8.890034915347105,1.8454905367675176,-0.7011063523569747,-10.293317383101583,-1.0176650374420213,-0.33123441361209705,-0.10173532254906158,1.38187610628097,-2.1767890368000926,6.883967954596201,2.0886409305303024,0.670374501882915,-2.5999040924402004,-0.7886036578233397,-1.1115741805951527,-1.0278024569817608,2.201962266052389,-0.2783431493132125,2.4164772030553783,-0.4107924579206604,-1.5062275222062935,-2.1421290979356007,0.69114152284314,-1.0438786810794627,0.32768068034860764,-1.5116722572089836,0.5487611475562082,0.0744967775621028,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.30341543763,3720.247692908033,-11071.45957165627,-1125.2699902355355,-40598.872011907086,4146.316027632518,402.2112499359629,-224.2767646179888,-71.25589115567313,-35.797934402606735,-22.76980206161527,-17.923988534496537,-7.452555288501347,12.188556001528934,4.556204621118245,-2.0714573548206374,3.702320440545332,0.18014172859713612,2.8533886114325613,-10.462605828627456,-3.2450359187977726,-18.030813788506368,11.160711563126947,5.975418471259261,2.619150757354139,1.544040522543243,4.943118340160915,-3.0710104244638057,-3.7565519681578508,1.3152889091230693,1.8056472617137358,-0.11025353179257366,0.674709989983187,4.587790989314061,0.9550931677420731,-0.11116180432541996,14.301264894302163,1.5016316900129216,-1.2378356554420902,2.147725643,1.552274357,1.85
-178537.71721144035,11070.30038061557,-15281.9281592286,-2096.7924674018586,-1328.304412246614,2581.847779639407,-6092.918508220782,-531.169849163702,-245.04798987377006,9.499050760991055,-25.10961898466579,10.451269779342258,4.441364886144053,5.468661424111151,-12.537192520993797,2.0880512380808134,0.8830053105320675,-1.0913346058374997,3.465940611449878,3.222911524205712,3.5861481832766393,3.939938857109962,3.8732270017914963,-3.056651003304343,0.8017529056938676,4.232157730420111,0.7009818289884755,-0.44424874109381235,1.678520942348612,-1.5030490526692621,0.0486584153955164,-2.761622267321739,1.5773710742937024,0.38530383389178424,1.5644764527646096,-1.2462171152418198,-0.21029855580940482,2.7192282167223465,-0.1549320402522715,1.0647626522460498,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952705,-11133.250748088762,-2744.842320343736,37080.501734018515,-19604.606893618995,14047.28094094032,-419.82023409857004,535.5186392483481,-43.30457825605805,13.781650782038671,-18.94661405762362,-43.864251626533836,12.738761148999068,-5.522392014337873,22.936551692507667,-7.377521961843183,-29.941878264514372,-22.86902293221173,-7.159438703724243,1.6607992060316694,31.74047432903365,-1.0483561893271742,-27.014540057097545,35.14981959571478,-7.409813805903615,-28.314108759435175,12.421432996721352,33.19158430677497,18.267464526049046,15.210660911696552,-14.819538887989284,-24.999526733609198,9.096357463982898,3.535621499743692,-10.083974216674793,4.270442025174237,-18.07009411053571,13.7878217884487,-7.845513400459048,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403419,-15229.401396700921,-2091.6888881736527,-1344.1801453921423,2533.9490061722154,-6278.29455205541,463.6840858630549,-209.25129844655612,7.879651854809007,-8.589135900816865,6.817128615219298,3.7535077673658614,9.861613718994798,-11.495882749069786,-3.0441357112633525,5.13900007267841,1.2109762277022942,1.6227209987124704,-0.5062864366588982,0.9525717413874774,7.3800269640205,2.8564649797897275,-2.0037526804322705,-2.6854184786898743,5.694409349964744,0.07764487689653163,-1.1631806619267153,1.7722950103696664,-0.44114020736146803,0.9198181027092504,-1.9777286665162954,0.05938796422810628,-1.1625866751926406,1.8679473735244072,1.1406030394993256,0.6460455051958,0.5577314369617531,-0.07979122760516953,-1.5615762077795152,3.324814232,2.847599561,3.086206897
