fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989632,-25410.006765650094,-7633.3077631827055,-24941.318047789562,12721.709091305393,8548.169920031874,-301.5012528379254,-210.28209548493174,42.337935681537665,-2.3703887120761573,5.430859660439263,-0.3644762206834302,-0.8000090389457255,3.688072896191502,7.728801955192984,1.4801301708503485,15.028038506139763,-0.993901430871806,9.482739219850668,-23.996269960323765,4.90134425746705,-16.451108531747863,-7.0325676379129645,-4.145897700955009,5.969337559327881,5.313060675933824,1.4083178186544631,-3.0342248576183715,2.4075343728548617,8.099097859238304,0.1469567441040433,0.46942546781501465,-4.656155189133881,5.794130384925981,5.084001788334909,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107859,1825.2229904363528,1789.7435154970635,-1099.5449269987319,938.6065054826947,-11692.763481911214,374.42029588775335,-13.665976903737088,-20.577049626297182,3.548500298554194,5.221299637997144,-2.250808047590212,8.79647519181128,-10.588666961400774,-9.526729556451187,10.432984699853863,4.432457220407095,-6.258055074929492,-4.426203742369764,1.1904634933791642,14.891150308545235,3.2337198491146033,-2.8620124469658488,1.9922862804448798,2.3918539824770084,-1.6892070972483841,0.08909541547778015,0.6726207453473071,-4.593137425930545,2.957053514970829,-0.6480122834845512,-1.226017756759116,4.615032686859393,2.199766427936991,2.331395557519262,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099425,-9573.809645649464,-2705.991167456881,-2616.5488342041667,-10197.113459986049,-17831.151732467875,72.02086521437259,131.79221857500124,27.667316006671687,-32.721287248631604,-16.276635653918866,1.4223694329018228,10.428742892762363,-8.633628412043407,-2.102741108128952,1.834147146960555,2.1270773095941675,-2.315408045806142,1.6888534011489402,-3.6088013974669715,-1.6306886795883746,-5.139481544398417,5.13442136171042,-0.5070597975578837,1.390689367286152,0.01794561585533827,2.3819783776587635,0.05441764546292435,2.460128542085831,0.4510759555683538,0.1632932622369482,1.2188918307342171,-2.320272580726404,-0.8881172038074797,-0.13470817054616416,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.89926542496,-35785.163221921306,-7061.455555444073,-687.2164349687735,2388.2254225573097,12668.329366015107,-274.95640628707264,-20.81482810836602,-35.92463624238296,14.692371837816363,1.2317877720410695,13.320668249872874,-6.321199359891459,-3.1857429462894262,7.218843753024258,1.8191010683395723,-1.1274670827882944,1.3977065682403023,3.8490418602429224,0.7257649000385383,-4.65681446398425,-1.9173054677497714,-1.1916863636534756,1.9510900651558338,-2.648369494443228,0.28162960578816915,1.1817039845499557,-2.2925761453645084,-1.9099504953983228,-1.1614644164308365,-2.195650802530935,2.1761666247753713,1.7605651082372884,1.491912764547389,0.16996257505820705,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858139,-21798.10038505519,-6011.28990615003,-4101.7122846661905,-12190.475770455092,-26349.654996957193,-117.94943480052999,134.23409769801964,7.278243138100446,-27.485834029100083,-24.15769330311763,10.22955256677695,16.65309441530846,-12.68179460556207,4.5639114026078955,4.153199431409262,4.572745394000078,-3.062786519714297,-0.6490324595577617,-3.728604331430946,-5.615166417772051,-8.345625502179224,5.42503444479171,1.7129634710741093,2.3993785653968462,-0.6832480888476792,4.392605739881455,0.22621692057802942,3.6484096333420744,-0.4666274054849323,0.8040156199212922,0.8742267029649365,-1.1514053518154215,-2.364918909408268,1.6481133172235294,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120565,15728.837560403283,5074.202109515427,-138.71971717671408,48.81993661477673,-6853.808260112958,461.36743040670694,-156.27617829122676,-1.6974391870683558,-19.257780533761846,8.573076313531166,-8.890034925180332,1.8454905394114303,-0.7011063509817625,-10.293317401979571,-1.017665039643168,-0.3312344144442961,-0.10173532284294477,1.3818761103416726,-2.176789028699762,6.883967925746523,2.088640939396015,0.6703744791215428,-2.5999040784030103,-0.7886036621908697,-1.1115741445779306,-1.0278024651760642,2.201962283730082,-0.2783431519356908,2.4164772270323587,-0.4107924623504017,-1.506227540550568,-2.1421289007913322,0.6911415334828017,-1.0438786985523483,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437607,3720.247692908043,-11071.459571656293,-1125.269990235554,-40598.872011906766,4146.316027632575,402.2112499360992,-224.27676462578947,-71.25589115402666,-35.79793441507983,-22.769802076316314,-17.92398855432228,-7.452555299178533,12.188555977632971,4.556204629477019,-2.071457359302441,3.7023204496975866,0.1801417291205625,2.853388619859099,-10.462605789848032,-3.2450359051464583,-18.030813865003356,11.160711183944166,5.975418438999895,2.619150771855434,1.5440404725082169,4.94311837952118,-3.0710104490956875,-3.7565520034578777,1.3152889221841528,1.8056472811839126,-0.1102535331348847,0.6747099278720567,4.587791059592209,0.9550931837958203,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615554,-15281.928159228639,-2096.7924674018604,-1328.3044122466308,2581.8477796393863,-6092.918508220871,-531.1698491638818,-245.0479898822928,9.499050760770487,-25.109618993414873,10.451269786089824,4.441364891056756,5.468661431946143,-12.537192496415047,2.0880512419080564,0.8830053124415246,-1.091334608526949,3.46594062153382,3.2229115336855716,3.5861481699892708,3.9399388405897433,3.8732270182443074,-3.056650899465873,0.8017529013686748,4.232157753841812,0.7009818062757297,-0.44424874463296404,1.678520955833564,-1.5030490667893859,0.048658415893731204,-2.7616222971004603,1.577371093504639,0.38530379840437573,1.5644764767550625,-1.246217136046508,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.659999526964,-11133.250748088776,-2744.842320343755,37080.501734018675,-19604.606893618846,14047.280940940513,-419.82023409871374,535.5186392669734,-43.304578255053876,13.78165078684097,-18.946614069854192,-43.86425167505219,12.738761167247928,-5.522392003501576,22.936551734588214,-7.377521977798604,-29.94187833838858,-22.86902299872872,-7.159438724824337,1.6607991999253708,31.740474196005486,-1.0483561937051775,-27.014539139498766,35.14981940593927,-7.4098138469437895,-28.314107841948022,12.421433095412448,33.19158457337714,18.26746469765399,15.21066106276859,-14.81953904778905,-24.99952703804505,9.09635662679611,3.535621554427698,-10.083974385486007,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403404,-15229.401396700956,-2091.688888173654,-1344.1801453921505,2533.949006172194,-6278.294552055499,463.684085863212,-209.25129845383339,7.879651854625682,-8.58913590380963,6.817128619620329,3.753507771517691,9.861613733123335,-11.495882726533102,-3.044135716849423,5.139000083796381,1.2109762306880576,1.6227210034321662,-0.5062864381553092,0.9525717378919693,7.3800269330883275,2.8564649919446063,-2.003752612358838,-2.6854184641869123,5.694409381477109,0.07764487438049529,-1.163180671190362,1.7722950246068319,-0.4411402115104765,0.9198181118442562,-1.977728687842761,0.05938796495081262,-1.1625865682121563,1.867947402136268,1.1406030586551397,3.324814232,2.847599561,3.086206897
50030.00805463147,-10113.99794768942,-35856.497589709346,-7070.235058568735,-668.2179192098864,2441.944983101405,12881.30933145525,-274.72895611856137,139.7741577085318,-50.99456045612164,18.223683317166035,-0.6449472823699348,13.212484514790395,-7.152106643786356,-4.6225963252044755,3.3436558091285895,4.0108897330982325,-0.9177599154542967,0.5021269756244642,4.386049308077391,3.724954284109498,-1.186471338991692,-0.13967683280545973,-5.986586444113585,1.3726891842896776,-2.1314616266762285,-3.2525566662023984,3.040587932820762,-2.491082731556755,1.3759659662492414,-0.0015345669413733306,-2.527685453522408,3.4477466444843383,8.023850021683284,0.09615424951966324,1.9428985369481606,3.599130983,2.900869017,3.25
-125345.11971585719,-14842.065660352839,-550.0972767851955,1293.4060038201667,-560.8143237253938,1119.0146444204177,-3469.9147711157143,505.6260928139776,-147.99195626329745,3.592748317983031,-8.184548882553702,6.66788372666406,-3.827324222793642,3.3633932548072107,-4.182653687298067,-6.369863871631238,1.4030069366477078,-0.4398053809368625,0.004608831803051035,0.9871750581613801,-0.914474261741609,6.739491320727373,1.7003570533195285,0.6570473470478373,-3.038032824104083,0.7548355624374761,0.04167371757608758,-0.7121113897037862,0.39091477161376903,-0.6664519574181516,1.9439361777423758,-1.1296768220013809,0.2807107229074416,-1.725663446252419,0.9617908518415937,-0.7472610407639672,3.954853907,3.366574665,3.660714286
-49001.25318178601,-48167.389711457734,12787.790589645352,4259.833315192691,673.1571690430204,-566.3248469977552,3515.6614387281784,611.4324764404261,-44.6399068282325,-46.94162187478848,9.787047689783593,6.176204651917584,-6.933410847221429,-11.0126305700341,8.031942104322358,-6.734829264360982,-3.3424083347336144,-1.1539448508315888,-5.149720920577529,-0.7903692295645565,-5.794291007832023,0.6074057032191809,-1.2292181470079497,5.609900791209649,1.1992161081725956,-5.0769267932677415,3.079454059493382,-0.820064182670494,-0.3703457865622458,-0.6375756590983938,4.474410625578835,0.49720502244740367,-3.265252097753704,-1.1808717849377819,-0.9122439116559629,0.8439352398084977,3.453428328,2.925882017,3.189655172
347922.2314522346,-32285.958984764628,-16536.086150066287,-3524.2664239157816,-796.0985257861454,-4945.40734656344,2571.0582169450395,-525.2452499685213,117.82768750414769,73.28616827146124,-6.67140699705032,5.79697799724328,-3.1326573154368145,-1.8873834143065482,-8.87173213470033,-0.04093926985375919,-1.2227543313137132,-5.0737515415046905,0.1923630761875577,2.7103565191850256,2.680530856597953,-0.0495998480881333,0.6440132840286849,1.275452506264006,0.459694739863864,-0.32227334501340915,2.7969736611934937,1.2221361668192956,-3.2693592215500096,-0.32988686490251046,-1.8628771342516364,-0.1975779255812799,4.0534883629458305,0.5252314523964032,1.1139661991497316,-2.8628344226906224,4.785550297,4.325560814,4.555555556
-177783.06979999677,11158.4912605627,-15258.612051584241,-2095.3777759845566,-1336.7929990089297,2555.1103224810827,-6194.89800542681,464.26067965521685,-163.39474927491756,2.9243435862338374,-9.998929117445938,11.028159154265289,3.4192172763783844,5.095445829126954,-10.767324568612572,-4.829675342697354,3.149261701356665,-2.27240804253038,1.80452312645974,-0.8940790598385732,2.351615222421029,10.253832901087604,1.1457007565889854,-2.453242595582355,-4.958888232838847,6.223567061152349,1.0136159747607059,2.1499420348739116,-0.9301112348856825,-0.9372465217460293,1.4395794965625057,-2.3626269551504175,1.2411140796347255,0.6698461890313429,-0.28281865145070717,-0.8499297108175062,2.653067263,2.154625045,2.403846154
