fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,CIHigh,CILow,MOS
-96471.0017422917,20285.016700989676,-25410.006765650047,-7633.307763182692,-24941.318047789613,12721.709091305596,8548.16992003215,-301.5012528417069,-210.2820954856681,42.33793566864126,-2.3703887148811273,5.430859673270659,-0.36447621848591594,-0.800009043346345,3.688072919190976,7.728801886272451,1.4801301832351088,15.028038651483223,-0.9939014422053228,9.482739329633272,-23.996270279617892,4.901344332091319,-16.451108805683376,-7.0325677679177,3.824198457,3.329647696,3.576923077
-190899.24390901605,610.2798563107843,1825.2229904363517,1789.7435154970574,-1099.54492699873,938.6065054827076,-11692.76348191158,374.42029589254514,-13.66597690378355,-20.577049620030497,3.5485003027326165,5.2212996503372295,-2.2508080340068135,8.79647524021634,-10.588667027572123,-9.526729471451064,10.432984787690648,4.4324572630791685,-6.258055146208584,-4.426203793408611,1.1904635092279223,14.891150535551802,3.2337199031151775,-2.8620124997655356,3.257015236,2.742984764,3.0
519840.31576796295,-13560.84445009945,-9573.809645649448,-2705.9911674568784,-2616.548834204171,-10197.11345998622,-17831.151732468436,72.02086521529549,131.79221857544655,27.6673159982461,-32.721287287163484,-16.27663569238644,1.4223694243178893,10.428742950149603,-8.633628465998143,-2.102741089367516,1.8341471624011434,2.127077330077765,-2.3154080721821413,1.6888534206178545,-3.608801445506131,-1.6306887044594718,-5.139481630257747,5.134421456424059,4.581469014,3.989959557,4.285714286
51809.713712738725,-9921.89926542498,-35785.16322192125,-7061.4555554440585,-687.2164349687746,2388.2254225573565,12668.329366015498,-274.95640629059284,-20.814828108435794,-35.92463623144315,14.692371855118093,1.2317877749519497,13.320668169483763,-6.321199394675714,-3.1857429661971857,7.218843688614853,1.8191010836569745,-1.127467093659728,1.3977065841566927,3.8490419046092788,0.725764909709292,-4.656814534976783,-1.9173054997977559,-1.1916863856161546,4.672867535,4.18920143,4.431034483
650895.8927554619,9791.139173858159,-21798.100385055153,-6011.289906150013,-4101.712284666197,-12190.475770455287,-26349.654996958023,-117.94943480203816,134.23409769847333,7.278243135883976,-27.485834061466775,-24.157693360211017,10.229552505042362,16.653094506947014,-12.681794684814706,4.563911361888782,4.153199466375205,4.572745438017876,-3.0627865546003017,-0.6490324670521366,-3.7286043810580445,-5.6151665033886475,-8.34562564160762,5.425034544871547,4.804087,4.368326794,4.586206897
-155985.79360999187,-27251.663447120616,15728.837560403255,5074.202109515422,-138.7197171767143,48.819936614777504,-6853.808260113174,461.36743041261184,-156.27617829175577,-1.6974391865511858,-19.257780556439474,8.573076333792631,-8.890034871529718,1.8454905495667489,-0.7011063553636071,-10.293317310140258,-1.0176650482127336,-0.3312344176170768,-0.1017353240037338,1.3818761262839858,-2.1767890576964084,6.883968030689703,2.0886409742879475,0.6703744914793954,3.653463529,3.070674402,3.362068966
-8572.13684760553,-16777.303415437636,3720.2476929080353,-11071.459571656269,-1125.2699902355612,-40598.872011907406,4146.316027632705,402.2112499412465,-224.27676462654713,-71.25589113232837,-35.79793445723413,-22.769802130130646,-17.92398844615228,-7.452555340187962,12.188556053800175,4.55620458882107,-2.0714573767430817,3.7023204853093317,0.18014173117186963,2.8533886527254655,-10.462605929105232,-3.245035954659585,-18.030814166279637,11.160711389865037,2.147725643,1.552274357,1.85
-178537.7172114404,11070.300380615576,-15281.928159228615,-2096.792467401856,-1328.304412246633,2581.8477796394272,-6092.918508221058,-531.1698491706802,-245.04798988312083,9.499050757878349,-25.109619022983118,10.451269810790448,4.441364864253432,5.468661462038814,-12.537192574761539,2.0880512232799635,0.8830053198773923,-1.0913346190330397,3.4659406610089483,3.222911570851236,3.586148217731196,3.939938900660675,3.873227082937107,-3.0566509558575268,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.659999527066,-11133.25074808877,-2744.842320343747,37080.50173401874,-19604.606893619155,14047.280940940947,-419.82023410408385,535.5186392687833,-43.30457824186838,13.781650803069422,-18.946614114634084,-43.86425141033466,12.738761237347518,-5.522392038017918,22.936551529933247,-7.3775220399186,-29.94187862658428,-22.869023259218924,-7.159438807350044,1.6607992220014363,31.74047467986275,-1.048356211357859,-27.014539637789422,1.384178612,1.098580009,1.24137931
-177088.98264742017,11232.900392403426,-15229.401396700932,-2091.6888881736495,-1344.1801453921532,2533.949006172234,-6278.294552055694,463.684085869145,-209.25129845454123,7.879651852226929,-8.589135913923876,6.817128635732419,3.7535077488655073,9.861613787389501,-11.49588279837258,-3.0441356896870797,5.139000127063561,1.2109762423436623,1.622721021916644,-0.5062864439897145,0.9525717505679255,7.3800270455973855,2.856465039644311,-2.003752649331811,3.324814232,2.847599561,3.086206897
