fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,CIHigh,CILow,MOS
-186353.74250343902,17582.12584796302,-12842.859811632168,-6888.575992448653,-1768.0394627314445,-13880.584254547295,-5831.029140736931,365.3723178234341,804.2978436222784,-124.97501219284038,22.29846221200873,38.119250138468985,-8.583506500208596,-34.19452630300122,-24.401561013579286,16.640800860389916,-28.303964697724798,32.13789296371508,16.05626929438799,-24.15981710034038,25.655208260126003,-28.448684640544343,38.22380224443052,-42.680390139795456,7.073078859647962,-23.199225438601328,-1.187106432966003,1.529546306,1.23712036,1.383333333
-208889.8106872934,-10423.582690035408,18617.653682086548,5631.350897984969,-811.4602819867039,-517.5143993569653,-16578.644108299435,303.2331228839894,-126.75817804678712,-17.649713829687382,2.2127737484400445,8.28590878128587,-5.659339722142293,7.532160115313486,-5.820898745314426,-8.289000650695884,3.07426145196385,-0.02016083711288521,-2.8823598913743864,-2.245640205804942,-0.11470383973797904,8.50082319169862,2.781287309580352,-4.198407957669888,-0.6212703880372585,0.5331035574683303,-2.8447135737487943,3.24043084,2.828534677,3.034482759
-56563.329332473244,26534.509733066734,29185.676392477748,14663.104679991862,2252.0243166514683,31809.2775351319,9714.003747102255,747.8210618266462,308.4371313115834,-48.80021617244096,-296.73667083577817,8.919095839749577,-24.586415643383983,-26.35665087840076,-27.793094113211914,34.200322978282976,-25.207047579289203,-15.263389440860319,-17.93226826574181,-54.062865995201214,-3.0946392074563476,-20.92459067484208,-41.99656442549577,-19.010034558559276,5.200581971075754,-17.51682655897213,21.2324992388008,1.400678788,1.15104535,1.275862069
-42560.93726866816,-17115.224246641756,9567.332444192389,-1471.200548771035,-36337.382427541896,14297.313313970662,11842.383212632181,-246.0154625509513,-131.62018843899614,-41.15683614273136,59.86589602318935,7.933220465374752,-6.13108957864577,-6.914932305491968,18.8745055412741,11.833752162149889,-3.8765902984061626,2.3982308721031953,-2.961804380922796,0.6779384497721033,-11.343411144804273,-4.51112738286406,-6.175547356325191,-5.989156051175665,5.0322913654309325,-5.659095084202094,1.6744700466005056,2.55951845,1.976195836,2.267857143
-96939.31772145322,20225.548858060723,-25415.29105191455,-7637.8181701496,-24937.6396818046,12734.038978059307,8601.38142546467,-303.9252005570466,-71.65183882512012,28.301501619888516,-37.52107512631501,9.212141746239123,20.614131713593686,2.1921198561928623,8.17932363715809,-13.100150352413847,-15.626022614562306,5.791756135286344,13.158176011508502,-0.9712729374583462,-40.364234649162775,11.729369584842658,-17.45960874135027,-5.867717802430614,-18.35912111090108,11.031543794148094,1.8022594332177981,3.809449298,3.362964496,3.586206897
-172152.5975737766,37771.62475971998,-28242.299657275205,4981.912067224219,3171.121740120563,-12579.303577308918,-147.0685513547306,472.10399030657965,-259.5132596558622,12.98979904219238,-10.149301956969287,-40.55607975438464,9.35556094570036,-7.003357801718666,40.19072098586916,2.859877315888779,-32.082653583193945,7.245389574246431,-8.847735100472976,-7.099520577647762,26.63383464701429,-22.026996486000428,-4.54803848955328,17.40067767866323,1.2287977589253405,1.2750378938849762,2.3985660670018905,2.137035504,1.690550702,1.913793103
-26583.5577948773,-36651.06543421772,-3830.5661554341555,438.72540407944865,338.6251101858391,759.8184224999264,7893.891358902092,-324.4246300045146,-25.108016328352182,-41.94673970595326,11.026587414672129,6.25778902100004,-0.5154023268322583,-12.512625981498147,3.0888619344559474,1.527891919030075,-2.68664119548585,-2.0078352102056227,-1.1477765191366756,4.207317657379892,-1.7746607315532177,-4.2596435114947235,-0.8305334746426096,-0.7015957954953043,2.1188664649317914,-4.830283700691011,0.03801478031026065,4.329362543,3.770637457,4.05
-178650.8719795676,11062.867833753802,-15292.766710479207,-2099.0966993446136,-1327.0400452688787,2585.5816109635416,-6075.260097746843,-533.947239991163,-119.9076239175096,1.0266131993671177,29.551542090402688,14.10333899875952,5.873358978062982,5.903912283784986,-14.218896576000102,4.626974308592047,6.140794424284201,-2.7080733409621187,-0.29332084651622303,-2.078914386524037,6.212099917604165,4.112306852185932,3.6673508776938357,-7.6157371459452765,2.0681963492548396,1.9349892833925237,0.09464316615083743,3.348464581,2.85843197,3.103448276
-178608.71097964683,11062.663455784359,-15284.681606687278,-2097.1358900191744,-1327.5456114847852,2583.95369329724,-6084.385032158234,-531.2696258771622,-233.41025979712447,9.17063493309656,-9.635572439378029,14.663916614167183,5.614925939006703,6.10748103541498,-11.97201165800638,3.3466795898357953,1.2117897118840095,-2.2858277597736043,3.375161598896687,1.0407072578071266,3.4045174697343525,4.090369648722736,2.9928339132056827,-3.6062521894616397,2.526528295955259,3.0054892867868417,-0.12788889228838649,3.430356437,3.002976896,3.216666667
-169722.0345583165,-13433.490739748262,17659.610353131888,30159.948972786166,8302.286396112864,32.45919688320404,-4641.71692484,-504.7055504034241,-264.1888299532503,36.93804255024675,-7.4283575198267755,-15.06452221546509,-1.965719403924866,0.6039283600244321,11.874596908171457,-15.247482911130213,-19.371924170964775,-11.372567739015434,-9.06549630378183,5.110124973752838,11.802955019011916,-16.29805586724454,-5.015626864979653,6.556502259057397,10.04641696968732,-2.8257147997671836,-2.070316361403804,3.12457995,2.57542005,2.85
-26576.70746470073,-36651.4509216053,-3828.945062518009,439.16115583139924,338.51753964309364,759.5435675292039,7892.070411739646,-323.57975120577134,-59.15125424795892,-37.16111907164768,42.45581956347122,15.022663710394296,-1.0152222827395463,-14.308534004721539,3.147735163125893,5.038030849937637,-3.0339633295021717,-3.824764652071745,-3.0229381122088643,-0.5973239908061866,-1.6407069362875233,-5.291683325268363,-2.5098318096473267,0.3247870231640834,3.8842750055695974,-6.396263308362384,0.4291638965381679,4.225768921,3.636300045,3.931034483
-133621.51855550034,-15741.94881376907,-886.0939702987923,1253.6319354801437,-472.515935192397,1375.4164908713437,-2469.263725595948,-478.25061530766715,22.360107076673057,-9.532912863247248,26.42187862940085,13.603956738974698,-3.681961763918143,-1.9349470074533963,-7.0347880936537575,-0.8368391687933866,3.0748206571656223,-4.474524700339975,-1.2227723084290305,-0.9383599482200738,4.4401030161931745,7.110296261528268,5.032051846212325,-11.547323195091847,5.91517528669858,0.891968864467916,-3.5858447363901944,3.574117983,3.046571672,3.310344828
-209904.49442154253,-10536.717689978566,18576.197263963666,5627.1197605265825,-800.2962380505164,-481.82187302034487,-16443.371874303164,-690.3004934156259,-252.6990801771842,-9.16048526438698,-29.135327332865554,16.852588313527555,-7.45532740316269,3.835665910636291,-9.039537609615307,-0.22217550873765582,-8.121746555015932,-2.0033203432045044,0.858529860987539,3.738198059655859,1.2866027749723803,4.62266001998423,1.8585082295413975,-1.648257461225998,4.761993117245093,0.5801914114386023,-1.3011097767492668,3.16710629,2.73289371,2.95
99683.4376010912,-42300.42372682244,14245.533031396233,60981.89587161593,21091.367795958246,-2400.0642295569332,19193.186418992966,-181.43319893728608,86.29455635707505,102.26950378343658,-51.31003991345109,114.28897775371621,50.37330706729705,62.58948261999545,42.74309039062682,85.96701454178982,64.5947983045238,66.17292686066416,27.123316027101094,-53.96872399583041,15.770124171606346,11.715376018286696,-17.375001785502125,17.898641177243938,8.61772348976515,15.796846043337652,-29.644202371225056,2.241733096,1.758266904,2.0
593669.3936262797,38771.48423230001,-18411.513963217694,51530.724333778235,15567.617637468002,-11453.930146870587,-18307.42834463544,13.28517631118992,67.04207559289445,15.922490983449277,9.820093955227948,34.65133400692519,-0.2128909938112159,-12.955533244410026,-13.766890379276676,-4.368874128074079,-8.423274300468119,6.210570584185368,17.071176577599225,3.55384075088932,-40.061705276622334,-2.0009128149662336,11.946596783191577,-2.1209162693605985,1.6934315621788907,7.7689145268615025,10.657674133692716,2.156586714,1.73996501,1.948275862
-163371.80213962414,21798.278434605578,-32194.503462539895,-5952.86809763135,-1586.6057813308857,4125.138040600632,-871.0962610529207,-451.03342976130824,-224.6021698359866,16.980331788578685,-22.73586838635356,7.320283689501466,9.838497297323025,8.302838341620877,-15.385083662147833,3.6283623116301356,3.513620328983618,-0.8087703560741647,5.15407105761715,3.7225952621609157,5.901400904688538,5.200579075247825,4.423668348339736,-4.002350632496005,-0.5963245551827251,5.131484552239222,1.3666771630087482,3.421011653,2.986395754,3.203703704
386217.68630594574,-37229.05160606602,2618.1994183548222,603.0517451831018,-1103.792426418391,-8133.750324520113,-9036.46817612064,266.7389531221441,164.07228524589155,48.07683601109796,14.827340717749134,6.001363105847008,-7.3068033963874335,4.872008818953346,-3.734627742087106,-0.8335883233041803,0.09023057693973585,-4.298371724408715,-8.091120931540543,-7.77638608784408,-4.570118111030242,2.6114462731233816,-3.9199573139084927,1.5343347780609895,-1.071097916414023,-2.161067439172349,1.1502243063549409,2.692561138,1.950296004,2.321428571
-88041.5772627001,7414.188617750508,-34175.46558775615,-6403.6003223742855,-1151.1998484861192,4006.630758978521,6196.011654332365,-347.72285416615375,-152.87340004434728,21.79875819159804,28.43327932279267,15.627389882211883,8.303504636097285,1.3247318051460395,-12.33024982088133,7.385013245518086,3.4874738212457266,-4.01155290946768,1.6533012082807486,-1.5633641698348495,5.989898136981476,2.452325864919488,2.4898632007659787,-2.9754493039248193,0.8139383416507315,1.6579323157997998,1.836691625491159,3.94604759,3.313211669,3.62962963
309437.3201853751,89263.16899558513,43007.21173214889,496.2868214255319,-156.3431935612899,-19288.127176016245,2063.1333151797207,239.130913314353,-297.39340158734785,-72.48412360455708,-25.29054888397801,150.35766224580544,-19.57949059657323,-37.17824606707163,5.553228394879688,-47.05231170899996,-15.332264738456496,30.50042681074411,51.283471027233944,48.959873400640156,8.526328622847327,-23.593143211186952,-13.816376189560494,28.830799447589097,0.7260505270665295,-1.9758412465884894,-3.562121568155466,1.377270849,1.056062484,1.216666667
-180571.34847091234,45568.32806151442,-21891.498100982135,-4222.671994412106,13673.694870388617,-5131.27887255351,-839.671296892294,468.7272357437909,404.95671155614116,155.12196857477414,-17.28808247446258,15.045685631118278,-7.062483916463627,-4.832654365647406,33.50509692415438,3.574728524749063,-14.518811462314513,-26.504123433003407,-3.82524262350414,-11.876419211590724,28.99425671869299,-5.819757465313002,45.263960594634824,63.43174173446819,22.44049951882081,1.49535448926119,27.582536863033848,1.592996662,1.240336671,1.416666667
240152.0435078191,-53137.78629283803,-3295.7383288444853,-92.1433690273241,443.10355435460247,-3671.634099581846,8301.207190005596,-393.6819412558551,262.7535847218032,74.35042581727903,18.12330373179937,17.521006310242996,-13.7478215641667,-7.2149198316459096,-7.972312459323406,-4.662381949969317,-2.8254659240592828,-9.223951610805333,-4.223206777416899,-0.11602793454630114,6.242315464243215,7.26245474963505,3.7866433759292883,-0.5364323432506513,0.4666657270434252,-3.7241201092553093,3.865856181018229,3.469450144,2.923406999,3.196428571
444428.5558834333,-12702.3600803008,-30147.797834652727,-6991.559326821945,-1915.4145911830744,-5885.682971936085,-1854.810319197603,-635.5127643948467,157.40288054323082,57.121687782138906,-19.386770849584924,-1.6424034665909264,4.303573322430082,-0.16659480849918756,-12.300207681609859,3.241869788129592,0.6979947987228834,-2.063517658929411,1.0500300242012914,6.651454698289684,3.005944644278305,0.27726931172611513,-1.7702383291476522,1.8850345145645961,0.08678451479473044,2.6378621993945974,1.2967425324743063,4.119839898,3.472752695,3.796296296
52139.936796535585,-9887.385123787388,-35769.55001414444,-7059.3168983880005,-690.7202763212038,2377.961987409586,12627.96680117288,-275.20756702153045,-42.89203817862272,-34.007801528110406,11.943581223818155,0.4605684600785782,12.280958101418038,-7.314585163901184,-3.580648747551742,7.387276977969492,1.4535933486317087,-0.7231807487655111,0.8042541680923447,4.1532422942504015,0.772644188704671,-5.21707951814711,-1.7680971070472455,-0.39981559931856203,1.1905715924971652,-2.096353070551829,1.0357070490063292,4.655644914,4.137458535,4.396551724
