fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,CIHigh,CILow,MOS
-178608.71097964683,11062.663455784395,-15284.681606687262,-2097.1358900191817,-1327.5456114847861,2583.953693297264,-6084.385032158338,-531.2696258719843,-233.41025979456109,3.430356437,3.002976896,3.216666667
-169722.03455831646,-13433.490739748308,17659.61035313187,30159.948972786242,8302.286396112868,32.45919688320821,-4641.716924840079,-504.7055503984989,-264.18882995034863,3.12457995,2.57542005,2.85
-26576.707464700725,-36651.45092160543,-3828.9450625180048,439.16115583140237,338.5175396430917,759.5435675292117,7892.070411739782,-323.57975120261665,-59.151254247309325,4.225768921,3.636300045,3.931034483
-133621.51855550037,-15741.948813769122,-886.093970298791,1253.6319354801474,-472.51593519239844,1375.4164908713574,-2469.2637255959894,-478.25061530300366,22.360107076427422,3.574117983,3.046571672,3.310344828
-209904.49442154253,-10536.717689978599,18576.197263963648,5627.119760526595,-800.2962380505212,-481.82187302034845,-16443.371874303448,-690.3004934088945,-252.69908017440875,3.16710629,2.73289371,2.95
99683.43760109121,-42300.42372682258,14245.533031396219,60981.8958716161,21091.367795958267,-2400.064229556946,19193.186418993293,-181.43319893551754,86.29455635612668,2.241733096,1.758266904,2.0
593669.3936262797,38771.484232300136,-18411.51396321767,51530.72433377837,15567.617637468018,-11453.93014687069,-18307.42834463575,13.285176311060573,67.04207559215894,2.156586714,1.73996501,1.948275862
-163371.80213962417,21798.278434605654,-32194.503462539862,-5952.868097631368,-1586.6057813308846,4125.138040600671,-871.0962610529348,-451.03342975691464,-224.60216983352004,3.421011653,2.986395754,3.203703704
386217.68630594574,-37229.051606066154,2618.199418354821,603.0517451831037,-1103.7924264183926,-8133.750324520192,-9036.468176120794,266.7389531195464,164.07228524409,2.692561138,1.950296004,2.321428571
-88041.57726270011,7414.188617750531,-34175.465587756116,-6403.600322374304,-1151.1998484861201,4006.6307589785597,6196.011654332472,-347.7228541627667,-152.87340004266852,3.94604759,3.313211669,3.62962963
309437.32018537517,89263.16899558544,43007.21173214885,496.28682142553345,-156.34319356128717,-19288.127176016435,2063.1333151797526,239.13091331202216,-297.3934015840818,1.377270849,1.056062484,1.216666667
-180571.34847091234,45568.32806151458,-21891.498100982113,-4222.671994412116,13673.694870388652,-5131.278872553557,-839.6712968923089,468.72723573923304,404.9567115516941,1.592996662,1.240336671,1.416666667
240152.0435078191,-53137.7862928382,-3295.7383288444817,-92.14336902732148,443.10355435460167,-3671.6340995818805,8301.207190005736,-393.6819412520149,262.7535847189175,3.469450144,2.923406999,3.196428571
444428.5558834333,-12702.360080300847,-30147.79783465269,-6991.559326821965,-1915.4145911830733,-5885.682971936142,-1854.810319197635,-635.5127643886518,157.40288054150196,4.119839898,3.472752695,3.796296296
52139.936796535585,-9887.385123787426,-35769.550014144406,-7059.316898388019,-690.7202763212014,2377.9619874096093,12627.966801173094,-275.20756701885045,-42.89203817815199,4.655644914,4.137458535,4.396551724
330019.0874088996,-2390.321083035423,3730.501430414094,-6352.709710334974,-55747.337954613206,15132.127615672538,7696.05878571223,-419.25415079957594,-204.73227140992026,4.717505416,4.282494584,4.5
11216.352421594613,-23418.28607615323,-19904.383547334626,-3326.889959273714,-159.75319865798434,1621.330618399386,10462.343616715727,-295.4767198706249,-51.220272300332745,4.364099225,3.778757918,4.071428571
9555.796908238915,-23600.72480268772,-19966.818868024307,-3333.919635185236,-142.07985766099884,1671.2436655699657,10658.28589566705,-293.31063179504883,17.404384673766632,3.431346944,2.747224484,3.089285714
435792.43342672393,85548.54065771651,20471.53843849063,14374.15793583916,280.2058310667387,39364.3730703423,-3719.2909475076654,390.6348110864021,302.8172133573586,1.363997599,1.102669068,1.233333333
-102559.46708534396,-3239.487211698204,-17240.12791168275,-2545.7015760439867,-900.2663419025192,2439.4977114888475,882.9946881069045,568.3023886454209,-115.81654088541484,3.857237033,3.384142278,3.620689655
216089.48208071644,-23656.942361439942,20048.952872206904,-33869.24849749354,38890.543618747186,23529.52356084031,4136.746243540208,-372.511193752102,26.863075150071655,2.986568337,2.293431663,2.64
-196314.94908131598,9595.508776277968,3161.7653853085326,17493.76074966712,4146.381794015118,833.4866999164884,-10676.259158493382,-607.6863165627216,-228.03863888907065,3.319639376,2.7838089,3.051724138
99227.65415197524,-4755.5258272431965,-33862.49421533312,-6835.916160388166,-1189.5456986259287,935.8738712843535,7030.301689272346,609.4672945018395,138.3503238213724,4.386792309,3.909503987,4.148148148
344064.3178804672,22136.996948818745,46198.86596276783,-36004.34865211597,-17609.995609036265,39153.56283517967,-8098.2199239974825,394.548864828201,-434.3976439240989,3.075559963,2.385978499,2.730769231
-48589.140470190294,-48122.91316287452,12805.278004868713,4261.97314552551,668.7992030794317,-578.9998940271151,3466.4788485306153,610.4194372222631,-43.99335345972873,3.799760206,3.165757036,3.482758621
-166880.55042359012,30994.2751639147,-30775.68262241322,9759.988005768733,3638.3243674520463,3951.880762574988,-112.26104296584143,554.1667178047109,-183.44116162499603,3.523768328,2.976231672,3.25
-184052.13990181385,19156.951573615916,-9777.272752282504,-2871.865430037541,-16308.653475035697,8076.32576328022,-4610.203023846879,-505.3823183878196,-143.59977272996528,3.28166657,2.785000097,3.033333333
-170157.87200199743,-15009.352833638837,24267.122355161784,3818.473246656489,-23867.429968744782,8942.576401372551,-3805.393922528478,-479.7599776249786,-147.18345801604525,2.790403103,2.276263564,2.533333333
-182389.01502354728,45316.2940660541,-22849.53732877478,4182.857420048208,-11739.308752691195,-6948.161866914655,2120.738012133421,-502.04358009593545,478.63658055801966,1.868626477,1.476201109,1.672413793
-102740.1310454273,-3260.8968369164713,-17240.38838310677,-2545.4157845415025,-898.155150366097,2443.771138859457,903.6443111187351,564.9472035061702,32.15753841700949,3.720526178,3.246140488,3.483333333
-191915.69020242395,27885.889161593605,-8528.711275313543,12819.668571447019,-11036.567994416708,8036.713640643474,-3312.8013466269445,-511.2055008695518,784.4122640933853,2.518109498,1.948557169,2.233333333
-77647.13002551909,8549.655974164778,-33757.39842326619,-6355.234525824381,-1261.726421419808,3685.2650173063107,4948.850848655344,625.6334578684055,-95.57881018895215,3.923636291,3.335622968,3.62962963
356237.27653919545,-8646.435842463326,22395.15536606309,-2283.4749004124237,-55927.0433915103,12311.989193696158,-2476.9663424299893,397.7494867245214,-6.625599319606229,2.486585659,1.977700056,2.232142857
-156359.61151131234,-27291.71332072774,15718.15808664059,5072.757504565792,-134.52922290834096,58.9796670394947,-6808.125064963982,456.5535438246656,70.86037921267531,3.636244181,3.018928233,3.327586207
-155979.93954931005,-27251.67786510063,15730.910987404175,5074.575049129362,-138.75146089454216,48.35510017481778,-6854.922636002847,460.77311972575865,-133.471581549028,3.462234023,3.020524597,3.24137931
-13707.49704338054,58250.55172447242,20111.226174822434,-697.5644623939766,443.36535287923886,-8291.012199422716,10305.111796286545,537.8525021863554,54.36201876267855,1.467294188,1.153395467,1.310344828
-111511.39139821591,-4217.331928559452,-17600.554249793087,-2587.4097101641833,-804.9756272806266,2716.950172121406,1959.5593662445854,-408.75765077981333,-162.2996647866923,3.884859971,3.329425744,3.607142857
-5312.977245128218,36831.28296211212,65310.312310606154,6853.463406551083,3371.630618059056,-13688.68551919664,25364.605778042576,-257.5472807669915,-351.01046555251435,1.442300703,1.057699297,1.25
-213707.64668739523,-2212.974981114767,25044.849854822227,-3553.02868810685,9634.634542500722,6831.152886313879,-17898.34063133042,303.19466751953695,-99.33587147742621,2.576073139,2.123926861,2.35
-161757.64749986108,21975.321307285987,-32128.942917746186,-5945.490945369556,-1604.2225568119347,4071.531218226831,-1078.9381302968739,543.9212534396253,-211.25191825906208,3.312221095,2.887778905,3.1
-77373.06945264204,-51259.12032247943,11640.217338242299,4125.327942557289,974.0574356792162,303.70657813769856,6896.116761211312,-321.6948942658946,-32.27103269133498,2.728559181,2.057155105,2.392857143
-101098.87213979197,6926.486666837642,47846.55527696753,-32033.438752514423,-11236.31318707228,-8964.161389949662,5658.712009568389,504.500364578094,293.12344282201985,1.424230754,1.075769246,1.25
234048.40473543818,-62878.92683894208,13983.423873550559,3807.0111722438196,604.8325400245739,-5495.3573140854805,1986.8032729191575,506.8149261526763,128.0454071949799,4.392735837,3.814160715,4.103448276
-209627.37297721815,-10505.76063560627,18585.645417005675,5628.075747261398,-803.2589349860395,-490.0582568843963,-16475.68355032215,-690.671042924104,-263.92823673024475,3.060916712,2.639083288,2.85
43566.18165511445,3740.362577569208,-14774.153173959658,35625.040431987676,12291.008255225699,-46.987972732897866,7457.2014369547005,628.9251308662764,-216.30716705301407,4.625796982,4.159917303,4.392857143
634664.4833016021,8022.25579093509,-22450.535901180298,-6087.790261845133,-3929.754471729148,-11695.964244109982,-24425.38975491369,-82.45090961990732,240.03245792740225,2.694792401,1.945207599,2.32
317597.83088975464,-3485.1645196996633,6551.012843513305,-37332.04498526179,37717.59782069757,22447.373143636763,-849.4283033971735,-489.0631204344749,-129.08718306389022,2.746840825,2.218676416,2.482758621
-110981.10054968385,32011.896479448027,-28211.923480804562,11028.350826457032,6547.449936488647,-22466.145051318024,8402.593631113868,-469.48759899752883,607.9741651436109,1.513780279,1.186219721,1.35
10855.216251975999,-32573.67093348378,-2311.6733309195456,617.2641883121491,-58.221278174171154,-387.5326440797963,3436.95453519235,586.9416353963632,-14.764742294492368,4.371789143,3.869590168,4.120689655
176344.484468376,-1831.1631625830228,41623.89831047249,27684.468121691276,58461.08654788023,21728.64033368348,2952.3000312612457,605.65455025218,-345.6119544276567,1.965763382,1.498522332,1.732142857
-53392.24618411097,-18012.32084837711,11421.450224733097,-22287.3680283651,26262.6395083271,19340.516014074565,6372.142721580679,-313.1289630347612,947.8735154855956,1.868626477,1.476201109,1.672413793
-190106.4398123921,695.2418077839021,1854.4766887904843,1793.513480779429,-1108.1538674192898,915.4386237068363,-11788.662119720148,377.97862956818904,-230.92866893230988,3.448905722,2.930404623,3.189655172
-199001.3953729736,7083.478348272489,4253.352899396665,-3001.6457299083518,-1536.1411062196592,-15509.460153443399,-11386.997057472816,282.0064380972,592.7121661982477,1.362669765,1.137330235,1.25
104026.95410753023,-45195.95266948065,29712.556585772774,445.4723605482365,-53158.886123580996,18008.006136537584,20423.068888393464,-126.26330279960438,-120.00166033637615,3.576319397,2.84034727,3.208333333
389190.72284239816,48615.37878434051,-2411.597529522668,16896.897913121953,55914.66786103474,21263.711932756432,-1180.8719319161792,-540.5816911023541,-381.11892065518856,3.95457961,3.30467965,3.62962963
97204.74851089483,-4979.3476501173145,-33942.18420779298,-6844.768339544521,-1163.1774161852081,995.1747963914266,7270.813269591468,612.165270126885,232.9593786447622,3.002162168,2.354980689,2.678571429
-51096.59293513654,-48395.26188262567,12707.192109726964,4250.245137720444,695.5568690292723,-503.4697267279852,3765.1165634505887,611.5220656837697,149.40763351570817,2.501572021,1.9811866,2.24137931
232965.8757405064,-62995.37501995618,13937.367352878184,3801.2928399210714,616.2979909418473,-5462.143193897902,2116.3755692908016,508.7871307908264,150.85921186347986,4.400800178,3.806096374,4.103448276
-156881.11424114933,-27348.843342942313,15694.266962924388,5070.044630971327,-129.1439853593669,75.65964162082786,-6747.042246044788,461.20325724344906,-64.94516926195331,3.432505962,2.867494038,3.15
-182427.4743251619,17999.632582843707,-12689.932056567277,-6868.314591549642,-1810.6077569309487,-13996.505640982698,-6308.239272201297,379.3909253114751,-194.80993760144884,3.014959093,2.449326621,2.732142857
-163813.62765336706,21749.166463268546,-32209.156319098056,-5954.380185909507,-1581.8663141073434,4138.081483599771,-819.2645207429122,-450.88960516023883,-176.29643726458337,3.551922047,3.103250367,3.327586207
446900.3969938462,-12433.82591207223,-30047.306096160475,-6979.5976344374385,-1941.6121556189237,-5961.056783816259,-2148.577037451732,-640.4610525303409,121.89868658982371,4.751477668,4.284236618,4.517857143
-162126.59825933375,-27921.84120033835,15479.9568092811,5045.304908306534,-73.20762136681911,240.60131909974461,-6109.353650857749,-522.7156068789583,-180.75007195202335,3.380332715,2.964494871,3.172413793
-26717.79814592108,-36667.7110298909,-3831.7859878522645,438.9988270136151,340.0749133588278,763.3845797237169,7908.284908054557,-324.39646950137353,-13.540115039448484,4.373132173,3.780713981,4.076923077
-133309.22184593457,-391.21379098535954,1612.3835811245235,26405.457462715833,7818.673712393105,922.008341447158,-1956.0858293167355,521.6705930248571,-117.73281946161644,3.669138913,3.145675902,3.407407407
-224695.900335193,12602.154994221615,33152.34357549841,-9109.307895661648,-5791.288493951908,-4210.665215129096,-16215.878400345557,238.85161407671725,467.4668927314746,1.659640274,1.271394209,1.465517241
-112286.88048184244,-10143.051270092576,28099.825686459626,40923.786225854594,-22708.151623864618,13738.455208473992,13930.237848378412,-223.1353245288676,703.685701772916,1.786571514,1.313428486,1.55
-132848.52508760942,-15660.234905786869,-854.9481043550996,1257.841865910098,-480.8777153142262,1352.4826710629968,-2563.562725139921,-475.2885060785099,-172.00899597354018,3.846189416,3.296667727,3.571428571
36943.09035456156,3017.0100441503027,-15034.833737703206,35594.793900844335,12361.328100781182,153.8709637350009,8241.562767211284,641.1976358961758,-76.31618228198391,2.646890722,2.056812981,2.351851852
-210408.3876641982,-10589.186562058376,18558.332244465546,5624.459426950727,-794.683734656768,-467.65680175568303,-16380.69420665464,-696.2443749716973,31.58532650070722,3.051922047,2.603250367,2.827586207
-125529.47621402457,-14861.666654886063,-558.1294203759687,1292.367846296733,-558.8546736010388,1124.6558805516217,-3447.6332212317448,505.8328961371452,-135.49574936543968,3.772468808,3.193048433,3.482758621
-161907.1768225563,21920.515098349697,-32060.321462253563,-5929.498555178006,-1602.2108530751427,4067.512188209587,-1090.957545689099,543.5168021512894,-200.02599855864514,3.460340236,2.987935627,3.224137931
-154254.64509202214,25077.723181466903,20528.21915776308,10455.160721404105,808.8603531026191,21532.980623119816,-995.9787941439008,562.7196659985997,650.9751101952527,1.765816215,1.400850451,1.583333333
-111800.11377080971,-4246.22756305349,-17617.129714996354,-2589.8765208456916,-801.9620125553365,2726.287268739769,1995.7596943533808,-408.0176108834157,-161.8957561659673,3.91045444,3.503338664,3.706896552
292511.23376993765,96535.42824215435,24718.941829644922,-3529.7606907587415,-74.62619586319663,-16752.657640065256,11140.146262756345,-608.2121212919855,-170.6762530405368,1.471686809,0.994979857,1.233333333
-226955.4181620551,13200.05831384597,27993.98240948259,15770.41487728356,-10973.79371367107,-11614.647494110499,-13680.87049358896,-748.7169464524216,542.8368189494704,1.945329132,1.488004202,1.716666667
127653.8428387956,-74467.57207966782,9674.147833917164,3300.6304375857653,1731.6418719080846,-2243.5334195609776,14619.475286372153,-243.35125053613754,110.4500182605739,4.095679394,3.504320606,3.8
-141838.94618100807,-2659.549255890771,9373.372055568565,-13444.599378970004,16246.947087980545,13151.170178825794,-4536.232884230805,-472.73327163126544,-126.4001547076719,2.637035504,2.190550702,2.413793103
-131948.61699090266,36620.90727116533,3822.0895889541807,6616.6755206243515,474.70585917935836,22873.594363134278,3411.7616590042976,632.2004239813407,470.3662180088449,1.74043084,1.328534677,1.534482759
-191644.6179848328,527.3264533813403,1790.4020473034577,1786.1402923810583,-1091.358878248769,966.8832707174034,-11589.16983336802,-617.1341954803302,-243.11419258012228,3.094947531,2.491259366,2.793103448
-199394.1183856862,8425.603062346137,8112.18035593907,-7412.285751959919,9386.859531616956,8400.138837911421,-12551.896704025567,-636.2256468257854,835.5649203358951,1.621677784,1.278322216,1.45
7075.798715895099,-32986.12210869021,-2460.141568730234,599.9524138600424,-18.062285350256218,-273.053980077519,3884.93303581969,592.9240671470146,101.23571945141389,4.23399043,3.535240339,3.884615385
11221.217982546108,-23418.306746472666,-19902.251126885738,-3326.530800993597,-159.77083719344904,1620.8336501845445,10461.46203605029,-296.3371253259771,-17.206669366765915,4.549695967,4.021732605,4.285714286
507285.5071790907,-14926.957384405905,-10085.79148824319,-2765.4290243402966,-2483.251782052859,-9808.876096507141,-16337.718551413609,97.62140780931989,293.0971791265313,3.044920759,2.339694626,2.692307692
185503.7219477989,66690.73377635112,55513.505378918984,3833.911673659064,1253.416264420501,-17511.583522157816,9740.315514382575,411.29255611441806,-248.7246493157525,1.26447695,1.068856384,1.166666667
-133024.93531949088,-15677.979266957514,-864.3225552559053,1256.4352792434877,-479.00732343441314,1358.0337240588424,-2541.424938346052,-475.4130439713299,-148.61847888303672,3.454788469,2.978544864,3.216666667
-140977.37820977546,32090.96842182979,5377.403919444227,-26187.68142688356,-8561.591152927505,-3142.0630952827128,2875.586031819451,-498.46870837154484,447.0985445441445,1.552327478,1.206293212,1.379310345
194960.65869782012,76837.82761683254,38291.31280587736,-67.05957369946172,1055.8447228247385,-15781.14262420509,15690.021481199074,-498.6349596826759,-111.40589659557347,1.543937516,1.222729151,1.383333333
-163367.9424092969,21797.33218809705,-32191.98993111471,-5952.286664873467,-1586.64914694852,4124.777660066825,-872.6567483260685,-450.76757164681686,-236.08846218528166,3.369995498,2.880004502,3.125
305227.31577851693,30128.480711947417,8409.690202032887,51344.898111677016,-36427.10278389886,14881.995171311857,11829.070419245578,-360.10875313023485,-493.4732467233418,3.764962853,3.028140595,3.396551724
-102390.9158285827,-3222.1749644431884,-17231.886545486115,-2544.516566664111,-902.0519087980427,2434.2931948976934,862.1220952364808,568.4231990245039,-138.6015663408296,3.909399125,3.469911219,3.689655172
35595.50249867749,11943.183511004088,-32611.768948474888,31661.354451912248,12278.410294391979,2204.9338803387386,15436.478018367123,-239.40182624546784,-44.67217045457363,2.405101776,1.828231558,2.116666667
-111409.41792087004,7566.273027123532,-13194.476860767403,-10196.169546693854,-1645.660647544034,-24020.306156790048,853.0334106825665,435.30207456907874,-165.14931167782456,3.388944946,2.921399882,3.155172414
-14347.637429978908,13297.01285794463,2132.144108339251,-37660.141532212154,24478.08914988643,-20627.028754353847,7234.001214950968,-487.60371427545095,-467.1140195385652,3.907056989,3.437770597,3.672413793
-177014.21774425707,11238.41100679386,-15221.578181770956,-2090.2249609785185,-1344.959228521187,2531.1495112671028,-6289.241279492105,463.73774861396515,-220.65316181081158,3.373239619,2.937105209,3.155172414
209985.06856173143,-33395.45212893977,37321.944367067204,-29971.373670674875,39052.22744962813,21706.653026981923,-2175.6080496092427,529.4924801034672,-143.10553795093023,3.210241176,2.419388454,2.814814815
-208652.22729858168,-10399.324023761612,18628.078846873643,5632.9270045329395,-814.0482311187596,-524.5472941780012,-16608.40215286802,304.9127904829536,-217.84388201609679,3.228121605,2.771878395,3.0
-76506.38212192182,-51165.01145266428,11674.95340472991,4129.478498068351,964.8481689365265,277.4175530641759,6792.9921398383,-322.8593398444855,-67.49557346060668,3.849214939,3.150785061,3.5
-92459.2260630112,-34947.048352892045,17766.17558644008,-7561.171859070559,-139.37994520601492,-40030.934321258894,7124.025155729183,-517.272488482411,-198.06665195036823,2.728516741,2.054091954,2.391304348
-88033.83864729259,7413.186502285313,-34170.77181432864,-6402.681416194495,-1151.2144101684023,4005.8103909024776,6193.797922581714,-348.62382653947463,-119.69224444476406,4.041123384,3.392209949,3.716666667
-181960.25102534858,-4327.707405874884,29675.370966957504,-17322.89758345617,15928.722161634676,-14362.218187427457,-7875.086381472174,-666.2145851371058,526.3631777253026,1.91045444,1.503338664,1.706896552
-87866.50211970834,21410.74765730409,-23566.79434772537,-21060.931847099153,15479.219672352137,15519.970187952773,3117.6138646080276,630.2993162586538,-14.71653723251611,3.165961789,2.619752497,2.892857143
517257.1429616264,-13840.122740010127,-9681.205460207182,-2719.048133072608,-2589.1847523657534,-10118.118649799593,-17523.08254703349,76.95967718261656,178.0320567098365,4.659037443,4.269533986,4.464285714
477412.6598567942,17033.31492832401,-5594.913974667568,54905.217950466955,16895.965544374536,-9911.098489353768,-11542.630826374569,170.93054859594298,-45.54395813783954,2.686788331,2.05395241,2.37037037
-77623.80415645482,8546.810450908139,-33746.92790297024,-6352.88932707517,-1261.9460299501757,3683.585968825642,4941.795449210287,626.3483862953004,-129.85301676926483,4.24461591,3.686418572,3.965517241
-154773.63207690264,11063.610520817234,9864.415822992753,25113.80378276785,-15831.143868567937,10034.546625324925,1975.762876821213,-422.87561401885887,731.2311604416798,2.303374142,1.770699932,2.037037037
10851.304938334428,-32573.861981435122,-2312.8470919898323,617.0863973908432,-58.214776796175144,-387.23977422408564,3437.5103084144985,587.5409548918476,-37.54386660725393,4.452997027,3.975574401,4.214285714
