fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,CIHigh,CILow,MOS
-96471.00174229167,20285.01670098967,-25410.006765650007,-7633.307763182726,-24941.318047789533,12721.709091305629,8548.16992003181,-301.50125284285065,-210.28209548533204,42.33793567445788,-2.370388708923647,5.430859656986186,-0.3644762193197227,-0.8000090377230477,3.688072916058382,7.728801908455939,1.4801301603851786,15.02803870265404,-0.9939014398966186,9.482739130239011,-23.9962698690723,4.901344354562053,-16.451108306501368,-7.0325678045556925,-4.145897763875061,5.969337454072684,5.31306077467057,1.4083177831639637,-3.034224779799052,2.407534484575645,8.099097605089511,0.146956751907351,0.4694254496922921,-4.656155486332522,5.794130102869114,5.084001519241972,4.361626317316666,-2.0042352757552453,1.4395536665117044,-3.300863599698272,0.7446061147927454,3.3619986321437687,6.5747668106698,1.0309711573161848,-1.1044155277281689,2.5755778735760795,-4.278948194231373,0.845414134674431,3.7141522309420405,-0.7798036508093901,3.93782190212237,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107733,1825.2229904363444,1789.7435154970722,-1099.5449269987273,938.6065054827119,-11692.76348191112,374.4202958938593,-13.66597690376257,-20.577049622898038,3.5485002938119456,5.221299634709102,-2.250808039207206,8.796475178214257,-10.588667018549172,-9.526729499108153,10.432984626217406,4.4324572782425,-6.258055131403989,-4.426203700236389,1.1904634887468704,14.891150603542908,3.2337198050572633,-2.862012514714784,1.9922863106818347,2.39185394020391,-1.6892071286373054,0.08909541323058395,0.672620728144586,-4.593137638697805,2.957053421796742,-0.6480123178258006,-1.2260177094013696,4.615032981108454,2.1997663211345593,2.331395433990652,-1.2718236388781086,-1.8501164521488764,-1.6453250109749225,0.7790553643982066,-0.7113398745907613,-2.77117181529476,-3.3535180004290845,2.7458292781102798,2.1422273374642455,-0.9669164735196479,0.29892565207287014,4.3916333273013874,-2.7887126367227877,-1.913042819067039,1.4786495783824263,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099446,-9573.809645649431,-2705.991167456892,-2616.548834204164,-10197.113459986253,-17831.151732467733,72.0208652155472,131.79221857523532,27.66731600210144,-32.72128720490934,-16.276635643662836,1.4223694276043246,10.428742876643732,-8.633628458645173,-2.1027410954796264,1.8341471340140099,2.1270773373412806,-2.3154080667061177,1.68885338507368,-3.608801383618973,-1.630688711914939,-5.139481474437541,5.134421483222352,-0.5070598052550812,1.3906893426994158,0.01794561618691184,2.38197831733314,0.05441764406664003,2.4601286560630102,0.4510759413343011,0.1632932708905974,1.218891783653284,-2.3202727286663998,-0.888117160664767,-0.13470816342414146,-2.4082872629627796,0.2162581523093971,0.44874544664475685,-1.1732740565664979,1.2947887593428622,-0.2574344491541772,0.28821992439530864,1.0021662750452387,0.6321933961039564,1.151538252984156,0.23365228582162426,-0.27676927457383327,0.8832364229466921,1.1261645144170134,-0.552886016793521,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424976,-35785.16322192118,-7061.455555444079,-687.2164349687728,2388.225422557355,12668.329366015005,-274.9564062915568,-20.814828108402,-35.924636236451114,14.692371818184991,1.2317877712645264,13.32066820025978,-6.321199350120911,-3.1857429634862267,7.218843709575179,1.8191010554997722,-1.1274670975136194,1.3977065808497697,3.8490418235925876,0.7257648973182608,-4.6568145562428995,-1.9173054416587565,-1.1916863918360114,1.9510900947829681,-2.6483694476392285,0.28162961101663636,1.181703954605337,-2.2925760867799743,-1.9099505838994784,-1.1614643798454145,-2.1956509188905753,2.176166540717017,1.7605652205172637,1.4919126920671966,0.16996256602131668,-0.30744464931379006,3.2820223008417617,-0.09636601725471425,-0.8619395022111914,-0.019423094869703877,1.7436284564688542,0.6264437963612239,1.7051577894493837,1.805470863722332,0.06884621674079319,2.077282784527618,-0.6699526470479842,-0.11831311913171857,-1.985699896450032,-0.7436932375912823,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858144,-21798.100385055113,-6011.289906150037,-4101.712284666164,-12190.475770455323,-26349.654996956982,-117.94943480245344,134.23409769825835,7.278243136896404,-27.485833992373216,-24.1576932878958,10.229552528676995,16.653094389569972,-12.681794674015821,4.563911375129951,4.1531994020939,4.572745453636724,-3.0627865473541758,-0.6490324534005603,-3.7286043170966576,-5.6151665290393575,-8.345625388584509,5.425034573186668,1.71296349707936,2.3993785229789037,-0.6832481015533134,4.392605628633858,0.22621691478539946,3.648409802364634,-0.46662739079332005,0.8040156625302554,0.8742266691968226,-1.1514054252299564,-2.3649187945115875,1.6481132298652967,-4.725103557508468,2.208394099161859,-0.9110886358696194,-2.595670486894947,4.113164886579571,1.59913760298567,0.050273706642450275,1.54661543644535,1.7410246986653026,2.4353857746669343,-1.1914751652974267,-2.363798977637405,1.6876343281030788,-1.1549294953921112,-1.0056433968754175,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120616,15728.837560403228,5074.202109515431,-138.71971717672477,48.81993661477765,-6853.808260112903,461.36743041423205,-156.27617829150506,-1.697439186787952,-19.257780508029818,8.573076308128696,-8.890034892069284,1.8454905365588847,-0.7011063547641172,-10.29331734002318,-1.017665032460317,-0.33123441874604265,-0.10173532376491892,1.3818760972053137,-2.176789020404045,6.883968062116539,2.0886409109373743,0.6703744949806316,-2.5999041178755675,-0.7886036482411563,-1.1115741652421498,-1.0278024391327905,2.201962227462267,-0.27834316481653687,2.4164771508497567,-0.4107924841207047,-1.5062274823709965,-2.1421290373830786,0.6911414998749628,-1.043878643227783,0.3276806669895224,-1.5116721915313613,0.548761118191365,0.07449677280041134,0.6296473160632104,-0.7583021588312232,0.2356394150225921,0.6123383266719064,-2.3609741924688366,-0.12763618091568857,-1.6623802935388319,-0.6082688508198613,1.8068537862756613,1.061183337647609,0.21553992264487706,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437633,3720.2476929080285,-11071.459571656314,-1125.2699902355419,-40598.87201190754,4146.316027632555,402.2112499426607,-224.27676462618592,-71.25589114226685,-35.79793436724532,-22.7698020619721,-17.923988487563633,-7.452555287658014,12.188556043414039,4.556204602043746,-2.0714573446851596,3.7023204979456503,0.18014173074595188,2.853388592651458,-10.462605749614646,-3.2450359695238644,-18.030813619656495,11.160711448119647,5.975418529726823,2.61915072552567,1.544040501190234,4.943118254305081,-3.0710103706194136,-3.756552177514121,1.3152888806164016,1.8056473768726233,-0.11025352888228014,0.6747099709537155,4.5877908366287015,0.9550931330849961,-0.11116179996946302,14.301264272934127,1.5016316096077862,-1.2378355759257857,-0.9260087697315835,-5.911059114501958,2.610357522050191,-1.506630622133713,-1.3075321833508375,9.491636549964829,3.232786207139939,-4.214251787423006,5.399555752761071,-3.905784995627452,0.7652770595064067,2.147725643,1.552274357,1.85
-178537.71721144035,11070.30038061557,-15281.928159228586,-2096.7924674018846,-1328.3044122466295,2581.8477796394354,-6092.9185082208205,-531.1698491725449,-245.04798988272768,9.499050759203435,-25.109618959862992,10.451269779504262,4.441364874514685,5.468661423493994,-12.537192564084627,2.0880512293425233,0.8830053062095817,-1.0913346227646765,3.4659406528093872,3.2229115030129165,3.5861481562593425,3.9399389186502503,3.8732269655143328,-3.056650971801931,0.8017529135397164,4.232157679014861,0.7009818193056855,-0.44424873338058174,1.6785209129366376,-1.5030491364289977,0.0486584143366753,-2.761622443453889,1.5773710325760162,0.3853038229899923,1.564476400749021,-1.2462170700264126,-0.21029854725544883,2.7192280985756825,-0.1549320319680749,1.0647625839965102,-0.7718961182346665,0.9702898731807138,0.20160768218559033,0.4030573697155889,0.5192168561695286,0.47369327732153566,0.515273805093783,0.13363193459806785,0.6044709469178486,0.005028045273755258,-0.7926138945723812,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952705,-11133.250748088747,-2744.8423203437483,37080.501734018646,-19604.606893619217,14047.2809409404,-419.8202341055596,535.5186392679241,-43.30457824790594,13.781650768425347,-18.946614057918108,-43.864251511678695,12.738761147560771,-5.522392033316437,22.936551596528716,-7.377521925732152,-29.941878728918372,-22.869023205118932,-7.159438656676151,1.6607991934479165,31.74047482475542,-1.0483561796268874,-27.014539778794234,35.149819939558526,-7.409813715872743,-28.31410836833565,12.421432780979911,33.19158372510492,18.2674655440525,15.21066058308886,-14.819539833157796,-24.99952607242096,9.096357206787278,3.5356213823607443,-10.083973851045737,4.27044185096797,-18.070093325380604,13.787821050614873,-7.845512897392714,19.916191148480845,-0.6296693740073519,10.10384566616355,-1.409211663013933,-0.04826860731539167,0.031146036401115823,-1.828854427711945,0.8169974725107993,-1.8734618162981012,-4.309876114523436,3.3415624494675344,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.90039240342,-15229.401396700905,-2091.688888173656,-1344.1801453921462,2533.949006172242,-6278.294552055448,463.684085870775,-209.2512984542051,7.879651853326329,-8.58913589233262,6.817128615324822,3.7535077575375664,9.861613717881573,-11.495882788581483,-3.044135698523439,5.1390000475244575,1.2109762464821525,1.6227210180788483,-0.5062864333423992,0.9525717342296567,7.380027079287674,2.856464953016494,-2.0037526597777413,-2.68541850496091,5.694409280802273,0.07764487582369706,-1.1631806417279527,1.7722949793147516,-0.441140231947416,0.9198180828160656,-1.9777287926535816,0.05938796265622304,-1.16258664233264,1.8679473113765344,1.1406029981949914,0.6460454787780299,0.5577314127428565,-0.0797912233468902,-1.5615761076761612,-1.2617990248605218,-1.1848985673252868,-0.8154916196565777,0.6075378487587093,-0.6692426908135689,-0.9666324849066313,-0.8992959128287309,0.8400478110665948,2.6839702878357286,-1.676012805582611,-0.6305923870216856,3.324814232,2.847599561,3.086206897
