fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,CIHigh,CILow,MOS
-96471.0017422917,20285.016700989665,-25410.00676565013,-7633.307763182732,-24941.31804778961,12721.709091305578,8548.169920031813,-301.50125284142115,-210.28209547953577,42.33793569024967,-2.3703887163207766,5.4308596412519945,-0.36447621875899033,-0.800009044055215,3.68807292254096,7.728801893816921,1.480130184885225,15.02803866843795,-0.9939014434952786,9.482739341293502,-23.996270313766928,4.901344339594659,-16.451108832414565,-7.032567779905699,-4.14589779173517,5.969337430195593,5.313060751193553,1.4083178669338463,3.824198457,3.329647696,3.576923077
-190899.24390901666,610.2798563107935,1825.2229904363546,1789.7435154970728,-1099.5449269987369,938.606505482707,-11692.763481911164,374.4202958920832,-13.665976903385111,-20.577049630590487,3.5485003048854713,5.221299619581381,-2.250808035801702,8.796475247954623,-10.588667037386397,-9.526729480794693,10.432984798790782,4.432457268133268,-6.258055154044189,-4.4262037989827885,1.1904635108386177,14.891150557806363,3.233719908259355,-2.8620125046233076,1.992286324112016,2.3918539306177506,-1.6892071211556254,0.08909541851497628,3.257015236,2.742984764,3.0
519840.3157679631,-13560.8444500994,-9573.809645649479,-2705.9911674568966,-2616.5488342041817,-10197.113459986214,-17831.151732467803,72.0208652152053,131.79221857160272,27.66731601244192,-32.72128730701559,-16.27663559651017,1.4223694254524752,10.42874295932373,-8.633628474000655,-2.1027410914291216,1.8341471643542937,2.1270773325059276,-2.315408075079794,1.688853422755385,-3.6088014504878454,-1.630688706890568,-5.1394816384169335,5.1344214651394235,-0.5070598086732951,1.3906893371365319,0.01794561611323362,2.3819784587976978,4.581469014,3.989959557,4.285714286
51809.71371273873,-9921.899265424972,-35785.163221921364,-7061.455555444099,-687.2164349687746,2388.2254225573474,12668.329366015048,-274.95640629025223,-20.81482810782858,-35.92463624987491,14.692371864031982,1.231787767696936,13.320668180106507,-6.321199400236504,-3.185742969148491,7.218843695695896,1.8191010855898422,-1.1274670949427907,1.3977065859108968,3.849041909466479,0.7257649107421802,-4.656814541937514,-1.9173055028311792,-1.191686387639787,1.9510901079217624,-2.648369437031888,0.28162960976957163,1.1817040247894879,4.672867535,4.18920143,4.431034483
650895.892755462,9791.139173858151,-21798.100385055226,-6011.28990615005,-4101.712284666197,-12190.475770455276,-26349.654996957088,-117.94943480189416,134.23409769455827,7.278243139617815,-27.485834078142563,-24.157693217911685,10.229552513200542,16.653094521596792,-12.681794696569,4.563911366366491,4.153199470794931,4.572745443239366,-3.0627865584352527,-0.6490324678547662,-3.728604386206752,-5.6151665117705045,-8.345625654858372,5.425034554080057,1.7129635086156552,2.399378513378754,-0.6832480985124695,4.392605889505847,4.804087,4.368326794,4.586206897
-155985.79360999193,-27251.6634471206,15728.837560403308,5074.202109515451,-138.7197171767143,48.8199366147775,-6853.808260112915,461.3674304120423,-156.27617828719798,-1.6974391874237051,-19.25778056812315,8.573076283293203,-8.890034878619256,1.845490551190134,-0.7011063560139703,-10.293317320235998,-1.01766504929343,-0.331234417996972,-0.10173532413111931,1.3818761280241159,-2.1767890607040767,6.883968040975359,2.0886409776083865,0.6703744926175126,-2.599904135387378,-0.7886036450896177,-1.11157416030636,-1.0278025001756181,3.653463529,3.070674402,3.362068966
-8572.13684760553,-16777.303415437622,3720.2476929080494,-11071.459571656334,-1125.269990235553,-40598.872011907384,4146.316027632571,402.2112499407505,-224.276764620007,-71.25589116889171,-35.79793447895299,-22.769801996005782,-17.923988460446587,-7.452555346744504,12.188556065099162,4.556204593296154,-2.0714573789452335,3.702320489556346,0.18014173139662173,2.853388656362366,-10.46260594351318,-3.2450359594935367,-18.030814194872406,11.160711408808663,5.97541856996892,2.619150715053812,1.544040494358664,4.943118547882747,2.147725643,1.552274357,1.85
-178537.71721144044,11070.300380615568,-15281.928159228664,-2096.792467401868,-1328.304412246633,2581.8477796394222,-6092.918508220846,-531.1698491700246,-245.04798987597405,9.499050762754234,-25.109619038216984,10.451269749228077,4.441364867795098,5.468661466849867,-12.537192586381284,2.0880512253257146,0.8830053208149197,-1.0913346202856014,3.465940665351268,3.2229115749026587,3.5861482226853285,3.9399389065439596,3.873227089090169,-3.0566509610423336,0.8017529189371913,4.232157662076756,0.7009818161938703,-0.44424875977027195,3.394160216,2.89155407,3.142857143
-4587.588432627548,47064.65999952704,-11133.2507480888,-2744.842320343764,37080.50173401875,-19604.60689361914,14047.28094094046,-419.8202341035689,535.5186392531647,-43.30457826409262,13.781650811430382,-18.946614003029644,-43.8642514453156,12.7387612485532,-5.5223920431373985,22.936551552438004,-7.377522047762932,-29.941878660701843,-22.86902328785013,-7.159438816372426,1.6607992241615936,31.740474727319512,-1.0483562129981672,-27.014539683670673,35.149820176372096,-7.409813686237971,-28.31410824264742,12.42143351858618,1.384178612,1.098580009,1.24137931
-177088.9826474202,11232.900392403419,-15229.401396700981,-2091.688888173661,-1344.1801453921514,2533.949006172232,-6278.294552055474,463.68408586857436,-209.25129844843846,7.879651856271199,-8.589135919134868,6.817128595576671,3.753507751858774,9.861613796065013,-11.495882809027087,-3.0441356926736587,5.139000132530135,1.210976243721941,1.6227210239475722,-0.5062864446308974,0.9525717518805075,7.380027056622773,2.856465044186235,-2.0037526527248923,-2.6854185230537984,5.694409258004189,0.07764487547884112,-1.163180710812477,3.324814232,2.847599561,3.086206897
