fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,CIHigh,CILow,MOS
-96471.00174229167,20285.016700989632,-25410.00676565009,-7633.307763182718,-24941.31804778978,12721.709091305665,8548.169920032013,-301.5012528395808,-210.28209548104454,42.3379356965319,-2.3703887131353634,5.4308596632131065,-0.3644762199739944,-0.8000090395200707,3.688072912200568,7.728801961604364,1.480130172113677,15.028038520728437,-0.9939014319295857,9.482739230502819,-23.996269819314428,4.9013443035896715,-16.451108410317435,-7.032567716823323,-4.1458977075365935,5.969337570023337,5.313060617320888,1.4083178220278978,-3.034224864297363,2.407534379084099,8.099097881970437,0.14695674456190994,0.46942546937293106,-4.656155205596473,5.794130406975485,5.084001811434958,4.361626599279984,-2.004235091104516,1.439553787968253,-3.300863933019023,0.7446061990422095,3.3619980879562634,6.574767761035846,1.0309709299641436,-1.1044157155832632,2.575577205029238,-4.278949079147159,0.8454143171655292,3.7141532186758446,3.824198457,3.329647696,3.576923077
-190899.2439090163,610.2798563107831,1825.2229904363546,1789.7435154970728,-1099.5449269987387,938.6065054827172,-11692.763481911408,374.420295889915,-13.66597690348166,-20.577049633587112,3.5485003001348594,5.221299640701059,-2.250808043250848,8.79647519806567,-10.588667007327954,-9.526729564159293,10.432984709138525,4.432457224656291,-6.258055081636734,-4.426203747165896,1.190463486321337,14.891150448141168,3.2337198251960664,-2.8620124789362933,1.9922862836571202,2.39185398657429,-1.6892070786826259,0.08909541568325528,0.6726207469227626,-4.593137438173792,2.957053523182292,-0.6480122854309777,-1.2260177608617773,4.6150327033065475,2.1997664369437957,2.3313955678758314,-1.2718237211950791,-1.8501162812331642,-1.6453251503710378,0.7790554436277157,-0.7113399554151898,-2.7711713652854817,-3.3535184811978302,2.745828671076503,2.142227702219523,-0.9669162220177792,0.29892571518855177,4.391634278021596,-2.7887133724584174,3.257015236,2.742984764,3.0
519840.3157679629,-13560.844450099423,-9573.809645649464,-2705.9911674568925,-2616.5488342041886,-10197.113459986267,-17831.151732468174,72.02086521478881,131.7922185725339,27.667316016472736,-32.72128726320224,-16.276635662352668,1.4223694301598664,10.428742900177104,-8.633628449489251,-2.1027411098268107,1.8341471485926835,2.1270773116546624,-2.3154080482922406,1.6888534029847138,-3.608801376131363,-1.6306886948762644,-5.139481506371871,5.13442141906158,-0.5070597983761227,1.3906893696764793,0.01794561565939844,2.3819783831639607,0.0544176455796737,2.4601285486364115,0.45107595683460916,0.16329326272731676,1.2188918348111004,-2.320272588976377,-0.8881172074541152,-0.1347081711460659,-2.4082874187041075,0.2162581323069626,0.4487454846459902,-1.1732741755696008,1.2947889063319105,-0.25743440729120415,0.288219965880093,1.002166053504766,0.6321935036965564,1.151537953476474,0.2336523341500206,-0.2767693344724921,0.8832366559881429,4.581469014,3.989959557,4.285714286
51809.71371273872,-9921.899265424958,-35785.163221921306,-7061.455555444094,-687.2164349687793,2388.2254225573597,12668.329366015314,-274.9564062886604,-20.81482810797557,-35.92463625510814,14.692371844358735,1.2317877726805744,13.320668224193211,-6.321199364385911,-3.18574296010581,7.2188437588651775,1.8191010699608,-1.1274670838736356,1.3977065697355586,3.849041864397525,0.7257648957741295,-4.656814507640375,-1.9173054535728196,-1.1916863769461075,1.9510900682940615,-2.648369498998364,0.2816296026950289,1.1817039872655475,-2.2925761507197144,-1.909950500478126,-1.1614644196762074,-2.1956508091236877,2.176166632053808,1.7605651144959928,1.4919127707375102,0.1699625758078299,-0.30744466918509555,3.282021997679061,-0.09636602539255029,-0.8619395897277637,-0.019423097037356684,1.7436281732416121,0.6264438860941844,1.7051574124730204,1.8054711710338114,0.06884619903523562,2.077283216209913,-0.6699527921907492,-0.11831315036382882,4.672867535,4.18920143,4.431034483
650895.8927554617,9791.139173858139,-21798.10038505519,-6011.289906150038,-4101.712284666224,-12190.475770455338,-26349.65499695764,-117.94943480120975,134.2340976955066,7.278243140679164,-27.485834041339537,-24.157693315634482,10.229552547056489,16.653094427148712,-12.681794660565203,4.563911406305266,4.153199435106433,4.572745398424172,-3.0627865230007516,-0.6490324602511042,-3.7286043093915175,-5.615166470408986,-8.34562544044706,5.425034505394513,1.7129634738213213,2.399378569521855,-0.6832480813266651,4.392605750034341,0.22621692108140948,3.648409643060654,-0.4666274067669968,0.8040156223357944,0.8742267058903225,-1.1514053559320656,-2.3649189191300772,1.648113324583203,-4.725103863092457,2.2083938951303987,-0.9110887130392792,-2.595670750147285,4.113165353517071,1.5991373432197562,0.050273714016140045,1.5466150945535058,1.7410249950178607,2.4353851411031795,-1.1914754135190022,-2.363799489320946,1.6876347737136848,4.804087,4.368326794,4.586206897
-155985.79360999184,-27251.663447120565,15728.837560403283,5074.202109515438,-138.71971717671522,48.819936614777745,-6853.808260113072,461.3674304093678,-156.27617828830228,-1.6974391876701735,-19.257780542337287,8.573076317972717,-8.890034908042168,1.8454905407237066,-0.7011063540236993,-10.293317410310072,-1.0176650405497836,-0.3312344147515738,-0.10173532295413251,1.3818761118462461,-2.176789015840467,6.883967990274805,2.088640923960865,0.6703744866044915,-2.5999040825857382,-0.7886036635381627,-1.1115741323525838,-1.0278024675364261,2.20196228886795,-0.27834315267768805,2.4164772337890734,-0.4107924635841434,-1.5062275455888021,-2.1421289084040405,0.691141536317991,-1.0438787031995278,0.3276806881947102,-1.5116720518991897,0.5487611646681392,0.07449678035651452,0.6296473875360573,-0.7583020356183292,0.2356394488927665,0.6123381912862834,-2.3609745943931055,-0.12763614783111377,-1.662380639355618,-0.6082689823926376,1.8068542630977225,3.653463529,3.070674402,3.362068966
-8572.136847605523,-16777.303415437604,3720.247692908042,-11071.459571656316,-1125.2699902355714,-40598.872011907624,4146.316027632644,402.21124993841744,-224.27676462159158,-71.25589117926755,-35.79793443102072,-22.76980208811316,-17.92398851976874,-7.452555304477496,12.188556030499406,4.556204633165093,-2.071457361144212,3.7023204532955556,0.18014172930763003,2.853388622963418,-10.462605727959467,-3.2450359355771945,-18.030813731599682,11.160711308653418,5.975418448600511,2.61915077633642,1.5440404555347802,4.943118390923165,-3.0710104562830636,-3.7565520134532195,1.3152889258545273,1.8056472866045257,-0.11025353350526478,0.6747099302913682,4.587791078539081,0.9550931880174475,-0.11116180715310658,14.301262951915964,1.5016317368353373,-1.2378357016558914,-0.9260088748086363,-5.911058153858785,2.6103578970693677,-1.5066302889192913,-1.3075324061680291,9.491634081135132,3.2327868772473116,-4.214252699798659,5.399557177420699,2.147725643,1.552274357,1.85
-178537.71721144035,11070.300380615552,-15281.928159228639,-2096.792467401865,-1328.304412246642,2581.84777963944,-6092.918508220973,-531.1698491669464,-245.0479898777054,9.499050764135916,-25.10961900459593,10.451269791506057,4.441364882494541,5.468661435834379,-12.53719255079159,2.088051243597518,0.8830053132287915,-1.0913346095761114,3.4659406252486087,3.222911537165355,3.586148148783347,3.939938877526536,3.873226989579118,-3.0566509336147263,0.8017529026497683,4.232157761101028,0.700981798573364,-0.44424874565255107,1.6785209597350734,-1.503049070787882,0.04865841602847429,-2.76162230539273,1.5773710987800815,0.38530379977873824,1.5644764832403995,-1.2462171416130223,-0.21029856084745543,2.719227847396991,-0.1549320450675762,1.0647626919102102,-0.7718962058412336,0.9702897155675779,0.2016077110270298,0.4030572806100013,0.519216944530896,0.4736931541419084,0.5152739119724611,0.13363196355112972,0.6044711062871334,3.394160216,2.89155407,3.142857143
-4587.588432627546,47064.65999952697,-11133.250748088789,-2744.8423203437656,37080.50173401898,-19604.60689361925,14047.280940940742,-419.82023410113527,535.5186392569487,-43.304578270395005,13.78165079297669,-18.94661407967213,-43.86425159049112,12.738761176305161,-5.522392027451696,22.936551753153765,-7.3775219843653295,-29.94187836721338,-22.86902302325587,-7.159438732530103,1.660799189919956,31.74047449357993,-1.0483561860571562,-27.014539441203485,35.149819462467015,-7.409813859580712,-28.31410753053798,12.421433124302325,33.191584650645375,18.26746474627665,15.210661105281954,-14.819539092288206,-24.99952712165874,9.096356659089114,3.535621568727682,-10.083974430394859,4.27044212727087,-18.070091656245808,13.787822218328609,-7.845513693241675,19.916193409430463,-0.629669271389094,10.103847114475363,-1.4092113516847011,-0.048268615484871276,0.03114602768011229,-1.8288548081213032,0.8169976495093385,-1.8734623113624118,1.384178612,1.098580009,1.24137931
-177088.98264742014,11232.900392403402,-15229.401396700958,-2091.688888173657,-1344.1801453921628,2533.949006172249,-6278.294552055603,463.6840858658847,-209.25129844991582,7.8796518574165795,-8.589135907634315,6.817128623153003,3.7535077642816232,9.861613740135205,-11.495882776394568,-3.0441357193161087,5.139000088371576,1.210976231860514,1.6227210051725631,-0.5062864387063303,0.9525717322578059,7.380027002268406,2.8564649708170307,-2.003752634738623,-2.6854184685172924,5.6944093912381994,0.07764487353150017,-1.163180673871238,1.7722950287345185,-0.44114021268358433,0.9198181144073332,-1.9777286937817213,0.059387965148289236,-1.1625865723329252,1.8679474098595474,1.1406030637289124,0.6460455205639495,0.5577313612464921,-0.07979123009605445,-1.5615762660787151,-1.261799168093771,-1.184898374880038,-0.8154917366005091,0.6075377144557084,-0.6692428047579438,-0.9666322334193028,-0.8992960999699411,0.8400479930660396,2.6839709961933695,3.324814232,2.847599561,3.086206897
